date,FT_FAM_2022_Q2,meta
2022-05-20 00:00:00,-115.58686918875345,
2022-05-20 10:00:00,-145.14389890982727,
2022-05-20 10:30:00,-142.41963459871363,
2022-05-20 12:00:00,-143.46041813029177,
2022-05-20 13:30:00,-157.6886601445982,
2022-05-20 15:00:00,-145.9738270808424,
2022-05-20 15:30:30,-145.9738270808424,
2022-05-20 23:59:59,-137.10610923897525,w
2022-05-23 00:00:00,-144.51365039305284,
2022-05-23 10:00:00,-146.78807822746222,
2022-05-23 10:30:00,-152.8013436491196,
2022-05-23 12:00:00,-155.95356737830514,
2022-05-23 13:30:00,-148.8995032969106,
2022-05-23 15:00:00,-131.9740472769455,
2022-05-23 15:30:30,-131.9740472769455,
2022-05-23 23:59:59,-146.99099632342433,c
2022-05-24 00:00:00,-176.16244990706315,
2022-05-24 10:00:00,-147.9246903345554,
2022-05-24 10:30:00,-166.4046605140154,
2022-05-24 12:00:00,-144.0795774600649,
2022-05-24 13:30:00,-150.26246316235984,
2022-05-24 15:00:00,-143.61251600540623,
2022-05-24 15:30:30,-143.61251600540623,
2022-05-24 23:59:59,-140.9258587100751,c
2022-05-25 00:00:00,-135.30406496896654,
2022-05-25 10:00:00,-106.77936748059194,
2022-05-25 10:30:00,-106.40230290096058,
2022-05-25 12:00:00,-106.60883252587293,
2022-05-25 13:30:00,-104.42167991951133,
2022-05-25 15:00:00,-110.34648671874423,
2022-05-25 15:30:30,-110.34648671874423,
2022-05-25 23:59:59,-106.63608030642696,c
2022-05-26 00:00:00,-92.65321217641615,
2022-05-26 10:00:00,-107.67408629621376,
2022-05-26 10:30:00,-117.18268209573752,
2022-05-26 12:00:00,-93.2213515005031,
2022-05-26 13:30:00,-90.82909649988561,
2022-05-26 15:00:00,-101.34669432003058,
2022-05-26 15:30:30,-101.34669432003058,
2022-05-26 23:59:59,-96.5528774605069,c
2022-05-27 00:00:00,-104.14421348432138,
2022-05-27 10:00:00,-89.36119084870849,
2022-05-27 10:30:00,-91.58934391884476,
2022-05-27 12:00:00,-53.94484080277867,
2022-05-27 13:30:00,-67.27009639160678,
2022-05-27 15:00:00,-64.5227916722012,
2022-05-27 15:30:30,-64.5227916722012,
2022-05-27 23:59:59,-70.34198332571316,w
2022-05-30 00:00:00,-70.34198332571316,
2022-05-30 10:00:00,-70.34198332571316,
2022-05-30 10:30:00,-70.34198332571316,
2022-05-30 12:00:00,-70.34198332571316,
2022-05-30 13:30:00,-70.34198332571316,
2022-05-30 15:00:00,-70.34198332571316,
2022-05-30 15:30:30,-70.34198332571316,
2022-05-30 23:59:59,-70.34198332571316,c
2022-05-31 00:00:00,-61.11017000737452,
2022-05-31 10:00:00,-31.677440834780498,
2022-05-31 10:30:00,-40.929033562674974,
2022-05-31 12:00:00,-44.295172591873296,
2022-05-31 13:30:00,-57.52133784648349,
2022-05-31 15:00:00,-69.55715535569068,
2022-05-31 15:30:30,-69.55715535569068,s
2022-05-31 23:59:59,-52.74977758723763,c
2022-06-01 00:00:00,-56.686961666282954,
2022-06-01 10:00:00,-77.47081287284176,
2022-06-01 10:30:00,-70.54523751735726,
2022-06-01 12:00:00,-107.09818159361662,
