date,EU_FTSE_DM_AD_2022_Q2,meta
2022-04-08 00:00:00,-289.2710533336526,
2022-04-08 03:30:00,-419.68178503418324,
2022-04-08 04:00:00,-417.28846385803956,
2022-04-08 06:00:00,-371.9722799151202,
2022-04-08 08:00:00,-401.5855983462892,
2022-04-08 10:30:00,-414.0978769012719,
2022-04-08 11:00:00,-422.98195206710744,
2022-04-08 23:59:59,-432.9725521938342,w
2022-04-11 00:00:00,-465.60319606661153,
2022-04-11 03:30:00,-519.3995232509043,
2022-04-11 04:00:00,-555.7942819048508,
2022-04-11 06:00:00,-537.5921867702148,
2022-04-11 08:00:00,-552.2168878464541,
2022-04-11 10:30:00,-620.8389562394365,
2022-04-11 11:00:00,-612.8605250107214,
2022-04-11 23:59:59,-582.0548713322846,c
2022-04-12 00:00:00,-525.9650628318665,
2022-04-12 03:30:00,-479.5836206663776,
2022-04-12 04:00:00,-447.5817466696267,
2022-04-12 06:00:00,-437.1582291391756,
2022-04-12 08:00:00,-452.6676689525766,
2022-04-12 10:30:00,-453.618649965687,
2022-04-12 11:00:00,-457.1160164730489,
2022-04-12 23:59:59,-483.1879748735637,c
2022-04-13 00:00:00,-439.53308994032454,
2022-04-13 03:30:00,-462.50732482992845,
2022-04-13 04:00:00,-522.5719632407992,
2022-04-13 06:00:00,-539.0334122777567,
2022-04-13 08:00:00,-515.0079033343204,
2022-04-13 10:30:00,-546.8451947165989,
2022-04-13 11:00:00,-542.1695147803949,
2022-04-13 23:59:59,-560.1024801751995,c
2022-04-14 00:00:00,-542.1590515142428,
2022-04-14 03:30:00,-564.6282761399231,
2022-04-14 04:00:00,-583.4717059287087,
2022-04-14 06:00:00,-565.0039307975649,
2022-04-14 08:00:00,-508.84417461293555,
2022-04-14 10:30:00,-482.7253734538992,
2022-04-14 11:00:00,-470.22937977932435,
2022-04-14 23:59:59,-532.1665769169126,c
2022-04-15 00:00:00,-532.1665769169126,
2022-04-15 03:30:00,-532.1665769169126,
2022-04-15 04:00:00,-532.1665769169126,
2022-04-15 06:00:00,-532.1665769169126,
2022-04-15 08:00:00,-532.1665769169126,
2022-04-15 10:30:00,-532.1665769169126,
2022-04-15 11:00:00,-532.1665769169126,
2022-04-15 23:59:59,-532.1665769169126,w
2022-04-18 00:00:00,-532.1665769169126,
2022-04-18 03:30:00,-532.1665769169126,
2022-04-18 04:00:00,-532.1665769169126,
2022-04-18 06:00:00,-532.1665769169126,
2022-04-18 08:00:00,-532.1665769169126,
2022-04-18 10:30:00,-532.1665769169126,
2022-04-18 11:00:00,-532.1665769169126,
2022-04-18 23:59:59,-532.1665769169126,c
2022-04-19 00:00:00,-584.5526742019558,
2022-04-19 03:30:00,-644.5669619339977,
2022-04-19 04:00:00,-554.4928942730799,
2022-04-19 06:00:00,-474.49800856150017,
2022-04-19 08:00:00,-493.77008414378776,
2022-04-19 10:30:00,-446.78309135150346,
2022-04-19 11:00:00,-453.83571760443544,
2022-04-19 23:59:59,-448.73696161851154,c
2022-04-20 00:00:00,-534.6472428441705,
2022-04-20 03:30:00,-438.56763660041116,
2022-04-20 04:00:00,-527.6464614874694,
2022-04-20 06:00:00,-553.408491000333,
2022-04-20 08:00:00,-538.2050826525192,
2022-04-20 10:30:00,-589.4172632703774,
2022-04-20 11:00:00,-594.5050823665326,
2022-04-20 23:59:59,-599.0151936749434,c
2022-04-21 00:00:00,-613.2372372995828,
2022-04-21 03:30:00,-746.2553000916599,
2022-04-21 04:00:00,-765.124578291359,
2022-04-21 06:00:00,-673.0473637025991,
2022-04-21 08:00:00,-590.4805529011576,
2022-04-21 10:30:00,-562.9066218725612,
2022-04-21 11:00:00,-545.0139258634066,
2022-04-21 23:59:59,-483.1647256528467,c
2022-04-22 00:00:00,-507.96120795702075,
2022-04-22 03:30:00,-556.34756846815,
2022-04-22 04:00:00,-526.4771033699518,
2022-04-22 06:00:00,-517.0141799007125,
2022-04-22 08:00:00,-538.4091016133549,
2022-04-22 10:30:00,-540.1205452677301,
2022-04-22 11:00:00,-519.489153948846,
2022-04-22 23:59:59,-537.3512199342678,w
2022-04-25 00:00:00,-515.7967802319357,
2022-04-25 03:30:00,-541.8171338155983,
2022-04-25 04:00:00,-531.1924943400605,
2022-04-25 06:00:00,-617.0389447820617,
2022-04-25 08:00:00,-624.6262527278468,
2022-04-25 10:30:00,-629.5139601913445,
2022-04-25 11:00:00,-614.5226588615106,
2022-04-25 23:59:59,-542.6034199540894,c
2022-04-26 00:00:00,-571.2237536921425,
2022-04-26 03:30:00,-613.8986593770484,
2022-04-26 04:00:00,-601.5348536889941,
2022-04-26 06:00:00,-542.6891788845559,
2022-04-26 08:00:00,-554.1643367056884,
2022-04-26 10:30:00,-603.2658684472956,
2022-04-26 11:00:00,-613.5842453889275,
2022-04-26 23:59:59,-639.2974663918601,c
2022-04-27 00:00:00,-660.2391419051315,
2022-04-27 03:30:00,-656.5906853419784,
2022-04-27 04:00:00,-637.2276417100055,
2022-04-27 06:00:00,-705.6185668145926,
2022-04-27 08:00:00,-720.5963677868787,
2022-04-27 10:30:00,-710.3739147795706,
2022-04-27 11:00:00,-720.3037217172232,
2022-04-27 23:59:59,-784.0646209872486,c
2022-04-28 00:00:00,-731.950162657778,
2022-04-28 03:30:00,-669.2783550780143,
2022-04-28 04:00:00,-620.6107382017026,
2022-04-28 06:00:00,-587.9802319084463,
2022-04-28 08:00:00,-601.749204067005,
2022-04-28 10:30:00,-707.4045105217956,
2022-04-28 11:00:00,-681.0090726339231,
2022-04-28 23:59:59,-703.5897017270146,c
2022-04-29 00:00:00,-633.0760231474482,
2022-04-29 03:30:00,-625.1642403188667,
2022-04-29 04:00:00,-631.4044296421613,
2022-04-29 06:00:00,-555.4515079033094,
2022-04-29 08:00:00,-532.2373077302572,
2022-04-29 10:30:00,-541.1303244762664,
2022-04-29 11:00:00,-558.8103618892857,
2022-04-29 23:59:59,-547.37793922248,w
2022-05-02 00:00:00,-542.8322188522045,
2022-05-02 03:30:00,-525.3470220084644,
2022-05-02 04:00:00,-664.5859064495953,
2022-05-02 06:00:00,-541.1099050212545,
2022-05-02 08:00:00,-540.456611774292,
2022-05-02 10:30:00,-459.822394301301,
2022-05-02 11:00:00,-471.2647388620917,
2022-05-02 23:59:59,-445.62019147239414,c
2022-05-03 00:00:00,-419.3419265242157,
2022-05-03 03:30:00,-425.88714810701157,
2022-05-03 04:00:00,-361.7103659866383,
2022-05-03 06:00:00,-389.6310113058703,
2022-05-03 08:00:00,-334.7152843792169,
2022-05-03 10:30:00,-333.4500039523322,
2022-05-03 11:00:00,-343.07156781294134,
2022-05-03 23:59:59,-318.550432838627,c
2022-05-04 00:00:00,-313.7663228375951,
2022-05-04 03:30:00,-386.4842417016032,
2022-05-04 04:00:00,-448.60486896064225,
2022-05-04 06:00:00,-349.44459936114043,
2022-05-04 08:00:00,-303.5937536600896,
2022-05-04 10:30:00,-352.39388100172266,
2022-05-04 11:00:00,-356.0856191310402,
2022-05-04 23:59:59,-294.93622488651266,c
2022-05-05 00:00:00,-317.934584081508,
2022-05-05 03:30:00,-248.30157584568818,
2022-05-05 04:00:00,-312.3374620567767,
2022-05-05 06:00:00,-426.3716083655646,
2022-05-05 08:00:00,-477.90196224292936,
2022-05-05 10:30:00,-590.6334781503716,
2022-05-05 11:00:00,-601.6680626484585,
2022-05-05 23:59:59,-575.0421481199674,c
2022-05-06 00:00:00,-606.651788651057,
2022-05-06 03:30:00,-566.5594168872578,
