date,MSCI_FACT_USMV_HEDGED_2021_Q2,meta
2021-04-12 00:00:00,-82.68997289478503,
2021-04-12 10:00:00,-99.09419445063085,
2021-04-12 10:30:00,-97.79482444530936,
2021-04-12 12:00:00,-103.08487937157946,
2021-04-12 13:30:00,-91.77017712376568,
2021-04-12 15:00:00,-92.33416384866268,
2021-04-12 15:30:30,-92.33416384866268,
2021-04-12 23:59:59,-89.8861862148795,c
2021-04-13 00:00:00,-59.360762499869985,
2021-04-13 10:00:00,-58.98235759664828,
2021-04-13 10:30:00,-61.71551304205919,
2021-04-13 12:00:00,-66.18757952220349,
2021-04-13 13:30:00,-62.88998524111654,
2021-04-13 15:00:00,-62.42586252182945,
2021-04-13 15:30:30,-62.42586252182945,
2021-04-13 23:59:59,-67.4339233410025,c
2021-04-14 00:00:00,-66.19399612596175,
2021-04-14 10:00:00,-83.39215303792105,
2021-04-14 10:30:00,-90.15472539706795,
2021-04-14 12:00:00,-87.52986504137516,
2021-04-14 13:30:00,-90.32791426731524,
2021-04-14 15:00:00,-90.35670752633752,
2021-04-14 15:30:30,-90.35670752633752,
2021-04-14 23:59:59,-83.81907879468275,c
2021-04-15 00:00:00,-73.32352185809123,
2021-04-15 10:00:00,-72.71432716480388,
2021-04-15 10:30:00,-72.48154209170212,
2021-04-15 12:00:00,-80.09150435614609,
2021-04-15 13:30:00,-73.59325069853287,
2021-04-15 15:00:00,-71.55941578165476,
2021-04-15 15:30:30,-71.55941578165476,
2021-04-15 23:59:59,-70.47240682322476,c
2021-04-16 00:00:00,-74.65696338955036,
2021-04-16 10:00:00,-77.57194725216547,
2021-04-16 10:30:00,-68.70225836378981,
2021-04-16 12:00:00,-70.29142145006847,
2021-04-16 13:30:00,-71.60572803191172,
2021-04-16 15:00:00,-66.40550633948908,
2021-04-16 15:30:30,-66.40550633948908,
2021-04-16 23:59:59,-70.73157931531097,w
2021-04-19 00:00:00,-80.72869249693048,
2021-04-19 10:00:00,-65.16718208917041,
2021-04-19 10:30:00,-72.40990692561465,
2021-04-19 12:00:00,-86.1611605921143,
2021-04-19 13:30:00,-79.79676486317459,
2021-04-19 15:00:00,-85.52596278942565,
2021-04-19 15:30:30,-85.52596278942565,
2021-04-19 23:59:59,-87.38072487334261,c
2021-04-20 00:00:00,-79.3920494861901,
2021-04-20 10:00:00,-96.24366722774818,
2021-04-20 10:30:00,-93.12489553052933,
2021-04-20 12:00:00,-114.2841248163653,
2021-04-20 13:30:00,-115.83621783734316,
2021-04-20 15:00:00,-107.69104222731804,
2021-04-20 15:30:30,-107.69104222731804,
2021-04-20 23:59:59,-105.81079727903733,c
2021-04-21 00:00:00,-109.21933862539149,
2021-04-21 10:00:00,-128.05454088560737,
2021-04-21 10:30:00,-131.57291281669552,
2021-04-21 12:00:00,-134.02176295094526,
2021-04-21 13:30:00,-137.99128348152252,
2021-04-21 15:00:00,-146.57264402279435,
2021-04-21 15:30:30,-146.57264402279435,
2021-04-21 23:59:59,-140.7235474287613,c
2021-04-22 00:00:00,-132.99856766823123,
2021-04-22 10:00:00,-120.79058829330242,
2021-04-22 10:30:00,-114.3810143752296,
2021-04-22 12:00:00,-118.67061137959809,
2021-04-22 13:30:00,-127.69572919865823,
2021-04-22 15:00:00,-131.349606702658,
2021-04-22 15:30:30,-131.349606702658,
2021-04-22 23:59:59,-126.58804165349193,c
2021-04-23 00:00:00,-115.22321587612714,
2021-04-23 10:00:00,-121.77111364528648,
2021-04-23 10:30:00,-121.04241252972565,
2021-04-23 12:00:00,-115.26240935304494,
2021-04-23 13:30:00,-116.41678650864026,
2021-04-23 15:00:00,-120.6327449069995,
2021-04-23 15:30:30,-120.6327449069995,
2021-04-23 23:59:59,-116.7776896696293,w
2021-04-26 00:00:00,-123.36890460667104,
2021-04-26 10:00:00,-123.26454657886009,
2021-04-26 10:30:00,-126.97660978266555,
2021-04-26 12:00:00,-121.10954086387335,
2021-04-26 13:30:00,-123.97854434051953,
2021-04-26 15:00:00,-117.2487708366618,
2021-04-26 15:30:30,-117.2487708366618,
2021-04-26 23:59:59,-111.89344760839398,c
2021-04-27 00:00:00,-89.66557772635304,
2021-04-27 10:00:00,-86.25908945421787,
2021-04-27 10:30:00,-81.8863364480903,
2021-04-27 12:00:00,-87.3589826964398,
2021-04-27 13:30:00,-80.0832078002449,
2021-04-27 15:00:00,-79.15108844921104,
2021-04-27 15:30:30,-79.15108844921104,
2021-04-27 23:59:59,-85.11202047937286,c
2021-04-28 00:00:00,-60.1047012862741,
2021-04-28 10:00:00,-64.22559439996286,
2021-04-28 10:30:00,-62.94173275632979,
2021-04-28 12:00:00,-64.79005744856573,
2021-04-28 13:30:00,-60.27330232636698,
2021-04-28 15:00:00,-59.996876909372524,
2021-04-28 15:30:30,-59.996876909372524,
2021-04-28 23:59:59,-62.35368226704758,c
2021-04-29 00:00:00,-36.48906295862438,
2021-04-29 10:00:00,-41.00044139736958,
2021-04-29 10:30:00,-38.839258682625506,
2021-04-29 12:00:00,-36.76254617375336,
2021-04-29 13:30:00,-34.72471076736144,
2021-04-29 15:00:00,-26.021410462946356,
2021-04-29 15:30:30,-26.021410462946356,
2021-04-29 23:59:59,-32.08640616189745,c
2021-04-30 00:00:00,-28.08907395646977,
2021-04-30 10:00:00,-41.40320636753159,
2021-04-30 10:30:00,-30.274324697217175,
2021-04-30 12:00:00,-33.369381872632395,
2021-04-30 13:30:00,-34.49731761986862,
2021-04-30 15:00:00,-41.66786015748756,
2021-04-30 15:30:30,-41.66786015748756,s
2021-04-30 23:59:59,-42.5004530641014,w
2021-05-03 00:00:00,-32.78667860273439,
2021-05-03 10:00:00,-48.32380813450066,
2021-05-03 10:30:00,-32.88735785667465,
2021-05-03 12:00:00,-32.38969003545704,
2021-05-03 13:30:00,-31.489424334078358,
2021-05-03 15:00:00,-35.964923178533574,
2021-05-03 15:30:30,-35.964923178533574,
2021-05-03 23:59:59,-28.81794547097119,c
2021-05-04 00:00:00,-42.15106574612545,
2021-05-04 10:00:00,-52.54559120919388,
2021-05-04 10:30:00,-47.975568586745815,
2021-05-04 12:00:00,-71.4660170549688,
2021-05-04 13:30:00,-71.74896548296812,
2021-05-04 15:00:00,-53.61249585119425,
2021-05-04 15:30:30,-53.61249585119425,
2021-05-04 23:59:59,-56.033320791651285,c
2021-05-05 00:00:00,-29.231415848020298,
2021-05-05 10:00:00,-18.00517286811914,
2021-05-05 10:30:00,-14.49114480412829,
2021-05-05 12:00:00,-20.097818202111704,
2021-05-05 13:30:00,-19.71799057189542,
2021-05-05 15:00:00,-31.894616119296707,
2021-05-05 15:30:30,-31.894616119296707,
2021-05-05 23:59:59,-42.378534610329275,c
2021-05-06 00:00:00,-63.135452132167764,
2021-05-06 10:00:00,-74.61462249484805,
2021-05-06 10:30:00,-61.35358023633541,
2021-05-06 12:00:00,-51.40337259116958,
2021-05-06 13:30:00,-41.653550147886826,
2021-05-06 15:00:00,-45.65879856977667,
2021-05-06 15:30:30,-45.65879856977667,
2021-05-06 23:59:59,-46.53347872142361,c
2021-05-07 00:00:00,-29.864819735377587,
2021-05-07 10:00:00,-27.270415145799298,
2021-05-07 10:30:00,-36.44067498027723,
2021-05-07 12:00:00,-27.265589705833527,
2021-05-07 13:30:00,-13.618079517024448,
2021-05-07 15:00:00,-19.546041386416597,
2021-05-07 15:30:30,-19.546041386416597,
2021-05-07 23:59:59,-19.05661218048143,w
2021-05-10 00:00:00,-38.236420470337144,
2021-05-10 10:00:00,-49.63362208573009,
2021-05-10 10:30:00,-51.72922835121181,
2021-05-10 12:00:00,-36.087954727074326,
2021-05-10 13:30:00,-28.359310992689267,
2021-05-10 15:00:00,-40.642033535197605,
2021-05-10 15:30:30,-40.642033535197605,
2021-05-10 23:59:59,-30.407664958928045,c
2021-05-11 00:00:00,-42.422000033857664,
2021-05-11 10:00:00,-39.42994736725492,
2021-05-11 10:30:00,-48.10410298300102,
2021-05-11 12:00:00,-31.265999554568033,
2021-05-11 13:30:00,-21.838945317260034,
2021-05-11 15:00:00,-20.538825814841836,
2021-05-11 15:30:30,-20.538825814841836,
2021-05-11 23:59:59,-11.465749471276006,c
2021-05-12 00:00:00,-32.590289945969396,
2021-05-12 10:00:00,-44.52746579951147,
2021-05-12 10:30:00,-55.75148893093995,
2021-05-12 12:00:00,-60.97885547866016,
2021-05-12 13:30:00,-52.73269370729965,
2021-05-12 15:00:00,-60.996624203158625,
2021-05-12 15:30:30,-60.996624203158625,
2021-05-12 23:59:59,-45.77765688115537,c
2021-05-13 00:00:00,-30.045301186014804,
2021-05-13 10:00:00,-24.00011670802011,
2021-05-13 10:30:00,-24.37282216271857,
2021-05-13 12:00:00,-35.32490945537199,
2021-05-13 13:30:00,-39.251773630965,
2021-05-13 15:00:00,-46.317821106857885,
2021-05-13 15:30:30,-46.317821106857885,u
2021-05-13 23:59:59,-38.56068127546738,c
2021-05-14 00:00:00,-40.13152755545536,
2021-05-14 10:00:00,-14.617053072978528,
2021-05-14 10:30:00,-9.028351072014608,
2021-05-14 12:00:00,-14.302890258370276,
2021-05-14 13:30:00,-21.476389247121197,
2021-05-14 15:00:00,-18.98688161529656,
2021-05-14 15:30:30,-18.98688161529656,
2021-05-14 23:59:59,-15.187735622354516,w
2021-05-17 00:00:00,-9.056036543792196,
2021-05-17 10:00:00,9.271919256559947,
2021-05-17 10:30:00,9.794503711537637,
2021-05-17 12:00:00,-2.86918331843259,
2021-05-17 13:30:00,-12.260670041725483,
2021-05-17 15:00:00,-0.31181855291740135,
2021-05-17 15:30:30,-0.31181855291740135,
2021-05-17 23:59:59,0.0,a
2021-05-18 00:00:00,25.315353306023155,
2021-05-18 10:00:00,30.74393561850733,
2021-05-18 10:30:00,13.598112864731185,
2021-05-18 12:00:00,0.5143610720636644,
2021-05-18 13:30:00,-8.473925037747101,
2021-05-18 15:00:00,-15.912623768651223,
2021-05-18 15:30:30,-15.912623768651223,
2021-05-18 23:59:59,-14.275755597015483,c
2021-05-19 00:00:00,-21.90191336037953,
2021-05-19 10:00:00,5.91275160644593,
2021-05-19 10:30:00,7.197201845207765,
2021-05-19 12:00:00,4.7099121871763,
2021-05-19 13:30:00,5.720556382941105,
2021-05-19 15:00:00,15.298111763518136,
2021-05-19 15:30:30,15.298111763518136,
2021-05-19 23:59:59,13.40956052073625,c
2021-05-20 00:00:00,18.96533169216518,
2021-05-20 10:00:00,34.91623896473713,
2021-05-20 10:30:00,26.54146798834983,
2021-05-20 12:00:00,35.3920025234903,
2021-05-20 13:30:00,42.88148276550223,
2021-05-20 15:00:00,47.993484666351954,
2021-05-20 15:30:30,47.993484666351954,
2021-05-20 23:59:59,43.49284955886985,c
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
0,43.49284955886985,
2021-05-21 00:00:00,40.25936506176507,
2021-05-21 10:00:00,36.62132538567394,
2021-05-21 10:30:00,53.688867221759324,
2021-05-21 12:00:00,58.548993799606365,
2021-05-21 13:30:00,63.17985213456981,
2021-05-21 15:00:00,57.45513076839496,
2021-05-21 15:30:30,57.45513076839496,
2021-05-21 23:59:59,51.8802189361026,w
2021-05-24 00:00:00,58.2300986047912,
2021-05-24 10:00:00,73.44539255405762,
2021-05-24 10:30:00,75.22099525044436,
2021-05-24 12:00:00,84.40015755547071,
2021-05-24 13:30:00,88.48214003823696,
2021-05-24 15:00:00,85.30936796911617,
2021-05-24 15:30:30,85.30936796911617,
2021-05-24 23:59:59,77.18845419612393,c
2021-05-25 00:00:00,91.40893648451276,
2021-05-25 10:00:00,89.05563233430485,
2021-05-25 10:30:00,83.29311626723342,
2021-05-25 12:00:00,86.99698291566834,
2021-05-25 13:30:00,72.4321789407163,
2021-05-25 15:00:00,78.54515006841785,
2021-05-25 15:30:30,78.54515006841785,
2021-05-25 23:59:59,79.2753187176485,c
2021-05-26 00:00:00,107.3826362388937,
2021-05-26 10:00:00,113.29909851226566,
2021-05-26 10:30:00,111.30158552113976,
2021-05-26 12:00:00,111.65239098401769,
2021-05-26 13:30:00,114.31863709036762,
2021-05-26 15:00:00,120.3493268879881,
2021-05-26 15:30:30,120.3493268879881,
2021-05-26 23:59:59,121.77430849806586,c
2021-05-27 00:00:00,119.03504586494903,
2021-05-27 10:00:00,110.1133789505298,
2021-05-27 10:30:00,119.50216790423576,
2021-05-27 12:00:00,106.79315850986585,
2021-05-27 13:30:00,117.92308744055566,
2021-05-27 15:00:00,119.48290419153759,
2021-05-27 15:30:30,119.48290419153759,
2021-05-27 23:59:59,76.0822948862034,e
2021-05-28 00:00:00,75.79398819780062,
2021-05-28 10:00:00,84.77952023365604,
2021-05-28 10:30:00,82.64113586071156,
2021-05-28 12:00:00,93.4063453516631,
2021-05-28 13:30:00,87.80821202662119,
2021-05-28 15:00:00,93.46500942552824,
2021-05-28 15:30:30,93.46500942552824,
2021-05-28 23:59:59,99.03332280847007,w
2021-05-31 00:00:00,99.03332280847007,
2021-05-31 10:00:00,99.03332280847007,
2021-05-31 10:30:00,99.03332280847007,
2021-05-31 12:00:00,99.03332280847007,
2021-05-31 13:30:00,99.03332280847007,
2021-05-31 15:00:00,99.03332280847007,
2021-05-31 15:30:30,99.03332280847007,
2021-05-31 23:59:59,99.03332280847007,c
2021-06-01 00:00:00,89.16868376298183,
2021-06-01 10:00:00,81.95903613232744,
2021-06-01 10:30:00,71.93143455241932,
2021-06-01 12:00:00,68.31876067883822,
2021-06-01 13:30:00,77.39442393175034,
2021-06-01 15:00:00,78.49693206787776,
2021-06-01 15:30:30,78.49693206787776,
2021-06-01 23:59:59,82.28237115274948,c
2021-06-02 00:00:00,78.48749461490382,
2021-06-02 10:00:00,73.66017989330328,
2021-06-02 10:30:00,80.94287085835391,
2021-06-02 12:00:00,79.87895097663598,
2021-06-02 13:30:00,69.92081364073526,
2021-06-02 15:00:00,70.01051187232359,
2021-06-02 15:30:30,70.01051187232359,
2021-06-02 23:59:59,77.61453417608098,c
2021-06-03 00:00:00,75.57460189030242,
2021-06-03 10:00:00,83.80508645153645,
2021-06-03 10:30:00,93.84423902633141,
2021-06-03 12:00:00,90.09221585911268,
2021-06-03 13:30:00,89.06560066321114,
2021-06-03 15:00:00,95.24142656235553,
2021-06-03 15:30:30,95.24142656235553,
2021-06-03 23:59:59,94.4030701478037,c
2021-06-04 00:00:00,99.2438129196972,
2021-06-04 10:00:00,102.926907679403,
2021-06-04 10:30:00,103.41148289327079,
2021-06-04 12:00:00,107.8632935179592,
2021-06-04 13:30:00,113.38490808471258,
2021-06-04 15:00:00,113.60310852546968,
2021-06-04 15:30:30,113.60310852546968,
2021-06-04 23:59:59,117.77329726071723,w
2021-06-07 00:00:00,117.90307043191436,
2021-06-07 10:00:00,138.14137262181782,
2021-06-07 10:30:00,139.37255475139995,
2021-06-07 12:00:00,148.42513339909598,
2021-06-07 13:30:00,162.42078991917865,
2021-06-07 15:00:00,133.60447813478535,
2021-06-07 15:30:30,133.60447813478535,
2021-06-07 23:59:59,133.1536869432099,c
2021-06-08 00:00:00,142.95328688947902,
2021-06-08 10:00:00,144.31902129319954,
2021-06-08 10:30:00,161.49598538646947,
2021-06-08 12:00:00,147.39117002677563,
2021-06-08 13:30:00,160.24137823015008,
2021-06-08 15:00:00,157.34295114588826,
2021-06-08 15:30:30,157.34295114588826,
2021-06-08 23:59:59,156.7467036285507,c
2021-06-09 00:00:00,154.07344111580568,
2021-06-09 10:00:00,146.6003260128089,
2021-06-09 10:30:00,148.0646787749698,
2021-06-09 12:00:00,137.20615529692662,
2021-06-09 13:30:00,135.65778196557912,
2021-06-09 15:00:00,138.00776980150545,
2021-06-09 15:30:30,138.00776980150545,
2021-06-09 23:59:59,141.54963667039772,c
2021-06-10 00:00:00,130.61147588223665,
2021-06-10 10:00:00,139.27512567054646,
2021-06-10 10:30:00,139.98659368804698,
2021-06-10 12:00:00,126.89711801937045,
2021-06-10 13:30:00,132.39444806772937,
2021-06-10 15:00:00,130.57598438101917,
2021-06-10 15:30:30,130.57598438101917,
2021-06-10 23:59:59,136.27281402505713,c
2021-06-11 00:00:00,130.06864666705033,
2021-06-11 10:00:00,141.54587982208093,
2021-06-11 10:30:00,143.90308439175473,
2021-06-11 12:00:00,144.8938170711963,
2021-06-11 13:30:00,151.336931340154,
2021-06-11 15:00:00,154.90724574517736,
2021-06-11 15:30:30,154.90724574517736,
2021-06-11 23:59:59,157.31561995389745,w
2021-06-14 00:00:00,155.26242385452474,
2021-06-14 10:00:00,143.2644995481532,
2021-06-14 10:30:00,141.16135052557757,
2021-06-14 12:00:00,139.6242577338797,
2021-06-14 13:30:00,139.31233757953146,
2021-06-14 15:00:00,137.5335140642746,
2021-06-14 15:30:30,137.5335140642746,
