date,SPYD_2022_Q1,meta
2022-01-14 12:00:00,-75.67806772012756,
2022-01-14 13:30:00,-67.52309935266675,
2022-01-14 15:00:00,-55.71100721472857,
2022-01-14 15:30:30,-55.71100721472857,
2022-01-14 23:59:59,-58.46649238171932,w
2022-01-17 00:00:00,-58.46649238171932,
2022-01-17 10:00:00,-58.46649238171932,
2022-01-17 10:30:00,-58.46649238171932,
2022-01-17 12:00:00,-58.46649238171932,
2022-01-17 13:30:00,-58.46649238171932,
2022-01-17 15:00:00,-58.46649238171932,
2022-01-17 15:30:30,-58.46649238171932,
2022-01-17 23:59:59,-58.46649238171932,c
2022-01-18 00:00:00,-54.932502006142556,
2022-01-18 10:00:00,-55.70887901225757,
2022-01-18 10:30:00,-63.38395079264501,
2022-01-18 12:00:00,-61.399350293273415,
2022-01-18 13:30:00,-52.94627634485437,
2022-01-18 15:00:00,-48.36986129433802,
2022-01-18 15:30:30,-48.36986129433802,
2022-01-18 23:59:59,-48.71506225166115,c
2022-01-19 00:00:00,-52.25637027977791,
2022-01-19 10:00:00,-49.29075193241238,
2022-01-19 10:30:00,-50.397799293906246,
2022-01-19 12:00:00,-11.213079202646895,
2022-01-19 13:30:00,-23.906626152303375,
2022-01-19 15:00:00,-17.595819901149298,
2022-01-19 15:30:30,-17.595819901149298,
2022-01-19 23:59:59,-7.230129958799353,c
2022-01-20 00:00:00,-26.78363602707907,
2022-01-20 10:00:00,-23.11833140758023,
2022-01-20 10:30:00,-21.625571830036336,
2022-01-20 12:00:00,-9.839756158079354,
2022-01-20 13:30:00,-10.43814359563902,
2022-01-20 15:00:00,-17.583361046179164,
2022-01-20 15:30:30,-17.583361046179164,
2022-01-20 23:59:59,-7.814585830788758,c
2022-01-21 00:00:00,-5.897687140432993,
2022-01-21 10:00:00,27.029891230351723,
2022-01-21 10:30:00,22.556753451765132,
2022-01-21 12:00:00,18.391365996544494,
2022-01-21 13:30:00,19.538048318549386,
2022-01-21 15:00:00,24.26784358893576,
2022-01-21 15:30:30,24.26784358893576,
2022-01-21 23:59:59,27.47134429929912,w
2022-01-24 00:00:00,45.344216856852654,
2022-01-24 10:00:00,63.39087868963662,
2022-01-24 10:30:00,49.35792190004679,
2022-01-24 12:00:00,32.58692336003486,
2022-01-24 13:30:00,18.54496492681153,
2022-01-24 15:00:00,13.066632864323594,
2022-01-24 15:30:30,13.066632864323594,
2022-01-24 23:59:59,0.0,a
2022-01-25 00:00:00,16.35505834752064,
2022-01-25 10:00:00,14.478840511965586,
2022-01-25 10:30:00,13.458724108816625,
2022-01-25 12:00:00,17.652357376825023,
2022-01-25 13:30:00,26.026426501852143,
2022-01-25 15:00:00,18.696800090678096,
2022-01-25 15:30:30,18.696800090678096,
2022-01-25 23:59:59,19.183848289887294,c
2022-01-26 00:00:00,-18.34460319308448,
2022-01-26 10:00:00,-5.062562737819235,
2022-01-26 10:30:00,-17.26660787391677,
2022-01-26 12:00:00,-38.511777443181245,
2022-01-26 13:30:00,-37.42467165482424,
2022-01-26 15:00:00,-38.34880379764775,
2022-01-26 15:30:30,-38.34880379764775,
2022-01-26 23:59:59,-35.66408985138463,c
2022-01-27 00:00:00,-98.05064653102005,
2022-01-27 10:00:00,-107.91618950034604,
2022-01-27 10:30:00,-87.23320457302498,
2022-01-27 12:00:00,-63.721008861596545,
2022-01-27 13:30:00,-46.66196034104155,
2022-01-27 15:00:00,-40.83453948332635,
2022-01-27 15:30:30,-40.83453948332635,
2022-01-27 23:59:59,-37.12370397546829,c
2022-01-28 00:00:00,-44.9815624671038,
2022-01-28 10:00:00,-23.169141430843354,
2022-01-28 10:30:00,-55.04265561495396,
2022-01-28 12:00:00,-74.11374075604277,
2022-01-28 13:30:00,-58.87240384594298,
2022-01-28 15:00:00,-64.4457349195427,
2022-01-28 15:30:30,-64.4457349195427,
2022-01-28 23:59:59,-75.31742912784603,w
2022-01-31 00:00:00,-77.4516769248865,
2022-01-31 10:00:00,-74.12753894321423,
2022-01-31 10:30:00,-65.87438628956647,
2022-01-31 12:00:00,-59.186626812557904,
2022-01-31 13:30:00,-49.254893016034146,
2022-01-31 15:00:00,-52.70358302456884,
2022-01-31 15:30:30,-52.70358302456884,
2022-01-31 23:59:59,-50.08199400436382,e
2022-02-01 00:00:00,-43.006987716464664,
2022-02-01 10:00:00,-50.331984957290956,
2022-02-01 10:30:00,-53.28452998478622,
2022-02-01 12:00:00,-54.75774839630907,
2022-02-01 13:30:00,-48.99863047757424,
2022-02-01 15:00:00,-45.85993595335327,
2022-02-01 15:30:30,-45.85993595335327,
2022-02-01 23:59:59,-59.183543607223385,c
2022-02-02 00:00:00,-71.35611824551876,
2022-02-02 10:00:00,-103.15891465935232,
2022-02-02 10:30:00,-107.39634398531234,
2022-02-02 12:00:00,-119.45621262649459,
2022-02-02 13:30:00,-118.67697385394862,
2022-02-02 15:00:00,-127.108767749885,
2022-02-02 15:30:30,-127.108767749885,
2022-02-02 23:59:59,-131.97087624723005,c
2022-02-03 00:00:00,-132.866108894402,
2022-02-03 10:00:00,-150.88643660230193,
2022-02-03 10:30:00,-170.484761906747,
2022-02-03 12:00:00,-145.0295842950779,
2022-02-03 13:30:00,-146.26009425394227,
2022-02-03 15:00:00,-148.3839659292006,
2022-02-03 15:30:30,-148.3839659292006,
2022-02-03 23:59:59,-147.43346551561066,c
2022-02-04 00:00:00,-149.95997030357125,
2022-02-04 10:00:00,-129.34210036715592,
2022-02-04 10:30:00,-155.33531136436153,
2022-02-04 12:00:00,-163.0467597304134,
2022-02-04 13:30:00,-177.67438351478035,
2022-02-04 15:00:00,-185.29307188575814,
2022-02-04 15:30:30,-185.29307188575814,
2022-02-04 23:59:59,-185.40746337173582,w
2022-02-07 00:00:00,-178.90059048654888,
2022-02-07 10:00:00,-189.26689059772843,
2022-02-07 10:30:00,-187.27819717019932,
2022-02-07 12:00:00,-178.0821595570699,
2022-02-07 13:30:00,-163.1263923389812,
2022-02-07 15:00:00,-164.8663815289826,
2022-02-07 15:30:30,-164.8663815289826,
2022-02-07 23:59:59,-168.39849570808153,c
2022-02-08 00:00:00,-134.79408859155689,
2022-02-08 10:00:00,-127.16704987115295,
2022-02-08 10:30:00,-117.27505823427515,
2022-02-08 12:00:00,-129.07551443953056,
2022-02-08 13:30:00,-117.18952801431658,
2022-02-08 15:00:00,-118.07751811708448,
2022-02-08 15:30:30,-118.07751811708448,
2022-02-08 23:59:59,-119.01165848554376,c
2022-02-09 00:00:00,-118.34638044126882,
2022-02-09 10:00:00,-118.83489163698661,
2022-02-09 10:30:00,-115.9215738724721,
2022-02-09 12:00:00,-98.15479393480746,
2022-02-09 13:30:00,-103.82191784651559,
2022-02-09 15:00:00,-101.21074311531089,
2022-02-09 15:30:30,-101.21074311531089,
2022-02-09 23:59:59,-107.79528324041627,c
2022-02-10 00:00:00,-113.4424161014669,
2022-02-10 10:00:00,-125.17893322749862,
2022-02-10 10:30:00,-118.72417859861687,
2022-02-10 12:00:00,-118.56032748227216,
2022-02-10 13:30:00,-119.83242926783205,
2022-02-10 15:00:00,-113.50379770969118,
2022-02-10 15:30:30,-113.50379770969118,
2022-02-10 23:59:59,-106.50409897485633,c
2022-02-11 00:00:00,-92.00614830088261,
2022-02-11 10:00:00,-97.06290912434503,
2022-02-11 10:30:00,-93.71746578473096,
2022-02-11 12:00:00,-89.31267232958498,
2022-02-11 13:30:00,-81.25944165016176,
2022-02-11 15:00:00,-62.07533642094148,
2022-02-11 15:30:30,-62.07533642094148,
2022-02-11 23:59:59,-69.93833825025285,w
2022-02-14 00:00:00,-52.03715119504375,
2022-02-14 10:00:00,-77.21567724521896,
2022-02-14 10:30:00,-77.25935164986083,
2022-02-14 12:00:00,-68.70370537284697,
2022-02-14 13:30:00,-68.2580168827742,
2022-02-14 15:00:00,-59.08591596668259,
2022-02-14 15:30:30,-59.08591596668259,
2022-02-14 23:59:59,-59.25368477589279,c
