date,EU_DWX_2023_Q1,meta
2023-01-03 00:00:00,357.28053564129186,
2023-01-03 03:30:00,353.55502452512974,
2023-01-03 04:00:00,343.3564762700553,
2023-01-03 06:00:00,319.53578768149873,
2023-01-03 08:00:00,352.37206559722927,
2023-01-03 10:30:00,320.191958448112,
2023-01-03 11:00:00,300.07612694481577,
2023-01-03 23:59:59,289.9139143661496,c
2023-01-04 00:00:00,278.4597139880334,
2023-01-04 03:30:00,201.58759883902349,
2023-01-04 04:00:00,175.3348739735302,
2023-01-04 06:00:00,190.46640297357408,
2023-01-04 08:00:00,191.75768840023375,
2023-01-04 10:30:00,202.11017383197395,
2023-01-04 11:00:00,193.6100508348627,
2023-01-04 23:59:59,195.56490178774766,c
2023-01-05 00:00:00,215.80302367342483,
2023-01-05 03:30:00,220.7356430800246,
2023-01-05 04:00:00,219.7396011541714,
2023-01-05 06:00:00,212.757224032669,
2023-01-05 08:00:00,212.4178077368888,
2023-01-05 10:30:00,259.10251371045797,
2023-01-05 11:00:00,261.3372365854493,
2023-01-05 23:59:59,214.4349820495063,c
2023-01-06 00:00:00,211.17938172046888,
2023-01-06 03:30:00,187.06909720758722,
2023-01-06 04:00:00,198.2584694390889,
2023-01-06 06:00:00,194.16083896319833,
2023-01-06 08:00:00,201.53210455749104,
2023-01-06 10:30:00,143.93095082450327,
2023-01-06 11:00:00,132.83176861051925,
2023-01-06 23:59:59,152.72372337861452,w
2023-01-09 00:00:00,164.54215602781642,
2023-01-09 03:30:00,126.95198687819993,
2023-01-09 04:00:00,109.43286138961776,
2023-01-09 06:00:00,132.449724617014,
2023-01-09 08:00:00,112.59762024096108,
2023-01-09 10:30:00,92.70621628741446,
2023-01-09 11:00:00,90.49545463318373,
2023-01-09 23:59:59,130.88949610192867,c
2023-01-10 00:00:00,149.26438461407633,
2023-01-10 03:30:00,154.2708671258606,
2023-01-10 04:00:00,153.34471409649814,
2023-01-10 06:00:00,162.77692105154256,
2023-01-10 08:00:00,160.25802674454098,
2023-01-10 10:30:00,154.94407191736536,
2023-01-10 11:00:00,153.68826341493696,
2023-01-10 23:59:59,150.7641949447352,c
2023-01-11 00:00:00,163.14796763064624,
2023-01-11 03:30:00,183.62685018727552,
2023-01-11 04:00:00,171.6406793098813,
2023-01-11 06:00:00,176.53203667194975,
2023-01-11 08:00:00,196.10330825181882,
2023-01-11 10:30:00,172.95485294169066,
2023-01-11 11:00:00,189.83559277945096,
2023-01-11 23:59:59,179.69584225341896,c
2023-01-12 00:00:00,161.73890470609058,
2023-01-12 03:30:00,167.3343918141054,
2023-01-12 04:00:00,162.00647302982998,
2023-01-12 06:00:00,169.0781462919722,
2023-01-12 08:00:00,147.37054550825724,
2023-01-12 10:30:00,113.41181056256755,
2023-01-12 11:00:00,120.05913279700871,
2023-01-12 23:59:59,136.30554114564347,c
2023-01-13 00:00:00,128.57414111662183,
2023-01-13 03:30:00,125.73558906494236,
2023-01-13 04:00:00,123.74913268294222,
2023-01-13 06:00:00,143.17943796401232,
2023-01-13 08:00:00,171.91853457269372,
2023-01-13 10:30:00,140.8266937377466,
2023-01-13 11:00:00,141.13309078740167,
2023-01-13 23:59:59,126.01388125460926,w
2023-01-16 00:00:00,130.1862991185053,
2023-01-16 03:30:00,145.89102772852948,
2023-01-16 04:00:00,161.80056691980462,
2023-01-16 06:00:00,157.32650638265568,
2023-01-16 08:00:00,158.5286944209356,
2023-01-16 10:30:00,159.84470874742692,
2023-01-16 11:00:00,162.62937910255187,
2023-01-16 23:59:59,148.92677974781873,c
2023-01-17 00:00:00,159.7476248577059,
2023-01-17 03:30:00,172.92417511141957,
2023-01-17 04:00:00,171.79064604536234,
2023-01-17 06:00:00,142.13503281052272,
2023-01-17 08:00:00,118.54436454737788,
2023-01-17 10:30:00,161.21444459888608,
2023-01-17 11:00:00,170.48800193104853,
2023-01-17 23:59:59,142.0033169464159,c
2023-01-18 00:00:00,117.09363098325684,
2023-01-18 03:30:00,96.55773154562394,
2023-01-18 04:00:00,93.33287912793276,
2023-01-18 06:00:00,77.47486686573393,
2023-01-18 08:00:00,84.50902887742632,
2023-01-18 10:30:00,62.93641216519154,
2023-01-18 11:00:00,62.10544005015345,
2023-01-18 23:59:59,66.34948058333066,c
2023-01-19 00:00:00,63.717563051402976,
2023-01-19 03:30:00,60.583091528790646,
2023-01-19 04:00:00,61.11283686607021,
2023-01-19 06:00:00,80.74090883658573,
2023-01-19 08:00:00,103.99363384234402,
2023-01-19 10:30:00,83.40454800455609,
2023-01-19 11:00:00,91.28467111769442,
2023-01-19 23:59:59,89.69822126910822,c
2023-01-20 00:00:00,61.433673583981545,
2023-01-20 03:30:00,64.20550212420494,
2023-01-20 04:00:00,65.10549011702187,
2023-01-20 06:00:00,50.680027235217494,
2023-01-20 08:00:00,49.84574919849547,
2023-01-20 10:30:00,39.72564308339224,
2023-01-20 11:00:00,40.793635987235575,
2023-01-20 23:59:59,29.534354602164967,w
2023-01-23 00:00:00,23.42547541047861,
2023-01-23 03:30:00,16.062228749523456,
2023-01-23 04:00:00,29.967113358437928,
2023-01-23 06:00:00,27.36887953455698,
2023-01-23 08:00:00,39.397777599134315,
2023-01-23 10:30:00,70.73072263823087,
2023-01-23 11:00:00,72.12323635061148,
2023-01-23 23:59:59,35.43309450160177,c
2023-01-24 00:00:00,33.93781207297252,
2023-01-24 03:30:00,23.231394318529055,
2023-01-24 04:00:00,22.7694293542163,
2023-01-24 06:00:00,20.445051694927315,
2023-01-24 08:00:00,13.673294289057594,
2023-01-24 10:30:00,17.812717074603825,
2023-01-24 11:00:00,9.079926604912544,
2023-01-24 23:59:59,0.0,a
2023-01-25 00:00:00,-10.152177055588254,
2023-01-25 03:30:00,-9.28887670163931,
2023-01-25 04:00:00,-14.666440265548772,
2023-01-25 06:00:00,-2.263887095545215,
2023-01-25 08:00:00,3.6552038641812032,
2023-01-25 10:30:00,-25.060039122799935,
2023-01-25 11:00:00,-27.0907030518174,
2023-01-25 23:59:59,-26.92232821746802,c
2023-01-26 00:00:00,-32.657079744927614,
2023-01-26 03:30:00,-52.41688090540083,
2023-01-26 04:00:00,-38.25177184113181,
2023-01-26 06:00:00,-58.40555439779291,
2023-01-26 08:00:00,-48.16274119084028,
2023-01-26 10:30:00,-46.7546481015097,
2023-01-26 11:00:00,-34.70876270347617,
2023-01-26 23:59:59,-65.13528514566497,c
2023-01-27 00:00:00,-67.881016835634,
2023-01-27 03:30:00,-85.48152258913524,
2023-01-27 04:00:00,-97.44944531911005,
2023-01-27 06:00:00,-108.3587369335437,
2023-01-27 08:00:00,-93.19806689837878,
2023-01-27 10:30:00,-87.46584192997398,
2023-01-27 11:00:00,-69.54365526272886,
2023-01-27 23:59:59,-96.80726751115435,w
2023-01-30 00:00:00,-69.46503217859208,
2023-01-30 03:30:00,-73.17531061712907,
2023-01-30 04:00:00,-99.20766732055472,
2023-01-30 06:00:00,-110.48151357254119,
2023-01-30 08:00:00,-104.34474744624094,
2023-01-30 10:30:00,-112.87011066629202,
2023-01-30 11:00:00,-108.14302837289779,
2023-01-30 23:59:59,-98.20350736601085,c
2023-01-31 00:00:00,-94.63241181438207,
2023-01-31 03:30:00,-66.89455258351518,
2023-01-31 04:00:00,-50.44981509364152,
2023-01-31 06:00:00,-39.73291948076621,
2023-01-31 08:00:00,-35.638377175912865,
