date,2020_TAX_tradelist,meta
2020-12-24 00:00:00,126.39037648941755,
2020-12-24 10:00:00,161.14123398997828,
2020-12-24 10:30:00,162.2107048937629,
2020-12-24 12:00:00,138.4086104410082,
2020-12-24 13:30:00,138.4086104410082,
2020-12-24 15:00:00,138.4086104410082,
2020-12-24 15:30:30,138.4086104410082,
2020-12-24 23:59:59,140.00319825462284,c
2020-12-25 00:00:00,140.00319825462284,
2020-12-25 10:00:00,140.00319825462284,
2020-12-25 10:30:00,140.00319825462284,
2020-12-25 12:00:00,140.00319825462284,
2020-12-25 13:30:00,140.00319825462284,
2020-12-25 15:00:00,140.00319825462284,
2020-12-25 15:30:30,140.00319825462284,
2020-12-25 23:59:59,140.00319825462284,w
2020-12-28 00:00:00,146.38945521662063,
2020-12-28 10:00:00,87.29095024874688,
2020-12-28 10:30:00,22.923397462083738,
2020-12-28 12:00:00,45.48080360355216,
2020-12-28 13:30:00,56.55312212759138,
2020-12-28 15:00:00,52.994783053876844,
2020-12-28 15:30:30,52.994783053876844,
2020-12-28 23:59:59,60.38457704440447,c
2020-12-29 00:00:00,62.52360647937418,
2020-12-29 10:00:00,26.07273992717347,
2020-12-29 10:30:00,37.68159238184318,
2020-12-29 12:00:00,37.07847922542943,
2020-12-29 13:30:00,43.090278997626804,
2020-12-29 15:00:00,59.02566313199382,
2020-12-29 15:30:30,59.02566313199382,
2020-12-29 23:59:59,50.97591481468162,c
2020-12-30 00:00:00,64.79046118351378,
2020-12-30 10:00:00,33.136741118258016,
2020-12-30 10:30:00,36.09371516653401,
2020-12-30 12:00:00,33.6182862030375,
2020-12-30 13:30:00,33.48770896792873,
2020-12-30 15:00:00,27.80411674195994,
2020-12-30 15:30:30,27.80411674195994,
2020-12-30 23:59:59,19.45607101032044,c
2020-12-31 00:00:00,28.88864698387596,
2020-12-31 10:00:00,12.913134513666296,
2020-12-31 10:30:00,3.615944528875346,
2020-12-31 12:00:00,-4.9302676880012495,
2020-12-31 13:30:00,0.020763924210683366,
2020-12-31 15:00:00,-7.080140297520728,
2020-12-31 15:30:30,-7.080140297520728,
2020-12-31 23:59:59,0.0,a
2021-01-01 00:00:00,0.0,
2021-01-01 10:00:00,0.0,
2021-01-01 10:30:00,0.0,
2021-01-01 12:00:00,0.0,
2021-01-01 13:30:00,0.0,
2021-01-01 15:00:00,0.0,
2021-01-01 15:30:30,0.0,
2021-01-01 23:59:59,0.0,w
2021-01-04 00:00:00,4.468899258984483,
2021-01-04 10:00:00,24.42059563773516,
2021-01-04 10:30:00,68.00052447124517,
2021-01-04 12:00:00,43.43395550674433,
2021-01-04 13:30:00,25.799133490777166,
2021-01-04 15:00:00,32.92065971036006,
2021-01-04 15:30:30,32.92065971036006,
2021-01-04 23:59:59,49.94994052904679,c
2021-01-05 00:00:00,37.21441407494315,
2021-01-05 10:00:00,51.66121007730334,
2021-01-05 10:30:00,32.12503841786621,
2021-01-05 12:00:00,23.530650183824765,
2021-01-05 13:30:00,0.2596577909732553,
2021-01-05 15:00:00,4.062184491819813,
2021-01-05 15:30:30,4.062184491819813,
2021-01-05 23:59:59,18.849119131095193,c
2021-01-06 00:00:00,-27.91380960893306,
2021-01-06 10:00:00,-41.567978605440345,
2021-01-06 10:30:00,-58.148045297072315,
2021-01-06 12:00:00,-60.98144322619223,
2021-01-06 13:30:00,-84.17665697988959,
2021-01-06 15:00:00,-70.70115995120213,
2021-01-06 15:30:30,-70.70115995120213,
2021-01-06 23:59:59,-78.52897689932523,c
2021-01-07 00:00:00,-80.54921663733654,
2021-01-07 10:00:00,-49.21142324062925,
2021-01-07 10:30:00,-29.40354303400569,
2021-01-07 12:00:00,-3.79501104819194,
2021-01-07 13:30:00,-5.369239461350957,
2021-01-07 15:00:00,-17.09794176966742,
2021-01-07 15:30:30,-17.09794176966742,
2021-01-07 23:59:59,4.644703991781863,c
2021-01-08 00:00:00,9.823044607860622,
2021-01-08 10:00:00,47.775956864471354,
2021-01-08 10:30:00,44.65565491549785,
2021-01-08 12:00:00,46.10894376245575,
2021-01-08 13:30:00,62.013354400163074,
2021-01-08 15:00:00,46.348442807739566,
2021-01-08 15:30:30,46.348442807739566,
2021-01-08 23:59:59,44.803181393998564,w
2021-01-11 00:00:00,65.34651855053477,
2021-01-11 10:00:00,42.57779831104187,
2021-01-11 10:30:00,50.30904999202286,
2021-01-11 12:00:00,62.31299222066774,
2021-01-11 13:30:00,67.44456654395535,
2021-01-11 15:00:00,63.300261320905946,
2021-01-11 15:30:30,63.300261320905946,
2021-01-11 23:59:59,44.802239947533394,c
2021-01-12 00:00:00,43.68250682141107,
2021-01-12 10:00:00,30.176524568428746,
2021-01-12 10:30:00,18.49315927779571,
2021-01-12 12:00:00,-1.427293982694532,
2021-01-12 13:30:00,-4.764744506644418,
2021-01-12 15:00:00,-15.934452766980165,
2021-01-12 15:30:30,-15.934452766980165,
2021-01-12 23:59:59,-11.664689045146135,c
2021-01-13 00:00:00,7.2579298479451,
2021-01-13 10:00:00,9.689284198038033,
2021-01-13 10:30:00,24.103984047704156,
2021-01-13 12:00:00,57.32307325352153,
2021-01-13 13:30:00,33.24796140660618,
2021-01-13 15:00:00,22.744755435098778,
2021-01-13 15:30:30,22.744755435098778,
2021-01-13 23:59:59,18.512665294758825,c
2021-01-14 00:00:00,9.407724967800778,
2021-01-14 10:00:00,10.53986305503288,
2021-01-14 10:30:00,-16.442202646712904,
2021-01-14 12:00:00,-26.99423906458329,
2021-01-14 13:30:00,-43.48289353870108,
2021-01-14 15:00:00,-58.913653056463794,
2021-01-14 15:30:30,-58.913653056463794,
2021-01-14 23:59:59,-61.084496928258815,c
2021-01-15 00:00:00,-43.859113194857464,
2021-01-15 10:00:00,-44.115227208911136,
2021-01-15 10:30:00,-45.81007960830602,
2021-01-15 12:00:00,-46.93141151728994,
2021-01-15 13:30:00,-53.24037091091143,
2021-01-15 15:00:00,-52.39851409513017,
2021-01-15 15:30:30,-52.39851409513017,
2021-01-15 23:59:59,-38.966816237329695,w
2021-01-18 00:00:00,-38.966816237329695,
2021-01-18 10:00:00,-38.966816237329695,
2021-01-18 10:30:00,-38.966816237329695,
2021-01-18 12:00:00,-38.966816237329695,
2021-01-18 13:30:00,-38.966816237329695,
2021-01-18 15:00:00,-38.966816237329695,
2021-01-18 15:30:30,-38.966816237329695,
2021-01-18 23:59:59,-38.966816237329695,c
2021-01-19 00:00:00,-38.73910155060707,
2021-01-19 10:00:00,-32.126739211117815,
2021-01-19 10:30:00,5.956876749572033,
2021-01-19 12:00:00,-25.604072438347018,
2021-01-19 13:30:00,-21.11844133538935,
2021-01-19 15:00:00,-14.832615061803475,
2021-01-19 15:30:30,-14.832615061803475,
2021-01-19 23:59:59,-14.106026790291,e
