date,EU_IDVY_2023_Q1,meta
2023-03-01 04:00:00,-136.92442830385284,
2023-03-01 06:00:00,-109.90568164208517,
2023-03-01 08:00:00,-100.95452151524148,
2023-03-01 10:30:00,-68.76906171672277,
2023-03-01 11:00:00,-80.19247074908372,
2023-03-01 23:59:59,-95.19668685537425,c
2023-03-02 00:00:00,-89.3931837439489,
2023-03-02 03:30:00,-56.798650697240184,
2023-03-02 04:00:00,-59.05889142219345,
2023-03-02 06:00:00,-52.898533689467136,
2023-03-02 08:00:00,-51.40867657546756,
2023-03-02 10:30:00,-44.98397095584291,
2023-03-02 11:00:00,-46.19495358834691,
2023-03-02 23:59:59,-39.17007312336694,c
2023-03-03 00:00:00,-62.082537457434476,
2023-03-03 03:30:00,-45.8450455803434,
2023-03-03 04:00:00,-27.959222637151733,
2023-03-03 06:00:00,-35.53707489906957,
2023-03-03 08:00:00,-31.558375972811398,
2023-03-03 10:30:00,-37.4885555898497,
2023-03-03 11:00:00,-37.298724557423476,
2023-03-03 23:59:59,-39.818146288420856,w
2023-03-06 00:00:00,-12.18241989234658,
2023-03-06 03:30:00,-38.60568595465522,
2023-03-06 04:00:00,-11.449726794257963,
2023-03-06 06:00:00,-27.040934952088243,
2023-03-06 08:00:00,-2.0285670516359744,
2023-03-06 10:30:00,-16.59927740549559,
2023-03-06 11:00:00,-20.033108390840546,
2023-03-06 23:59:59,0.0,a
2023-03-07 00:00:00,9.788607942837366,
2023-03-07 03:30:00,19.263292548455812,
2023-03-07 04:00:00,43.19961330158157,
2023-03-07 06:00:00,52.65657406848664,
2023-03-07 08:00:00,58.27969475055453,
2023-03-07 10:30:00,13.909142857886259,
2023-03-07 11:00:00,25.651488743912328,
2023-03-07 23:59:59,37.7158102395021,c
2023-03-08 00:00:00,45.636441136597995,
2023-03-08 03:30:00,40.65934742481683,
2023-03-08 04:00:00,57.25967946909029,
2023-03-08 06:00:00,37.960373931298676,
2023-03-08 08:00:00,23.992202788175618,
2023-03-08 10:30:00,17.076801661359085,
2023-03-08 11:00:00,13.929823337720066,
2023-03-08 23:59:59,3.252493981134677,c
2023-03-09 00:00:00,-110.29932509266115,
2023-03-09 03:30:00,-82.31617898251358,
2023-03-09 04:00:00,-108.20689311596024,
2023-03-09 06:00:00,-137.86847118219194,
2023-03-09 08:00:00,-159.83070267338607,
2023-03-09 10:30:00,-151.6527715595105,
2023-03-09 11:00:00,-155.78221246211825,
2023-03-09 23:59:59,-155.1952820013288,c
0,-155.1952820013288,
0,-155.1952820013288,
0,-155.1952820013288,
0,-155.1952820013288,
0,-155.1952820013288,
0,-155.1952820013288,
0,-155.1952820013288,
0,-155.1952820013288,
2023-03-10 00:00:00,-155.1952820013288,
2023-03-10 03:30:00,-155.1952820013288,
2023-03-10 04:00:00,-155.1952820013288,
2023-03-10 06:00:00,-155.1952820013288,
2023-03-10 08:00:00,-155.1952820013288,
2023-03-10 10:30:00,-155.1952820013288,
2023-03-10 11:00:00,-155.1952820013288,
2023-03-10 23:59:59,-155.1952820013288,w
2023-03-13 00:00:00,-155.1952820013288,
2023-03-13 03:30:00,-155.1952820013288,
2023-03-13 04:00:00,-155.1952820013288,
2023-03-13 06:00:00,-155.1952820013288,
2023-03-13 08:00:00,-155.1952820013288,
2023-03-13 10:30:00,-155.1952820013288,
2023-03-13 11:00:00,-155.1952820013288,
2023-03-13 23:59:59,-155.1952820013288,c
2023-03-14 00:00:00,-155.1952820013288,
2023-03-14 03:30:00,-155.1952820013288,
2023-03-14 04:00:00,-155.1952820013288,
2023-03-14 06:00:00,-155.1952820013288,
2023-03-14 08:00:00,-155.1952820013288,
2023-03-14 10:30:00,-155.1952820013288,
2023-03-14 11:00:00,-155.1952820013288,
2023-03-14 23:59:59,-155.1952820013288,c
2023-03-15 00:00:00,-155.1952820013288,
2023-03-15 03:30:00,-155.1952820013288,
2023-03-15 04:00:00,-155.1952820013288,
2023-03-15 06:00:00,-155.1952820013288,
2023-03-15 08:00:00,-155.1952820013288,
2023-03-15 10:30:00,-155.1952820013288,
2023-03-15 11:00:00,-155.1952820013288,
2023-03-15 23:59:59,-155.1952820013288,c
2023-03-16 00:00:00,-155.1952820013288,
2023-03-16 03:30:00,-155.1952820013288,
2023-03-16 04:00:00,-155.1952820013288,
2023-03-16 06:00:00,-155.1952820013288,
2023-03-16 08:00:00,-155.1952820013288,
2023-03-16 10:30:00,-155.1952820013288,
2023-03-16 11:00:00,-155.1952820013288,
2023-03-16 23:59:59,-155.1952820013288,c
2023-03-17 00:00:00,-155.1952820013288,
2023-03-17 03:30:00,-155.1952820013288,
2023-03-17 04:00:00,-155.1952820013288,
2023-03-17 06:00:00,-155.1952820013288,
2023-03-17 08:00:00,-155.1952820013288,
2023-03-17 10:30:00,-155.1952820013288,
2023-03-17 11:00:00,-155.1952820013288,
2023-03-17 23:59:59,-155.1952820013288,e
2023-03-20 00:00:00,-155.1952820013288,
2023-03-20 03:30:00,-155.1952820013288,
2023-03-20 04:00:00,-155.1952820013288,
2023-03-20 06:00:00,-155.1952820013288,
2023-03-20 08:00:00,-155.1952820013288,
2023-03-20 10:30:00,-155.1952820013288,
2023-03-20 11:00:00,-155.1952820013288,
2023-03-20 23:59:59,-155.1952820013288,c
2023-03-21 00:00:00,-155.1952820013288,
2023-03-21 03:30:00,-155.1952820013288,
2023-03-21 04:00:00,-155.1952820013288,
2023-03-21 06:00:00,-155.1952820013288,
2023-03-21 08:00:00,-155.1952820013288,
2023-03-21 10:30:00,-155.1952820013288,
2023-03-21 11:00:00,-155.1952820013288,
2023-03-21 23:59:59,-155.1952820013288,c
2023-03-22 00:00:00,-155.1952820013288,
2023-03-22 03:30:00,-155.1952820013288,
2023-03-22 04:00:00,-155.1952820013288,
2023-03-22 06:00:00,-155.1952820013288,
2023-03-22 08:00:00,-155.1952820013288,
2023-03-22 10:30:00,-155.1952820013288,
2023-03-22 11:00:00,-155.1952820013288,
2023-03-22 23:59:59,-155.1952820013288,c
2023-03-23 00:00:00,-155.1952820013288,
2023-03-23 03:30:00,-155.1952820013288,
2023-03-23 04:00:00,-155.1952820013288,
2023-03-23 06:00:00,-155.1952820013288,
2023-03-23 08:00:00,-155.1952820013288,
2023-03-23 10:30:00,-155.1952820013288,
2023-03-23 11:00:00,-155.1952820013288,
2023-03-23 23:59:59,-155.1952820013288,c
2023-03-24 00:00:00,-155.1952820013288,
2023-03-24 03:30:00,-155.1952820013288,
2023-03-24 04:00:00,-155.1952820013288,
2023-03-24 06:00:00,-155.1952820013288,
2023-03-24 08:00:00,-155.1952820013288,
2023-03-24 10:30:00,-155.1952820013288,
2023-03-24 11:00:00,-155.1952820013288,
2023-03-24 23:59:59,-155.1952820013288,w
2023-03-27 00:00:00,-155.1952820013288,
2023-03-27 03:30:00,-155.1952820013288,
2023-03-27 04:00:00,-155.1952820013288,
2023-03-27 06:00:00,-155.1952820013288,
2023-03-27 08:00:00,-155.1952820013288,
2023-03-27 10:30:00,-155.1952820013288,
2023-03-27 11:00:00,-155.1952820013288,
2023-03-27 23:59:59,-155.1952820013288,c
2023-03-28 00:00:00,-155.1952820013288,
2023-03-28 03:30:00,-155.1952820013288,
2023-03-28 04:00:00,-155.1952820013288,
2023-03-28 06:00:00,-155.1952820013288,
2023-03-28 08:00:00,-155.1952820013288,
2023-03-28 10:30:00,-155.1952820013288,
2023-03-28 11:00:00,-155.1952820013288,
2023-03-28 23:59:59,-155.1952820013288,c
2023-03-29 00:00:00,-155.1952820013288,
2023-03-29 03:30:00,-155.1952820013288,
2023-03-29 04:00:00,-155.1952820013288,
2023-03-29 06:00:00,-155.1952820013288,
2023-03-29 08:00:00,-155.1952820013288,
2023-03-29 10:30:00,-155.1952820013288,
2023-03-29 11:00:00,-155.1952820013288,
2023-03-29 23:59:59,-155.1952820013288,c
2023-03-30 00:00:00,-155.1952820013288,
2023-03-30 03:30:00,-155.1952820013288,
2023-03-30 04:00:00,-155.1952820013288,
2023-03-30 06:00:00,-155.1952820013288,
2023-03-30 08:00:00,-155.1952820013288,
2023-03-30 10:30:00,-155.1952820013288,
2023-03-30 11:00:00,-155.1952820013288,
2023-03-30 23:59:59,-155.1952820013288,c
2023-03-31 00:00:00,-155.1952820013288,
2023-03-31 03:30:00,-155.1952820013288,
2023-03-31 04:00:00,-155.1952820013288,
2023-03-31 06:00:00,-155.1952820013288,
2023-03-31 08:00:00,-155.1952820013288,
2023-03-31 10:30:00,-155.1952820013288,
2023-03-31 11:00:00,-155.1952820013288,
2023-03-31 23:59:59,-155.1952820013288,w
