date,MSCI_US_SC_AD_2023_Q1,meta
2023-01-23 12:00:00,-136.95856892708707,
2023-01-23 13:30:00,-147.1977277290771,
2023-01-23 15:00:00,-168.73695649423303,
2023-01-23 15:30:30,-168.73695649423303,
2023-01-23 23:59:59,-171.62257027118926,c
2023-01-24 00:00:00,-129.76632821455678,
2023-01-24 10:00:00,-170.97182160366356,
2023-01-24 10:30:00,-199.2573399697676,
2023-01-24 12:00:00,-213.3600035926463,
2023-01-24 13:30:00,-170.95906176831772,
2023-01-24 15:00:00,-144.47022466844078,
2023-01-24 15:30:30,-144.47022466844078,
2023-01-24 23:59:59,-152.93479045799768,c
2023-01-25 00:00:00,-177.77224205877337,
2023-01-25 10:00:00,-184.08275506974996,
2023-01-25 10:30:00,-190.38749989758344,
2023-01-25 12:00:00,-180.11599122150074,
2023-01-25 13:30:00,-166.43927488405893,
2023-01-25 15:00:00,-180.9119517301915,
2023-01-25 15:30:30,-180.9119517301915,
2023-01-25 23:59:59,-170.27240572385426,c
2023-01-26 00:00:00,-158.88222618482223,
2023-01-26 10:00:00,-215.68539549278057,
2023-01-26 10:30:00,-207.38398755498565,
2023-01-26 12:00:00,-215.14285094328238,
2023-01-26 13:30:00,-209.66519740645663,
2023-01-26 15:00:00,-216.5365962661201,
2023-01-26 15:30:30,-216.5365962661201,
2023-01-26 23:59:59,-206.32189928027992,c
2023-01-27 00:00:00,-209.08946414452635,
2023-01-27 10:00:00,-196.23618731075726,
2023-01-27 10:30:00,-202.28747493732476,
2023-01-27 12:00:00,-215.79290412684963,
2023-01-27 13:30:00,-243.44123799115619,
2023-01-27 15:00:00,-228.08030602921986,
2023-01-27 15:30:30,-228.08030602921986,
2023-01-27 23:59:59,-245.2524138812273,w
2023-01-30 00:00:00,-205.36616711434817,
2023-01-30 10:00:00,-242.44950474545612,
2023-01-30 10:30:00,-224.87059475302613,
2023-01-30 12:00:00,-246.24711672325134,
2023-01-30 13:30:00,-256.265577145924,
2023-01-30 15:00:00,-252.30723808537255,
2023-01-30 15:30:30,-252.30723808537255,
2023-01-30 23:59:59,-235.78019652160037,c
2023-01-31 00:00:00,-233.7134538554285,
2023-01-31 10:00:00,-251.30939094475502,
2023-01-31 10:30:00,-261.10535143088464,
2023-01-31 12:00:00,-261.7417597137746,
2023-01-31 13:30:00,-253.2500679096113,
2023-01-31 15:00:00,-263.77568880249737,
2023-01-31 15:30:30,-263.77568880249737,
2023-01-31 23:59:59,-243.196503453903,c
2023-02-01 00:00:00,-230.66757813398135,
2023-02-01 10:00:00,-267.807560583095,
2023-02-01 10:30:00,-261.69614888400315,
2023-02-01 12:00:00,-252.95564438687984,
2023-02-01 13:30:00,-267.5997129924333,
2023-02-01 15:00:00,-253.58303792557217,
2023-02-01 15:30:30,-253.58303792557217,
2023-02-01 23:59:59,-257.4799150120459,c
2023-02-02 00:00:00,-218.153098116303,
2023-02-02 10:00:00,-250.24085898426938,
2023-02-02 10:30:00,-248.1786141319119,
2023-02-02 12:00:00,-263.38828588120714,
2023-02-02 13:30:00,-217.6339922046468,
2023-02-02 15:00:00,-212.1201593098806,
2023-02-02 15:30:30,-212.1201593098806,
2023-02-02 23:59:59,-226.0318526775477,c
2023-02-03 00:00:00,-249.7238580706428,
2023-02-03 10:00:00,-237.06430821764343,
2023-02-03 10:30:00,-239.36913706355494,
2023-02-03 12:00:00,-233.51402354707875,
2023-02-03 13:30:00,-228.19728347565842,
2023-02-03 15:00:00,-261.79674975934586,
2023-02-03 15:30:30,-261.79674975934586,
2023-02-03 23:59:59,-274.55663144821847,w
2023-02-06 00:00:00,-316.29146897825717,
2023-02-06 10:00:00,-253.32957323731148,
2023-02-06 10:30:00,-261.8963072376232,
2023-02-06 12:00:00,-230.47960762759772,
2023-02-06 13:30:00,-253.70693473043207,
2023-02-06 15:00:00,-265.2900641930196,
2023-02-06 15:30:30,-265.2900641930196,
2023-02-06 23:59:59,-262.21403975073986,c
2023-02-07 00:00:00,-248.39357827538993,
2023-02-07 10:00:00,-254.49231341496852,
2023-02-07 10:30:00,-264.5243635501506,
2023-02-07 12:00:00,-235.47432786765444,
2023-02-07 13:30:00,-229.95104908507847,
2023-02-07 15:00:00,-189.62455171416946,
2023-02-07 15:30:30,-189.62455171416946,
2023-02-07 23:59:59,-160.03298384032632,c
2023-02-08 00:00:00,-138.50150063222713,
2023-02-08 10:00:00,-168.5362566288586,
2023-02-08 10:30:00,-173.46745570855364,
2023-02-08 12:00:00,-136.9257589809822,
2023-02-08 13:30:00,-123.16738552468883,
2023-02-08 15:00:00,-120.40488602529695,
2023-02-08 15:30:30,-120.40488602529695,
2023-02-08 23:59:59,-120.99720839094948,c
2023-02-09 00:00:00,-100.53998064707275,
2023-02-09 10:00:00,-103.7965907299133,
2023-02-09 10:30:00,-108.16049678883337,
2023-02-09 12:00:00,-17.263472660269144,
2023-02-09 13:30:00,28.02280231594409,
2023-02-09 15:00:00,10.222162365975237,
2023-02-09 15:30:30,10.222162365975237,
2023-02-09 23:59:59,0.0,a
2023-02-10 00:00:00,-27.2562273491601,
2023-02-10 10:00:00,35.067276308458304,
2023-02-10 10:30:00,25.85711886069953,
2023-02-10 12:00:00,82.67993973931812,
2023-02-10 13:30:00,109.37097712583932,
2023-02-10 15:00:00,105.75289654112362,
2023-02-10 15:30:30,105.75289654112362,
2023-02-10 23:59:59,93.08527315250444,w
2023-02-13 00:00:00,105.67343050079648,
2023-02-13 10:00:00,130.3517875544378,
2023-02-13 10:30:00,118.02738255185477,
2023-02-13 12:00:00,125.72788665944199,
2023-02-13 13:30:00,109.38649015473061,
2023-02-13 15:00:00,78.52931432944956,
2023-02-13 15:30:30,78.52931432944956,
2023-02-13 23:59:59,72.06672670056764,c
2023-02-14 00:00:00,56.52705871038506,
2023-02-14 10:00:00,121.57596017133028,
2023-02-14 10:30:00,188.784363258927,
2023-02-14 12:00:00,172.67687635213974,
2023-02-14 13:30:00,180.51869287454224,
2023-02-14 15:00:00,173.29311308757474,
2023-02-14 15:30:30,173.29311308757474,
2023-02-14 23:59:59,185.10581316827415,c
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
0,185.10581316827415,
2023-02-15 00:00:00,197.70074440600183,
2023-02-15 10:00:00,150.5956039807786,
2023-02-15 10:30:00,158.61799991624503,
2023-02-15 12:00:00,135.12344102301722,
2023-02-15 13:30:00,129.55467380042023,
2023-02-15 15:00:00,111.8811913059044,
2023-02-15 15:30:30,111.8811913059044,
2023-02-15 23:59:59,105.24185947716478,c
2023-02-16 00:00:00,79.87530760048867,
2023-02-16 10:00:00,68.38505878452042,
2023-02-16 10:30:00,40.371744863256936,
2023-02-16 12:00:00,37.36905726222835,
2023-02-16 13:30:00,14.584080325682407,
2023-02-16 15:00:00,11.1550689595947,
2023-02-16 15:30:30,11.1550689595947,
2023-02-16 23:59:59,26.597762362124968,c
2023-02-17 00:00:00,22.872568041990007,
2023-02-17 10:00:00,-2.511208162561843,
2023-02-17 10:30:00,-2.8538885263296834,
2023-02-17 12:00:00,14.185619207187756,
2023-02-17 13:30:00,12.947013996082433,
2023-02-17 15:00:00,-9.413006213492736,
2023-02-17 15:30:30,-9.413006213492736,
2023-02-17 23:59:59,-11.423798565047036,w
2023-02-20 00:00:00,-11.423798565047036,
2023-02-20 10:00:00,-11.423798565047036,
2023-02-20 10:30:00,-11.423798565047036,
2023-02-20 12:00:00,-11.423798565047036,
2023-02-20 13:30:00,-11.423798565047036,
2023-02-20 15:00:00,-11.423798565047036,
2023-02-20 15:30:30,-11.423798565047036,
2023-02-20 23:59:59,-11.423798565047036,c
2023-02-21 00:00:00,-13.501811079915797,
2023-02-21 10:00:00,21.25052070803531,
2023-02-21 10:30:00,26.234853371913232,
2023-02-21 12:00:00,-11.647524482395283,
2023-02-21 13:30:00,3.4601182501126004,
2023-02-21 15:00:00,-7.203022600016311,
2023-02-21 15:30:30,-7.203022600016311,
2023-02-21 23:59:59,-16.288098155582475,c
2023-02-22 00:00:00,-11.828775024081551,
2023-02-22 10:00:00,5.507408346617922,
2023-02-22 10:30:00,-9.441874288336976,
2023-02-22 12:00:00,-17.5946349133103,
2023-02-22 13:30:00,-14.60461974624468,
2023-02-22 15:00:00,-29.580047062556332,
2023-02-22 15:30:30,-29.580047062556332,
2023-02-22 23:59:59,-4.423763627288736,c
2023-02-23 00:00:00,56.89820681291417,
2023-02-23 10:00:00,34.81643372981762,
2023-02-23 10:30:00,52.101788447950184,
2023-02-23 12:00:00,64.48137895979835,
2023-02-23 13:30:00,22.391429316777703,
2023-02-23 15:00:00,10.29877200365786,
2023-02-23 15:30:30,10.29877200365786,
2023-02-23 23:59:59,21.756133206265076,c
2023-02-24 00:00:00,38.50691839032811,
2023-02-24 10:00:00,40.358253035743246,
2023-02-24 10:30:00,45.08855727211812,
2023-02-24 12:00:00,69.59268514014661,
2023-02-24 13:30:00,91.46230877991343,
2023-02-24 15:00:00,82.82161194197897,
2023-02-24 15:30:30,82.82161194197897,
2023-02-24 23:59:59,69.68133628650526,w
2023-02-27 00:00:00,64.89206502249999,
2023-02-27 10:00:00,115.81712462699306,
2023-02-27 10:30:00,122.52507193660745,
2023-02-27 12:00:00,90.66038211349428,
2023-02-27 13:30:00,94.93905121563739,
2023-02-27 15:00:00,90.64654038813569,
2023-02-27 15:30:30,90.64654038813569,
2023-02-27 23:59:59,79.48853470688005,c
2023-02-28 00:00:00,36.52405925143535,
2023-02-28 10:00:00,23.666684255174005,
2023-02-28 10:30:00,38.184977587885214,
2023-02-28 12:00:00,27.08746257780308,
2023-02-28 13:30:00,44.60520399606503,
2023-02-28 15:00:00,51.72082129284149,
2023-02-28 15:30:30,51.72082129284149,
2023-02-28 23:59:59,49.30907242004446,e
2023-03-01 00:00:00,74.04371313830211,
2023-03-01 10:00:00,107.73820567641633,
2023-03-01 10:30:00,103.23027085996296,
2023-03-01 12:00:00,69.46807295062126,
2023-03-01 13:30:00,53.94401843037144,
2023-03-01 15:00:00,46.160769686422555,
2023-03-01 15:30:30,46.160769686422555,
2023-03-01 23:59:59,39.16770642489905,c
2023-03-02 00:00:00,22.893940305795468,
2023-03-02 10:00:00,28.721243070609262,
2023-03-02 10:30:00,17.09945880610212,
2023-03-02 12:00:00,5.083413643170843,
2023-03-02 13:30:00,-3.870122275132644,
2023-03-02 15:00:00,5.793302568394893,
2023-03-02 15:30:30,5.793302568394893,
2023-03-02 23:59:59,-0.13011875264101036,c
2023-03-03 00:00:00,31.49440896783358,
2023-03-03 10:00:00,46.40800331349692,
2023-03-03 10:30:00,63.6719436318499,
2023-03-03 12:00:00,64.92392570398533,
2023-03-03 13:30:00,87.9572929649812,
2023-03-03 15:00:00,95.74624814931667,
2023-03-03 15:30:30,95.74624814931667,
2023-03-03 23:59:59,102.29377986838972,w
2023-03-06 00:00:00,149.7171949762942,
2023-03-06 10:00:00,137.02708927834829,
2023-03-06 10:30:00,143.76182688284757,
2023-03-06 12:00:00,155.0983556343474,
2023-03-06 13:30:00,160.90209225559101,
2023-03-06 15:00:00,170.7181446474417,
2023-03-06 15:30:30,170.7181446474417,
2023-03-06 23:59:59,160.4711021522346,c
2023-03-07 00:00:00,134.26851277582387,
2023-03-07 10:00:00,140.10072683446447,
2023-03-07 10:30:00,142.79140785093819,
2023-03-07 12:00:00,108.04340322590633,
2023-03-07 13:30:00,95.53752321514412,
2023-03-07 15:00:00,63.575563891203956,
2023-03-07 15:30:30,63.575563891203956,
2023-03-07 23:59:59,70.42985038762617,c
2023-03-08 00:00:00,112.9933836283576,
2023-03-08 10:00:00,116.4844099147499,
2023-03-08 10:30:00,120.36082480442928,
2023-03-08 12:00:00,117.0230643478435,
2023-03-08 13:30:00,125.66982412088555,
2023-03-08 15:00:00,125.85414416662934,
2023-03-08 15:30:30,125.85414416662934,
2023-03-08 23:59:59,137.3106878157339,c
2023-03-09 00:00:00,130.49508125896568,
2023-03-09 10:00:00,130.9562159867519,
2023-03-09 10:30:00,117.30494223806909,
2023-03-09 12:00:00,88.8613874239345,
2023-03-09 13:30:00,88.76107050886503,
2023-03-09 15:00:00,62.580170872206054,
2023-03-09 15:30:30,62.580170872206054,
2023-03-09 23:59:59,32.68889546607352,c
2023-03-10 00:00:00,43.71013054638547,
2023-03-10 10:00:00,-29.37651847044117,
2023-03-10 10:30:00,-29.57822812755171,
2023-03-10 12:00:00,3.9989262417623195,
2023-03-10 13:30:00,-43.562730016962405,
2023-03-10 15:00:00,-77.41883134836758,
2023-03-10 15:30:30,-77.41883134836758,
2023-03-10 23:59:59,-77.55469353865465,w
2023-03-13 00:00:00,-77.55469353865465,
2023-03-13 10:00:00,-77.55469353865465,
2023-03-13 10:30:00,-77.55469353865465,
2023-03-13 12:00:00,-77.55469353865465,
2023-03-13 13:30:00,-77.55469353865465,
2023-03-13 15:00:00,-77.55469353865465,
2023-03-13 15:30:30,-77.55469353865465,
2023-03-13 23:59:59,-77.55469353865465,c
2023-03-14 00:00:00,-77.55469353865465,
2023-03-14 10:00:00,-77.55469353865465,
2023-03-14 10:30:00,-77.55469353865465,
2023-03-14 12:00:00,-77.55469353865465,
2023-03-14 13:30:00,-77.55469353865465,
2023-03-14 15:00:00,-77.55469353865465,
2023-03-14 15:30:30,-77.55469353865465,
2023-03-14 23:59:59,-77.55469353865465,c
2023-03-15 00:00:00,-77.55469353865465,
2023-03-15 10:00:00,-77.55469353865465,
2023-03-15 10:30:00,-77.55469353865465,
2023-03-15 12:00:00,-77.55469353865465,
2023-03-15 13:30:00,-77.55469353865465,
2023-03-15 15:00:00,-77.55469353865465,
2023-03-15 15:30:30,-77.55469353865465,
2023-03-15 23:59:59,-77.55469353865465,c
2023-03-16 00:00:00,-77.55469353865465,
2023-03-16 10:00:00,-77.55469353865465,
2023-03-16 10:30:00,-77.55469353865465,
2023-03-16 12:00:00,-77.55469353865465,
2023-03-16 13:30:00,-77.55469353865465,
2023-03-16 15:00:00,-77.55469353865465,
2023-03-16 15:30:30,-77.55469353865465,
2023-03-16 23:59:59,-77.55469353865465,c
2023-03-17 00:00:00,-77.55469353865465,
2023-03-17 10:00:00,-77.55469353865465,
2023-03-17 10:30:00,-77.55469353865465,
2023-03-17 12:00:00,-77.55469353865465,
2023-03-17 13:30:00,-77.55469353865465,
2023-03-17 15:00:00,-77.55469353865465,
2023-03-17 15:30:30,-77.55469353865465,
2023-03-17 23:59:59,-77.55469353865465,w
2023-03-20 00:00:00,-77.55469353865465,
2023-03-20 10:00:00,-77.55469353865465,
2023-03-20 10:30:00,-77.55469353865465,
2023-03-20 12:00:00,-77.55469353865465,
2023-03-20 13:30:00,-77.55469353865465,
2023-03-20 15:00:00,-77.55469353865465,
2023-03-20 15:30:30,-77.55469353865465,
2023-03-20 23:59:59,-77.55469353865465,c
2023-03-21 00:00:00,-77.55469353865465,
2023-03-21 10:00:00,-77.55469353865465,
2023-03-21 10:30:00,-77.55469353865465,
2023-03-21 12:00:00,-77.55469353865465,
2023-03-21 13:30:00,-77.55469353865465,
2023-03-21 15:00:00,-77.55469353865465,
2023-03-21 15:30:30,-77.55469353865465,
2023-03-21 23:59:59,-77.55469353865465,c
