date,EU_FTSE_DM_AD_2022_Q3,meta
2022-07-22 23:59:59,-165.57654457775027,w
2022-07-25 00:00:00,-153.97231233275835,
2022-07-25 03:30:00,-102.50887288693049,
2022-07-25 04:00:00,-66.90839489370093,
2022-07-25 06:00:00,-103.62739007185994,
2022-07-25 08:00:00,-145.74827900483263,
2022-07-25 10:30:00,-176.66020168370795,
2022-07-25 11:00:00,-165.56149404997083,
2022-07-25 23:59:59,-166.6382623531501,c
2022-07-26 00:00:00,-143.080658554336,
2022-07-26 03:30:00,-145.90610466127885,
2022-07-26 04:00:00,-144.81625498177635,
2022-07-26 06:00:00,-126.96028680714792,
2022-07-26 08:00:00,-140.38377886776726,
2022-07-26 10:30:00,-158.93565624701915,
2022-07-26 11:00:00,-181.16592680090324,
2022-07-26 23:59:59,-165.00353793264026,c
2022-07-27 00:00:00,-177.34763956449316,
2022-07-27 03:30:00,-202.44889799487396,
2022-07-27 04:00:00,-176.28182541643932,
2022-07-27 06:00:00,-159.32642780962118,
2022-07-27 08:00:00,-161.712226442223,
2022-07-27 10:30:00,-138.74437158436763,
2022-07-27 11:00:00,-131.79023779134275,
2022-07-27 23:59:59,-129.46283253472683,c
2022-07-28 00:00:00,-152.64568222427158,
2022-07-28 03:30:00,-222.93010652195704,
2022-07-28 04:00:00,-220.72018197149492,
2022-07-28 06:00:00,-230.2129860133164,
2022-07-28 08:00:00,-239.8199307169769,
2022-07-28 10:30:00,-269.6689623511736,
2022-07-28 11:00:00,-265.12230629220596,
2022-07-28 23:59:59,-247.40690745052098,c
2022-07-29 00:00:00,-228.015383741654,
2022-07-29 03:30:00,-206.14049775596482,
2022-07-29 04:00:00,-208.49692800932172,
2022-07-29 06:00:00,-197.02191256931255,
2022-07-29 08:00:00,-214.92283493748528,
2022-07-29 10:30:00,-198.8513679486783,
2022-07-29 11:00:00,-202.1955716458011,
2022-07-29 23:59:59,-185.57431766868217,w
2022-08-01 00:00:00,-171.66503434805153,
2022-08-01 03:30:00,-176.2093015671142,
2022-08-01 04:00:00,-165.6054527273736,
2022-08-01 06:00:00,-163.74925269170154,
2022-08-01 08:00:00,-168.26463670102098,
2022-08-01 10:30:00,-126.20220222762111,
2022-08-01 11:00:00,-136.5881299239291,
2022-08-01 23:59:59,-121.88829827388219,c
2022-08-02 00:00:00,-121.69081107339363,
2022-08-02 03:30:00,-112.827351322409,
2022-08-02 04:00:00,-89.15341534010233,
2022-08-02 06:00:00,-84.76177935868742,
2022-08-02 08:00:00,-118.72498624809788,
2022-08-02 10:30:00,-177.6050804235295,
2022-08-02 11:00:00,-187.80204209603954,
2022-08-02 23:59:59,-189.2640961522977,c
2022-08-03 00:00:00,-171.24013689798517,
2022-08-03 03:30:00,-169.86154788201225,
2022-08-03 04:00:00,-164.7821874044608,
2022-08-03 06:00:00,-210.16089140528655,
2022-08-03 08:00:00,-184.62812568300916,
2022-08-03 10:30:00,-213.21469991925565,
2022-08-03 11:00:00,-216.39927493897693,
2022-08-03 23:59:59,-239.27724981589583,c
2022-08-04 00:00:00,-239.49864164766714,
2022-08-04 03:30:00,-263.94648539542953,
2022-08-04 04:00:00,-300.68245634876365,
2022-08-04 06:00:00,-300.85896415032926,
2022-08-04 08:00:00,-297.3956893820563,
2022-08-04 10:30:00,-234.86816492107818,
2022-08-04 11:00:00,-225.32535488843644,
2022-08-04 23:59:59,-198.41508640741813,c
2022-08-05 00:00:00,-201.5424751562793,
2022-08-05 03:30:00,-226.1074400173547,
2022-08-05 04:00:00,-236.18008779622045,
2022-08-05 06:00:00,-198.94085316123684,
2022-08-05 08:00:00,-209.63931042990603,
2022-08-05 10:30:00,-215.82159520127604,
2022-08-05 11:00:00,-216.66999324413,
2022-08-05 23:59:59,-221.78752067757569,w
2022-08-08 00:00:00,-225.63929081557586,
2022-08-08 03:30:00,-249.44206074162545,
2022-08-08 04:00:00,-239.98721477574819,
2022-08-08 06:00:00,-220.31544826499808,
2022-08-08 08:00:00,-216.6650887910806,
2022-08-08 10:30:00,-210.31644871582947,
2022-08-08 11:00:00,-209.21916967397848,
2022-08-08 23:59:59,-217.2676636409334,c
2022-08-09 00:00:00,-207.69143197656166,
2022-08-09 03:30:00,-219.82449613542315,
2022-08-09 04:00:00,-220.4700764969267,
2022-08-09 06:00:00,-206.59543820515074,
2022-08-09 08:00:00,-196.3178220852793,
2022-08-09 10:30:00,-187.40505658450112,
2022-08-09 11:00:00,-189.54416799968072,
2022-08-09 23:59:59,-161.7871528996074,c
2022-08-10 00:00:00,-164.55477385377034,
2022-08-10 03:30:00,-177.34582718726733,
2022-08-10 04:00:00,-181.34075312386264,
2022-08-10 06:00:00,-200.68157029963425,
2022-08-10 08:00:00,-195.35974081500873,
2022-08-10 10:30:00,-181.21787954325936,
2022-08-10 11:00:00,-178.51145872194414,
2022-08-10 23:59:59,-154.74493447017457,c
2022-08-11 00:00:00,-154.3529967452628,
2022-08-11 03:30:00,-138.82360651855467,
2022-08-11 04:00:00,-127.65988147337033,
2022-08-11 06:00:00,-144.61734479872086,
2022-08-11 08:00:00,-121.68007802670738,
2022-08-11 10:30:00,-142.83303193361735,
2022-08-11 11:00:00,-135.6887010245496,
2022-08-11 23:59:59,-148.93948409214636,c
2022-08-12 00:00:00,-149.94713259927636,
2022-08-12 03:30:00,-171.93745422688005,
2022-08-12 04:00:00,-156.362474162184,
2022-08-12 06:00:00,-125.9081009329061,
2022-08-12 08:00:00,-108.90744684716225,
2022-08-12 10:30:00,-64.16740232917427,
2022-08-12 11:00:00,-71.73892353191319,
2022-08-12 23:59:59,-54.61227010536874,w
2022-08-15 00:00:00,-63.795073054875004,
2022-08-15 03:30:00,-11.64145237567837,
2022-08-15 04:00:00,-26.81339409555389,
2022-08-15 06:00:00,-19.486305831913484,
2022-08-15 08:00:00,-6.028795113334525,
2022-08-15 10:30:00,-23.500432873847814,
2022-08-15 11:00:00,-27.95138057516442,
2022-08-15 23:59:59,-28.326544892185268,c
2022-08-16 00:00:00,-25.860986966317057,
2022-08-16 03:30:00,-18.389207607597342,
2022-08-16 04:00:00,-51.69562080758409,
2022-08-16 06:00:00,-55.400806185866244,
2022-08-16 08:00:00,-42.093001280554304,
2022-08-16 10:30:00,-101.10782136475612,
2022-08-16 11:00:00,-94.9002490631341,
2022-08-16 23:59:59,-90.89267510019235,c
2022-08-17 00:00:00,-93.49462160017616,
2022-08-17 03:30:00,-106.92661106199554,
2022-08-17 04:00:00,-83.53292369414311,
2022-08-17 06:00:00,-64.8177886940094,
2022-08-17 08:00:00,-45.61841175207019,
2022-08-17 10:30:00,-32.24825080898458,
2022-08-17 11:00:00,-32.816823496931875,
2022-08-17 23:59:59,-44.634541441963435,c
2022-08-18 00:00:00,-35.072599192061205,
2022-08-18 03:30:00,-66.36463463075798,
2022-08-18 04:00:00,-67.47923745976385,
2022-08-18 06:00:00,-69.0584551151385,
2022-08-18 08:00:00,-69.15007318699293,
2022-08-18 10:30:00,-38.87195241812475,
2022-08-18 11:00:00,-54.71425239855931,
2022-08-18 23:59:59,-48.633513555487866,c
2022-08-19 00:00:00,-31.43837707070594,
2022-08-19 03:30:00,-44.05297347990138,
2022-08-19 04:00:00,-32.66035322881058,
2022-08-19 06:00:00,-3.798031219187692,
2022-08-19 08:00:00,-27.66681111274184,
2022-08-19 10:30:00,-22.357846778602465,
2022-08-19 11:00:00,-18.006974635397995,
2022-08-19 23:59:59,0.0,a
2022-08-22 00:00:00,-1.7954138220811728,
2022-08-22 03:30:00,73.17920135095119,
2022-08-22 04:00:00,88.86696436942702,
2022-08-22 06:00:00,98.7482304320119,
2022-08-22 08:00:00,108.31215279490982,
2022-08-22 10:30:00,126.25725720695982,
2022-08-22 11:00:00,116.23497912660531,
2022-08-22 23:59:59,107.09494873440525,c
2022-08-23 00:00:00,102.63302882291646,
2022-08-23 03:30:00,42.14144530811231,
2022-08-23 04:00:00,28.66071160837322,
2022-08-23 06:00:00,7.5697948068572884,
2022-08-23 08:00:00,28.350185832904458,
2022-08-23 10:30:00,28.885152705282763,
2022-08-23 11:00:00,20.573181148928086,
2022-08-23 23:59:59,21.528870217793497,c
2022-08-24 00:00:00,25.835117074730448,
2022-08-24 03:30:00,48.57963280692351,
2022-08-24 04:00:00,45.53282026084236,
2022-08-24 06:00:00,46.18702955039558,
2022-08-24 08:00:00,35.21572539051155,
2022-08-24 10:30:00,28.781900044888033,
2022-08-24 11:00:00,29.920501129862487,
2022-08-24 23:59:59,11.795893336787145,c
2022-08-25 00:00:00,-10.509155253689784,
2022-08-25 03:30:00,21.817651190079715,
2022-08-25 04:00:00,17.614939687410413,
2022-08-25 06:00:00,2.7132307339551858,
2022-08-25 08:00:00,-35.36010521335689,
2022-08-25 10:30:00,-37.38966238481598,
2022-08-25 11:00:00,-31.33950554478554,
2022-08-25 23:59:59,-30.41504495055264,c
2022-08-26 00:00:00,-35.49628495922687,
2022-08-26 03:30:00,-20.51119664914208,
2022-08-26 04:00:00,-0.9445105631892545,
2022-08-26 06:00:00,-0.3107488694634526,
2022-08-26 08:00:00,-111.5465871725366,
2022-08-26 10:30:00,-76.35115415311786,
2022-08-26 11:00:00,-97.55536165456034,
2022-08-26 23:59:59,-62.81250605292361,w
2022-08-29 00:00:00,-88.60982709262443,
2022-08-29 03:30:00,-120.22269471516948,
2022-08-29 04:00:00,-132.43253834292187,
2022-08-29 06:00:00,-192.31413236672205,
2022-08-29 08:00:00,-205.5510217006474,
2022-08-29 10:30:00,-198.23116929454352,
2022-08-29 11:00:00,-215.70152064126944,
2022-08-29 23:59:59,-204.19667784034436,c
2022-08-30 00:00:00,-229.8664995577767,
2022-08-30 03:30:00,-231.27757102656457,
2022-08-30 04:00:00,-249.9423609388065,
2022-08-30 06:00:00,-327.1601255969373,
2022-08-30 08:00:00,-311.79136097653907,
2022-08-30 10:30:00,-303.598790930154,
2022-08-30 11:00:00,-314.8774187431193,
2022-08-30 23:59:59,-298.5663913828933,c
2022-08-31 00:00:00,-325.23788459803643,
2022-08-31 03:30:00,-319.051277786201,
2022-08-31 04:00:00,-308.52218207271,
2022-08-31 06:00:00,-240.60226092425393,
2022-08-31 08:00:00,-218.45925255035735,
2022-08-31 10:30:00,-215.85796434209772,
2022-08-31 11:00:00,-253.00734376085606,
2022-08-31 23:59:59,-240.25683810802263,c
2022-09-01 00:00:00,-213.86171919345347,
2022-09-01 03:30:00,-225.62934842662526,
2022-09-01 04:00:00,-230.17357814393006,
2022-09-01 06:00:00,-221.0027500553618,
2022-09-01 08:00:00,-197.8073816521146,
2022-09-01 10:30:00,-211.97086736963064,
2022-09-01 11:00:00,-215.0224169807289,
2022-09-01 23:59:59,-231.52011715043784,c
2022-09-02 00:00:00,-273.81780770990565,
2022-09-02 03:30:00,-263.9189243432321,
2022-09-02 04:00:00,-275.3092922277385,
2022-09-02 06:00:00,-345.5364169358521,
2022-09-02 08:00:00,-354.47949157557946,
2022-09-02 10:30:00,-346.6417519728085,
2022-09-02 11:00:00,-336.5085351023856,
2022-09-02 23:59:59,-341.31792305249496,w
2022-09-05 00:00:00,-330.1095197632176,
2022-09-05 03:30:00,-303.6316226641459,
2022-09-05 04:00:00,-301.03935015377124,
2022-09-05 06:00:00,-293.12250933914436,
2022-09-05 08:00:00,-260.2293713857791,
2022-09-05 10:30:00,-241.29275034766667,
2022-09-05 11:00:00,-245.88294068958436,
2022-09-05 23:59:59,-273.1478896735579,c
2022-09-06 00:00:00,-306.1593603193962,
2022-09-06 03:30:00,-274.72668829587315,
2022-09-06 04:00:00,-267.284182878175,
2022-09-06 06:00:00,-252.44154002638024,
2022-09-06 08:00:00,-273.9877685189493,
2022-09-06 10:30:00,-285.4265764093377,
2022-09-06 11:00:00,-258.0902587815932,
2022-09-06 23:59:59,-287.3528285248493,c
2022-09-07 00:00:00,-285.8059816170951,
2022-09-07 03:30:00,-291.29202078311533,
2022-09-07 04:00:00,-267.79077655410055,
2022-09-07 06:00:00,-265.1991581608681,
2022-09-07 08:00:00,-235.5034888837421,
2022-09-07 10:30:00,-281.05753651779696,
2022-09-07 11:00:00,-273.23241067491045,
2022-09-07 23:59:59,-289.94631226680616,c
2022-09-08 00:00:00,-274.03677106095364,
2022-09-08 03:30:00,-202.77563404365299,
2022-09-08 04:00:00,-234.58367327549632,
2022-09-08 06:00:00,-210.70610569139907,
2022-09-08 08:00:00,-182.74679165097896,
2022-09-08 10:30:00,-186.9242250120395,
2022-09-08 11:00:00,-217.24030991230052,
2022-09-08 23:59:59,-216.8257249892404,c
2022-09-09 00:00:00,-189.87830479337498,
2022-09-09 03:30:00,-183.01582331354854,
2022-09-09 04:00:00,-202.85385683279216,
2022-09-09 06:00:00,-138.74913410952308,
2022-09-09 08:00:00,-135.74138946603665,
2022-09-09 10:30:00,-112.31146490113487,
2022-09-09 11:00:00,-98.92045202977243,
2022-09-09 23:59:59,-110.98757207145623,w
2022-09-12 00:00:00,-135.1117327223782,
2022-09-12 03:30:00,-169.69584243571484,
2022-09-12 04:00:00,-168.01246472143907,
2022-09-12 06:00:00,-118.73233633357853,
2022-09-12 08:00:00,-118.90160359514033,
2022-09-12 10:30:00,-111.78509282315107,
2022-09-12 11:00:00,-108.32663909858735,
2022-09-12 23:59:59,-122.86193006305045,c
2022-09-13 00:00:00,-106.55871150487849,
2022-09-13 03:30:00,-106.51939863171432,
2022-09-13 04:00:00,-136.47955886780227,
2022-09-13 06:00:00,-147.48989297404663,
2022-09-13 08:00:00,-165.46484600990263,
2022-09-13 10:30:00,-144.93073142880777,
2022-09-13 11:00:00,-154.84901915098087,
2022-09-13 23:59:59,-126.22251272284191,c
2022-09-14 00:00:00,-92.50200236155281,
2022-09-14 03:30:00,-127.88464758066962,
2022-09-14 04:00:00,-152.36827838152612,
2022-09-14 06:00:00,-191.9908516362775,
2022-09-14 08:00:00,-154.7191609209283,
2022-09-14 10:30:00,-130.02477379943957,
2022-09-14 11:00:00,-146.66004704704153,
2022-09-14 23:59:59,-142.1294895364118,c
2022-09-15 00:00:00,-159.53240573244372,
2022-09-15 03:30:00,-167.38843956730685,
2022-09-15 04:00:00,-173.112022445901,
2022-09-15 06:00:00,-118.2824962409577,
2022-09-15 08:00:00,-115.27388950010666,
2022-09-15 10:30:00,-93.18445756421444,
2022-09-15 11:00:00,-86.14058101674966,
2022-09-15 23:59:59,-134.99588701266373,c
2022-09-16 00:00:00,-114.33926720916327,
2022-09-16 03:30:00,-110.91453467993706,
2022-09-16 04:00:00,-111.41135093829273,
2022-09-16 06:00:00,-201.05492982317082,
2022-09-16 08:00:00,-161.98543007001462,
2022-09-16 10:30:00,-175.7959404661124,
2022-09-16 11:00:00,-151.74063589139956,
2022-09-16 23:59:59,-174.91150571683767,e
2022-09-19 00:00:00,-264.76472630742114,
2022-09-19 03:30:00,-313.2512567102495,
2022-09-19 04:00:00,-310.14991858966056,
2022-09-19 06:00:00,-282.48404110400077,
2022-09-19 08:00:00,-270.0471529854299,
2022-09-19 10:30:00,-256.275028874073,
2022-09-19 11:00:00,-290.8356542036832,
2022-09-19 23:59:59,-273.9466589714589,c
2022-09-20 00:00:00,-328.7474784902745,
2022-09-20 03:30:00,-388.6861595562707,
2022-09-20 04:00:00,-426.3483037605856,
2022-09-20 06:00:00,-447.86906093217203,
2022-09-20 08:00:00,-439.0700009874753,
2022-09-20 10:30:00,-409.5233105593285,
2022-09-20 11:00:00,-410.16958670285874,
2022-09-20 23:59:59,-404.71160235136676,c
2022-09-21 00:00:00,-396.3879961689066,
2022-09-21 03:30:00,-387.8194364745811,
2022-09-21 04:00:00,-440.5837618035512,
2022-09-21 06:00:00,-454.3534631666463,
2022-09-21 08:00:00,-410.2090003092939,
2022-09-21 10:30:00,-385.7223605115277,
2022-09-21 11:00:00,-387.2339256474632,
2022-09-21 23:59:59,-397.8537133462635,c
2022-09-22 00:00:00,-397.2290906709002,
2022-09-22 03:30:00,-418.60615407119997,
2022-09-22 04:00:00,-409.6072155549031,
2022-09-22 06:00:00,-456.07748522958053,
2022-09-22 08:00:00,-447.3880095052629,
2022-09-22 10:30:00,-433.94574899350414,
2022-09-22 11:00:00,-440.82409800111384,
2022-09-22 23:59:59,-456.0341992838341,c
2022-09-23 00:00:00,-486.58500962804317,
2022-09-23 03:30:00,-437.0036423023134,
2022-09-23 04:00:00,-431.02925926093513,
2022-09-23 06:00:00,-451.3128706010704,
2022-09-23 08:00:00,-410.99582582872387,
2022-09-23 10:30:00,-428.5515256443185,
2022-09-23 11:00:00,-392.3848551461076,
2022-09-23 23:59:59,-459.85914481434776,w
2022-09-26 00:00:00,-412.21336950348734,
2022-09-26 03:30:00,-449.95504654451986,
2022-09-26 04:00:00,-451.24081502835276,
2022-09-26 06:00:00,-468.9861031630746,
2022-09-26 08:00:00,-473.2320589740767,
2022-09-26 10:30:00,-487.5636324711257,
2022-09-26 11:00:00,-488.6676624581778,
2022-09-26 23:59:59,-486.59805848868325,c
2022-09-27 00:00:00,-499.54757801970584,
2022-09-27 03:30:00,-498.2093593504608,
2022-09-27 04:00:00,-445.82488025726155,
2022-09-27 06:00:00,-456.71075863002795,
2022-09-27 08:00:00,-457.96197030706736,
2022-09-27 10:30:00,-441.1007331735489,
2022-09-27 11:00:00,-424.6786593148032,
2022-09-27 23:59:59,-444.0394509148092,c
2022-09-28 00:00:00,-446.04915895797615,
2022-09-28 03:30:00,-456.9457114356614,
2022-09-28 04:00:00,-467.38741469929397,
2022-09-28 06:00:00,-493.47665648343144,
2022-09-28 08:00:00,-441.03569850394643,
2022-09-28 10:30:00,-427.8469095679333,
2022-09-28 11:00:00,-421.77276949564765,
2022-09-28 23:59:59,-414.94284722502096,c
2022-09-29 00:00:00,-506.81479945492197,
2022-09-29 03:30:00,-322.85662545492244,
2022-09-29 04:00:00,-311.2619134938236,
2022-09-29 06:00:00,-272.0775436955691,
2022-09-29 08:00:00,-234.04243754323608,
2022-09-29 10:30:00,-193.42525377189887,
2022-09-29 11:00:00,-163.5371134612804,
2022-09-29 23:59:59,-178.64218552807588,c
2022-09-30 00:00:00,-169.4849068235243,
2022-09-30 03:30:00,-206.58556998501746,
2022-09-30 04:00:00,-175.22223438142396,
2022-09-30 06:00:00,-181.31140714563998,
2022-09-30 08:00:00,-131.37115070498226,
2022-09-30 10:30:00,-56.444879245414,
2022-09-30 11:00:00,-30.096343484453996,
2022-09-30 23:59:59,-16.637315990451498,w
2022-10-03 00:00:00,-77.56247759671814,
2022-10-03 03:30:00,15.638505510029887,
2022-10-03 04:00:00,17.12664851309586,
2022-10-03 06:00:00,8.924289621702798,
2022-10-03 08:00:00,30.986147202693076,
2022-10-03 10:30:00,13.201431234128364,
2022-10-03 11:00:00,40.25674362288825,
2022-10-03 23:59:59,35.155579688947,c
2022-10-04 00:00:00,19.549214605130345,
2022-10-04 03:30:00,23.669278618055415,
2022-10-04 04:00:00,25.481116338504364,
2022-10-04 06:00:00,60.44714638527907,
2022-10-04 08:00:00,65.08063166435431,
2022-10-04 10:30:00,103.21907682630143,
2022-10-04 11:00:00,85.43522289337349,
2022-10-04 23:59:59,78.81122642897233,c
2022-10-05 00:00:00,69.35781328076561,
2022-10-05 03:30:00,65.06623600882187,
2022-10-05 04:00:00,100.98407279840796,
2022-10-05 06:00:00,84.50879148224007,
2022-10-05 08:00:00,86.53543084790178,
2022-10-05 10:30:00,70.6646455275407,
2022-10-05 11:00:00,69.05967269391115,
2022-10-05 23:59:59,55.13999507156606,c
2022-10-06 00:00:00,49.96608594872984,
2022-10-06 03:30:00,42.22453613842134,
2022-10-06 04:00:00,54.41401809913825,
2022-10-06 06:00:00,-22.605447093523196,
2022-10-06 08:00:00,-28.244457792800773,
2022-10-06 10:30:00,-48.79251537239392,
2022-10-06 11:00:00,-57.68250951100667,
2022-10-06 23:59:59,-40.559533603322336,c
2022-10-07 00:00:00,-47.32859737571658,
2022-10-07 03:30:00,-7.451742155319209,
2022-10-07 04:00:00,-31.228009375617717,
2022-10-07 06:00:00,-27.71171703034375,
2022-10-07 08:00:00,-17.188525342472474,
2022-10-07 10:30:00,-52.694476550247344,
2022-10-07 11:00:00,-63.65012134450964,
2022-10-07 23:59:59,-56.54479583533957,w
