date,FTCS_2023_Q1,meta
2022-12-30 00:00:00,155.68347349599946,
2022-12-30 10:00:00,161.03380489870722,
2022-12-30 10:30:00,163.18043834814796,
2022-12-30 12:00:00,162.48724719758087,
2022-12-30 13:30:00,171.99729520654608,
2022-12-30 15:00:00,172.22526439157195,
2022-12-30 15:30:30,172.22526439157195,
2022-12-30 23:59:59,169.5874782345512,w
2023-01-02 00:00:00,169.5874782345512,
2023-01-02 10:00:00,169.5874782345512,
2023-01-02 10:30:00,169.5874782345512,
2023-01-02 12:00:00,169.5874782345512,
2023-01-02 13:30:00,169.5874782345512,
2023-01-02 15:00:00,169.5874782345512,
2023-01-02 15:30:30,169.5874782345512,
2023-01-02 23:59:59,169.5874782345512,c
2023-01-03 00:00:00,142.49037004374298,
2023-01-03 10:00:00,128.78703670491592,
2023-01-03 10:30:00,131.7138029995607,
2023-01-03 12:00:00,124.23869464957085,
2023-01-03 13:30:00,121.52555059635205,
2023-01-03 15:00:00,120.31944641172595,
2023-01-03 15:30:30,120.31944641172595,
2023-01-03 23:59:59,128.71572841588926,c
2023-01-04 00:00:00,109.6263916462089,
2023-01-04 10:00:00,99.70549292188252,
2023-01-04 10:30:00,89.73329581467186,
2023-01-04 12:00:00,95.66833323245567,
2023-01-04 13:30:00,94.3746030887271,
2023-01-04 15:00:00,97.53912679844956,
2023-01-04 15:30:30,97.53912679844956,
2023-01-04 23:59:59,95.92203228449955,c
2023-01-05 00:00:00,108.01890578961797,
2023-01-05 10:00:00,91.97580318522222,
2023-01-05 10:30:00,93.27537688962474,
2023-01-05 12:00:00,96.18645567851473,
2023-01-05 13:30:00,97.74732875144826,
2023-01-05 15:00:00,99.89100940119943,
2023-01-05 15:30:30,99.89100940119943,
2023-01-05 23:59:59,95.13491424632207,c
2023-01-06 00:00:00,94.64608962849508,
2023-01-06 10:00:00,129.28255453470342,
2023-01-06 10:30:00,138.5878813317791,
2023-01-06 12:00:00,127.05882718899414,
2023-01-06 13:30:00,117.3387750074566,
2023-01-06 15:00:00,114.06377289162697,
2023-01-06 15:30:30,114.06377289162697,
2023-01-06 23:59:59,110.75298342578509,w
2023-01-09 00:00:00,111.43019002125794,
2023-01-09 10:00:00,99.26276051896753,
2023-01-09 10:30:00,90.23979940546008,
2023-01-09 12:00:00,76.12938216763928,
2023-01-09 13:30:00,70.94561706507943,
2023-01-09 15:00:00,60.35199113372181,
2023-01-09 15:30:30,60.35199113372181,
2023-01-09 23:59:59,53.42237100952826,c
2023-01-10 00:00:00,63.455522992156034,
2023-01-10 10:00:00,46.26014594760045,
2023-01-10 10:30:00,53.29288521487109,
2023-01-10 12:00:00,50.128047973258504,
2023-01-10 13:30:00,49.71524865676639,
2023-01-10 15:00:00,49.06270286166722,
2023-01-10 15:30:30,49.06270286166722,
2023-01-10 23:59:59,53.38625310430075,c
2023-01-11 00:00:00,49.32415382680267,
2023-01-11 10:00:00,12.626585022724385,
2023-01-11 10:30:00,1.9247536696492489,
2023-01-11 12:00:00,-10.560403906059548,
2023-01-11 13:30:00,-6.752201114643583,
2023-01-11 15:00:00,-1.2449203874435852,
2023-01-11 15:30:30,-1.2449203874435852,
2023-01-11 23:59:59,-3.7968242305229296,c
2023-01-12 00:00:00,-13.29136858616232,
2023-01-12 10:00:00,-34.820966197659516,
2023-01-12 10:30:00,-44.39359557602097,
2023-01-12 12:00:00,-43.7458777718943,
2023-01-12 13:30:00,-44.618905362607904,
2023-01-12 15:00:00,-43.22058220732913,
2023-01-12 15:30:30,-43.22058220732913,A
2023-01-12 23:59:59,-48.030921928347595,c
2023-01-13 00:00:00,-25.879875499707794,
2023-01-13 10:00:00,-5.2750874761788396,
2023-01-13 10:30:00,-8.132867644846726,
2023-01-13 12:00:00,11.877478882481626,
2023-01-13 13:30:00,-0.9368302242813229,
2023-01-13 15:00:00,-1.5725600226338088,
2023-01-13 15:30:30,-1.5725600226338088,
2023-01-13 23:59:59,0.0,a
2023-01-16 00:00:00,0.0,
2023-01-16 10:00:00,0.0,
2023-01-16 10:30:00,0.0,
2023-01-16 12:00:00,0.0,
2023-01-16 13:30:00,0.0,
2023-01-16 15:00:00,0.0,
2023-01-16 15:30:30,0.0,
2023-01-16 23:59:59,0.0,c
2023-01-17 00:00:00,9.847568826685688,
2023-01-17 10:00:00,20.989095530109637,
2023-01-17 10:30:00,24.173843123770382,
2023-01-17 12:00:00,32.241687391833466,
2023-01-17 13:30:00,22.5725632572138,
2023-01-17 15:00:00,12.91149190442053,
2023-01-17 15:30:30,12.91149190442053,
2023-01-17 23:59:59,18.50383761395466,c
2023-01-18 00:00:00,15.308242396745243,
2023-01-18 10:00:00,15.6410477886987,
2023-01-18 10:30:00,7.830651646457113,
2023-01-18 12:00:00,2.5707254206189987,
2023-01-18 13:30:00,-3.074510826582525,
2023-01-18 15:00:00,8.114538554337628,
2023-01-18 15:30:30,8.114538554337628,
2023-01-18 23:59:59,-0.8670310444408074,c
2023-01-19 00:00:00,8.159900155616981,
2023-01-19 10:00:00,8.27428058208642,
2023-01-19 10:30:00,8.87079561629173,
2023-01-19 12:00:00,8.717831388055117,
2023-01-19 13:30:00,0.275487527919438,
2023-01-19 15:00:00,-19.99457629213714,
2023-01-19 15:30:30,-19.99457629213714,
2023-01-19 23:59:59,-16.50850356899025,c
2023-01-20 00:00:00,-29.293949780275625,
2023-01-20 10:00:00,-44.61479213930397,
2023-01-20 10:30:00,-53.52175159732599,
2023-01-20 12:00:00,-44.341451628362904,
2023-01-20 13:30:00,-43.68510677013961,
2023-01-20 15:00:00,-59.85165182170158,
2023-01-20 15:30:30,-59.85165182170158,
2023-01-20 23:59:59,-51.54977509738114,e
2023-01-23 00:00:00,-42.17915217706826,
2023-01-23 10:00:00,-68.63854370270121,
2023-01-23 10:30:00,-63.17056799853282,
2023-01-23 12:00:00,-71.03139616365084,
2023-01-23 13:30:00,-70.19837691325529,
2023-01-23 15:00:00,-76.85118252545786,
2023-01-23 15:30:30,-76.85118252545786,
2023-01-23 23:59:59,-82.00100934626101,c
2023-01-24 00:00:00,-60.66262534909504,
2023-01-24 10:00:00,-118.0478479214353,
2023-01-24 10:30:00,-105.90684725356903,
2023-01-24 12:00:00,-78.87892889353427,
2023-01-24 13:30:00,-78.17516741359347,
2023-01-24 15:00:00,-61.8556709999703,
2023-01-24 15:30:30,-61.8556709999703,
2023-01-24 23:59:59,-42.53015817313303,c
2023-01-25 00:00:00,-40.485365693691335,
2023-01-25 10:00:00,-43.997918586561866,
2023-01-25 10:30:00,-54.86830889879906,
2023-01-25 12:00:00,-67.2386973724349,
2023-01-25 13:30:00,-62.50769288506427,
2023-01-25 15:00:00,-64.27522131041826,
2023-01-25 15:30:30,-64.27522131041826,
2023-01-25 23:59:59,-62.91910228562597,c
2023-01-26 00:00:00,-76.22996947217936,
2023-01-26 10:00:00,-86.05559400410155,
2023-01-26 10:30:00,-82.59716504405165,
2023-01-26 12:00:00,-71.97714609609545,
2023-01-26 13:30:00,-48.50935094280004,
2023-01-26 15:00:00,-56.10075604960667,
2023-01-26 15:30:30,-56.10075604960667,
2023-01-26 23:59:59,-56.85256876879362,c
2023-01-27 00:00:00,-57.573931446717836,
2023-01-27 10:00:00,-69.33803124081328,
2023-01-27 10:30:00,-88.8273100612819,
2023-01-27 12:00:00,-88.92174159458048,
2023-01-27 13:30:00,-94.28618559190002,
2023-01-27 15:00:00,-101.3539430662868,
2023-01-27 15:30:30,-101.3539430662868,
2023-01-27 23:59:59,-112.40256617752112,w
2023-01-30 00:00:00,-106.11819941220779,
2023-01-30 10:00:00,-90.34259735019018,
2023-01-30 10:30:00,-84.57056975570077,
2023-01-30 12:00:00,-92.73194976705153,
2023-01-30 13:30:00,-91.41738832077087,
2023-01-30 15:00:00,-99.43482545095475,
2023-01-30 15:30:30,-99.43482545095475,
2023-01-30 23:59:59,-100.92595820921466,c
2023-01-31 00:00:00,-98.70085244493703,
2023-01-31 10:00:00,-85.14623845064429,
2023-01-31 10:30:00,-84.40839659201151,
2023-01-31 12:00:00,-76.08820362082653,
2023-01-31 13:30:00,-77.43531975863371,
2023-01-31 15:00:00,-90.24963939768,
2023-01-31 15:30:30,-90.24963939768,
2023-01-31 23:59:59,-90.81011174345412,c
2023-02-01 00:00:00,-93.88160114710982,
2023-02-01 10:00:00,-102.5676711645329,
2023-02-01 10:30:00,-92.65629594902609,
2023-02-01 12:00:00,-100.62308195724094,
2023-02-01 13:30:00,-109.59306944471248,
2023-02-01 15:00:00,-116.10033181767133,
2023-02-01 15:30:30,-116.10033181767133,
2023-02-01 23:59:59,-111.9078464871682,c
2023-02-02 00:00:00,-142.56041689827515,
2023-02-02 10:00:00,-183.46596297063758,
2023-02-02 10:30:00,-196.90853423338643,
2023-02-02 12:00:00,-222.3291613702784,
2023-02-02 13:30:00,-217.4879665563268,
2023-02-02 15:00:00,-204.21694733606012,
2023-02-02 15:30:30,-204.21694733606012,
2023-02-02 23:59:59,-200.06984829842713,c
2023-02-03 00:00:00,-142.14432009145656,
2023-02-03 10:00:00,-152.33001238524696,
2023-02-03 10:30:00,-156.98746622160957,
2023-02-03 12:00:00,-160.55246319751902,
2023-02-03 13:30:00,-155.8808279700117,
2023-02-03 15:00:00,-160.87712942944475,
2023-02-03 15:30:30,-160.87712942944475,
2023-02-03 23:59:59,-167.6281300388031,w
