date,XLY_2022_Q1,meta
2022-02-04 00:00:00,333.18900412297467,
2022-02-04 10:00:00,325.6299142883098,
2022-02-04 10:30:00,337.18501547400865,
2022-02-04 12:00:00,340.786817804369,
2022-02-04 13:30:00,379.1893493417049,
2022-02-04 15:00:00,387.008583269669,
2022-02-04 15:30:30,387.008583269669,
2022-02-04 23:59:59,376.60408727911636,w
2022-02-07 00:00:00,365.2651055379856,
2022-02-07 10:00:00,389.07680063971725,
2022-02-07 10:30:00,382.26719629348133,
2022-02-07 12:00:00,344.30001551760176,
2022-02-07 13:30:00,342.57647296671416,
2022-02-07 15:00:00,339.38324123617645,
2022-02-07 15:30:30,339.38324123617645,
2022-02-07 23:59:59,333.744330864144,c
2022-02-08 00:00:00,321.2340044434776,
2022-02-08 10:00:00,310.74833158476054,
2022-02-08 10:30:00,295.03468338490063,
2022-02-08 12:00:00,326.5736157613112,
2022-02-08 13:30:00,348.90562860193154,
2022-02-08 15:00:00,336.5497668333305,
2022-02-08 15:30:30,336.5497668333305,
2022-02-08 23:59:59,344.29976670199653,c
2022-02-09 00:00:00,354.14768297493663,
2022-02-09 10:00:00,313.0059577814336,
2022-02-09 10:30:00,311.7876571649422,
2022-02-09 12:00:00,315.84079035291745,
2022-02-09 13:30:00,319.57983888997376,
2022-02-09 15:00:00,301.3382293718623,
2022-02-09 15:30:30,301.3382293718623,
2022-02-09 23:59:59,308.08537194357757,c
2022-02-10 00:00:00,252.57118190510127,
2022-02-10 10:00:00,284.69442134067367,
2022-02-10 10:30:00,306.1658820133249,
2022-02-10 12:00:00,311.2031460189895,
2022-02-10 13:30:00,272.1276457987602,
2022-02-10 15:00:00,261.8826026199264,
2022-02-10 15:30:30,261.8826026199264,
2022-02-10 23:59:59,258.48689365119844,c
2022-02-11 00:00:00,253.83657091606167,
2022-02-11 10:00:00,238.0353550262487,
2022-02-11 10:30:00,217.65226560315458,
2022-02-11 12:00:00,201.21316434792297,
2022-02-11 13:30:00,203.76653467944877,
2022-02-11 15:00:00,167.31388987023834,
2022-02-11 15:30:30,167.31388987023834,
2022-02-11 23:59:59,180.09636622438646,w
2022-02-14 00:00:00,159.75612168246246,
2022-02-14 10:00:00,204.30132846087693,
2022-02-14 10:30:00,220.6977372315075,
2022-02-14 12:00:00,262.7084930454421,
2022-02-14 13:30:00,253.84080830643657,
2022-02-14 15:00:00,256.57238443560243,
2022-02-14 15:30:30,256.57238443560243,
2022-02-14 23:59:59,256.07143361617955,c
2022-02-15 00:00:00,303.16051739078307,
2022-02-15 10:00:00,325.35233070259915,
2022-02-15 10:30:00,316.899203272896,
2022-02-15 12:00:00,307.21285116810384,
2022-02-15 13:30:00,303.0704186790008,
2022-02-15 15:00:00,308.94260103001795,
2022-02-15 15:30:30,308.94260103001795,
2022-02-15 23:59:59,320.5504415793507,c
2022-02-16 00:00:00,306.5555243646511,
2022-02-16 10:00:00,291.1162845432277,
2022-02-16 10:30:00,296.6372552743634,
2022-02-16 12:00:00,284.1912337201069,
2022-02-16 13:30:00,265.9691679289622,
2022-02-16 15:00:00,288.8656694914208,
2022-02-16 15:30:30,288.8656694914208,
2022-02-16 23:59:59,302.1194664663891,c
2022-02-17 00:00:00,294.09806422329075,
2022-02-17 10:00:00,319.14495417064063,
2022-02-17 10:30:00,312.75151694385386,
2022-02-17 12:00:00,305.19076994519844,
2022-02-17 13:30:00,296.9872999976992,
2022-02-17 15:00:00,290.0302717886434,
2022-02-17 15:30:30,290.0302717886434,
2022-02-17 23:59:59,282.2335300654489,c
2022-02-18 00:00:00,306.782244584924,
2022-02-18 10:00:00,256.74379649782475,
2022-02-18 10:30:00,209.84011479488325,
2022-02-18 12:00:00,201.75084516547614,
2022-02-18 13:30:00,194.52137805707187,
2022-02-18 15:00:00,216.79405845641296,
2022-02-18 15:30:30,216.79405845641296,
2022-02-18 23:59:59,212.5637203034468,w
2022-02-21 00:00:00,212.5637203034468,
2022-02-21 10:00:00,212.5637203034468,
2022-02-21 10:30:00,212.5637203034468,
2022-02-21 12:00:00,212.5637203034468,
2022-02-21 13:30:00,212.5637203034468,
2022-02-21 15:00:00,212.5637203034468,
2022-02-21 15:30:30,212.5637203034468,
2022-02-21 23:59:59,212.5637203034468,c
2022-02-22 00:00:00,89.67703238351126,
