date,EU_SMI_2022_Q4,meta
2022-11-14 00:00:00,18.07704556113879,
2022-11-14 03:30:00,76.898022214641,
2022-11-14 04:00:00,85.2070377809066,
2022-11-14 06:00:00,129.54510976134816,
2022-11-14 08:00:00,134.05195051874114,
2022-11-14 10:30:00,128.38275857129724,
2022-11-14 11:00:00,132.46002665373146,
2022-11-14 23:59:59,128.4730200788025,c
2022-11-15 00:00:00,104.04313837394966,
2022-11-15 03:30:00,95.46344005387357,
2022-11-15 04:00:00,123.16944726407814,
2022-11-15 06:00:00,130.0993358380598,
2022-11-15 08:00:00,162.2231817560987,
2022-11-15 10:30:00,136.3761963048695,
2022-11-15 11:00:00,156.43713324089583,
2022-11-15 23:59:59,136.4970141172406,c
2022-11-16 00:00:00,137.0775609130634,
2022-11-16 03:30:00,143.79601411487056,
2022-11-16 04:00:00,161.7294002018849,
2022-11-16 06:00:00,163.40356929651568,
2022-11-16 08:00:00,165.24687122330488,
2022-11-16 10:30:00,182.46341390874022,
2022-11-16 11:00:00,187.8764797586863,
2022-11-16 23:59:59,181.85736285542373,c
2022-11-17 00:00:00,168.330741547971,
2022-11-17 03:30:00,189.2111852793812,
2022-11-17 04:00:00,206.75629479276483,
2022-11-17 06:00:00,190.66363939717257,
2022-11-17 08:00:00,185.79583608356324,
2022-11-17 10:30:00,141.43557683583276,
2022-11-17 11:00:00,152.35484681096295,
2022-11-17 23:59:59,142.2382033982816,c
2022-11-18 00:00:00,120.89681303978239,
2022-11-18 03:30:00,131.12275315258057,
2022-11-18 04:00:00,122.68515866796838,
2022-11-18 06:00:00,117.9470215110415,
2022-11-18 08:00:00,116.86332208614147,
2022-11-18 10:30:00,109.52233816372029,
2022-11-18 11:00:00,108.65721166368667,
2022-11-18 23:59:59,98.23286679776004,w
2022-11-21 00:00:00,104.04399406353173,
2022-11-21 03:30:00,115.87300289621271,
2022-11-21 04:00:00,124.58400835541738,
2022-11-21 06:00:00,134.30546355544948,
2022-11-21 08:00:00,132.65001008209492,
2022-11-21 10:30:00,106.20393248949142,
2022-11-21 11:00:00,101.56642484288761,
2022-11-21 23:59:59,90.48415836374454,c
2022-11-22 00:00:00,85.43469384087257,
2022-11-22 03:30:00,80.40306930833037,
2022-11-22 04:00:00,71.3732417301648,
2022-11-22 06:00:00,74.54022777938678,
2022-11-22 08:00:00,79.63870696018273,
2022-11-22 10:30:00,57.96327792025136,
2022-11-22 11:00:00,60.96916811007634,
2022-11-22 23:59:59,57.57235922898229,c
2022-11-23 00:00:00,50.81506382922487,
2022-11-23 03:30:00,77.21783895227969,
2022-11-23 04:00:00,78.66366513439982,
2022-11-23 06:00:00,72.89161266013576,
2022-11-23 08:00:00,72.48405583739867,
2022-11-23 10:30:00,75.14692916387162,
2022-11-23 11:00:00,85.56330833543723,
2022-11-23 23:59:59,98.00131872857412,c
2022-11-24 00:00:00,93.9534875436824,
2022-11-24 03:30:00,73.21519756542256,
2022-11-24 04:00:00,64.82133096262663,
2022-11-24 06:00:00,77.19991151954895,
2022-11-24 08:00:00,81.55852852198734,
2022-11-24 10:30:00,80.46081529427391,
2022-11-24 11:00:00,88.96634896132662,
2022-11-24 23:59:59,79.32445764581121,c
2022-11-25 00:00:00,72.00968136648879,
2022-11-25 03:30:00,124.66444620335233,
2022-11-25 04:00:00,120.21599413269234,
2022-11-25 06:00:00,128.60090790094227,
2022-11-25 08:00:00,134.6333559340294,
2022-11-25 10:30:00,138.04775030118742,
2022-11-25 11:00:00,127.973695055294,
2022-11-25 23:59:59,119.01175146103924,w
2022-11-28 00:00:00,156.30146750147776,
2022-11-28 03:30:00,129.3722321745181,
2022-11-28 04:00:00,121.22023137437066,
2022-11-28 06:00:00,147.11686266320532,
2022-11-28 08:00:00,150.0330223492191,
2022-11-28 10:30:00,168.12130232452512,
2022-11-28 11:00:00,175.38611480822385,
2022-11-28 23:59:59,156.33118431255582,c
2022-11-29 00:00:00,145.5348423935635,
2022-11-29 03:30:00,128.65063688085036,
2022-11-29 04:00:00,119.29831458413162,
2022-11-29 06:00:00,130.4761396028457,
2022-11-29 08:00:00,114.96939816582596,
2022-11-29 10:30:00,96.10163401316788,
2022-11-29 11:00:00,96.98574569830498,
2022-11-29 23:59:59,104.68613783191108,c
2022-11-30 00:00:00,104.4042559595324,
2022-11-30 03:30:00,107.6755234070622,
2022-11-30 04:00:00,94.07535999029744,
2022-11-30 06:00:00,112.92564294109866,
2022-11-30 08:00:00,115.179062075984,
2022-11-30 10:30:00,121.79990468656638,
2022-11-30 11:00:00,123.38053320744632,
2022-11-30 23:59:59,73.4863253381439,c
2022-12-01 00:00:00,41.73702385019362,
2022-12-01 03:30:00,87.6789017541787,
2022-12-01 04:00:00,58.98993922021725,
2022-12-01 06:00:00,66.83588597609298,
2022-12-01 08:00:00,64.31150621760321,
2022-12-01 10:30:00,71.19585083699161,
2022-12-01 11:00:00,55.24691439871299,
2022-12-01 23:59:59,61.38112537062733,c
2022-12-02 00:00:00,61.847831920120996,
2022-12-02 03:30:00,46.03481587378292,
2022-12-02 04:00:00,32.48797476347693,
2022-12-02 06:00:00,22.96707917433406,
2022-12-02 08:00:00,24.70311425220001,
