date,MXN_FTSE_2022_Q3,meta
2022-07-08 00:00:00,447.68237527122346,
2022-07-08 10:00:00,447.68237527122346,
2022-07-08 10:30:00,447.68237527122346,
2022-07-08 12:00:00,447.68237527122346,
2022-07-08 13:30:00,447.68237527122346,
2022-07-08 15:00:00,447.68237527122346,
2022-07-08 15:30:30,447.68237527122346,
2022-07-08 23:59:59,447.68237527122346,w
2022-07-11 00:00:00,447.68237527122346,
2022-07-11 10:00:00,469.79047467468445,
2022-07-11 10:30:00,495.9130625781936,
2022-07-11 12:00:00,457.1982637401552,
2022-07-11 13:30:00,420.96614872954524,
2022-07-11 15:00:00,384.3915332950901,
2022-07-11 15:30:30,384.3915332950901,
2022-07-11 23:59:59,385.57061097036967,c
2022-07-12 00:00:00,390.47458759623896,
2022-07-12 10:00:00,381.55988588866876,
2022-07-12 10:30:00,390.87454529284514,
2022-07-12 12:00:00,366.4202399573396,
2022-07-12 13:30:00,394.5127092493849,
2022-07-12 15:00:00,390.6833024888192,
2022-07-12 15:30:30,390.6833024888192,
2022-07-12 23:59:59,367.1628430157634,c
2022-07-13 00:00:00,385.2817755363958,
2022-07-13 10:00:00,425.71434065514677,
2022-07-13 10:30:00,426.3340422255178,
2022-07-13 12:00:00,382.77708962417273,
2022-07-13 13:30:00,323.7029178976918,
2022-07-13 15:00:00,330.6255519217075,
2022-07-13 15:30:30,330.6255519217075,
2022-07-13 23:59:59,387.74848896909134,c
2022-07-14 00:00:00,386.95536910247847,
2022-07-14 10:00:00,399.0984852953943,
2022-07-14 10:30:00,406.8782588972863,
2022-07-14 12:00:00,419.1934062660257,
2022-07-14 13:30:00,401.0474214090491,
2022-07-14 15:00:00,382.41209066484134,
2022-07-14 15:30:30,382.41209066484134,
2022-07-14 23:59:59,441.6668453306438,c
2022-07-15 00:00:00,421.6667814814482,
2022-07-15 10:00:00,427.11815252194083,
2022-07-15 10:30:00,405.0276777054223,
2022-07-15 12:00:00,411.0298961622293,
2022-07-15 13:30:00,420.7418010706888,
2022-07-15 15:00:00,422.6146494048553,
2022-07-15 15:30:30,422.6146494048553,
2022-07-15 23:59:59,427.8916942973119,w
2022-07-18 00:00:00,419.4577055877917,
2022-07-18 10:00:00,426.9883121677158,
2022-07-18 10:30:00,383.51743592352886,
2022-07-18 12:00:00,351.2283153210683,
2022-07-18 13:30:00,365.4449375382219,
2022-07-18 15:00:00,409.8778281371233,
2022-07-18 15:30:30,409.8778281371233,
2022-07-18 23:59:59,398.56569474767,c
2022-07-19 00:00:00,354.28124307346025,
2022-07-19 10:00:00,365.1518859118114,
2022-07-19 10:30:00,362.80872259475836,
2022-07-19 12:00:00,352.2583696337606,
2022-07-19 13:30:00,347.07545569556623,
2022-07-19 15:00:00,362.86385775869985,
2022-07-19 15:30:30,362.86385775869985,
2022-07-19 23:59:59,275.3627791518502,c
2022-07-20 00:00:00,288.7997387350697,
2022-07-20 10:00:00,307.305267486654,
2022-07-20 10:30:00,321.5364641641463,
2022-07-20 12:00:00,331.2700449669437,
2022-07-20 13:30:00,376.68803593055236,
2022-07-20 15:00:00,355.2397261818214,
2022-07-20 15:30:30,355.2397261818214,
2022-07-20 23:59:59,335.5500417172225,c
2022-07-21 00:00:00,312.58711383604077,
2022-07-21 10:00:00,350.27037396292235,
2022-07-21 10:30:00,421.65216302013414,
2022-07-21 12:00:00,386.06477271604945,
2022-07-21 13:30:00,424.1794616523666,
2022-07-21 15:00:00,403.6760182904409,
2022-07-21 15:30:30,403.6760182904409,
2022-07-21 23:59:59,334.0217344168095,c
2022-07-22 00:00:00,325.6562290689717,
2022-07-22 10:00:00,392.00028776942054,
2022-07-22 10:30:00,419.0712011187006,
2022-07-22 12:00:00,483.3024719418372,
2022-07-22 13:30:00,494.3731037833213,
2022-07-22 15:00:00,522.8704866157741,
2022-07-22 15:30:30,522.8704866157741,
2022-07-22 23:59:59,437.9008633970561,w
2022-07-25 00:00:00,458.2683530960858,
2022-07-25 10:00:00,436.21418859145706,
2022-07-25 10:30:00,422.4243093101586,
2022-07-25 12:00:00,374.62287621846554,
2022-07-25 13:30:00,335.6828795544525,
2022-07-25 15:00:00,344.2833617652468,
2022-07-25 15:30:30,344.2833617652468,
2022-07-25 23:59:59,380.60026798163017,c
2022-07-26 00:00:00,378.6333979996798,
2022-07-26 10:00:00,381.2158070436981,
2022-07-26 10:30:00,369.33697255524294,
2022-07-26 12:00:00,404.2338037182908,
2022-07-26 13:30:00,409.57811040216075,
2022-07-26 15:00:00,390.03277078371957,
2022-07-26 15:30:30,390.03277078371957,
2022-07-26 23:59:59,400.6120658168047,c
2022-07-27 00:00:00,363.9346298910041,
2022-07-27 10:00:00,381.1903313201128,
2022-07-27 10:30:00,433.12722241472784,
2022-07-27 12:00:00,451.6325411483458,
2022-07-27 13:30:00,492.11377586393974,
2022-07-27 15:00:00,415.5530251900018,
