date,DWFACT_2022_Q1,meta
2022-01-13 23:59:59,-31.53738476081071,c
2022-01-14 00:00:00,62.28189638120966,
2022-01-14 10:00:00,29.825303227594304,
2022-01-14 10:30:00,66.41413565925814,
2022-01-14 12:00:00,71.04677880950658,
2022-01-14 13:30:00,91.02504987468274,
2022-01-14 15:00:00,60.01325357481346,
2022-01-14 15:30:30,60.01325357481346,s
2022-01-14 23:59:59,30.94494243545978,w
2022-01-17 00:00:00,24.67732680590416,
2022-01-17 10:00:00,11.724412836433658,
2022-01-17 10:30:00,9.059546766801759,
2022-01-17 12:00:00,0.3016484877534822,
2022-01-17 13:30:00,-9.530289777624603,
2022-01-17 15:00:00,-2.3498131506876234,
2022-01-17 15:30:30,-2.3498131506876234,
2022-01-17 23:59:59,0.0,a
2022-01-18 00:00:00,10.807791332059423,
2022-01-18 10:00:00,13.104921815399393,
2022-01-18 10:30:00,24.72634076424947,
2022-01-18 12:00:00,89.90018814757059,
2022-01-18 13:30:00,159.12019919467593,
2022-01-18 15:00:00,130.40751102342165,
2022-01-18 15:30:30,130.40751102342165,
2022-01-18 23:59:59,215.7172821027757,c
2022-01-19 00:00:00,80.96175869085982,
2022-01-19 10:00:00,148.85243185680338,
2022-01-19 10:30:00,191.30701653531196,
2022-01-19 12:00:00,182.7435529605118,
2022-01-19 13:30:00,106.44828863068687,
2022-01-19 15:00:00,120.12842472573266,
2022-01-19 15:30:30,120.12842472573266,
2022-01-19 23:59:59,191.3564452627902,c
2022-01-20 00:00:00,153.26977377703224,
2022-01-20 10:00:00,123.57077718064738,
2022-01-20 10:30:00,149.02361618079794,
2022-01-20 12:00:00,82.31822695488972,
2022-01-20 13:30:00,136.93724302190003,
2022-01-20 15:00:00,139.01006171078734,
2022-01-20 15:30:30,139.01006171078734,
2022-01-20 23:59:59,220.53978490124837,c
0,220.53978490124837,
0,220.53978490124837,
0,220.53978490124837,
0,220.53978490124837,
0,220.53978490124837,
0,220.53978490124837,
0,220.53978490124837,
0,220.53978490124837,
2022-01-21 00:00:00,332.6903427544762,
2022-01-21 10:00:00,459.889326450083,
2022-01-21 10:30:00,510.44790042383147,
2022-01-21 12:00:00,430.8155787835958,
2022-01-21 13:30:00,492.42154090544864,
2022-01-21 15:00:00,503.68275716017297,
2022-01-21 15:30:30,503.68275716017297,
2022-01-21 23:59:59,484.9722670363144,e
2022-01-24 00:00:00,726.0696330276551,
2022-01-24 10:00:00,728.4950104487971,
2022-01-24 10:30:00,740.3142662339292,
2022-01-24 12:00:00,726.2328290553428,
2022-01-24 13:30:00,672.9133985128137,
2022-01-24 15:00:00,587.3823435508016,
2022-01-24 15:30:30,587.3823435508016,
2022-01-24 23:59:59,546.3385757518063,c
2022-01-25 00:00:00,641.6932344252527,
2022-01-25 10:00:00,653.4739285101377,
2022-01-25 10:30:00,636.210274056657,
2022-01-25 12:00:00,681.8868112057962,
2022-01-25 13:30:00,630.210914712377,
2022-01-25 15:00:00,473.26590990283694,
2022-01-25 15:30:30,473.26590990283694,
2022-01-25 23:59:59,546.2835039612378,c
2022-01-26 00:00:00,440.23010102531043,
2022-01-26 10:00:00,434.8053474290987,
2022-01-26 10:30:00,502.9525594533052,
2022-01-26 12:00:00,465.3253342487278,
2022-01-26 13:30:00,431.41175644983514,
2022-01-26 15:00:00,539.4212445746466,
2022-01-26 15:30:30,539.4212445746466,
2022-01-26 23:59:59,591.657849979731,c
2022-01-27 00:00:00,566.3875128123746,
2022-01-27 10:00:00,475.7641090491452,
2022-01-27 10:30:00,567.0252071269365,
2022-01-27 12:00:00,589.7683263907961,
2022-01-27 13:30:00,728.0228590771876,
2022-01-27 15:00:00,719.7928708324607,
2022-01-27 15:30:30,719.7928708324607,
2022-01-27 23:59:59,703.6728305509032,c
2022-01-28 00:00:00,715.3950393067157,
2022-01-28 10:00:00,784.248710485329,
2022-01-28 10:30:00,761.9897381015567,
2022-01-28 12:00:00,607.7272854070843,
2022-01-28 13:30:00,637.7949555770842,
2022-01-28 15:00:00,586.3667735328604,
2022-01-28 15:30:30,586.3667735328604,
2022-01-28 23:59:59,559.0519856212395,w
2022-01-31 00:00:00,559.5680827085534,
2022-01-31 10:00:00,557.6821916656104,
2022-01-31 10:30:00,573.0937173022835,
2022-01-31 12:00:00,526.5235292212242,
2022-01-31 13:30:00,524.6765607797233,
2022-01-31 15:00:00,526.1570769000382,
2022-01-31 15:30:30,526.1570769000382,
2022-01-31 23:59:59,550.602633667741,c
2022-02-01 00:00:00,496.69084780274807,
2022-02-01 10:00:00,514.502026206615,
2022-02-01 10:30:00,449.6256956382731,
2022-02-01 12:00:00,333.7109797060434,
2022-02-01 13:30:00,393.78188647009483,
2022-02-01 15:00:00,381.25047754720345,
2022-02-01 15:30:30,381.25047754720345,
2022-02-01 23:59:59,355.8970304261079,c
2022-02-02 00:00:00,302.0978392962952,
2022-02-02 10:00:00,376.3570877000543,
2022-02-02 10:30:00,403.66563908400167,
2022-02-02 12:00:00,383.2315443517873,
2022-02-02 13:30:00,419.7464157736231,
2022-02-02 15:00:00,392.060660594665,
2022-02-02 15:30:30,392.060660594665,
2022-02-02 23:59:59,419.8116400294648,c
2022-02-03 00:00:00,478.9487879378157,
2022-02-03 10:00:00,504.8002987050131,
2022-02-03 10:30:00,473.0431618706416,
2022-02-03 12:00:00,525.517638730621,
2022-02-03 13:30:00,551.3021083735462,
2022-02-03 15:00:00,567.4943600124084,
2022-02-03 15:30:30,567.4943600124084,
2022-02-03 23:59:59,593.8048517514649,c
2022-02-04 00:00:00,629.1963096736463,
2022-02-04 10:00:00,506.9180230071547,
2022-02-04 10:30:00,490.5982673409362,
2022-02-04 12:00:00,466.72181088073785,
2022-02-04 13:30:00,460.5609325686769,
2022-02-04 15:00:00,475.1456324239439,
2022-02-04 15:30:30,475.1456324239439,
2022-02-04 23:59:59,473.2064803515441,w
