date,AS_ASX_2022_Q1,meta
2022-01-28 00:00:00,-191.09902100303555,
2022-01-28 01:00:00,-191.09902100303555,
2022-01-28 02:30:00,-191.09902100303555,
2022-01-28 03:00:00,-191.09902100303555,
2022-01-28 18:30:00,-191.09902100303555,
2022-01-28 20:00:00,-191.09902100303555,
2022-01-28 23:00:00,-191.09902100303555,
2022-01-28 23:59:59,-191.99950158893148,w
2022-01-31 00:00:00,-122.70007593569238,
2022-01-31 01:00:00,-122.70007593569238,
2022-01-31 02:30:00,-122.70007593569238,
2022-01-31 03:00:00,-122.70007593569238,
2022-01-31 18:30:00,-34.657113210225475,
2022-01-31 20:00:00,-20.474459366499417,
2022-01-31 23:00:00,-71.18476763879418,
2022-01-31 23:59:59,-69.55310232826675,c
2022-02-01 00:00:00,-40.343642416428395,
2022-02-01 01:00:00,-40.343642416428395,
2022-02-01 02:30:00,-40.343642416428395,
2022-02-01 03:00:00,-40.343642416428395,
2022-02-01 18:30:00,-37.26662604256447,
2022-02-01 20:00:00,-7.9722240861994464,
2022-02-01 23:00:00,-21.903971150130502,
2022-02-01 23:59:59,-21.470488703626245,c
2022-02-02 00:00:00,6.9847066171021766,
2022-02-02 01:00:00,6.9847066171021766,
2022-02-02 02:30:00,6.9847066171021766,
2022-02-02 03:00:00,6.9847066171021766,
2022-02-02 18:30:00,-80.64898836063966,
2022-02-02 20:00:00,-100.57734061344729,
2022-02-02 23:00:00,-98.14527215114559,
2022-02-02 23:59:59,-125.71518735657907,c
2022-02-03 00:00:00,-132.77839088074356,
2022-02-03 01:00:00,-132.77839088074356,
2022-02-03 02:30:00,-132.77839088074356,
2022-02-03 03:00:00,-132.77839088074356,
2022-02-03 18:30:00,-75.0847932704168,
2022-02-03 20:00:00,-55.29781091682207,
2022-02-03 23:00:00,-68.60333311181839,
2022-02-03 23:59:59,-60.57545966920267,c
2022-02-04 00:00:00,-60.805375675410886,
2022-02-04 01:00:00,-60.805375675410886,
2022-02-04 02:30:00,-60.805375675410886,
2022-02-04 03:00:00,-60.805375675410886,
2022-02-04 18:30:00,-60.805375675410886,
2022-02-04 20:00:00,-60.805375675410886,
2022-02-04 23:00:00,-60.805375675410886,
2022-02-04 23:59:59,-61.555679144438955,w
2022-02-07 00:00:00,-23.93460642899322,
2022-02-07 01:00:00,-23.93460642899322,
2022-02-07 02:30:00,-23.93460642899322,
2022-02-07 03:00:00,-23.93460642899322,
2022-02-07 18:30:00,-20.169503767181197,
2022-02-07 20:00:00,-49.04462565542826,
2022-02-07 23:00:00,-52.3275497833593,
2022-02-07 23:59:59,-47.000940622917085,c
2022-02-08 00:00:00,-7.568118298024473,
2022-02-08 01:00:00,-7.568118298024473,
2022-02-08 02:30:00,-7.568118298024473,
2022-02-08 03:00:00,-7.568118298024473,
2022-02-08 18:30:00,21.95997562547919,
2022-02-08 20:00:00,8.621246813924955,
2022-02-08 23:00:00,1.2111682409451419,
2022-02-08 23:59:59,5.1971584389536645,c
2022-02-09 00:00:00,3.7971270927910155,
2022-02-09 01:00:00,3.7971270927910155,
2022-02-09 02:30:00,3.7971270927910155,
2022-02-09 03:00:00,3.7971270927910155,
2022-02-09 18:30:00,23.53218246787887,
2022-02-09 20:00:00,-14.674100761333221,
2022-02-09 23:00:00,-1.1807891474558971,
2022-02-09 23:59:59,-6.810893710316009,c
2022-02-10 00:00:00,-8.11868114554369,
2022-02-10 01:00:00,-8.11868114554369,
2022-02-10 02:30:00,-8.11868114554369,
2022-02-10 03:00:00,-8.11868114554369,
2022-02-10 18:30:00,-24.975120038853902,
2022-02-10 20:00:00,-31.642918604163384,
2022-02-10 23:00:00,-37.87296877281446,
2022-02-10 23:59:59,-19.291923070921484,c
2022-02-11 00:00:00,-66.38361667827539,
2022-02-11 01:00:00,-66.38361667827539,
2022-02-11 02:30:00,-66.38361667827539,
2022-02-11 03:00:00,-66.38361667827539,
2022-02-11 18:30:00,-66.38361667827539,
2022-02-11 20:00:00,-66.38361667827539,
2022-02-11 23:00:00,-66.38361667827539,
2022-02-11 23:59:59,-60.37225786121431,w
2022-02-14 00:00:00,-148.10147771810279,
2022-02-14 01:00:00,-148.10147771810279,
2022-02-14 02:30:00,-148.10147771810279,
2022-02-14 03:00:00,-148.10147771810279,
2022-02-14 18:30:00,-150.11546372660473,
2022-02-14 20:00:00,-246.8415326244969,
2022-02-14 23:00:00,-265.3993842684557,
2022-02-14 23:59:59,-273.44795660677426,c
2022-02-15 00:00:00,-286.24764681140925,
2022-02-15 01:00:00,-286.24764681140925,
2022-02-15 02:30:00,-286.24764681140925,
2022-02-15 03:00:00,-286.24764681140925,
2022-02-15 18:30:00,-334.4731526373411,
2022-02-15 20:00:00,-353.4881274263638,
2022-02-15 23:00:00,-337.2711368040781,
2022-02-15 23:59:59,-324.293557064264,c
2022-02-16 00:00:00,-234.91589862951508,
2022-02-16 01:00:00,-234.91589862951508,
2022-02-16 02:30:00,-234.91589862951508,
2022-02-16 03:00:00,-234.91589862951508,
2022-02-16 18:30:00,-251.77037787373865,
2022-02-16 20:00:00,-246.92071356268417,
2022-02-16 23:00:00,-225.03047481892642,
2022-02-16 23:59:59,-237.71612467341845,c
2022-02-17 00:00:00,-254.4323874613956,
2022-02-17 01:00:00,-254.4323874613956,
2022-02-17 02:30:00,-254.4323874613956,
2022-02-17 03:00:00,-254.4323874613956,
2022-02-17 18:30:00,-208.0741430405354,
2022-02-17 20:00:00,-187.66084370161497,
2022-02-17 23:00:00,-152.23436664829185,
2022-02-17 23:59:59,-156.2072875291352,c
2022-02-18 00:00:00,-171.50862300917046,
2022-02-18 01:00:00,-171.50862300917046,
2022-02-18 02:30:00,-171.50862300917046,
2022-02-18 03:00:00,-171.50862300917046,
2022-02-18 18:30:00,-171.50862300917046,
2022-02-18 20:00:00,-171.50862300917046,
2022-02-18 23:00:00,-171.50862300917046,
2022-02-18 23:59:59,-171.35323142410812,w
2022-02-21 00:00:00,-238.93149762863447,
2022-02-21 01:00:00,-238.93149762863447,
2022-02-21 02:30:00,-238.93149762863447,
2022-02-21 03:00:00,-238.93149762863447,
2022-02-21 18:30:00,-289.97969304576105,
2022-02-21 20:00:00,-311.5514930973483,
2022-02-21 23:00:00,-361.728572546011,
2022-02-21 23:59:59,-349.78935524321673,c
2022-02-22 00:00:00,-362.812891805031,
2022-02-22 01:00:00,-362.812891805031,
2022-02-22 02:30:00,-362.812891805031,
2022-02-22 03:00:00,-362.812891805031,
2022-02-22 18:30:00,-306.3603975796513,
2022-02-22 20:00:00,-229.80212704452708,
2022-02-22 23:00:00,-225.80191675676357,
2022-02-22 23:59:59,-214.85724911128094,c
2022-02-23 00:00:00,-229.2717049323083,
2022-02-23 01:00:00,-229.2717049323083,
2022-02-23 02:30:00,-229.2717049323083,
2022-02-23 03:00:00,-229.2717049323083,
2022-02-23 18:30:00,-313.26254790148283,
2022-02-23 20:00:00,-348.95075091908757,
2022-02-23 23:00:00,-353.2303265393051,
2022-02-23 23:59:59,-398.3971774658793,c
2022-02-24 00:00:00,-419.50346380433643,
2022-02-24 01:00:00,-419.50346380433643,
2022-02-24 02:30:00,-419.50346380433643,
2022-02-24 03:00:00,-419.50346380433643,
2022-02-24 18:30:00,-412.0773432620564,
2022-02-24 20:00:00,-390.03249830081506,
2022-02-24 23:00:00,-362.89664989385085,
2022-02-24 23:59:59,-362.49556453196453,c
2022-02-25 00:00:00,-305.71401195883425,
2022-02-25 01:00:00,-305.71401195883425,
2022-02-25 02:30:00,-305.71401195883425,
2022-02-25 03:00:00,-305.71401195883425,
2022-02-25 18:30:00,-305.71401195883425,
2022-02-25 20:00:00,-305.71401195883425,
2022-02-25 23:00:00,-305.71401195883425,
2022-02-25 23:59:59,-313.4340433078057,w
2022-02-28 00:00:00,-259.19165646134684,
2022-02-28 01:00:00,-259.19165646134684,
2022-02-28 02:30:00,-259.19165646134684,
2022-02-28 03:00:00,-259.19165646134684,
2022-02-28 18:30:00,-209.962223353607,
2022-02-28 20:00:00,-171.32182791561053,
2022-02-28 23:00:00,-168.31281792791668,
2022-02-28 23:59:59,-149.0050518341278,c
2022-03-01 00:00:00,-137.29854202208384,
2022-03-01 01:00:00,-137.29854202208384,
2022-03-01 02:30:00,-137.29854202208384,
2022-03-01 03:00:00,-137.29854202208384,
2022-03-01 18:30:00,-94.51065225123142,
2022-03-01 20:00:00,-86.78959554884122,
2022-03-01 23:00:00,-33.96941880218972,
2022-03-01 23:59:59,-45.603532682898816,c
2022-03-02 00:00:00,-36.71164755018373,
2022-03-02 01:00:00,-36.71164755018373,
2022-03-02 02:30:00,-36.71164755018373,
2022-03-02 03:00:00,-36.71164755018373,
2022-03-02 18:30:00,48.601778479038074,
2022-03-02 20:00:00,30.092998089337414,
2022-03-02 23:00:00,47.40103457820709,
2022-03-02 23:59:59,61.662633671794595,c
2022-03-03 00:00:00,62.05311050373325,
2022-03-03 01:00:00,62.05311050373325,
2022-03-03 02:30:00,62.05311050373325,
2022-03-03 03:00:00,62.05311050373325,
2022-03-03 18:30:00,56.47339508249482,
2022-03-03 20:00:00,-8.504055976769394,
2022-03-03 23:00:00,1.2427801421211484,
2022-03-03 23:59:59,13.867795354459673,c
2022-03-04 00:00:00,4.856299085723009,
2022-03-04 01:00:00,4.856299085723009,
2022-03-04 02:30:00,4.856299085723009,
2022-03-04 03:00:00,4.856299085723009,
2022-03-04 18:30:00,4.856299085723009,
2022-03-04 20:00:00,4.856299085723009,
2022-03-04 23:00:00,4.856299085723009,
2022-03-04 23:59:59,0.0,a
2022-03-07 00:00:00,80.11183486845408,
2022-03-07 01:00:00,80.11183486845408,
2022-03-07 02:30:00,80.11183486845408,
2022-03-07 03:00:00,80.11183486845408,
2022-03-07 18:30:00,91.38897161590864,
2022-03-07 20:00:00,81.72353622464595,
2022-03-07 23:00:00,17.90036350982774,
2022-03-07 23:59:59,10.565471617005215,c
2022-03-08 00:00:00,-11.119408048328637,
2022-03-08 01:00:00,-11.119408048328637,
2022-03-08 02:30:00,-11.119408048328637,
2022-03-08 03:00:00,-11.119408048328637,
2022-03-08 18:30:00,-1.8046349506409456,
2022-03-08 20:00:00,-8.500811578907673,
2022-03-08 23:00:00,-55.13112092866686,
2022-03-08 23:59:59,-46.34567401536705,c
2022-03-09 00:00:00,-23.624319728410512,
2022-03-09 01:00:00,-23.624319728410512,
2022-03-09 02:30:00,-23.624319728410512,
2022-03-09 03:00:00,-23.624319728410512,
2022-03-09 18:30:00,45.03336052160833,
2022-03-09 20:00:00,22.24234980392316,
2022-03-09 23:00:00,24.67236122216653,
2022-03-09 23:59:59,-6.922494162574424,c
2022-03-10 00:00:00,6.313414660106417,
2022-03-10 01:00:00,6.313414660106417,
2022-03-10 02:30:00,6.313414660106417,
2022-03-10 03:00:00,6.313414660106417,
2022-03-10 18:30:00,140.002770715817,
2022-03-10 20:00:00,156.08381559605658,
2022-03-10 23:00:00,133.54431672469303,
2022-03-10 23:59:59,145.39693823034258,c
2022-03-11 00:00:00,134.60897891028242,
2022-03-11 01:00:00,134.60897891028242,
2022-03-11 02:30:00,134.60897891028242,
2022-03-11 03:00:00,134.60897891028242,
2022-03-11 18:30:00,134.60897891028242,
2022-03-11 20:00:00,134.60897891028242,
2022-03-11 23:00:00,134.60897891028242,
2022-03-11 23:59:59,136.45784867344724,w
2022-03-14 00:00:00,36.881047411943484,
2022-03-14 01:00:00,42.171895015834195,
2022-03-14 02:30:00,42.171895015834195,
2022-03-14 03:00:00,42.171895015834195,
2022-03-14 18:30:00,42.3128187844714,
2022-03-14 20:00:00,13.020770192369156,
2022-03-14 23:00:00,-47.37842418419234,
2022-03-14 23:59:59,-57.99514966347789,c
2022-03-15 00:00:00,-96.28323198710703,
2022-03-15 01:00:00,-56.736216653087894,
2022-03-15 02:30:00,-56.736216653087894,
2022-03-15 03:00:00,-56.736216653087894,
2022-03-15 18:30:00,-55.43625206711985,
2022-03-15 20:00:00,-26.452319495030338,
2022-03-15 23:00:00,-54.87586241284069,
2022-03-15 23:59:59,-82.23972670874731,c
2022-03-16 00:00:00,-78.14167819990428,
2022-03-16 01:00:00,-72.32623887651238,
2022-03-16 02:30:00,-72.32623887651238,
2022-03-16 03:00:00,-72.32623887651238,
2022-03-16 18:30:00,-72.06084567728752,
2022-03-16 20:00:00,7.0006558325978006,
2022-03-16 23:00:00,-57.71020737278954,
2022-03-16 23:59:59,-66.67190132439384,c
2022-03-17 00:00:00,-50.25168262988501,
2022-03-17 01:00:00,-80.31966084025315,
2022-03-17 02:30:00,-80.31966084025315,
2022-03-17 03:00:00,-80.31966084025315,
2022-03-17 18:30:00,-85.89727079007467,
2022-03-17 20:00:00,-108.68966506603057,
2022-03-17 23:00:00,16.28548219134825,
2022-03-17 23:59:59,52.83601587612554,c
2022-03-18 00:00:00,69.27071900975659,
2022-03-18 01:00:00,103.66272991776418,
2022-03-18 02:30:00,103.66272991776418,
2022-03-18 03:00:00,103.66272991776418,
2022-03-18 18:30:00,103.66272991776418,
2022-03-18 20:00:00,103.66272991776418,
2022-03-18 23:00:00,103.66272991776418,
2022-03-18 23:59:59,103.75148969503135,e
2022-03-21 00:00:00,139.6979022105878,
2022-03-21 01:00:00,151.86800864600798,
2022-03-21 02:30:00,151.86800864600798,
2022-03-21 03:00:00,151.86800864600798,
2022-03-21 18:30:00,152.35733854527854,
2022-03-21 20:00:00,110.94594337752062,
2022-03-21 23:00:00,223.28843351973336,
2022-03-21 23:59:59,232.5838976436213,c
2022-03-22 00:00:00,246.95382789949088,
2022-03-22 01:00:00,236.24231032959278,
2022-03-22 02:30:00,236.24231032959278,
2022-03-22 03:00:00,236.24231032959278,
2022-03-22 18:30:00,235.76074493872716,
2022-03-22 20:00:00,184.64716934186072,
2022-03-22 23:00:00,298.6304932797065,
2022-03-22 23:59:59,319.8231369235955,c
2022-03-23 00:00:00,349.33317217425486,
2022-03-23 01:00:00,341.4583369090908,
2022-03-23 02:30:00,341.4583369090908,
2022-03-23 03:00:00,341.4583369090908,
