date,RDVY_HEDGED_2021_Q1,meta
2021-02-19 00:00:00,222.17953146798118,
2021-02-19 10:00:00,199.16124643272542,
2021-02-19 10:30:00,193.79030540451322,
2021-02-19 12:00:00,200.14971999743034,
2021-02-19 13:30:00,189.61796206739132,
2021-02-19 15:00:00,183.86327905548842,
2021-02-19 15:30:30,183.86327905548842,
2021-02-19 23:59:59,182.8495383824959,w
2021-02-22 00:00:00,188.337788233604,
2021-02-22 10:00:00,155.84758057360114,
2021-02-22 10:30:00,134.1285225677375,
2021-02-22 12:00:00,112.1877733684878,
2021-02-22 13:30:00,100.7459851312924,
2021-02-22 15:00:00,96.90198954809739,
2021-02-22 15:30:30,96.90198954809739,
2021-02-22 23:59:59,110.2560848581129,c
2021-02-23 00:00:00,112.1057615606494,
2021-02-23 10:00:00,107.93343814027821,
2021-02-23 10:30:00,89.86044188091364,
2021-02-23 12:00:00,102.50557862758524,
2021-02-23 13:30:00,96.44695559300453,
2021-02-23 15:00:00,92.6602471052604,
2021-02-23 15:30:30,92.6602471052604,
2021-02-23 23:59:59,93.35607396571072,c
2021-02-24 00:00:00,90.72184513867728,
2021-02-24 10:00:00,57.01530481893997,
2021-02-24 10:30:00,56.65621408687866,
2021-02-24 12:00:00,72.23811483601912,
2021-02-24 13:30:00,63.430996697784394,
2021-02-24 15:00:00,70.18339835216466,
2021-02-24 15:30:30,70.18339835216466,
2021-02-24 23:59:59,68.2803511517302,c
2021-02-25 00:00:00,67.67447894929205,
2021-02-25 10:00:00,53.39373544269324,
2021-02-25 10:30:00,73.73051786987935,
2021-02-25 12:00:00,77.2049382180735,
2021-02-25 13:30:00,83.48533648080547,
2021-02-25 15:00:00,69.90160740227157,
2021-02-25 15:30:30,69.90160740227157,
2021-02-25 23:59:59,81.44206394099228,c
2021-02-26 00:00:00,105.1788201169295,
2021-02-26 10:00:00,132.11309511781815,
2021-02-26 10:30:00,152.80126273707037,
2021-02-26 12:00:00,123.87340936394685,
2021-02-26 13:30:00,112.04549683801542,
2021-02-26 15:00:00,131.86223022040144,
2021-02-26 15:30:30,131.86223022040144,m
2021-02-26 23:59:59,131.85247568465138,w
2021-03-01 00:00:00,98.96076934513917,
2021-03-01 10:00:00,89.5881286432259,
2021-03-01 10:30:00,99.50328698072485,
2021-03-01 12:00:00,109.59946844993578,
2021-03-01 13:30:00,89.74260179945395,
2021-03-01 15:00:00,76.51105685792459,
2021-03-01 15:30:30,76.51105685792459,
2021-03-01 23:59:59,77.87801275192942,c
2021-03-02 00:00:00,86.73759307767637,
2021-03-02 10:00:00,84.4214286901024,
2021-03-02 10:30:00,92.78002802869946,
2021-03-02 12:00:00,95.06360898406251,
2021-03-02 13:30:00,83.57127794709459,
2021-03-02 15:00:00,80.85478542689088,
2021-03-02 15:30:30,80.85478542689088,
2021-03-02 23:59:59,104.39995164156039,c
2021-03-03 00:00:00,82.91489075683148,
2021-03-03 10:00:00,57.00229149248298,
2021-03-03 10:30:00,46.0775398268604,
2021-03-03 12:00:00,49.79772881400049,
2021-03-03 13:30:00,30.736621932001526,
2021-03-03 15:00:00,44.71519812173278,
2021-03-03 15:30:30,44.71519812173278,
2021-03-03 23:59:59,58.31023608819373,c
2021-03-04 00:00:00,50.411962352266755,
2021-03-04 10:00:00,46.93395135852961,
2021-03-04 10:30:00,48.78035401554985,
2021-03-04 12:00:00,59.465042270052436,
2021-03-04 13:30:00,74.64081860230795,
2021-03-04 15:00:00,84.85323556160483,
2021-03-04 15:30:30,84.85323556160483,
2021-03-04 23:59:59,87.64117525067513,c
2021-03-05 00:00:00,63.88127638458491,
2021-03-05 10:00:00,48.06863138744393,
2021-03-05 10:30:00,64.89741606983216,
2021-03-05 12:00:00,91.88904556779471,
2021-03-05 13:30:00,64.30474479462578,
2021-03-05 15:00:00,45.120600235352185,
2021-03-05 15:30:30,45.120600235352185,
2021-03-05 23:59:59,25.208471959872668,w
2021-03-08 00:00:00,-0.3984975670439326,
2021-03-08 10:00:00,5.088472652536211,
2021-03-08 10:30:00,-1.4514148764990296,
2021-03-08 12:00:00,-12.055005815393542,
2021-03-08 13:30:00,-35.36954728697742,
2021-03-08 15:00:00,-29.589151436919792,
2021-03-08 15:30:30,-29.589151436919792,
2021-03-08 23:59:59,-22.42806710672653,c
2021-03-09 00:00:00,2.637465473725797,
2021-03-09 10:00:00,22.314543842586545,
2021-03-09 10:30:00,32.98791693939074,
2021-03-09 12:00:00,-16.794025673698343,
2021-03-09 13:30:00,0.5084296224688387,
2021-03-09 15:00:00,3.4840252154408518,
2021-03-09 15:30:30,3.4840252154408518,
2021-03-09 23:59:59,20.68965100018363,c
2021-03-10 00:00:00,34.32848135502104,
2021-03-10 10:00:00,25.294666928356946,
2021-03-10 10:30:00,50.93627906791471,
2021-03-10 12:00:00,16.486992195255652,
2021-03-10 13:30:00,16.163945411949953,
2021-03-10 15:00:00,16.8175345433674,
2021-03-10 15:30:30,16.8175345433674,
2021-03-10 23:59:59,31.60623715531665,c
2021-03-11 00:00:00,43.08217991640913,
2021-03-11 10:00:00,17.917769113317036,
2021-03-11 10:30:00,30.710404158565098,
2021-03-11 12:00:00,34.20883701968978,
2021-03-11 13:30:00,42.39098786227055,
2021-03-11 15:00:00,34.585314299497895,
2021-03-11 15:30:30,34.585314299497895,
2021-03-11 23:59:59,26.9762583584843,c
2021-03-12 00:00:00,-0.5104555143484504,
2021-03-12 10:00:00,8.272351904824063,
2021-03-12 10:30:00,-0.3505265679432341,
2021-03-12 12:00:00,-0.9823216809618316,
2021-03-12 13:30:00,-3.368919799345349,
2021-03-12 15:00:00,2.9154657689553005,
2021-03-12 15:30:30,2.9154657689553005,
2021-03-12 23:59:59,0.0,a
2021-03-15 00:00:00,8.789231367081584,
2021-03-15 10:00:00,72.95403220045864,
2021-03-15 10:30:00,78.06527679583178,
2021-03-15 12:00:00,118.26226232798922,
2021-03-15 13:30:00,118.60239158977993,
2021-03-15 15:00:00,109.92301907590172,
2021-03-15 15:30:30,109.92301907590172,
2021-03-15 23:59:59,86.65519685039317,c
2021-03-16 00:00:00,90.18798880161148,
2021-03-16 10:00:00,138.63761182651638,
2021-03-16 10:30:00,151.15171529370036,
2021-03-16 12:00:00,166.76507344947322,
2021-03-16 13:30:00,165.69211720915655,
2021-03-16 15:00:00,155.00640787280213,
2021-03-16 15:30:30,155.00640787280213,
2021-03-16 23:59:59,146.1840544572458,c
2021-03-17 00:00:00,128.70722216856893,
