date,NUFAM_2023_Q1,meta
2023-02-13 00:00:00,-7.056810181946332,
2023-02-13 10:00:00,1.629780535494838,
2023-02-13 10:30:00,1.8078411010586635,
2023-02-13 12:00:00,-2.911079948789407,
2023-02-13 13:30:00,-7.345145552759803,
2023-02-13 15:00:00,-7.433280447871468,
2023-02-13 15:30:30,-7.433280447871468,
2023-02-13 23:59:59,0.5053526473888397,c
2023-02-14 00:00:00,-1.6844182101778173,
2023-02-14 10:00:00,-14.827923381338138,
2023-02-14 10:30:00,-24.47329113747724,
2023-02-14 12:00:00,-40.02868655503834,
2023-02-14 13:30:00,-46.59861654714917,
2023-02-14 15:00:00,-40.42461755864769,
2023-02-14 15:30:30,-40.42461755864769,
2023-02-14 23:59:59,-44.04999458367765,c
2023-02-15 00:00:00,-42.01811140801265,
2023-02-15 10:00:00,-19.047632615505492,
2023-02-15 10:30:00,-15.56528274343573,
2023-02-15 12:00:00,-10.762720714159123,
2023-02-15 13:30:00,-11.792370146309182,
2023-02-15 15:00:00,-10.71451966453698,
2023-02-15 15:30:30,-10.71451966453698,
2023-02-15 23:59:59,-5.626557204997489,c
2023-02-16 00:00:00,20.995166361139326,
2023-02-16 10:00:00,29.21954936006115,
2023-02-16 10:30:00,37.1953679776339,
2023-02-16 12:00:00,30.717929027225157,
2023-02-16 13:30:00,33.27807685191006,
2023-02-16 15:00:00,37.85822502073069,
2023-02-16 15:30:30,37.85822502073069,
2023-02-16 23:59:59,35.51535749455917,c
2023-02-17 00:00:00,43.227125052098,
2023-02-17 10:00:00,34.555799929518614,
2023-02-17 10:30:00,34.39523191436446,
2023-02-17 12:00:00,33.57672380340483,
2023-02-17 13:30:00,36.93244901038495,
2023-02-17 15:00:00,41.84616657751321,
2023-02-17 15:30:30,41.84616657751321,
2023-02-17 23:59:59,40.01407048192569,w
2023-02-20 00:00:00,40.01407048192569,
2023-02-20 10:00:00,40.01407048192569,
2023-02-20 10:30:00,40.01407048192569,
2023-02-20 12:00:00,40.01407048192569,
2023-02-20 13:30:00,40.01407048192569,
2023-02-20 15:00:00,40.01407048192569,
2023-02-20 15:30:30,40.01407048192569,
2023-02-20 23:59:59,40.01407048192569,c
2023-02-21 00:00:00,25.87357268480051,
2023-02-21 10:00:00,18.84371977019173,
2023-02-21 10:30:00,12.893496109322687,
2023-02-21 12:00:00,5.991747201626065,
2023-02-21 13:30:00,0.43653716338314297,
2023-02-21 15:00:00,-6.49404812802085,
2023-02-21 15:30:30,-6.49404812802085,
2023-02-21 23:59:59,-5.64760848352153,c
2023-02-22 00:00:00,-5.39523743725853,
2023-02-22 10:00:00,-12.450130789786733,
2023-02-22 10:30:00,-11.68347074876855,
2023-02-22 12:00:00,-9.95626297909827,
2023-02-22 13:30:00,-4.706660281626569,
2023-02-22 15:00:00,-1.1380267810438767,
2023-02-22 15:30:30,-1.1380267810438767,
2023-02-22 23:59:59,2.783552630706062,c
2023-02-23 00:00:00,3.7471324103443564,
2023-02-23 10:00:00,0.9314299978142913,
2023-02-23 10:30:00,-7.97798787299584,
2023-02-23 12:00:00,-4.808347038917667,
2023-02-23 13:30:00,3.333197812471454,
2023-02-23 15:00:00,5.035821083109514,
2023-02-23 15:30:30,5.035821083109514,
2023-02-23 23:59:59,3.149120451796186,c
2023-02-24 00:00:00,2.36669268674175,
2023-02-24 10:00:00,-2.693647391607243,
2023-02-24 10:30:00,-3.540316303016489,
2023-02-24 12:00:00,-10.449595226876113,
2023-02-24 13:30:00,-11.546559925811849,
2023-02-24 15:00:00,-9.650126148230349,
2023-02-24 15:30:30,-9.650126148230349,
2023-02-24 23:59:59,-7.027484741050024,w
2023-02-27 00:00:00,14.83705553130202,
2023-02-27 10:00:00,7.580822384890425,
2023-02-27 10:30:00,12.649250064242242,
2023-02-27 12:00:00,4.235799360505517,
2023-02-27 13:30:00,4.707106084675175,
2023-02-27 15:00:00,2.2234181013407692,
2023-02-27 15:30:30,2.2234181013407692,
2023-02-27 23:59:59,0.0,a
2023-02-28 00:00:00,-8.633212384904148,
2023-02-28 10:00:00,2.260577523454849,
