date,INTEL_SECT_2022_Q4,meta
2022-11-07 00:00:00,85.0792786409302,
2022-11-07 10:00:00,52.59969630434776,
2022-11-07 10:30:00,63.24177386434869,
2022-11-07 12:00:00,54.73517392244355,
2022-11-07 13:30:00,42.493404555887736,
2022-11-07 15:00:00,36.475099682009215,
2022-11-07 15:30:30,36.475099682009215,
2022-11-07 23:59:59,35.04826397101138,c
2022-11-08 00:00:00,51.43475113431509,
2022-11-08 10:00:00,52.63695956549782,
2022-11-08 10:30:00,50.74008724641891,
2022-11-08 12:00:00,44.728782967399326,
2022-11-08 13:30:00,58.29153351865972,
2022-11-08 15:00:00,73.90050322401245,
2022-11-08 15:30:30,73.90050322401245,
2022-11-08 23:59:59,77.58718812450095,c
2022-11-09 00:00:00,98.0954392264467,
2022-11-09 10:00:00,64.27206207738004,
2022-11-09 10:30:00,64.10231643683821,
2022-11-09 12:00:00,71.70334602873046,
2022-11-09 13:30:00,80.90386709243779,
2022-11-09 15:00:00,85.55066394053406,
2022-11-09 15:30:30,85.55066394053406,
2022-11-09 23:59:59,82.25980637350511,c
2022-11-10 00:00:00,83.9084475504894,
2022-11-10 10:00:00,59.573197628408224,
2022-11-10 10:30:00,67.62619211489755,
2022-11-10 12:00:00,72.28847089721,
2022-11-10 13:30:00,69.62967995702374,
2022-11-10 15:00:00,54.42813766922532,
2022-11-10 15:30:30,54.42813766922532,
2022-11-10 23:59:59,55.81547965572054,c
2022-11-11 00:00:00,46.474612872063204,
2022-11-11 10:00:00,65.19293225407574,
2022-11-11 10:30:00,59.328446379162216,
2022-11-11 12:00:00,30.721432577873713,
2022-11-11 13:30:00,10.931468241971459,
2022-11-11 15:00:00,18.356037934693575,
2022-11-11 15:30:30,18.356037934693575,u
2022-11-11 23:59:59,6.136303708435236,w
2022-11-14 00:00:00,7.138858054466937,
2022-11-14 10:00:00,-4.449335175146416,
2022-11-14 10:30:00,-5.578536204745461,
2022-11-14 12:00:00,-8.91651208156,
2022-11-14 13:30:00,-2.7484176003578398,
2022-11-14 15:00:00,2.259599796207482,
2022-11-14 15:30:30,2.259599796207482,
2022-11-14 23:59:59,-0.4137098675749087,c
2022-11-15 00:00:00,-3.798369781040634,
2022-11-15 10:00:00,-10.526869142147035,
2022-11-15 10:30:00,-4.097550002483672,
2022-11-15 12:00:00,-5.174765603394206,
2022-11-15 13:30:00,-12.594326586871261,
2022-11-15 15:00:00,-6.31414519244575,
2022-11-15 15:30:30,-6.31414519244575,
2022-11-15 23:59:59,-8.141792790114152,c
2022-11-16 00:00:00,4.493718226159615,
2022-11-16 10:00:00,7.159929857671557,
2022-11-16 10:30:00,11.818861624903889,
2022-11-16 12:00:00,14.599149344542724,
2022-11-16 13:30:00,5.979155434201601,
2022-11-16 15:00:00,-7.7968352640280045,
2022-11-16 15:30:30,-7.7968352640280045,
2022-11-16 23:59:59,1.6553789491393616,c
2022-11-17 00:00:00,6.025403196831206,
2022-11-17 10:00:00,3.9201201704796347,
2022-11-17 10:30:00,15.078101462656377,
2022-11-17 12:00:00,14.499277199848137,
2022-11-17 13:30:00,-5.049193592274463,
2022-11-17 15:00:00,-9.200855993732404,
2022-11-17 15:30:30,-9.200855993732404,
2022-11-17 23:59:59,-11.799087232145467,c
2022-11-18 00:00:00,-20.60991781915044,
2022-11-18 10:00:00,-2.6908328168987055,
2022-11-18 10:30:00,-2.3660303568769336,
2022-11-18 12:00:00,-4.939668644569707,
2022-11-18 13:30:00,-5.448691822696475,
2022-11-18 15:00:00,-3.0246330975894296,
2022-11-18 15:30:30,-3.0246330975894296,
2022-11-18 23:59:59,-3.6137634539161354,w
2022-11-21 00:00:00,-24.475604867330944,
2022-11-21 10:00:00,-12.842477976270942,
2022-11-21 10:30:00,-3.4862655749260796,
2022-11-21 12:00:00,-4.416479876244864,
2022-11-21 13:30:00,0.5787755243451898,
2022-11-21 15:00:00,-0.910983279705107,
2022-11-21 15:30:30,-0.910983279705107,
2022-11-21 23:59:59,0.0,a
2022-11-22 00:00:00,-5.262677335539365,
2022-11-22 10:00:00,11.871310863922872,
2022-11-22 10:30:00,13.587708611744091,
2022-11-22 12:00:00,21.046727453213833,
2022-11-22 13:30:00,16.879247077829916,
2022-11-22 15:00:00,18.776842268621294,
2022-11-22 15:30:30,18.776842268621294,s
2022-11-22 23:59:59,14.805360097692898,c
2022-11-23 00:00:00,13.52802563246712,
2022-11-23 10:00:00,1.3140699739425088,
2022-11-23 10:30:00,-4.88430434083665,
2022-11-23 12:00:00,1.754473971470901,
2022-11-23 13:30:00,-1.6783250897626658,
2022-11-23 15:00:00,-4.156772411857133,
2022-11-23 15:30:30,-4.156772411857133,
2022-11-23 23:59:59,-12.348471981014455,c
2022-11-24 00:00:00,-12.348471981014455,
2022-11-24 10:00:00,-12.348471981014455,
2022-11-24 10:30:00,-12.348471981014455,
2022-11-24 12:00:00,-12.348471981014455,
2022-11-24 13:30:00,-12.348471981014455,
2022-11-24 15:00:00,-12.348471981014455,
2022-11-24 15:30:30,-12.348471981014455,
2022-11-24 23:59:59,-12.348471981014455,c
2022-11-25 00:00:00,-3.9655390359473017,
2022-11-25 10:00:00,-6.376491847296563,
2022-11-25 10:30:00,18.21869978169488,
2022-11-25 12:00:00,20.41736663606386,
2022-11-25 13:30:00,20.41736663606386,
2022-11-25 15:00:00,20.41736663606386,
2022-11-25 15:30:30,20.41736663606386,
2022-11-25 23:59:59,21.049889988910365,w
2022-11-28 00:00:00,27.415931384097092,
2022-11-28 10:00:00,45.901171140130316,
2022-11-28 10:30:00,48.529527988589166,
2022-11-28 12:00:00,38.3688164498397,
2022-11-28 13:30:00,38.54642520029981,
2022-11-28 15:00:00,41.560260579132006,
2022-11-28 15:30:30,41.560260579132006,
