date,MID_HEDGED_2022_Q1,meta
2022-01-28 00:00:00,-62.336213504941725,
2022-01-28 10:00:00,-133.3897747160513,
2022-01-28 10:30:00,-137.95806793911515,
2022-01-28 12:00:00,-135.8396554294918,
2022-01-28 13:30:00,-134.41043030543392,
2022-01-28 15:00:00,-158.48705445989526,
2022-01-28 15:30:30,-158.48705445989526,
2022-01-28 23:59:59,-139.38993368620163,w
2022-01-31 00:00:00,-160.3816743157564,
2022-01-31 10:00:00,-126.848070689829,
2022-01-31 10:30:00,-137.03126198957273,
2022-01-31 12:00:00,-121.26738051055816,
2022-01-31 13:30:00,-119.05077588273775,
2022-01-31 15:00:00,-120.38422034531834,
2022-01-31 15:30:30,-120.38422034531834,
2022-01-31 23:59:59,-124.7277487534833,c
2022-02-01 00:00:00,-117.3019337258537,
2022-02-01 10:00:00,-124.61993062086776,
2022-02-01 10:30:00,-127.04522318577222,
2022-02-01 12:00:00,-115.38192507079384,
2022-02-01 13:30:00,-124.73626323732526,
2022-02-01 15:00:00,-139.27501224670277,
2022-02-01 15:30:30,-139.27501224670277,
2022-02-01 23:59:59,-137.94141178701784,c
2022-02-02 00:00:00,-168.51922585999296,
2022-02-02 10:00:00,-166.01037239287632,
2022-02-02 10:30:00,-170.93703126126138,
2022-02-02 12:00:00,-156.28123385315223,
2022-02-02 13:30:00,-161.25233962386835,
2022-02-02 15:00:00,-171.575454851573,
2022-02-02 15:30:30,-171.575454851573,
2022-02-02 23:59:59,-160.59809055984397,c
2022-02-03 00:00:00,-168.06392865948442,
2022-02-03 10:00:00,-183.73589019895405,
2022-02-03 10:30:00,-172.28352848892678,
2022-02-03 12:00:00,-188.838572725262,
2022-02-03 13:30:00,-186.7492530668219,
2022-02-03 15:00:00,-194.9835117783988,
2022-02-03 15:30:30,-194.9835117783988,
2022-02-03 23:59:59,-179.9774584395833,c
2022-02-04 00:00:00,-181.1980348314438,
2022-02-04 10:00:00,-203.08613031156358,
2022-02-04 10:30:00,-188.24176935829644,
2022-02-04 12:00:00,-189.86488661832868,
2022-02-04 13:30:00,-188.96956701676208,
2022-02-04 15:00:00,-192.8544704473136,
2022-02-04 15:30:30,-192.8544704473136,
2022-02-04 23:59:59,-193.2365835964298,w
2022-02-07 00:00:00,-211.99662308948098,
2022-02-07 10:00:00,-186.9999823076531,
2022-02-07 10:30:00,-192.70239672629486,
2022-02-07 12:00:00,-181.67279691083615,
2022-02-07 13:30:00,-186.62104430912393,
2022-02-07 15:00:00,-181.61473333693118,
2022-02-07 15:30:30,-181.61473333693118,
2022-02-07 23:59:59,-176.3308212491877,c
2022-02-08 00:00:00,-179.62805622432165,
2022-02-08 10:00:00,-188.98228552172816,
2022-02-08 10:30:00,-178.69703146142103,
2022-02-08 12:00:00,-175.02641970317654,
2022-02-08 13:30:00,-179.39273766351698,
2022-02-08 15:00:00,-171.60289736154652,
2022-02-08 15:30:30,-171.60289736154652,
2022-02-08 23:59:59,-173.46216430313882,c
2022-02-09 00:00:00,-162.9565894347196,
2022-02-09 10:00:00,-184.71473595679913,
2022-02-09 10:30:00,-188.87633558157984,
2022-02-09 12:00:00,-183.2742811629072,
2022-02-09 13:30:00,-179.23720742777482,
2022-02-09 15:00:00,-174.26522842742077,
2022-02-09 15:30:30,-174.26522842742077,
2022-02-09 23:59:59,-165.2662264898487,c
2022-02-10 00:00:00,-175.23580571161074,
2022-02-10 10:00:00,-190.84030783073342,
2022-02-10 10:30:00,-198.48581946514003,
2022-02-10 12:00:00,-198.00698438784252,
2022-02-10 13:30:00,-201.58428076553503,
2022-02-10 15:00:00,-195.45714121995695,
2022-02-10 15:30:30,-195.45714121995695,
2022-02-10 23:59:59,-193.7995497903862,c
2022-02-11 00:00:00,-181.20042976078844,
2022-02-11 10:00:00,-193.58463480390787,
2022-02-11 10:30:00,-205.16964114059965,
2022-02-11 12:00:00,-208.0983052258871,
2022-02-11 13:30:00,-212.19864042440042,
2022-02-11 15:00:00,-194.94043388242062,
2022-02-11 15:30:30,-194.94043388242062,s
2022-02-11 23:59:59,-182.31720076284444,w
2022-02-14 00:00:00,-159.58582339847624,
2022-02-14 10:00:00,-150.49580902393325,
2022-02-14 10:30:00,-148.85747248749726,
2022-02-14 12:00:00,-160.06942210178966,
2022-02-14 13:30:00,-150.9939621640939,
2022-02-14 15:00:00,-146.92770966462547,
2022-02-14 15:30:30,-146.92770966462547,
2022-02-14 23:59:59,-145.54942380889395,c
2022-02-15 00:00:00,-151.8706512073402,
2022-02-15 10:00:00,-151.75207945977797,
2022-02-15 10:30:00,-153.8992424099357,
2022-02-15 12:00:00,-138.7956919162092,
2022-02-15 13:30:00,-139.14120796079533,
2022-02-15 15:00:00,-137.20985557084248,
2022-02-15 15:30:30,-137.20985557084248,
2022-02-15 23:59:59,-151.25282791666496,c
2022-02-16 00:00:00,-145.80846398613858,
2022-02-16 10:00:00,-170.91879798231844,
2022-02-16 10:30:00,-180.61702990538322,
2022-02-16 12:00:00,-169.12144102030106,
2022-02-16 13:30:00,-158.4893813304011,
2022-02-16 15:00:00,-164.56652941374,
2022-02-16 15:30:30,-164.56652941374,
2022-02-16 23:59:59,-164.1397137357627,c
2022-02-17 00:00:00,-155.05031903524844,
2022-02-17 10:00:00,-154.80330339344687,
2022-02-17 10:30:00,-155.93353087525475,
2022-02-17 12:00:00,-161.7496797971113,
2022-02-17 13:30:00,-152.66606827457144,
2022-02-17 15:00:00,-146.60324222658403,
2022-02-17 15:30:30,-146.60324222658403,
2022-02-17 23:59:59,-157.16321369296816,c
2022-02-18 00:00:00,-156.59154564946334,
2022-02-18 10:00:00,-178.11882360598577,
2022-02-18 10:30:00,-166.41257806379008,
2022-02-18 12:00:00,-158.84798590324147,
2022-02-18 13:30:00,-165.97992932575733,
2022-02-18 15:00:00,-173.72725568000567,
2022-02-18 15:30:30,-173.72725568000567,
2022-02-18 23:59:59,-171.20596869925453,w
2022-02-21 00:00:00,-171.20596869925453,
2022-02-21 10:00:00,-171.20596869925453,
2022-02-21 10:30:00,-171.20596869925453,
2022-02-21 12:00:00,-171.20596869925453,
2022-02-21 13:30:00,-171.20596869925453,
2022-02-21 15:00:00,-171.20596869925453,
2022-02-21 15:30:30,-171.20596869925453,
2022-02-21 23:59:59,-171.20596869925453,c
2022-02-22 00:00:00,-158.84270406220332,
2022-02-22 10:00:00,-168.08196043436305,
2022-02-22 10:30:00,-159.88411263076716,
2022-02-22 12:00:00,-139.1409630975354,
2022-02-22 13:30:00,-118.07173967037818,
2022-02-22 15:00:00,-113.80613780790736,
2022-02-22 15:30:30,-113.80613780790736,
2022-02-22 23:59:59,-101.34968432733524,c
2022-02-23 00:00:00,-121.071003936475,
2022-02-23 10:00:00,-91.58849928770053,
2022-02-23 10:30:00,-76.48483780815877,
2022-02-23 12:00:00,-78.45157745507436,
2022-02-23 13:30:00,-76.46905515276569,
2022-02-23 15:00:00,-67.03543473403079,
2022-02-23 15:30:30,-67.03543473403079,
2022-02-23 23:59:59,-65.47362231024101,c
2022-02-24 00:00:00,-27.025314241514707,
2022-02-24 10:00:00,-45.55716332118743,
2022-02-24 10:30:00,-38.7061248718079,
2022-02-24 12:00:00,-33.141047148617076,
2022-02-24 13:30:00,-28.411263348100647,
2022-02-24 15:00:00,-35.47174478660804,
2022-02-24 15:30:30,-35.47174478660804,
2022-02-24 23:59:59,-37.94323972370444,c
2022-02-25 00:00:00,0.9396140927390206,
2022-02-25 10:00:00,-34.45502542331258,
2022-02-25 10:30:00,-38.6088370196029,
2022-02-25 12:00:00,-35.93549178861815,
2022-02-25 13:30:00,-39.36240472699183,
2022-02-25 15:00:00,-47.50918320837479,
2022-02-25 15:30:30,-47.50918320837479,
2022-02-25 23:59:59,-45.018839705039,w
2022-02-28 00:00:00,-9.59949042941912,
2022-02-28 10:00:00,-32.26140853890149,
2022-02-28 10:30:00,-15.272172159628326,
2022-02-28 12:00:00,-10.390426267575776,
2022-02-28 13:30:00,-8.78417051119311,
2022-02-28 15:00:00,1.3139949499982322,
2022-02-28 15:30:30,1.3139949499982322,m
2022-02-28 23:59:59,7.535005443594969,c
2022-03-01 00:00:00,-3.705846648168176,
2022-03-01 10:00:00,-36.74515658624898,
2022-03-01 10:30:00,6.212119146274517,
2022-03-01 12:00:00,9.178859446764932,
2022-03-01 13:30:00,6.310793000502713,
2022-03-01 15:00:00,-7.8147535062383895,
2022-03-01 15:30:30,-7.8147535062383895,
2022-03-01 23:59:59,-0.6335314876216671,c
2022-03-02 00:00:00,-4.359772634675551,
2022-03-02 10:00:00,-33.37127515713041,
2022-03-02 10:30:00,-40.050336547163965,
2022-03-02 12:00:00,-71.60241830945938,
2022-03-02 13:30:00,-64.7101285804365,
2022-03-02 15:00:00,-43.33694251997963,
2022-03-02 15:30:30,-43.33694251997963,
2022-03-02 23:59:59,-44.24338950017079,c
2022-03-03 00:00:00,-23.634047046188584,
2022-03-03 10:00:00,-35.32248263853205,
2022-03-03 10:30:00,-30.657867193026846,
2022-03-03 12:00:00,-18.84179423594776,
2022-03-03 13:30:00,-17.574113960097407,
2022-03-03 15:00:00,-15.774103773866841,
2022-03-03 15:30:30,-15.774103773866841,
2022-03-03 23:59:59,-10.857769710862385,c
2022-03-04 00:00:00,9.277936312663428,
2022-03-04 10:00:00,-1.6035723982031413,
2022-03-04 10:30:00,6.575101684314063,
2022-03-04 12:00:00,6.385528867500852,
2022-03-04 13:30:00,-4.454276053127728,
2022-03-04 15:00:00,-3.41921886755415,
2022-03-04 15:30:30,-3.41921886755415,
2022-03-04 23:59:59,0.0,a
2022-03-07 00:00:00,23.967068851034128,
2022-03-07 10:00:00,56.1609538373998,
2022-03-07 10:30:00,47.27902831947813,
2022-03-07 12:00:00,70.07430386833107,
2022-03-07 13:30:00,68.58015995003285,
2022-03-07 15:00:00,89.27986341330626,
2022-03-07 15:30:30,89.27986341330626,
2022-03-07 23:59:59,91.5699173553744,c
2022-03-08 00:00:00,60.299208288145905,
2022-03-08 10:00:00,81.93874530145325,
2022-03-08 10:30:00,70.83380738223758,
2022-03-08 12:00:00,43.43451187370613,
2022-03-08 13:30:00,42.158241774556814,
2022-03-08 15:00:00,46.09395881492367,
2022-03-08 15:30:30,46.09395881492367,
2022-03-08 23:59:59,59.48042028587099,c
2022-03-09 00:00:00,58.947957140800895,
2022-03-09 10:00:00,35.442958788110104,
2022-03-09 10:30:00,28.433118056185776,
2022-03-09 12:00:00,26.170155833472563,
2022-03-09 13:30:00,28.095791780959757,
2022-03-09 15:00:00,39.27851482689073,
2022-03-09 15:30:30,39.27851482689073,
2022-03-09 23:59:59,53.096157115526694,c
2022-03-10 00:00:00,50.66932211115591,
2022-03-10 10:00:00,44.05106362851939,
2022-03-10 10:30:00,47.62373078173164,
2022-03-10 12:00:00,45.865419230548014,
2022-03-10 13:30:00,48.89654307469971,
2022-03-10 15:00:00,39.56162037991487,
2022-03-10 15:30:30,39.56162037991487,
2022-03-10 23:59:59,30.856642402573698,c
2022-03-11 00:00:00,39.30555460104836,
2022-03-11 10:00:00,21.74938285735891,
2022-03-11 10:30:00,27.87370781766549,
2022-03-11 12:00:00,22.678325828816924,
2022-03-11 13:30:00,18.361962288265886,
2022-03-11 15:00:00,19.806852525008935,
2022-03-11 15:30:30,19.806852525008935,
2022-03-11 23:59:59,29.327126665809374,w
2022-03-14 00:00:00,18.287248970981295,
2022-03-14 10:00:00,11.74208456855115,
2022-03-14 10:30:00,4.942336254013981,
2022-03-14 12:00:00,8.181421765840241,
2022-03-14 13:30:00,-3.5680651108378925,
2022-03-14 15:00:00,-3.5404227214670527,
2022-03-14 15:30:30,-3.5404227214670527,
2022-03-14 23:59:59,-9.674280358625538,c
2022-03-15 00:00:00,1.8078618686504342,
2022-03-15 10:00:00,-20.579195767053648,
2022-03-15 10:30:00,-15.89433656203471,
2022-03-15 12:00:00,6.357933374382924,
2022-03-15 13:30:00,19.52220834078628,
2022-03-15 15:00:00,-10.230404645100407,
2022-03-15 15:30:30,-10.230404645100407,
2022-03-15 23:59:59,-21.315818866503037,c
2022-03-16 00:00:00,-25.58191544390661,
2022-03-16 10:00:00,-35.69269919159865,
2022-03-16 10:30:00,-43.95040495647254,
2022-03-16 12:00:00,-62.497852548490755,
2022-03-16 13:30:00,-55.96670450201282,
2022-03-16 15:00:00,-64.80040277568946,
2022-03-16 15:30:30,-64.80040277568946,
2022-03-16 23:59:59,-82.413941488266,c
2022-03-17 00:00:00,-84.55034208735651,
2022-03-17 10:00:00,-84.98128264797379,
2022-03-17 10:30:00,-67.01239109916128,
2022-03-17 12:00:00,-61.35313495505932,
2022-03-17 13:30:00,-61.97020379137405,
2022-03-17 15:00:00,-58.66288686517032,
2022-03-17 15:30:30,-58.66288686517032,
2022-03-17 23:59:59,-56.71236623764412,c
2022-03-18 00:00:00,-27.465766075262763,
2022-03-18 10:00:00,-19.622335404490173,
2022-03-18 10:30:00,-25.650811962998887,
2022-03-18 12:00:00,-33.11595744070428,
2022-03-18 13:30:00,-23.828298727735728,
2022-03-18 15:00:00,-26.579881931102477,
2022-03-18 15:30:30,-26.579881931102477,
2022-03-18 23:59:59,-85.08859997713614,e
2022-03-21 00:00:00,-126.40747007820721,
2022-03-21 10:00:00,-99.52887677655121,
2022-03-21 10:30:00,-91.80525584013378,
2022-03-21 12:00:00,-74.68279582940715,
2022-03-21 13:30:00,-78.93266315375115,
2022-03-21 15:00:00,-68.28012906025754,
2022-03-21 15:30:30,-68.28012906025754,
2022-03-21 23:59:59,-73.60588904503265,c
2022-03-22 00:00:00,-70.94648188734232,
2022-03-22 10:00:00,-81.56626845196263,
2022-03-22 10:30:00,-58.83752564469091,
2022-03-22 12:00:00,-48.71855300918969,
2022-03-22 13:30:00,-57.98677344737462,
2022-03-22 15:00:00,-47.64187851879774,
2022-03-22 15:30:30,-47.64187851879774,
2022-03-22 23:59:59,-63.31062164003686,c
2022-03-23 00:00:00,-67.65733172358625,
2022-03-23 10:00:00,-51.86765604054017,
2022-03-23 10:30:00,-53.55504876745147,
2022-03-23 12:00:00,-24.920797511195133,
2022-03-23 13:30:00,-38.40807958502296,
2022-03-23 15:00:00,-38.43457134089749,
2022-03-23 15:30:30,-38.43457134089749,
2022-03-23 23:59:59,-42.09972726886372,c
2022-03-24 00:00:00,-34.77760389271475,
2022-03-24 10:00:00,-33.03114314945333,
2022-03-24 10:30:00,-37.68106022726772,
2022-03-24 12:00:00,-24.09052168866947,
2022-03-24 13:30:00,-17.38906335533966,
2022-03-24 15:00:00,-27.02217889382507,
2022-03-24 15:30:30,-27.02217889382507,
2022-03-24 23:59:59,-18.652258895109185,c
2022-03-25 00:00:00,-31.602264926453245,
2022-03-25 10:00:00,-23.566783091225147,
2022-03-25 10:30:00,-34.81351326500089,
2022-03-25 12:00:00,-6.122410822445431,
2022-03-25 13:30:00,-6.543604796348973,
2022-03-25 15:00:00,7.286983484711982,
2022-03-25 15:30:30,7.286983484711982,
2022-03-25 23:59:59,2.0725727271984624,w
2022-03-28 00:00:00,14.025968526105544,
2022-03-28 10:00:00,53.096977830354945,
2022-03-28 10:30:00,32.567925200866284,
2022-03-28 12:00:00,37.862894676883116,
2022-03-28 13:30:00,43.08537770350733,
2022-03-28 15:00:00,43.908086517418724,
2022-03-28 15:30:30,43.908086517418724,
2022-03-28 23:59:59,53.582047481681,c
2022-03-29 00:00:00,83.96359805144868,
2022-03-29 10:00:00,52.68151439316023,
2022-03-29 10:30:00,53.992843952972635,
2022-03-29 12:00:00,56.00335841877893,
2022-03-29 13:30:00,51.37349051612034,
2022-03-29 15:00:00,55.52705324313615,
2022-03-29 15:30:30,55.52705324313615,
2022-03-29 23:59:59,53.36269254406375,c
2022-03-30 00:00:00,63.783854327328754,
2022-03-30 10:00:00,52.390078767974614,
2022-03-30 10:30:00,60.47974642054112,
2022-03-30 12:00:00,54.91774871292989,
2022-03-30 13:30:00,51.698095832412946,
2022-03-30 15:00:00,50.52665029946252,
2022-03-30 15:30:30,50.52665029946252,
2022-03-30 23:59:59,46.396707779539724,c
2022-03-31 00:00:00,58.64499453791723,
2022-03-31 10:00:00,75.036600564536,
2022-03-31 10:30:00,75.59092701075986,
2022-03-31 12:00:00,65.79720110928099,
2022-03-31 13:30:00,72.03007497145188,
2022-03-31 15:00:00,73.10431437323592,
2022-03-31 15:30:30,73.10431437323592,
2022-03-31 23:59:59,65.15667726066488,c
2022-04-01 00:00:00,61.70316576969344,
2022-04-01 10:00:00,73.06761345219269,
2022-04-01 10:30:00,86.83306284829052,
2022-04-01 12:00:00,98.17715500043568,
2022-04-01 13:30:00,105.76899553341559,
2022-04-01 15:00:00,95.98894665873928,
2022-04-01 15:30:30,95.98894665873928,
2022-04-01 23:59:59,105.41438794179396,w
2022-04-04 00:00:00,116.176419974645,
2022-04-04 10:00:00,99.68853829967463,
2022-04-04 10:30:00,87.69265338062445,
2022-04-04 12:00:00,96.45350504832817,
2022-04-04 13:30:00,94.84460109998685,
2022-04-04 15:00:00,95.24620680269811,
2022-04-04 15:30:30,95.24620680269811,
2022-04-04 23:59:59,98.30687859570747,c
2022-04-05 00:00:00,86.08728940745829,
2022-04-05 10:00:00,89.0654453182467,
2022-04-05 10:30:00,100.306780354191,
2022-04-05 12:00:00,86.09150038571522,
2022-04-05 13:30:00,97.99719983725879,
2022-04-05 15:00:00,101.92643142136666,
2022-04-05 15:30:30,101.92643142136666,
2022-04-05 23:59:59,92.79999925677441,c
2022-04-06 00:00:00,91.78801818017877,
2022-04-06 10:00:00,82.81276543395091,
2022-04-06 10:30:00,88.45808127743032,
2022-04-06 12:00:00,105.62510842384017,
2022-04-06 13:30:00,111.35270642134338,
2022-04-06 15:00:00,102.8633587821733,
2022-04-06 15:30:30,102.8633587821733,
2022-04-06 23:59:59,100.5806667729455,c
2022-04-07 00:00:00,96.98623526373615,
2022-04-07 10:00:00,114.70855605444757,
2022-04-07 10:30:00,137.52394050694016,
2022-04-07 12:00:00,119.8071839635499,
2022-04-07 13:30:00,95.71151508371082,
2022-04-07 15:00:00,80.68763259232412,
2022-04-07 15:30:30,80.68763259232412,
2022-04-07 23:59:59,84.18073859490454,c
2022-04-08 00:00:00,94.53315654531798,
2022-04-08 10:00:00,76.09156724896985,
2022-04-08 10:30:00,70.12519964824406,
2022-04-08 12:00:00,64.38481876204514,
2022-04-08 13:30:00,57.48740166133905,
2022-04-08 15:00:00,73.46784443434666,
2022-04-08 15:30:30,73.46784443434666,
2022-04-08 23:59:59,84.77925994495223,w
