date,MVECT_2021_Q2,meta
2021-05-21 00:00:00,34.772602394628194,
2021-05-21 10:00:00,63.59018559905127,
2021-05-21 10:30:00,77.58074546418806,
2021-05-21 12:00:00,79.79541107607142,
2021-05-21 13:30:00,77.21160134049242,
2021-05-21 15:00:00,96.03575529290154,
2021-05-21 15:30:30,96.03575529290154,
2021-05-21 23:59:59,72.08228608563823,w
2021-05-24 00:00:00,82.49261399120715,
2021-05-24 10:00:00,120.02586520595659,
2021-05-24 10:30:00,127.17284706916521,
2021-05-24 12:00:00,112.9616213215323,
2021-05-24 13:30:00,108.88083610081858,
2021-05-24 15:00:00,121.26248884376818,
2021-05-24 15:30:30,121.26248884376818,
2021-05-24 23:59:59,140.27010480765583,c
2021-05-25 00:00:00,133.42774226440994,
2021-05-25 10:00:00,117.83947683772928,
2021-05-25 10:30:00,113.74238842930927,
2021-05-25 12:00:00,79.5849792980398,
2021-05-25 13:30:00,80.0781979321325,
2021-05-25 15:00:00,68.3524943249655,
2021-05-25 15:30:30,68.3524943249655,
2021-05-25 23:59:59,63.10624998186219,c
2021-05-26 00:00:00,95.217347724441,
2021-05-26 10:00:00,87.67444050338688,
2021-05-26 10:30:00,111.3495199715098,
2021-05-26 12:00:00,93.07444896432406,
2021-05-26 13:30:00,77.83058207539031,
2021-05-26 15:00:00,88.24564066487264,
2021-05-26 15:30:30,88.24564066487264,
2021-05-26 23:59:59,92.61182365369646,c
2021-05-27 00:00:00,96.32656532038095,
2021-05-27 10:00:00,115.17323207978578,
2021-05-27 10:30:00,121.6938145235234,
2021-05-27 12:00:00,154.63839973639338,
2021-05-27 13:30:00,161.3404214739932,
2021-05-27 15:00:00,156.0562276680141,
2021-05-27 15:30:30,156.0562276680141,m
2021-05-27 23:59:59,166.74470050965655,c
2021-05-28 00:00:00,164.56470091900863,
2021-05-28 10:00:00,145.502107297227,
2021-05-28 10:30:00,107.83140201266903,
2021-05-28 12:00:00,99.32596494951204,
2021-05-28 13:30:00,125.4336831940868,
2021-05-28 15:00:00,108.8859030207577,
2021-05-28 15:30:30,108.8859030207577,
2021-05-28 23:59:59,104.11993697196218,w
2021-05-31 00:00:00,104.11993697196218,
2021-05-31 10:00:00,104.11993697196218,
2021-05-31 10:30:00,104.11993697196218,
2021-05-31 12:00:00,104.11993697196218,
2021-05-31 13:30:00,104.11993697196218,
2021-05-31 15:00:00,104.11993697196218,
2021-05-31 15:30:30,104.11993697196218,s
2021-05-31 23:59:59,104.11993697196218,c
2021-06-01 00:00:00,103.61743066913087,
2021-06-01 10:00:00,125.9377458227411,
2021-06-01 10:30:00,125.24108901759482,
2021-06-01 12:00:00,136.68130023361013,
2021-06-01 13:30:00,145.63310119267678,
2021-06-01 15:00:00,149.7072633341343,
2021-06-01 15:30:30,149.7072633341343,
