date,FINX_2021_Q4,meta
2021-12-10 00:00:00,-80.67828359325767,
2021-12-10 10:00:00,-111.72255207589706,
2021-12-10 10:30:00,-96.65021682052452,
2021-12-10 12:00:00,-70.60795463619934,
2021-12-10 13:30:00,-77.83237096136463,
2021-12-10 15:00:00,-88.49126432509047,
2021-12-10 15:30:30,-88.49126432509047,
2021-12-10 23:59:59,-95.87912514687264,w
2021-12-13 00:00:00,-92.20221990655682,
2021-12-13 10:00:00,-86.77393047808528,
2021-12-13 10:30:00,-126.59969860058982,
2021-12-13 12:00:00,-178.08176252445787,
2021-12-13 13:30:00,-146.3436750577373,
2021-12-13 15:00:00,-134.72309237813715,
2021-12-13 15:30:30,-134.72309237813715,
2021-12-13 23:59:59,-124.14444757638671,c
2021-12-14 00:00:00,-99.16729416041903,
2021-12-14 10:00:00,-101.81331695862991,
2021-12-14 10:30:00,-72.6098704592589,
2021-12-14 12:00:00,-49.49574997166587,
2021-12-14 13:30:00,-54.67924866213798,
2021-12-14 15:00:00,-113.33833018497171,
2021-12-14 15:30:30,-113.33833018497171,
2021-12-14 23:59:59,-116.88921641269576,c
2021-12-15 00:00:00,-106.26034913730678,
2021-12-15 10:00:00,-171.50614074376563,
2021-12-15 10:30:00,-159.6535126285953,
2021-12-15 12:00:00,-165.93863511674795,
2021-12-15 13:30:00,-154.39432692968603,
2021-12-15 15:00:00,-161.79809795862002,
2021-12-15 15:30:30,-161.79809795862002,
2021-12-15 23:59:59,-151.7866411766538,c
2021-12-16 00:00:00,-130.82057649621197,
2021-12-16 10:00:00,-101.48653136055736,
2021-12-16 10:30:00,-85.64532300358474,
2021-12-16 12:00:00,-118.74734647640707,
2021-12-16 13:30:00,-105.82370616919047,
2021-12-16 15:00:00,-125.76484440844274,
2021-12-16 15:30:30,-125.76484440844274,
2021-12-16 23:59:59,-153.62425439921958,c
2021-12-17 00:00:00,-130.2128706492133,
2021-12-17 10:00:00,-123.40418083773056,
2021-12-17 10:30:00,-118.93205752944505,
2021-12-17 12:00:00,-96.09344160875708,
2021-12-17 13:30:00,-69.136059286001,
2021-12-17 15:00:00,-75.73703108054247,
2021-12-17 15:30:30,-75.73703108054247,q
2021-12-17 23:59:59,-65.21695761583555,w
2021-12-20 00:00:00,-40.055351060526164,
2021-12-20 10:00:00,-16.359771469948328,
2021-12-20 10:30:00,14.911552677823238,
2021-12-20 12:00:00,-15.702400778283618,
2021-12-20 13:30:00,-30.297552450041394,
2021-12-20 15:00:00,-20.180260690983914,
2021-12-20 15:30:30,-20.180260690983914,
2021-12-20 23:59:59,-36.099077131614195,c
2021-12-21 00:00:00,-36.05822186003002,
