date,EU_SLI_2021_Q4,meta
2021-11-19 00:00:00,142.38705473811453,
2021-11-19 03:30:00,141.1621439932936,
2021-11-19 04:00:00,154.08034166412702,
2021-11-19 06:00:00,171.24477281837852,
2021-11-19 08:00:00,193.1158892582057,
2021-11-19 10:30:00,202.95245008949684,
2021-11-19 11:00:00,209.00660411954271,
2021-11-19 23:59:59,195.90821393044286,w
2021-11-22 00:00:00,206.86111772283837,
2021-11-22 03:30:00,165.58386766966441,
2021-11-22 04:00:00,164.6225590309806,
2021-11-22 06:00:00,157.61430410503016,
2021-11-22 08:00:00,152.539932551635,
2021-11-22 10:30:00,130.91205955661374,
2021-11-22 11:00:00,132.011366223729,
2021-11-22 23:59:59,149.2282519656527,c
2021-11-23 00:00:00,165.24792253270112,
2021-11-23 03:30:00,144.0039959934359,
2021-11-23 04:00:00,149.25147639045488,
2021-11-23 06:00:00,128.37616398175678,
2021-11-23 08:00:00,129.39673104301127,
2021-11-23 10:30:00,149.7486887879369,
2021-11-23 11:00:00,154.16455556995965,
2021-11-23 23:59:59,159.8024679283017,c
2021-11-24 00:00:00,166.45225043057582,
2021-11-24 03:30:00,127.09673025602001,
2021-11-24 04:00:00,124.51797124982707,
2021-11-24 06:00:00,147.17961400977666,
2021-11-24 08:00:00,131.5056749862241,
2021-11-24 10:30:00,120.95150223493675,
2021-11-24 11:00:00,115.74680571255843,
2021-11-24 23:59:59,128.31241752913238,c
2021-11-25 00:00:00,124.02524711592966,
2021-11-25 03:30:00,124.1499088850322,
2021-11-25 04:00:00,117.03543005212381,
2021-11-25 06:00:00,115.35284990156936,
2021-11-25 08:00:00,116.84782532829675,
2021-11-25 10:30:00,109.41896315334944,
2021-11-25 11:00:00,104.55928511681961,
2021-11-25 23:59:59,105.84501370930042,c
2021-11-26 00:00:00,179.18996102807372,
2021-11-26 03:30:00,125.60777353514075,
2021-11-26 04:00:00,128.18776758830356,
2021-11-26 06:00:00,148.2628078862895,
2021-11-26 08:00:00,158.05050300925436,
2021-11-26 10:30:00,172.25651229806846,
2021-11-26 11:00:00,171.87580380829087,
2021-11-26 23:59:59,183.49758176752965,w
2021-11-29 00:00:00,156.99054737245834,
2021-11-29 03:30:00,157.4523156695304,
2021-11-29 04:00:00,138.78157132607262,
2021-11-29 06:00:00,119.78204327668246,
2021-11-29 08:00:00,102.09401052185035,
2021-11-29 10:30:00,81.87528913923154,
2021-11-29 11:00:00,77.91381612976767,
2021-11-29 23:59:59,79.67968906440512,c
2021-11-30 00:00:00,103.52383735896473,
2021-11-30 03:30:00,84.86613802730716,
2021-11-30 04:00:00,87.69854779696169,
2021-11-30 06:00:00,99.1521128198707,
2021-11-30 08:00:00,113.31988118575242,
2021-11-30 10:30:00,104.82647892833265,
2021-11-30 11:00:00,98.42472390562105,
2021-11-30 23:59:59,105.3088575734132,c
2021-12-01 00:00:00,103.7831788086346,
2021-12-01 03:30:00,132.46347952281988,
2021-12-01 04:00:00,129.03656563413668,
2021-12-01 06:00:00,114.42342207334991,
2021-12-01 08:00:00,101.98208702890793,
2021-12-01 10:30:00,83.59580952700034,
2021-12-01 11:00:00,83.41389381056254,
2021-12-01 23:59:59,83.85737886184648,c
2021-12-02 00:00:00,131.55003370908202,
2021-12-02 03:30:00,111.65764106835911,
2021-12-02 04:00:00,101.08622496706428,
2021-12-02 06:00:00,84.0541662851738,
2021-12-02 08:00:00,92.7741767149868,
2021-12-02 10:30:00,91.42916874597631,
2021-12-02 11:00:00,83.72429827519088,
2021-12-02 23:59:59,99.01477224643051,c
2021-12-03 00:00:00,87.94002201194232,
2021-12-03 03:30:00,83.94596569894924,
2021-12-03 04:00:00,97.20118628192506,
2021-12-03 06:00:00,99.68704649647796,
2021-12-03 08:00:00,105.2034123405706,
2021-12-03 10:30:00,106.33138235594458,
2021-12-03 11:00:00,102.75828898191969,
2021-12-03 23:59:59,92.69314281958833,w
2021-12-06 00:00:00,72.41216071538219,
2021-12-06 03:30:00,98.16686973413755,
2021-12-06 04:00:00,98.04758323802992,
2021-12-06 06:00:00,78.63099175963046,
2021-12-06 08:00:00,76.73341005030997,
2021-12-06 10:30:00,76.36833918248004,
2021-12-06 11:00:00,76.53161881891833,
2021-12-06 23:59:59,73.44788101733371,c
2021-12-07 00:00:00,73.44788101733371,
2021-12-07 03:30:00,58.3809753779436,
2021-12-07 04:00:00,70.53884807144925,
2021-12-07 06:00:00,37.526403054842035,
2021-12-07 08:00:00,26.821769941621397,
2021-12-07 10:30:00,12.426783112414,
2021-12-07 11:00:00,10.601284729447798,
2021-12-07 23:59:59,11.194799155045644,c
2021-12-08 00:00:00,-4.2582341607371745,
2021-12-08 03:30:00,2.4456443321004713,
2021-12-08 04:00:00,11.630811950285931,
2021-12-08 06:00:00,43.95592672140677,
2021-12-08 08:00:00,23.850730699601883,
2021-12-08 10:30:00,13.128003922885682,
2021-12-08 11:00:00,8.494493072887792,
2021-12-08 23:59:59,10.380371935196763,c
2021-12-09 00:00:00,17.965497491615395,
2021-12-09 03:30:00,8.615214641492912,
2021-12-09 04:00:00,20.65472781302816,
2021-12-09 06:00:00,28.397969669287335,
2021-12-09 08:00:00,38.08977063530446,
2021-12-09 10:30:00,17.782226864301606,
2021-12-09 11:00:00,16.611864970410124,
2021-12-09 23:59:59,32.488020288290556,c
2021-12-10 00:00:00,-1.5841017461774527,
2021-12-10 03:30:00,18.4606019795267,
2021-12-10 04:00:00,8.295163161701339,
2021-12-10 06:00:00,-2.6945240895394136,
2021-12-10 08:00:00,10.3010447395975,
2021-12-10 10:30:00,-0.13434256692983126,
2021-12-10 11:00:00,-11.027101863567964,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,-1.1104937162435249,
2021-12-13 03:30:00,-5.206936550048113,
2021-12-13 04:00:00,-8.715301309593826,
2021-12-13 06:00:00,8.406030499405006,
2021-12-13 08:00:00,3.581756489563304,
2021-12-13 10:30:00,34.37970993700313,
2021-12-13 11:00:00,31.92091674283361,
2021-12-13 23:59:59,31.334513172299012,c
2021-12-14 00:00:00,43.28363495286237,
2021-12-14 03:30:00,62.44458659082733,
2021-12-14 04:00:00,59.44421887761689,
2021-12-14 06:00:00,59.08296232652165,
2021-12-14 08:00:00,70.8253487177227,
2021-12-14 10:30:00,65.13788195647089,
2021-12-14 11:00:00,74.43217608783502,
2021-12-14 23:59:59,84.27885103090352,c
2021-12-15 00:00:00,81.71002628216115,
2021-12-15 03:30:00,94.13219084368126,
2021-12-15 04:00:00,76.06189350546333,
2021-12-15 06:00:00,63.49515283566731,
2021-12-15 08:00:00,80.25147339487475,
2021-12-15 10:30:00,86.49331474991286,
2021-12-15 11:00:00,78.59244855691873,
2021-12-15 23:59:59,79.64300824365421,c
2021-12-16 00:00:00,115.02762317702897,
2021-12-16 03:30:00,136.85989501009607,
2021-12-16 04:00:00,129.0166390541258,
2021-12-16 06:00:00,132.76983616222017,
2021-12-16 08:00:00,136.03827813286026,
2021-12-16 10:30:00,143.57162883241747,
2021-12-16 11:00:00,147.0157163823481,
2021-12-16 23:59:59,148.50389108099554,c
2021-12-17 00:00:00,172.74583997915624,
2021-12-17 03:30:00,153.821093396452,
2021-12-17 04:00:00,152.31539486613565,
2021-12-17 06:00:00,182.2499844509479,
2021-12-17 08:00:00,200.57870974288574,
2021-12-17 10:30:00,225.08181879641762,
2021-12-17 11:00:00,222.90331661144222,
2021-12-17 23:59:59,248.11011069516934,e
2021-12-20 00:00:00,269.07311066109304,
2021-12-20 03:30:00,244.55902495670352,
2021-12-20 04:00:00,217.87730468750473,
2021-12-20 06:00:00,193.76072476042617,
2021-12-20 08:00:00,191.782661233643,
2021-12-20 10:30:00,202.501326784036,
2021-12-20 11:00:00,203.8259425465234,
2021-12-20 23:59:59,211.73150841039364,c
2021-12-21 00:00:00,171.41788524901398,
2021-12-21 03:30:00,212.43590425969842,
2021-12-21 04:00:00,200.43381532215983,
2021-12-21 06:00:00,222.99040312636637,
2021-12-21 08:00:00,227.43067972853936,
2021-12-21 10:30:00,227.06411339943125,
2021-12-21 11:00:00,229.913159863136,
2021-12-21 23:59:59,216.20223177560538,c
2021-12-22 00:00:00,214.90201634155977,
2021-12-22 03:30:00,225.29552585332058,
2021-12-22 04:00:00,216.26773268424606,
2021-12-22 06:00:00,223.85242531957496,
2021-12-22 08:00:00,238.51008903912606,
2021-12-22 10:30:00,242.0180278054578,
2021-12-22 11:00:00,232.53497185950988,
2021-12-22 23:59:59,227.29192659772755,c
2021-12-23 00:00:00,243.19498216555166,
2021-12-23 03:30:00,260.47707260370186,
2021-12-23 04:00:00,246.32272023058192,
2021-12-23 06:00:00,256.5046176927922,
2021-12-23 08:00:00,260.58279915212023,
2021-12-23 10:30:00,248.51275902597766,
2021-12-23 11:00:00,249.4899087583752,
2021-12-23 23:59:59,236.46141000522334,c
2021-12-24 00:00:00,236.46141000522334,
2021-12-24 03:30:00,236.46141000522334,
2021-12-24 04:00:00,236.46141000522334,
2021-12-24 06:00:00,236.46141000522334,
2021-12-24 08:00:00,236.46141000522334,
2021-12-24 10:30:00,236.46141000522334,
2021-12-24 11:00:00,236.46141000522334,
2021-12-24 23:59:59,236.46141000522334,w
2021-12-27 00:00:00,246.66132428705785,
2021-12-27 03:30:00,265.7086318800527,
2021-12-27 04:00:00,257.61844657492554,
2021-12-27 06:00:00,238.84203159958082,
2021-12-27 08:00:00,233.7163041000839,
2021-12-27 10:30:00,209.84781472062684,
2021-12-27 11:00:00,213.86075025320127,
2021-12-27 23:59:59,222.48758013395778,c
2021-12-28 00:00:00,227.53073613196142,
2021-12-28 03:30:00,242.89073766507025,
2021-12-28 04:00:00,241.6193684873149,
2021-12-28 06:00:00,240.46723903506825,
2021-12-28 08:00:00,231.59727414750122,
2021-12-28 10:30:00,236.1139497300315,
2021-12-28 11:00:00,232.47336319541148,
2021-12-28 23:59:59,229.70427782598972,c
2021-12-29 00:00:00,229.29085070718486,
2021-12-29 03:30:00,216.2164901719054,
2021-12-29 04:00:00,220.19973499679995,
2021-12-29 06:00:00,207.3268562742905,
2021-12-29 08:00:00,200.39928666753377,
2021-12-29 10:30:00,205.7251374125662,
2021-12-29 11:00:00,202.7143724985528,
2021-12-29 23:59:59,210.93699054391533,c
2021-12-30 00:00:00,214.4779058854323,
2021-12-30 03:30:00,200.5475602427568,
2021-12-30 04:00:00,193.39032099888487,
2021-12-30 06:00:00,194.45324080292716,
2021-12-30 08:00:00,202.05868294598798,
2021-12-30 10:30:00,219.49854356455853,
2021-12-30 11:00:00,225.28536483655603,
2021-12-30 23:59:59,226.7197172355622,c
2021-12-31 00:00:00,226.7197172355622,
2021-12-31 03:30:00,226.7197172355622,
2021-12-31 04:00:00,226.7197172355622,
2021-12-31 06:00:00,226.7197172355622,
2021-12-31 08:00:00,226.7197172355622,
2021-12-31 10:30:00,226.7197172355622,
2021-12-31 11:00:00,226.7197172355622,
2021-12-31 23:59:59,226.7197172355622,w
