date,TAN_2021_Q3,meta
2021-08-20 00:00:00,-440.24878738922234,
2021-08-20 10:00:00,-314.0137158170114,
2021-08-20 10:30:00,-315.0311092472389,
2021-08-20 12:00:00,-321.6620775792089,
2021-08-20 13:30:00,-246.27423192363813,
2021-08-20 15:00:00,-212.59132666851792,
2021-08-20 15:30:30,-212.59132666851792,
2021-08-20 23:59:59,-215.58322577290846,w
2021-08-23 00:00:00,-123.69615940375888,
2021-08-23 10:00:00,-116.95018397652666,
2021-08-23 10:30:00,-128.44067643698872,
2021-08-23 12:00:00,-125.37989974400534,
2021-08-23 13:30:00,-22.3405248061199,
2021-08-23 15:00:00,-57.15829153896857,
2021-08-23 15:30:30,-57.15829153896857,
2021-08-23 23:59:59,-33.184444533926126,c
2021-08-24 00:00:00,30.11768425743594,
2021-08-24 10:00:00,66.96645869295753,
2021-08-24 10:30:00,78.53671110032292,
2021-08-24 12:00:00,7.841859319858031,
2021-08-24 13:30:00,24.08451348851986,
2021-08-24 15:00:00,41.53894357966192,
2021-08-24 15:30:30,41.53894357966192,
2021-08-24 23:59:59,44.511968462787536,c
2021-08-25 00:00:00,67.2732056074151,
2021-08-25 10:00:00,11.238279766315372,
2021-08-25 10:30:00,35.34271467268309,
2021-08-25 12:00:00,82.67918217050146,
2021-08-25 13:30:00,116.60078896209461,
2021-08-25 15:00:00,100.38256193979578,
2021-08-25 15:30:30,100.38256193979578,
2021-08-25 23:59:59,58.87393936074295,c
2021-08-26 00:00:00,11.772015594553523,
2021-08-26 10:00:00,172.7006651674228,
2021-08-26 10:30:00,155.55069335585222,
2021-08-26 12:00:00,100.80808935962978,
2021-08-26 13:30:00,48.410917788450206,
2021-08-26 15:00:00,13.23852057509066,
2021-08-26 15:30:30,13.23852057509066,
2021-08-26 23:59:59,35.00146784907611,c
2021-08-27 00:00:00,23.18071514171288,
2021-08-27 10:00:00,71.3905976508886,
2021-08-27 10:30:00,73.41336405380343,
2021-08-27 12:00:00,110.15097108623195,
2021-08-27 13:30:00,89.34192246527027,
2021-08-27 15:00:00,117.6705008507397,
2021-08-27 15:30:30,117.6705008507397,
2021-08-27 23:59:59,83.92327984985513,w
2021-08-30 00:00:00,148.96249397218753,
2021-08-30 10:00:00,127.54460323586864,
2021-08-30 10:30:00,78.70816512259626,
2021-08-30 12:00:00,187.8721407147973,
2021-08-30 13:30:00,210.74846300051422,
2021-08-30 15:00:00,180.78403164804467,
2021-08-30 15:30:30,180.78403164804467,
2021-08-30 23:59:59,170.88593744609489,c
2021-08-31 00:00:00,157.41679205896662,
2021-08-31 10:00:00,160.10440017035307,
2021-08-31 10:30:00,216.63230358074816,
2021-08-31 12:00:00,226.02775657437815,
2021-08-31 13:30:00,274.3920509873037,
2021-08-31 15:00:00,248.40064997467925,
2021-08-31 15:30:30,248.40064997467925,s
2021-08-31 23:59:59,221.05519476355494,c
2021-09-01 00:00:00,312.2331658202743,
2021-09-01 10:00:00,304.2468570724818,
2021-09-01 10:30:00,379.6966718174226,
2021-09-01 12:00:00,386.94054514297613,
2021-09-01 13:30:00,430.96631385923956,
2021-09-01 15:00:00,382.56738269419293,
2021-09-01 15:30:30,382.56738269419293,
2021-09-01 23:59:59,354.9669519994968,c
2021-09-02 00:00:00,471.09086336400014,
2021-09-02 10:00:00,547.2722828291298,
2021-09-02 10:30:00,531.4726964456877,
2021-09-02 12:00:00,571.6675587579575,
2021-09-02 13:30:00,503.22716091577604,
2021-09-02 15:00:00,470.4770416461979,
2021-09-02 15:30:30,470.4770416461979,
2021-09-02 23:59:59,468.0149808449805,c
2021-09-03 00:00:00,460.324277802958,
2021-09-03 10:00:00,461.69148173522535,
2021-09-03 10:30:00,397.84157828985417,
2021-09-03 12:00:00,342.9463007112581,
2021-09-03 13:30:00,326.304405025101,
2021-09-03 15:00:00,308.60012494124294,
2021-09-03 15:30:30,308.60012494124294,
2021-09-03 23:59:59,330.2660692278123,w
2021-09-06 00:00:00,330.2660692278123,
2021-09-06 10:00:00,330.2660692278123,
2021-09-06 10:30:00,330.2660692278123,
2021-09-06 12:00:00,330.2660692278123,
2021-09-06 13:30:00,330.2660692278123,
2021-09-06 15:00:00,330.2660692278123,
2021-09-06 15:30:30,330.2660692278123,
2021-09-06 23:59:59,330.2660692278123,c
2021-09-07 00:00:00,337.1246860855449,
2021-09-07 10:00:00,389.86096277529987,
2021-09-07 10:30:00,368.9096215695249,
2021-09-07 12:00:00,319.6584466225495,
2021-09-07 13:30:00,350.42742647757814,
2021-09-07 15:00:00,325.96912957962286,
2021-09-07 15:30:30,325.96912957962286,
2021-09-07 23:59:59,290.80019722706584,c
2021-09-08 00:00:00,366.70835496420705,
2021-09-08 10:00:00,287.72407326076836,
2021-09-08 10:30:00,175.64722591228792,
2021-09-08 12:00:00,104.49271214685996,
2021-09-08 13:30:00,137.82736845306954,
2021-09-08 15:00:00,91.88214726232445,
2021-09-08 15:30:30,91.88214726232445,
2021-09-08 23:59:59,97.86505245024864,c
2021-09-09 00:00:00,69.13964482146093,
2021-09-09 10:00:00,62.01646401777634,
2021-09-09 10:30:00,114.61269837504915,
2021-09-09 12:00:00,129.4320790571569,
2021-09-09 13:30:00,121.45579397808933,
2021-09-09 15:00:00,98.72935425574497,
2021-09-09 15:30:30,98.72935425574497,
2021-09-09 23:59:59,114.18919315375797,c
2021-09-10 00:00:00,207.70367735424952,
2021-09-10 10:00:00,301.8202452747296,
2021-09-10 10:30:00,211.99550669648852,
2021-09-10 12:00:00,174.66739053387346,
2021-09-10 13:30:00,107.02112913550855,
2021-09-10 15:00:00,40.50082086687053,
2021-09-10 15:30:30,40.50082086687053,
2021-09-10 23:59:59,0.0,a
2021-09-13 00:00:00,44.743379412015656,
2021-09-13 10:00:00,5.157133509910182,
2021-09-13 10:30:00,51.16733992633908,
2021-09-13 12:00:00,215.03821980589692,
2021-09-13 13:30:00,326.61476793762904,
2021-09-13 15:00:00,368.01039321658527,
2021-09-13 15:30:30,368.01039321658527,
2021-09-13 23:59:59,287.5846796371102,c
2021-09-14 00:00:00,291.71714400824567,
2021-09-14 10:00:00,370.96036106057,
2021-09-14 10:30:00,352.6756504715331,
2021-09-14 12:00:00,287.6424059910405,
2021-09-14 13:30:00,227.92980979382764,
2021-09-14 15:00:00,237.11433293495293,
2021-09-14 15:30:30,237.11433293495293,
2021-09-14 23:59:59,258.8635568881359,c
2021-09-15 00:00:00,290.44128210947883,
2021-09-15 10:00:00,166.34998251681645,
2021-09-15 10:30:00,186.93808708696633,
2021-09-15 12:00:00,213.7870280207244,
2021-09-15 13:30:00,163.2873089801974,
2021-09-15 15:00:00,216.05904451107745,
2021-09-15 15:30:30,216.05904451107745,
2021-09-15 23:59:59,237.42895111858797,c
2021-09-16 00:00:00,195.78918603960983,
2021-09-16 10:00:00,206.63724700609782,
2021-09-16 10:30:00,224.37435576300913,
2021-09-16 12:00:00,264.3043970106896,
2021-09-16 13:30:00,237.6973804016311,
2021-09-16 15:00:00,218.5834674114185,
2021-09-16 15:30:30,218.5834674114185,
2021-09-16 23:59:59,207.1010538435894,c
2021-09-17 00:00:00,243.33975734550677,
2021-09-17 10:00:00,247.7113164808702,
2021-09-17 10:30:00,317.4412937602324,
2021-09-17 12:00:00,303.5796940574555,
2021-09-17 13:30:00,389.3902407161763,
2021-09-17 15:00:00,372.4190777582876,
2021-09-17 15:30:30,372.4190777582876,
2021-09-17 23:59:59,368.3245882721603,e
2021-09-20 00:00:00,122.61346885659168,
2021-09-20 10:00:00,130.25442835660442,
2021-09-20 10:30:00,35.23434830834185,
2021-09-20 12:00:00,8.315835704622714,
2021-09-20 13:30:00,-2.679373594567096,
2021-09-20 15:00:00,-32.12076757844625,
2021-09-20 15:30:30,-32.12076757844625,
2021-09-20 23:59:59,-27.135233392802547,c
2021-09-21 00:00:00,42.87533003662884,
2021-09-21 10:00:00,-3.759365180192617,
2021-09-21 10:30:00,25.874194811872258,
2021-09-21 12:00:00,97.46452864112598,
2021-09-21 13:30:00,95.51917413122328,
2021-09-21 15:00:00,125.90881228515991,
2021-09-21 15:30:30,125.90881228515991,
2021-09-21 23:59:59,107.23293426940063,c
2021-09-22 00:00:00,165.98809700221818,
2021-09-22 10:00:00,244.15680535771617,
2021-09-22 10:30:00,231.8793536991475,
2021-09-22 12:00:00,240.79923739081914,
2021-09-22 13:30:00,204.75527856339113,
2021-09-22 15:00:00,218.32220215307916,
2021-09-22 15:30:30,218.32220215307916,
2021-09-22 23:59:59,183.98083921656053,c
2021-09-23 00:00:00,266.943257771798,
2021-09-23 10:00:00,66.33253857557975,
2021-09-23 10:30:00,7.5686188430304355,
2021-09-23 12:00:00,78.00889694137777,
2021-09-23 13:30:00,100.83191159526723,
2021-09-23 15:00:00,121.12070512633272,
2021-09-23 15:30:30,121.12070512633272,
2021-09-23 23:59:59,87.23106247326587,c
2021-09-24 00:00:00,29.827761761777765,
2021-09-24 10:00:00,-64.06211880426508,
2021-09-24 10:30:00,-32.10448377717057,
2021-09-24 12:00:00,-92.14235892814258,
2021-09-24 13:30:00,-91.3579993411945,
2021-09-24 15:00:00,-119.9653081170677,
2021-09-24 15:30:30,-119.9653081170677,
2021-09-24 23:59:59,-139.44821892948357,w
2021-09-27 00:00:00,-99.34510561347179,
2021-09-27 10:00:00,-97.72335422689139,
2021-09-27 10:30:00,-3.8286094953100474,
2021-09-27 12:00:00,141.56584305835304,
2021-09-27 13:30:00,67.65966606184202,
2021-09-27 15:00:00,67.88255726804164,
2021-09-27 15:30:30,67.88255726804164,
2021-09-27 23:59:59,71.75605625952403,c
2021-09-28 00:00:00,-17.016507566768723,
2021-09-28 10:00:00,-63.09536017327764,
2021-09-28 10:30:00,-93.31034470261784,
2021-09-28 12:00:00,-140.59596241654162,
2021-09-28 13:30:00,-149.77337111402312,
2021-09-28 15:00:00,-138.0729201370682,
2021-09-28 15:30:30,-138.0729201370682,
2021-09-28 23:59:59,-156.49440595164197,c
2021-09-29 00:00:00,-102.53242962563309,
2021-09-29 10:00:00,-145.2168407716881,
2021-09-29 10:30:00,-143.42225633014777,
2021-09-29 12:00:00,-255.13969689258738,
2021-09-29 13:30:00,-243.6856063488044,
2021-09-29 15:00:00,-301.4447861134013,
2021-09-29 15:30:30,-301.4447861134013,
2021-09-29 23:59:59,-240.7217859120451,c
2021-09-30 00:00:00,-213.67823951736,
2021-09-30 10:00:00,-123.91935588457181,
2021-09-30 10:30:00,-141.18805657754365,
2021-09-30 12:00:00,-120.89209800523895,
2021-09-30 13:30:00,-120.86008594168834,
2021-09-30 15:00:00,-62.91407931360436,
2021-09-30 15:30:30,-62.91407931360436,
2021-09-30 23:59:59,-86.90191464152895,c
2021-10-01 00:00:00,6.491104930714755,
2021-10-01 10:00:00,-18.246102113549114,
2021-10-01 10:30:00,-62.7626669658398,
2021-10-01 12:00:00,-39.057372484310235,
2021-10-01 13:30:00,9.517452160911489,
2021-10-01 15:00:00,25.508823967802073,
2021-10-01 15:30:30,25.508823967802073,
2021-10-01 23:59:59,-12.952397504812325,w
