date,GDX_US_2021_Q1,meta
2021-03-17 23:59:59,179.96311878260303,c
2021-03-18 00:00:00,147.96654730843056,
2021-03-18 10:00:00,177.3099901997325,
2021-03-18 10:30:00,172.55739678499822,
2021-03-18 12:00:00,204.51886611896452,
2021-03-18 13:30:00,183.27285297002118,
2021-03-18 15:00:00,157.43258847966126,
2021-03-18 15:30:30,157.43258847966126,
2021-03-18 23:59:59,152.51493098651872,c
2021-03-19 00:00:00,166.41886922632284,
2021-03-19 10:00:00,115.18393636721385,
2021-03-19 10:30:00,96.79452646788013,
2021-03-19 12:00:00,81.84987722648975,
2021-03-19 13:30:00,106.6252912004652,
2021-03-19 15:00:00,103.68736321795586,
2021-03-19 15:30:30,103.68736321795586,
2021-03-19 23:59:59,116.28069858688195,e
2021-03-22 00:00:00,50.21977961716948,
2021-03-22 10:00:00,37.83121129595611,
2021-03-22 10:30:00,40.78604499308267,
2021-03-22 12:00:00,78.97635212304931,
2021-03-22 13:30:00,60.60463105996405,
2021-03-22 15:00:00,76.31108806018392,
2021-03-22 15:30:30,76.31108806018392,
2021-03-22 23:59:59,61.238195276647275,c
2021-03-23 00:00:00,57.750732728201,
2021-03-23 10:00:00,49.99143899137425,
2021-03-23 10:30:00,54.870952173655496,
2021-03-23 12:00:00,89.98113682750136,
2021-03-23 13:30:00,77.47126258299795,
2021-03-23 15:00:00,99.39073212452877,
2021-03-23 15:30:30,99.39073212452877,
2021-03-23 23:59:59,92.6788653363651,c
2021-03-24 00:00:00,120.47242956453965,
2021-03-24 10:00:00,112.12332727142075,
2021-03-24 10:30:00,93.09861788633589,
2021-03-24 12:00:00,110.00616223024008,
2021-03-24 13:30:00,105.83029783358461,
2021-03-24 15:00:00,115.71213108465508,
2021-03-24 15:30:30,115.71213108465508,
2021-03-24 23:59:59,125.71829956524971,c
2021-03-25 00:00:00,110.69350043626218,
2021-03-25 10:00:00,73.58594565331987,
2021-03-25 10:30:00,75.48041944867282,
2021-03-25 12:00:00,53.85951221829782,
2021-03-25 13:30:00,61.42302767501178,
2021-03-25 15:00:00,56.77529638523447,
2021-03-25 15:30:30,56.77529638523447,
2021-03-25 23:59:59,61.57626695122235,c
2021-03-26 00:00:00,67.97071313338256,
2021-03-26 10:00:00,68.15425135997566,
2021-03-26 10:30:00,54.584206210769025,
2021-03-26 12:00:00,26.669664847010154,
2021-03-26 13:30:00,42.266390651227994,
2021-03-26 15:00:00,76.88803456213736,
2021-03-26 15:30:30,76.88803456213736,
2021-03-26 23:59:59,101.67720096105631,w
2021-03-29 00:00:00,92.39050944663222,
2021-03-29 10:00:00,62.48754702141923,
2021-03-29 10:30:00,56.27802572468818,
2021-03-29 12:00:00,54.18967235481523,
2021-03-29 13:30:00,104.53242252273867,
2021-03-29 15:00:00,120.5801566000514,
2021-03-29 15:30:30,120.5801566000514,
2021-03-29 23:59:59,126.86851703877483,c
2021-03-30 00:00:00,67.83632480941196,
2021-03-30 10:00:00,72.38855604448236,
2021-03-30 10:30:00,104.47907151136997,
2021-03-30 12:00:00,106.4336296787369,
2021-03-30 13:30:00,92.252798108143,
2021-03-30 15:00:00,65.18242261101159,
2021-03-30 15:30:30,65.18242261101159,
2021-03-30 23:59:59,69.8372381925783,c
2021-03-31 00:00:00,83.49453630632706,
2021-03-31 10:00:00,50.71945157422988,
2021-03-31 10:30:00,66.76754042512903,
2021-03-31 12:00:00,74.99694148334038,
2021-03-31 13:30:00,85.26997255112974,
2021-03-31 15:00:00,93.20488769675785,
2021-03-31 15:30:30,93.20488769675785,
2021-03-31 23:59:59,71.4768500640489,c
2021-04-01 00:00:00,83.0603020749727,
2021-04-01 10:00:00,54.51549338818995,
2021-04-01 10:30:00,67.89810145294587,
2021-04-01 12:00:00,73.47002132443231,
2021-04-01 13:30:00,107.61949544578692,
2021-04-01 15:00:00,112.1796731290583,
2021-04-01 15:30:30,112.1796731290583,
2021-04-01 23:59:59,129.50596738214654,c
2021-04-02 00:00:00,129.50596738214654,
2021-04-02 10:00:00,129.50596738214654,
2021-04-02 10:30:00,129.50596738214654,
2021-04-02 12:00:00,129.50596738214654,
2021-04-02 13:30:00,129.50596738214654,
2021-04-02 15:00:00,129.50596738214654,
2021-04-02 15:30:30,129.50596738214654,
2021-04-02 23:59:59,129.50596738214654,w
2021-04-05 00:00:00,169.54967463445473,
2021-04-05 10:00:00,188.6653769644604,
2021-04-05 10:30:00,195.7628840212983,
2021-04-05 12:00:00,190.7552075355925,
2021-04-05 13:30:00,190.64913762531205,
2021-04-05 15:00:00,169.08189810485646,
2021-04-05 15:30:30,169.08189810485646,
2021-04-05 23:59:59,183.7853198345224,c
2021-04-06 00:00:00,196.6236822962719,
2021-04-06 10:00:00,196.76581765780975,
2021-04-06 10:30:00,211.56451007717124,
2021-04-06 12:00:00,235.98390985348715,
2021-04-06 13:30:00,232.67382083203347,
2021-04-06 15:00:00,233.39796040599003,
2021-04-06 15:30:30,233.39796040599003,
2021-04-06 23:59:59,209.40210962106494,c
2021-04-07 00:00:00,210.94657334726435,
2021-04-07 10:00:00,219.81911769235057,
2021-04-07 10:30:00,208.18199108837962,
2021-04-07 12:00:00,182.92331514916077,
2021-04-07 13:30:00,178.97647224469983,
2021-04-07 15:00:00,183.31019433437677,
2021-04-07 15:30:30,183.31019433437677,
2021-04-07 23:59:59,189.95959589391077,c
2021-04-08 00:00:00,215.22846048513793,
2021-04-08 10:00:00,206.3895398490281,
2021-04-08 10:30:00,227.89007138584748,
2021-04-08 12:00:00,202.5348533973738,
2021-04-08 13:30:00,211.38279307877883,
2021-04-08 15:00:00,195.37203172160662,
2021-04-08 15:30:30,195.37203172160662,
2021-04-08 23:59:59,213.02531831238912,c
2021-04-09 00:00:00,198.30392341257038,
2021-04-09 10:00:00,222.81512219980596,
2021-04-09 10:30:00,243.75318838086787,
2021-04-09 12:00:00,239.97123479701486,
2021-04-09 13:30:00,229.6103184719882,
2021-04-09 15:00:00,234.36191361368947,
2021-04-09 15:30:30,234.36191361368947,
2021-04-09 23:59:59,253.36996162791593,w
