date,AS_FTSE_EM_AD_2022_Q1,meta
2022-01-07 00:00:00,128.84676288752206,
2022-01-07 01:00:00,94.8618808566071,
2022-01-07 02:30:00,27.16627027210923,
2022-01-07 03:00:00,27.30191889752261,
2022-01-07 18:30:00,27.30191889752261,
2022-01-07 20:00:00,27.30191889752261,
2022-01-07 23:00:00,27.30191889752261,
2022-01-07 23:59:59,27.30290480263659,w
2022-01-10 00:00:00,-73.95996289384331,
2022-01-10 01:00:00,-199.21936456366217,
2022-01-10 02:30:00,-237.3261693394266,
2022-01-10 03:00:00,-201.74795182134216,
2022-01-10 18:30:00,-201.74795182134216,
2022-01-10 20:00:00,-201.74795182134216,
2022-01-10 23:00:00,-197.41413452898342,
2022-01-10 23:59:59,-197.38665263836003,c
2022-01-11 00:00:00,-228.2814509027226,
2022-01-11 01:00:00,-270.3634363659145,
2022-01-11 02:30:00,-393.57507365082745,
2022-01-11 03:00:00,-315.4159500606597,
2022-01-11 18:30:00,-315.4159500606597,
2022-01-11 20:00:00,-315.4159500606597,
2022-01-11 23:00:00,-382.0494055744527,
2022-01-11 23:59:59,-382.1005791390535,c
2022-01-12 00:00:00,-432.85955501550603,
2022-01-12 01:00:00,-429.6504209544093,
2022-01-12 02:30:00,-405.73149850905827,
2022-01-12 03:00:00,-395.7516335847513,
2022-01-12 18:30:00,-395.7516335847513,
2022-01-12 20:00:00,-395.7516335847513,
2022-01-12 23:00:00,-439.6684520717197,
2022-01-12 23:59:59,-439.68846592274195,c
2022-01-13 00:00:00,-409.67974000324256,
2022-01-13 01:00:00,-434.49735598695867,
2022-01-13 02:30:00,-374.9348705164513,
2022-01-13 03:00:00,-365.98053831300757,
2022-01-13 18:30:00,-365.98053831300757,
2022-01-13 20:00:00,-365.98053831300757,
2022-01-13 23:00:00,-417.25569836890634,
2022-01-13 23:59:59,-417.22502584404873,c
2022-01-14 00:00:00,-366.4524414133626,
2022-01-14 01:00:00,-389.45569692745113,
2022-01-14 02:30:00,-367.2082842152323,
2022-01-14 03:00:00,-365.42527074015504,
2022-01-14 18:30:00,-365.42527074015504,
2022-01-14 20:00:00,-365.42527074015504,
2022-01-14 23:00:00,-365.42527074015504,
2022-01-14 23:59:59,-365.36241681940675,w
2022-01-17 00:00:00,-433.0086411197687,
2022-01-17 01:00:00,-435.57589936347927,
2022-01-17 02:30:00,-451.6320199349027,
2022-01-17 03:00:00,-441.1520246962623,
2022-01-17 18:30:00,-441.1520246962623,
2022-01-17 20:00:00,-441.1520246962623,
2022-01-17 23:00:00,-447.3330729490168,
2022-01-17 23:59:59,-447.32796533722615,c
2022-01-18 00:00:00,-474.5323578274866,
2022-01-18 01:00:00,-442.79775658829914,
2022-01-18 02:30:00,-432.57818945679065,
2022-01-18 03:00:00,-409.6632129905428,
2022-01-18 18:30:00,-409.6632129905428,
2022-01-18 20:00:00,-409.6632129905428,
2022-01-18 23:00:00,-397.1227687895222,
2022-01-18 23:59:59,-397.26998362210986,c
2022-01-19 00:00:00,-419.0694258692311,
2022-01-19 01:00:00,-412.5449317463888,
2022-01-19 02:30:00,-419.9365090704337,
2022-01-19 03:00:00,-432.45733190367724,
2022-01-19 18:30:00,-432.45733190367724,
2022-01-19 20:00:00,-432.45733190367724,
2022-01-19 23:00:00,-493.2189757262461,
2022-01-19 23:59:59,-493.2132825689255,c
2022-01-20 00:00:00,-477.84858251236,
