date,AS_MSCI_DM_MIG_2023_Q1,meta
2022-12-29 00:00:00,-283.340760531626,
2022-12-29 01:00:00,-303.54428272132174,
2022-12-29 02:30:00,-303.54428272132174,
2022-12-29 03:00:00,-303.54428272132174,
2022-12-29 18:30:00,-294.3946660589946,
2022-12-29 20:00:00,-261.00825914773674,
2022-12-29 23:00:00,-211.83691061699147,
2022-12-29 23:59:59,-212.7566166017059,c
2022-12-30 00:00:00,-235.55421721636804,
2022-12-30 01:00:00,-244.95261880547292,
2022-12-30 02:30:00,-244.95261880547292,
2022-12-30 03:00:00,-244.95261880547292,
2022-12-30 18:30:00,-244.95261880547292,
2022-12-30 20:00:00,-244.95261880547292,
2022-12-30 23:00:00,-244.95261880547292,
2022-12-30 23:59:59,-241.76628811192296,w
2023-01-02 00:00:00,-241.76628811192296,
2023-01-02 01:00:00,-241.76628811192296,
2023-01-02 02:30:00,-241.76628811192296,
2023-01-02 03:00:00,-241.76628811192296,
2023-01-02 18:30:00,-234.62690170793286,
2023-01-02 20:00:00,-223.89834891523884,
2023-01-02 23:00:00,-229.99713201666088,
2023-01-02 23:59:59,-229.99713201666088,c
2023-01-03 00:00:00,-232.42973464229124,
2023-01-03 01:00:00,-232.42973464229124,
2023-01-03 02:30:00,-232.42973464229124,
2023-01-03 03:00:00,-232.42973464229124,
2023-01-03 18:30:00,-199.368281441899,
2023-01-03 20:00:00,-117.72172976971183,
2023-01-03 23:00:00,-143.8016660117337,
2023-01-03 23:59:59,-140.7359853357072,c
2023-01-04 00:00:00,-173.14920609099505,
2023-01-04 01:00:00,-167.22462891713218,
2023-01-04 02:30:00,-167.22462891713218,
2023-01-04 03:00:00,-167.22462891713218,
2023-01-04 18:30:00,-164.05868971726096,
2023-01-04 20:00:00,-120.3863919171572,
2023-01-04 23:00:00,-86.93661376130285,
2023-01-04 23:59:59,-97.3985761684703,c
2023-01-05 00:00:00,-100.93482811652513,
2023-01-05 01:00:00,-90.59681945569594,
2023-01-05 02:30:00,-90.59681945569594,
2023-01-05 03:00:00,-90.59681945569594,
2023-01-05 18:30:00,-91.29161069896742,
2023-01-05 20:00:00,-16.20425221575499,
2023-01-05 23:00:00,-59.102838495218975,
2023-01-05 23:59:59,-72.3601610448045,c
2023-01-06 00:00:00,-74.42418286494427,
2023-01-06 01:00:00,-83.41694831689955,
2023-01-06 02:30:00,-83.41694831689955,
2023-01-06 03:00:00,-83.41694831689955,
2023-01-06 18:30:00,-83.41694831689955,
2023-01-06 20:00:00,-83.41694831689955,
2023-01-06 23:00:00,-83.41694831689955,
2023-01-06 23:59:59,-93.09867799850753,w
2023-01-09 00:00:00,-67.70761816613282,
2023-01-09 01:00:00,-67.70761816613282,
2023-01-09 02:30:00,-67.70761816613282,
2023-01-09 03:00:00,-67.70761816613282,
2023-01-09 18:30:00,-66.43825948096344,
2023-01-09 20:00:00,-14.210060252988455,
2023-01-09 23:00:00,-37.766434049227314,
2023-01-09 23:59:59,-36.41521635587753,c
2023-01-10 00:00:00,-20.864550315267707,
2023-01-10 01:00:00,-20.76979658188077,
2023-01-10 02:30:00,-20.76979658188077,
2023-01-10 03:00:00,-20.76979658188077,
2023-01-10 18:30:00,-0.737939152767126,
2023-01-10 20:00:00,-45.32471530412795,
2023-01-10 23:00:00,-59.60032492422545,
2023-01-10 23:59:59,-62.86630004070611,c
2023-01-11 00:00:00,-53.50946285001021,
2023-01-11 01:00:00,-70.23376179733947,
2023-01-11 02:30:00,-70.23376179733947,
2023-01-11 03:00:00,-70.23376179733947,
2023-01-11 18:30:00,-59.89260093912782,
2023-01-11 20:00:00,-80.59208697685301,
2023-01-11 23:00:00,-105.15107626764734,
2023-01-11 23:59:59,-100.88388297731092,c
2023-01-12 00:00:00,-142.77144837484713,
2023-01-12 01:00:00,-145.73304738591168,
2023-01-12 02:30:00,-145.73304738591168,
2023-01-12 03:00:00,-145.73304738591168,
2023-01-12 18:30:00,-159.27267888977366,
2023-01-12 20:00:00,-142.20887177300494,
2023-01-12 23:00:00,-119.249054313111,
2023-01-12 23:59:59,-96.38728733509674,c
2023-01-13 00:00:00,-90.63148848862284,
2023-01-13 01:00:00,-83.91099055774396,
2023-01-13 02:30:00,-83.91099055774396,
2023-01-13 03:00:00,-83.91099055774396,
2023-01-13 18:30:00,-83.91099055774396,
2023-01-13 20:00:00,-83.91099055774396,
2023-01-13 23:00:00,-83.91099055774396,
2023-01-13 23:59:59,-80.2002568199648,w
2023-01-16 00:00:00,99.90509806537193,
2023-01-16 01:00:00,109.5056924391107,
2023-01-16 02:30:00,109.5056924391107,
2023-01-16 03:00:00,109.5056924391107,
2023-01-16 18:30:00,121.1132356822286,
2023-01-16 20:00:00,220.56147745291753,
2023-01-16 23:00:00,224.72463569357706,
2023-01-16 23:59:59,217.0034682497993,c
2023-01-17 00:00:00,212.83268193270612,
2023-01-17 01:00:00,241.57072563777558,
2023-01-17 02:30:00,241.57072563777558,
2023-01-17 03:00:00,241.57072563777558,
2023-01-17 18:30:00,241.40774725293727,
2023-01-17 20:00:00,208.4835019630898,
2023-01-17 23:00:00,217.89877103227684,
2023-01-17 23:59:59,191.23436367275508,c
2023-01-18 00:00:00,177.96927024730644,
2023-01-18 01:00:00,185.37005276805587,
2023-01-18 02:30:00,185.37005276805587,
2023-01-18 03:00:00,185.37005276805587,
2023-01-18 18:30:00,199.02525107891904,
2023-01-18 20:00:00,219.63319089442803,
2023-01-18 23:00:00,215.700990869394,
2023-01-18 23:59:59,202.81232361021,c
2023-01-19 00:00:00,228.29407655145872,
2023-01-19 01:00:00,252.10511776010753,
2023-01-19 02:30:00,252.10511776010753,
2023-01-19 03:00:00,252.10511776010753,
2023-01-19 18:30:00,253.0997762481179,
2023-01-19 20:00:00,259.71870920569154,
2023-01-19 23:00:00,205.62590958278793,
2023-01-19 23:59:59,215.62885480745013,c
2023-01-20 00:00:00,194.5594005566478,
2023-01-20 01:00:00,172.73844559125678,
2023-01-20 02:30:00,172.73844559125678,
2023-01-20 03:00:00,172.73844559125678,
2023-01-20 18:30:00,172.73844559125678,
2023-01-20 20:00:00,172.73844559125678,
2023-01-20 23:00:00,172.73844559125678,
2023-01-20 23:59:59,166.62922474305947,w
2023-01-23 00:00:00,254.927528782462,
2023-01-23 01:00:00,262.1455030370993,
2023-01-23 02:30:00,262.1455030370993,
2023-01-23 03:00:00,262.1455030370993,
2023-01-23 18:30:00,267.44880697132373,
2023-01-23 20:00:00,230.53851713728534,
2023-01-23 23:00:00,228.89223874917025,
2023-01-23 23:59:59,225.03888992223983,c
2023-01-24 00:00:00,200.96901733551715,
2023-01-24 01:00:00,201.01391347275614,
2023-01-24 02:30:00,201.01391347275614,
2023-01-24 03:00:00,201.01391347275614,
2023-01-24 18:30:00,209.18971065085043,
2023-01-24 20:00:00,213.86959244808247,
2023-01-24 23:00:00,189.37824387975616,
2023-01-24 23:59:59,200.51076332369666,c
2023-01-25 00:00:00,191.52069387658798,
2023-01-25 01:00:00,175.4690692153804,
2023-01-25 02:30:00,175.4690692153804,
2023-01-25 03:00:00,175.4690692153804,
2023-01-25 18:30:00,180.49103078479436,
2023-01-25 20:00:00,156.99333401008403,
2023-01-25 23:00:00,153.85289637851747,
2023-01-25 23:59:59,181.52916589936444,c
2023-01-26 00:00:00,158.1211239532331,
2023-01-26 01:00:00,145.15118949384384,
2023-01-26 02:30:00,145.15118949384384,
2023-01-26 03:00:00,145.15118949384384,
2023-01-26 18:30:00,164.82296272790734,
2023-01-26 20:00:00,148.5977524510381,
2023-01-26 23:00:00,99.60336234687179,
2023-01-26 23:59:59,102.17866912429065,c
2023-01-27 00:00:00,101.46897169135866,
2023-01-27 01:00:00,108.07551018241031,
2023-01-27 02:30:00,108.07551018241031,
