date,CRSP_AD_HEDGED_2023_Q1,meta
2023-01-20 00:00:00,-209.6859846702904,
2023-01-20 10:00:00,-236.1981997248951,
2023-01-20 10:30:00,-234.73866603617398,
2023-01-20 12:00:00,-220.97091116496904,
2023-01-20 13:30:00,-218.10577699323838,
2023-01-20 15:00:00,-226.68728790458033,
2023-01-20 15:30:30,-226.68728790458033,
2023-01-20 23:59:59,-231.50234960690656,w
2023-01-23 00:00:00,-243.76197721011715,
2023-01-23 10:00:00,-224.59794470266098,
2023-01-23 10:30:00,-217.5817610878202,
2023-01-23 12:00:00,-207.48164714484815,
2023-01-23 13:30:00,-193.99092387790506,
2023-01-23 15:00:00,-201.73290459181632,
2023-01-23 15:30:30,-201.73290459181632,
2023-01-23 23:59:59,-192.1730719119812,c
2023-01-24 00:00:00,-182.17228304360395,
2023-01-24 10:00:00,-200.34382364068438,
2023-01-24 10:30:00,-196.59002020657505,
2023-01-24 12:00:00,-192.46348926454044,
2023-01-24 13:30:00,-196.96412208881856,
2023-01-24 15:00:00,-203.9961753123128,
2023-01-24 15:30:30,-203.9961753123128,
2023-01-24 23:59:59,-204.54226455868616,c
2023-01-25 00:00:00,-221.18090107702898,
2023-01-25 10:00:00,-207.1720671281484,
2023-01-25 10:30:00,-218.76287945824905,
2023-01-25 12:00:00,-223.55547879463154,
2023-01-25 13:30:00,-222.66206240048427,
2023-01-25 15:00:00,-222.3874052410816,
2023-01-25 15:30:30,-222.3874052410816,
2023-01-25 23:59:59,-250.25668106379484,c
2023-01-26 00:00:00,-221.67644831358427,
2023-01-26 10:00:00,-256.8944181512687,
2023-01-26 10:30:00,-260.9029514407868,
2023-01-26 12:00:00,-301.3354719608498,
2023-01-26 13:30:00,-307.256694610228,
2023-01-26 15:00:00,-318.8940513869102,
2023-01-26 15:30:30,-318.8940513869102,
2023-01-26 23:59:59,-312.733542167908,c
2023-01-27 00:00:00,-311.9639327225937,
2023-01-27 10:00:00,-299.67474498471927,
2023-01-27 10:30:00,-294.76029835859663,
2023-01-27 12:00:00,-276.3052409193259,
2023-01-27 13:30:00,-257.516418962472,
2023-01-27 15:00:00,-248.14551850793458,
2023-01-27 15:30:30,-248.14551850793458,
2023-01-27 23:59:59,-247.7458402353953,w
2023-01-30 00:00:00,-259.03229261652444,
2023-01-30 10:00:00,-238.1325430425013,
2023-01-30 10:30:00,-253.64081435462404,
2023-01-30 12:00:00,-245.4634205636168,
2023-01-30 13:30:00,-247.82640917773884,
2023-01-30 15:00:00,-248.72385866728234,
2023-01-30 15:30:30,-248.72385866728234,
2023-01-30 23:59:59,-247.29031297325497,c
2023-01-31 00:00:00,-229.61861069392154,
2023-01-31 10:00:00,-241.13007625104694,
2023-01-31 10:30:00,-267.86349958386677,
2023-01-31 12:00:00,-258.763514890555,
2023-01-31 13:30:00,-268.16043192990344,
2023-01-31 15:00:00,-266.1555324331656,
2023-01-31 15:30:30,-266.1555324331656,
2023-01-31 23:59:59,-257.07857409529754,c
2023-02-01 00:00:00,-236.57808462796456,
2023-02-01 10:00:00,-241.59481551822384,
2023-02-01 10:30:00,-222.06186767317575,
2023-02-01 12:00:00,-206.4645197082392,
2023-02-01 13:30:00,-216.23613991761414,
2023-02-01 15:00:00,-195.14738489902993,
2023-02-01 15:30:30,-195.14738489902993,
2023-02-01 23:59:59,-223.06313635614987,c
2023-02-02 00:00:00,-250.42324743935598,
2023-02-02 10:00:00,-250.05572593664547,
2023-02-02 10:30:00,-257.84812099810654,
