date,DGRO_2022_Q1,meta
2022-02-18 00:00:00,549.3776645745177,
2022-02-18 10:00:00,531.2123053223888,
2022-02-18 10:30:00,514.2108981190506,
2022-02-18 12:00:00,514.1926955669071,
2022-02-18 13:30:00,502.79637320622913,
2022-02-18 15:00:00,536.6013933968707,
2022-02-18 15:30:30,536.6013933968707,
2022-02-18 23:59:59,519.7144582126887,w
2022-02-21 00:00:00,519.7144582126887,
2022-02-21 10:00:00,519.7144582126887,
2022-02-21 10:30:00,519.7144582126887,
2022-02-21 12:00:00,519.7144582126887,
2022-02-21 13:30:00,519.7144582126887,
2022-02-21 15:00:00,519.7144582126887,
2022-02-21 15:30:30,519.7144582126887,
2022-02-21 23:59:59,519.7144582126887,c
2022-02-22 00:00:00,452.6951239985038,
2022-02-22 10:00:00,501.55285531322744,
2022-02-22 10:30:00,515.4985449102655,
2022-02-22 12:00:00,465.8046583424471,
2022-02-22 13:30:00,457.2357518167235,
2022-02-22 15:00:00,481.1425397661405,
2022-02-22 15:30:30,481.1425397661405,
2022-02-22 23:59:59,475.3457155746483,c
2022-02-23 00:00:00,494.642337447191,
2022-02-23 10:00:00,474.3954666100164,
2022-02-23 10:30:00,462.02014193734755,
2022-02-23 12:00:00,461.5650811042298,
2022-02-23 13:30:00,434.35240120685097,
2022-02-23 15:00:00,422.5612813606477,
2022-02-23 15:30:30,422.5612813606477,
2022-02-23 23:59:59,398.53208954239113,c
2022-02-24 00:00:00,264.24382853302626,
2022-02-24 10:00:00,360.1035071772272,
2022-02-24 10:30:00,393.2575626724301,
2022-02-24 12:00:00,426.5087876824943,
2022-02-24 13:30:00,410.5981919257985,
2022-02-24 15:00:00,453.1316478241633,
2022-02-24 15:30:30,453.1316478241633,
2022-02-24 23:59:59,479.81568462390595,c
2022-02-25 00:00:00,481.23709444468096,
2022-02-25 10:00:00,423.88138973581766,
2022-02-25 10:30:00,418.5884893192246,
2022-02-25 12:00:00,439.8567032617087,
2022-02-25 13:30:00,425.2465007866561,
2022-02-25 15:00:00,420.3424227701459,
2022-02-25 15:30:30,420.3424227701459,
2022-02-25 23:59:59,423.6029769263916,w
2022-02-28 00:00:00,355.0399518137403,
2022-02-28 10:00:00,329.7690240013589,
2022-02-28 10:30:00,286.85344107491693,
2022-02-28 12:00:00,303.2204932772848,
2022-02-28 13:30:00,284.984922819412,
2022-02-28 15:00:00,260.7182065071891,
2022-02-28 15:30:30,260.7182065071891,s
2022-02-28 23:59:59,266.90479104915386,c
2022-03-01 00:00:00,247.70119768091678,
2022-03-01 10:00:00,180.99823698622805,
2022-03-01 10:30:00,185.43950083248745,
2022-03-01 12:00:00,145.95056036558793,
2022-03-01 13:30:00,133.45733944784303,
2022-03-01 15:00:00,130.49260350722847,
2022-03-01 15:30:30,130.49260350722847,
2022-03-01 23:59:59,136.80992875903968,c
2022-03-02 00:00:00,159.51476997100298,
2022-03-02 10:00:00,183.71205815132402,
2022-03-02 10:30:00,181.47510597744468,
2022-03-02 12:00:00,198.40523904574792,
2022-03-02 13:30:00,211.9362757213982,
2022-03-02 15:00:00,213.91759517364784,
2022-03-02 15:30:30,213.91759517364784,
2022-03-02 23:59:59,212.69391821699315,c
2022-03-03 00:00:00,246.9534209015548,
2022-03-03 10:00:00,238.1901659597583,
2022-03-03 10:30:00,202.28309623547904,
2022-03-03 12:00:00,187.63657230209247,
2022-03-03 13:30:00,195.57174360142488,
2022-03-03 15:00:00,178.59956425518982,
2022-03-03 15:30:30,178.59956425518982,
2022-03-03 23:59:59,167.29331521089358,c
2022-03-04 00:00:00,133.24372649316496,
2022-03-04 10:00:00,119.9435553172438,
2022-03-04 10:30:00,84.17264861402629,
2022-03-04 12:00:00,59.08171608216003,
2022-03-04 13:30:00,54.57622765442011,
2022-03-04 15:00:00,29.877398910027125,
2022-03-04 15:30:30,29.877398910027125,
2022-03-04 23:59:59,44.5658880148265,w
2022-03-07 00:00:00,10.261770665281176,
2022-03-07 10:00:00,-37.210999457210505,
2022-03-07 10:30:00,-107.13980642616843,
2022-03-07 12:00:00,-100.4967606959475,
2022-03-07 13:30:00,-68.69708313986473,
2022-03-07 15:00:00,-90.12063728577164,
2022-03-07 15:30:30,-90.12063728577164,
2022-03-07 23:59:59,-94.36088537752028,c
2022-03-08 00:00:00,-88.39959682905828,
2022-03-08 10:00:00,-90.41563624487509,
2022-03-08 10:30:00,-114.95475997286451,
2022-03-08 12:00:00,-102.99892306988943,
2022-03-08 13:30:00,7.212121424088366,
2022-03-08 15:00:00,7.921603574331073,
2022-03-08 15:30:30,7.921603574331073,
2022-03-08 23:59:59,-10.473585320652603,c
2022-03-09 00:00:00,111.63129299217718,
2022-03-09 10:00:00,88.6520101616203,
2022-03-09 10:30:00,97.71869541521852,
2022-03-09 12:00:00,89.21917063061665,
2022-03-09 13:30:00,129.50244348644645,
2022-03-09 15:00:00,105.94673827464953,
2022-03-09 15:30:30,105.94673827464953,
2022-03-09 23:59:59,103.34855300278974,c
2022-03-10 00:00:00,42.90911515500693,
2022-03-10 10:00:00,25.813434645733537,
2022-03-10 10:30:00,25.24528515561957,
2022-03-10 12:00:00,10.009684515348908,
2022-03-10 13:30:00,18.52110557995053,
2022-03-10 15:00:00,54.90753409982767,
2022-03-10 15:30:30,54.90753409982767,
2022-03-10 23:59:59,44.76135770523854,c
2022-03-11 00:00:00,72.72128077021767,
2022-03-11 10:00:00,41.06462454396217,
2022-03-11 10:30:00,29.982476835706052,
2022-03-11 12:00:00,27.66443890024385,
2022-03-11 13:30:00,5.086398509727417,
2022-03-11 15:00:00,4.722963841803676,
2022-03-11 15:30:30,4.722963841803676,
2022-03-11 23:59:59,0.0,a
2022-03-14 00:00:00,16.064586499192046,
2022-03-14 10:00:00,48.654605703385585,
2022-03-14 10:30:00,45.972707417892764,
2022-03-14 12:00:00,38.921648202335746,
2022-03-14 13:30:00,-5.444128416807473,
2022-03-14 15:00:00,3.5349111548945302,
2022-03-14 15:30:30,3.5349111548945302,
2022-03-14 23:59:59,-15.188774187689148,c
2022-03-15 00:00:00,36.55636938448686,
2022-03-15 10:00:00,68.94351794669427,
2022-03-15 10:30:00,86.17050195005197,
2022-03-15 12:00:00,59.70414724199355,
2022-03-15 13:30:00,48.360615950841975,
2022-03-15 15:00:00,48.660832525158526,
2022-03-15 15:30:30,48.660832525158526,
2022-03-15 23:59:59,69.92453084968429,c
2022-03-16 00:00:00,140.3351729221718,
2022-03-16 10:00:00,193.26371421947812,
2022-03-16 10:30:00,261.19248457257214,
2022-03-16 12:00:00,248.33219155915873,
2022-03-16 13:30:00,222.37798907476264,
2022-03-16 15:00:00,237.10229145756585,
2022-03-16 15:30:30,237.10229145756585,
2022-03-16 23:59:59,266.58709280550084,c
2022-03-17 00:00:00,224.15756653464092,
2022-03-17 10:00:00,251.2626969217784,
2022-03-17 10:30:00,246.04933756362533,
2022-03-17 12:00:00,222.7343104366708,
2022-03-17 13:30:00,250.22761226018275,
2022-03-17 15:00:00,260.7967789782404,
2022-03-17 15:30:30,260.7967789782404,
2022-03-17 23:59:59,267.54505097033274,c
2022-03-18 00:00:00,258.2375660469077,
2022-03-18 10:00:00,263.1985617969372,
2022-03-18 10:30:00,275.26126666198314,
2022-03-18 12:00:00,279.5831292005898,
2022-03-18 13:30:00,297.9252566776467,
2022-03-18 15:00:00,309.0138250668827,
2022-03-18 15:30:30,309.0138250668827,
2022-03-18 23:59:59,298.18890676425013,e
2022-03-21 00:00:00,253.4301493722433,
2022-03-21 10:00:00,191.28923510092585,
2022-03-21 10:30:00,157.41315306156827,
2022-03-21 12:00:00,204.0439371037549,
2022-03-21 13:30:00,173.88613540146417,
2022-03-21 15:00:00,177.74958504959187,
2022-03-21 15:30:30,177.74958504959187,
2022-03-21 23:59:59,187.01207235957673,c
2022-03-22 00:00:00,211.37342728037657,
2022-03-22 10:00:00,233.8713989468202,
2022-03-22 10:30:00,264.1666534325548,
2022-03-22 12:00:00,264.00152281871016,
2022-03-22 13:30:00,234.69039379759153,
2022-03-22 15:00:00,234.70035703687842,
2022-03-22 15:30:30,234.70035703687842,
2022-03-22 23:59:59,232.91963266011652,c
2022-03-23 00:00:00,188.47965278913495,
2022-03-23 10:00:00,150.5281155931777,
2022-03-23 10:30:00,167.20934616712253,
2022-03-23 12:00:00,179.73389164628935,
2022-03-23 13:30:00,142.22846232228318,
2022-03-23 15:00:00,135.5910212441333,
2022-03-23 15:30:30,135.5910212441333,
2022-03-23 23:59:59,126.07368452086013,c
2022-03-24 00:00:00,139.20078639481295,
2022-03-24 10:00:00,107.33579623921577,
2022-03-24 10:30:00,100.63479940676513,
2022-03-24 12:00:00,131.2513488562301,
2022-03-24 13:30:00,132.34424204826877,
2022-03-24 15:00:00,139.82857493186674,
2022-03-24 15:30:30,139.82857493186674,
2022-03-24 23:59:59,146.7118769147175,c
2022-03-25 00:00:00,153.81466623471653,
2022-03-25 10:00:00,111.16802035918221,
2022-03-25 10:30:00,106.89292205920611,
2022-03-25 12:00:00,85.5254362214589,
2022-03-25 13:30:00,89.51561373428996,
2022-03-25 15:00:00,91.9428967443564,
2022-03-25 15:30:30,91.9428967443564,
2022-03-25 23:59:59,94.39949316345076,w
2022-03-28 00:00:00,115.81028076518618,
2022-03-28 10:00:00,163.59374014194924,
2022-03-28 10:30:00,135.38084202507156,
2022-03-28 12:00:00,121.60622109468903,
2022-03-28 13:30:00,148.87844223709072,
2022-03-28 15:00:00,160.2076302940821,
2022-03-28 15:30:30,160.2076302940821,
2022-03-28 23:59:59,185.30677592272565,c
2022-03-29 00:00:00,290.3145469148906,
2022-03-29 10:00:00,311.45083722270937,
2022-03-29 10:30:00,288.67307056578414,
2022-03-29 12:00:00,303.32514344412954,
2022-03-29 13:30:00,291.1257679068203,
2022-03-29 15:00:00,305.2636968865858,
2022-03-29 15:30:30,305.2636968865858,
2022-03-29 23:59:59,292.8292995586068,c
2022-03-30 00:00:00,276.76544869676906,
2022-03-30 10:00:00,258.92626733443916,
2022-03-30 10:30:00,251.06591362860496,
2022-03-30 12:00:00,237.12415023571185,
2022-03-30 13:30:00,244.46067249260904,
2022-03-30 15:00:00,223.14624584835707,
2022-03-30 15:30:30,223.14624584835707,
2022-03-30 23:59:59,218.45916388338804,c
2022-03-31 00:00:00,237.31741591300448,
2022-03-31 10:00:00,199.90951824852476,
2022-03-31 10:30:00,194.88697988887458,
2022-03-31 12:00:00,186.22467834264154,
2022-03-31 13:30:00,171.9157252930666,
2022-03-31 15:00:00,180.06223686272148,
2022-03-31 15:30:30,180.06223686272148,
2022-03-31 23:59:59,155.9301939201419,c
2022-04-01 00:00:00,152.53179201352322,
2022-04-01 10:00:00,130.3314194673555,
2022-04-01 10:30:00,107.04805230895505,
2022-04-01 12:00:00,105.97756536411322,
2022-04-01 13:30:00,89.84417866577263,
2022-04-01 15:00:00,93.19754782110385,
2022-04-01 15:30:30,93.19754782110385,
2022-04-01 23:59:59,96.82460992682059,w
