date,BRL_ICLN_2022_Q4,meta
2022-09-20 10:30:00,-491.64371027522,
2022-09-20 12:00:00,-516.816795102947,
2022-09-20 13:30:00,-506.7549624579317,
2022-09-20 15:00:00,-457.5782382847867,
2022-09-20 15:30:30,-457.5782382847867,
2022-09-20 23:59:59,-502.3781895914278,c
2022-09-21 00:00:00,-519.56940541194,
2022-09-21 10:00:00,-519.2253635907834,
2022-09-21 10:30:00,-570.0641981475648,
2022-09-21 12:00:00,-552.9691196281443,
2022-09-21 13:30:00,-528.037261353777,
2022-09-21 15:00:00,-493.36796396541376,
2022-09-21 15:30:30,-493.36796396541376,
2022-09-21 23:59:59,-450.10550750665334,c
2022-09-22 00:00:00,-384.6494489530203,
2022-09-22 10:00:00,-397.40368853073346,
2022-09-22 10:30:00,-373.054944727804,
2022-09-22 12:00:00,-340.66409281763436,
2022-09-22 13:30:00,-273.5991441091346,
2022-09-22 15:00:00,-198.14542886089794,
2022-09-22 15:30:30,-198.14542886089794,
2022-09-22 23:59:59,-199.98618925478218,c
2022-09-23 00:00:00,-112.97694416656418,
2022-09-23 10:00:00,-117.05781338059069,
2022-09-23 10:30:00,-152.46947687391093,
2022-09-23 12:00:00,-122.55715101911824,
2022-09-23 13:30:00,-95.17908378280208,
2022-09-23 15:00:00,-118.10833481076656,
2022-09-23 15:30:30,-118.10833481076656,
2022-09-23 23:59:59,-55.15230151341552,w
2022-09-26 00:00:00,-38.65614738229738,
2022-09-26 10:00:00,-103.73260716329287,
2022-09-26 10:30:00,-143.93773261486945,
2022-09-26 12:00:00,-148.7286634220643,
2022-09-26 13:30:00,-169.60914055265152,
2022-09-26 15:00:00,-159.12134734949973,
2022-09-26 15:30:30,-159.12134734949973,
2022-09-26 23:59:59,-88.81494407656578,c
2022-09-27 00:00:00,-117.96326692300977,
2022-09-27 10:00:00,-247.40959486452584,
2022-09-27 10:30:00,-283.5908168681842,
2022-09-27 12:00:00,-249.30878472045015,
2022-09-27 13:30:00,-243.12816168109111,
2022-09-27 15:00:00,-259.72310218027883,
2022-09-27 15:30:30,-259.72310218027883,
2022-09-27 23:59:59,-252.99610269044592,c
2022-09-28 00:00:00,-228.2695279694592,
2022-09-28 10:00:00,-220.7957793749756,
2022-09-28 10:30:00,-238.94324884179423,
2022-09-28 12:00:00,-316.0635744289373,
2022-09-28 13:30:00,-284.515922630007,
2022-09-28 15:00:00,-319.99216760947525,
2022-09-28 15:30:30,-319.99216760947525,
2022-09-28 23:59:59,-367.1111189633966,c
2022-09-29 00:00:00,-338.19366831137154,
2022-09-29 10:00:00,-339.8885836923598,
2022-09-29 10:30:00,-325.2678701465211,
2022-09-29 12:00:00,-259.19788175906933,
2022-09-29 13:30:00,-275.9134596971776,
2022-09-29 15:00:00,-254.61299949135332,
2022-09-29 15:30:30,-254.61299949135332,
2022-09-29 23:59:59,-264.9761758376667,c
2022-09-30 00:00:00,-276.61383727373914,
2022-09-30 10:00:00,-256.2270581778714,
2022-09-30 10:30:00,-251.47187554744414,
2022-09-30 12:00:00,-281.8875207119629,
2022-09-30 13:30:00,-254.5189158070791,
2022-09-30 15:00:00,-213.76649707959587,
2022-09-30 15:30:30,-213.76649707959587,
2022-09-30 23:59:59,-247.28043682929206,w
2022-10-03 00:00:00,-248.81446421203145,
2022-10-03 10:00:00,-120.59656988142251,
2022-10-03 10:30:00,-138.85517157740514,
2022-10-03 12:00:00,-104.90313231538153,
2022-10-03 13:30:00,-94.56221120219425,
2022-10-03 15:00:00,-66.65607086602154,
2022-10-03 15:30:30,-66.65607086602154,
2022-10-03 23:59:59,-129.37883362270622,c
2022-10-04 00:00:00,-147.58123738139125,
2022-10-04 10:00:00,-303.13003225974717,
2022-10-04 10:30:00,-273.96899754875017,
2022-10-04 12:00:00,-304.5298257701827,
2022-10-04 13:30:00,-367.6165419340275,
2022-10-04 15:00:00,-349.47545946416176,
2022-10-04 15:30:30,-349.47545946416176,
2022-10-04 23:59:59,-350.80858179487154,c
2022-10-05 00:00:00,-267.4286243281699,
2022-10-05 10:00:00,-305.26757143357054,
2022-10-05 10:30:00,-305.1189478818187,
2022-10-05 12:00:00,-306.8119041950961,
2022-10-05 13:30:00,-344.96009682356043,
2022-10-05 15:00:00,-315.09672189900516,
2022-10-05 15:30:30,-315.09672189900516,
2022-10-05 23:59:59,-322.7274667290794,c
2022-10-06 00:00:00,-245.37726223294544,
2022-10-06 10:00:00,-210.90529252778697,
2022-10-06 10:30:00,-157.63557833882783,
2022-10-06 12:00:00,-119.72579147315355,
2022-10-06 13:30:00,-137.7107486914897,
2022-10-06 15:00:00,-139.59964825426982,
2022-10-06 15:30:30,-139.59964825426982,
2022-10-06 23:59:59,-110.4372381749165,c
2022-10-07 00:00:00,-92.88835504099416,
2022-10-07 10:00:00,-78.11530891148118,
2022-10-07 10:30:00,-68.90268050893837,
2022-10-07 12:00:00,-43.68678688784553,
2022-10-07 13:30:00,-21.166318332220726,
2022-10-07 15:00:00,-12.270598335544719,
2022-10-07 15:30:30,-12.270598335544719,
2022-10-07 23:59:59,-31.431735707386906,w
2022-10-10 00:00:00,-2.7840686163708597,
2022-10-10 10:00:00,7.965670034327104,
2022-10-10 10:30:00,2.210623990183649,
2022-10-10 12:00:00,2.2732419679603026,
2022-10-10 13:30:00,-23.615898488678113,
2022-10-10 15:00:00,-9.945665911184733,
2022-10-10 15:30:30,-9.945665911184733,
2022-10-10 23:59:59,32.58902460311924,c
2022-10-11 00:00:00,50.58255820000613,
2022-10-11 10:00:00,85.63817431115012,
2022-10-11 10:30:00,74.23729326515468,
2022-10-11 12:00:00,40.6226261098675,
2022-10-11 13:30:00,39.416234440228436,
2022-10-11 15:00:00,-0.530927030767316,
2022-10-11 15:30:30,-0.530927030767316,
2022-10-11 23:59:59,60.78701362511106,c
2022-10-12 00:00:00,74.12719395701788,
2022-10-12 10:00:00,100.6034586185508,
2022-10-12 10:30:00,124.05585736838384,
2022-10-12 12:00:00,116.23779172467698,
2022-10-12 13:30:00,127.80947054710191,
2022-10-12 15:00:00,128.35374578953292,
2022-10-12 15:30:30,128.35374578953292,
2022-10-12 23:59:59,135.17539756691122,c
2022-10-13 00:00:00,145.6592947575025,
2022-10-13 10:00:00,153.21682290428566,
2022-10-13 10:30:00,139.5024478565581,
2022-10-13 12:00:00,115.05159925310659,
2022-10-13 13:30:00,129.4510548606072,
2022-10-13 15:00:00,146.97061926406514,
2022-10-13 15:30:30,146.97061926406514,
2022-10-13 23:59:59,21.93648346650366,c
2022-10-14 00:00:00,-5.147854701772758,
2022-10-14 10:00:00,-16.005046562277357,
2022-10-14 10:30:00,-8.513777722309896,
2022-10-14 12:00:00,-46.71976957372112,
2022-10-14 13:30:00,-30.537771550160187,
2022-10-14 15:00:00,-51.63255620149539,
2022-10-14 15:30:30,-51.63255620149539,
2022-10-14 23:59:59,0.0,a
2022-10-17 00:00:00,-12.515044570359578,
2022-10-17 10:00:00,10.640618386665437,
2022-10-17 10:30:00,-9.486808360031546,
2022-10-17 12:00:00,114.9365430667583,
2022-10-17 13:30:00,165.3241957611549,
2022-10-17 15:00:00,187.77029059322808,
2022-10-17 15:30:30,187.77029059322808,
2022-10-17 23:59:59,170.6909245813838,c
2022-10-18 00:00:00,143.9154559248891,
2022-10-18 10:00:00,150.33995570642605,
2022-10-18 10:30:00,138.30392503591816,
2022-10-18 12:00:00,79.90491725780112,
2022-10-18 13:30:00,153.03269281683652,
2022-10-18 15:00:00,162.7549992317779,
2022-10-18 15:30:30,162.7549992317779,
2022-10-18 23:59:59,170.11057027920015,c
2022-10-19 00:00:00,213.42213972472655,
2022-10-19 10:00:00,261.1666973404376,
2022-10-19 10:30:00,266.96843280881285,
2022-10-19 12:00:00,193.9769570659821,
2022-10-19 13:30:00,242.1463403991852,
2022-10-19 15:00:00,229.3038802101771,
2022-10-19 15:30:30,229.3038802101771,
2022-10-19 23:59:59,247.16832692935645,c
2022-10-20 00:00:00,232.1367466222673,
2022-10-20 10:00:00,285.34051785024985,
2022-10-20 10:30:00,265.2883617498476,
2022-10-20 12:00:00,271.5202283316105,
2022-10-20 13:30:00,285.4863511986348,
2022-10-20 15:00:00,330.59886597576315,
2022-10-20 15:30:30,330.59886597576315,
2022-10-20 23:59:59,271.5830743938386,c
2022-10-21 00:00:00,259.0991348538646,
2022-10-21 10:00:00,360.02235029645885,
2022-10-21 10:30:00,407.499175582283,
2022-10-21 12:00:00,363.08208725198733,
2022-10-21 13:30:00,382.2327286546597,
2022-10-21 15:00:00,404.39157693777815,
2022-10-21 15:30:30,404.39157693777815,
2022-10-21 23:59:59,305.59504693824124,e
2022-10-24 00:00:00,325.76095027024417,
2022-10-24 10:00:00,270.7744830587146,
2022-10-24 10:30:00,242.60719538060016,
2022-10-24 12:00:00,272.8051751121254,
2022-10-24 13:30:00,274.91231531837616,
2022-10-24 15:00:00,309.8916288342891,
2022-10-24 15:30:30,309.8916288342891,
2022-10-24 23:59:59,334.84370182490784,c
2022-10-25 00:00:00,333.59683075626845,
2022-10-25 10:00:00,274.87977719113064,
2022-10-25 10:30:00,282.40350378469907,
2022-10-25 12:00:00,251.81087358074797,
2022-10-25 13:30:00,236.8320444299461,
2022-10-25 15:00:00,217.6116347096222,
2022-10-25 15:30:30,217.6116347096222,
2022-10-25 23:59:59,195.03031841436405,c
2022-10-26 00:00:00,112.22557873676715,
2022-10-26 10:00:00,57.783566482738024,
2022-10-26 10:30:00,-26.591462548165964,
2022-10-26 12:00:00,-34.54368617672844,
2022-10-26 13:30:00,-77.38378185427473,
2022-10-26 15:00:00,-96.57814462329179,
2022-10-26 15:30:30,-96.57814462329179,
2022-10-26 23:59:59,-43.40143076727759,c
2022-10-27 00:00:00,13.435087565751246,
2022-10-27 10:00:00,131.16954154232576,
2022-10-27 10:30:00,134.26051788248924,
2022-10-27 12:00:00,119.73922406001361,
2022-10-27 13:30:00,165.2049747710671,
2022-10-27 15:00:00,154.6009886653071,
2022-10-27 15:30:30,154.6009886653071,
2022-10-27 23:59:59,166.9714621108444,c
2022-10-28 00:00:00,159.90385669260695,
2022-10-28 10:00:00,218.42511151525787,
2022-10-28 10:30:00,214.34593352532556,
2022-10-28 12:00:00,309.7318056712213,
2022-10-28 13:30:00,314.38305549297024,
2022-10-28 15:00:00,341.18224693184334,
2022-10-28 15:30:30,341.18224693184334,
2022-10-28 23:59:59,282.22643180797695,w
2022-10-31 00:00:00,143.17740998414615,
2022-10-31 10:00:00,309.8419286981489,
2022-10-31 10:30:00,393.6613130402902,
2022-10-31 12:00:00,413.72208836996265,
2022-10-31 13:30:00,414.8772633532567,
2022-10-31 15:00:00,561.3431391216893,
2022-10-31 15:30:30,561.3431391216893,
2022-10-31 23:59:59,380.32656705812315,c
2022-11-01 00:00:00,296.67481084273595,
2022-11-01 10:00:00,287.762423172775,
2022-11-01 10:30:00,343.350842902722,
2022-11-01 12:00:00,413.6038363964583,
2022-11-01 13:30:00,376.2821331426576,
2022-11-01 15:00:00,438.71500544834043,
2022-11-01 15:30:30,438.71500544834043,
2022-11-01 23:59:59,318.9381317626503,c
2022-11-02 00:00:00,324.5313946198462,
2022-11-02 10:00:00,353.222820301748,
2022-11-02 10:30:00,359.8407708486127,
2022-11-02 12:00:00,350.4147880065368,
2022-11-02 13:30:00,360.57051978708273,
2022-11-02 15:00:00,359.22806070462025,
2022-11-02 15:30:30,359.22806070462025,
2022-11-02 23:59:59,409.22515315407304,c
2022-11-03 00:00:00,352.52436564106665,
2022-11-03 10:00:00,394.00700821385976,
2022-11-03 10:30:00,370.46996819570813,
2022-11-03 12:00:00,420.69529736931713,
2022-11-03 13:30:00,423.8936072846516,
2022-11-03 15:00:00,480.77104278479396,
2022-11-03 15:30:30,480.77104278479396,
2022-11-03 23:59:59,437.6778741820915,c
2022-11-04 00:00:00,370.65824327710266,
2022-11-04 10:00:00,453.3026610923009,
2022-11-04 10:30:00,421.5432058615627,
2022-11-04 12:00:00,531.8256906077897,
2022-11-04 13:30:00,591.0524949558655,
2022-11-04 15:00:00,609.4828430805553,
2022-11-04 15:30:30,609.4828430805553,
2022-11-04 23:59:59,477.94861951560983,w
2022-11-07 00:00:00,439.91057498123473,
2022-11-07 10:00:00,344.85889003149055,
2022-11-07 10:30:00,333.25046845271595,
2022-11-07 12:00:00,295.54250092967345,
2022-11-07 13:30:00,284.0351998918436,
2022-11-07 15:00:00,197.57947930375258,
2022-11-07 15:30:30,197.57947930375258,
2022-11-07 23:59:59,262.65228786743637,c
2022-11-08 00:00:00,166.97339905904505,
2022-11-08 10:00:00,274.52752561186117,
2022-11-08 10:30:00,275.2249672634482,
2022-11-08 12:00:00,328.921169198675,
2022-11-08 13:30:00,265.9834075873939,
2022-11-08 15:00:00,295.0755129885879,
2022-11-08 15:30:30,295.0755129885879,
2022-11-08 23:59:59,197.3761623851576,c
2022-11-09 00:00:00,198.29946924569754,
2022-11-09 10:00:00,216.46002012278723,
2022-11-09 10:30:00,226.41271102809355,
2022-11-09 12:00:00,237.79706048667163,
2022-11-09 13:30:00,226.43163655925582,
2022-11-09 15:00:00,190.09502197925872,
2022-11-09 15:30:30,190.09502197925872,
2022-11-09 23:59:59,198.4979297234113,c
2022-11-10 00:00:00,16.82310875057601,
2022-11-10 10:00:00,-212.61925014925578,
2022-11-10 10:30:00,-261.0585602044864,
2022-11-10 12:00:00,-327.50017994148175,
2022-11-10 13:30:00,-346.6605700183759,
2022-11-10 15:00:00,-429.75855039963085,
2022-11-10 15:30:30,-429.75855039963085,
2022-11-10 23:59:59,-248.81573049011217,c
2022-11-11 00:00:00,-315.5285876263945,
2022-11-11 10:00:00,-254.7390355083105,
2022-11-11 10:30:00,-130.29839388507253,
2022-11-11 12:00:00,-166.74336094949035,
2022-11-11 13:30:00,-230.34729479702537,
2022-11-11 15:00:00,-176.80264952437756,
2022-11-11 15:30:30,-176.80264952437756,u
2022-11-11 23:59:59,-243.26997578074815,w
