date,SIL_2022_Q4,meta
2022-10-03 00:00:00,-684.9241986770458,
2022-10-03 10:00:00,-682.4009711035987,
2022-10-03 10:30:00,-657.0035771821858,
2022-10-03 12:00:00,-653.5181862516301,
2022-10-03 13:30:00,-663.1015522793223,
2022-10-03 15:00:00,-662.3000838028465,
2022-10-03 15:30:30,-662.3000838028465,
2022-10-03 23:59:59,-640.3775921024417,c
2022-10-04 00:00:00,-766.2296676121186,
2022-10-04 10:00:00,-725.1765176394465,
2022-10-04 10:30:00,-680.2046971980817,
2022-10-04 12:00:00,-830.7664078216922,
2022-10-04 13:30:00,-769.5167241205354,
2022-10-04 15:00:00,-797.5132553390149,
2022-10-04 15:30:30,-797.5132553390149,
2022-10-04 23:59:59,-746.7835158831758,c
2022-10-05 00:00:00,-572.7623761255973,
2022-10-05 10:00:00,-503.10666083288015,
2022-10-05 10:30:00,-477.139377536344,
2022-10-05 12:00:00,-529.2589866358703,
2022-10-05 13:30:00,-581.6937894230477,
2022-10-05 15:00:00,-598.6242894811194,
2022-10-05 15:30:30,-598.6242894811194,
2022-10-05 23:59:59,-572.2896005319262,c
2022-10-06 00:00:00,-531.5140844977986,
2022-10-06 10:00:00,-638.2153941589659,
2022-10-06 10:30:00,-531.7515941002857,
2022-10-06 12:00:00,-484.65498111513716,
2022-10-06 13:30:00,-569.0781918615603,
2022-10-06 15:00:00,-648.8692245876082,
2022-10-06 15:30:30,-648.8692245876082,
2022-10-06 23:59:59,-697.664424427654,c
2022-10-07 00:00:00,-624.4751508770933,
2022-10-07 10:00:00,-507.1217017606514,
2022-10-07 10:30:00,-471.7592860391369,
2022-10-07 12:00:00,-546.9092345022063,
2022-10-07 13:30:00,-578.2168054352851,
2022-10-07 15:00:00,-510.4478857857712,
2022-10-07 15:30:30,-510.4478857857712,
2022-10-07 23:59:59,-462.48448865927094,w
2022-10-10 00:00:00,-396.1329493362764,
2022-10-10 10:00:00,-437.05382539273523,
2022-10-10 10:30:00,-445.8754983766876,
2022-10-10 12:00:00,-441.1794603892731,
2022-10-10 13:30:00,-412.7943920253292,
2022-10-10 15:00:00,-390.79712130458665,
2022-10-10 15:30:30,-390.79712130458665,
2022-10-10 23:59:59,-344.75450819874095,c
2022-10-11 00:00:00,-476.10419260791605,
2022-10-11 10:00:00,-356.07194090626945,
2022-10-11 10:30:00,-338.0277413973781,
2022-10-11 12:00:00,-451.3133440327665,
2022-10-11 13:30:00,-381.1929055792807,
2022-10-11 15:00:00,-247.789512580237,
2022-10-11 15:30:30,-247.789512580237,
2022-10-11 23:59:59,-199.03346223774588,c
2022-10-12 00:00:00,-212.7346743391745,
2022-10-12 10:00:00,-314.6316306851277,
2022-10-12 10:30:00,-298.7110000901903,
2022-10-12 12:00:00,-214.95246674420378,
2022-10-12 13:30:00,-216.60101678796946,
2022-10-12 15:00:00,-212.4863020083285,
2022-10-12 15:30:30,-212.4863020083285,
2022-10-12 23:59:59,-255.3968243879599,c
2022-10-13 00:00:00,-1.3450593224133627,
2022-10-13 10:00:00,10.614001787649613,
2022-10-13 10:30:00,5.748269932509174,
2022-10-13 12:00:00,-286.3780130421019,
2022-10-13 13:30:00,-284.87153663747085,
2022-10-13 15:00:00,-253.88119321923023,
2022-10-13 15:30:30,-253.88119321923023,
2022-10-13 23:59:59,-231.9046245874615,c
2022-10-14 00:00:00,-193.90132697313038,
2022-10-14 10:00:00,-91.98963007676684,
2022-10-14 10:30:00,-94.39932033455443,
2022-10-14 12:00:00,-36.26301210632482,
2022-10-14 13:30:00,-21.7644482253736,
2022-10-14 15:00:00,-21.44794644607464,
2022-10-14 15:30:30,-21.44794644607464,
2022-10-14 23:59:59,-43.41712320087572,w
2022-10-17 00:00:00,-230.3318439374798,
2022-10-17 10:00:00,-224.14160831221943,
2022-10-17 10:30:00,-165.59600228934596,
2022-10-17 12:00:00,-172.31506582418388,
2022-10-17 13:30:00,-121.84544732804261,
2022-10-17 15:00:00,-53.98458623337865,
2022-10-17 15:30:30,-53.98458623337865,
2022-10-17 23:59:59,-57.50028284979908,c
2022-10-18 00:00:00,-116.96238720335805,
2022-10-18 10:00:00,-149.3618294386315,
2022-10-18 10:30:00,-64.35714663816907,
2022-10-18 12:00:00,-81.92929655649641,
2022-10-18 13:30:00,-128.40082607098793,
2022-10-18 15:00:00,-108.98453661947042,
2022-10-18 15:30:30,-108.98453661947042,
2022-10-18 23:59:59,-85.20281183802399,c
2022-10-19 00:00:00,-30.430461508131884,
2022-10-19 10:00:00,-6.80273741444671,
2022-10-19 10:30:00,-3.6762992471494726,
2022-10-19 12:00:00,36.61065751636124,
2022-10-19 13:30:00,80.94784783719751,
2022-10-19 15:00:00,64.89202732719514,
2022-10-19 15:30:30,64.89202732719514,
2022-10-19 23:59:59,62.99993728285517,c
2022-10-20 00:00:00,22.687183148839722,
2022-10-20 10:00:00,61.13445943227998,
2022-10-20 10:30:00,-65.26759003333882,
2022-10-20 12:00:00,-32.700354110015724,
2022-10-20 13:30:00,57.487156356448395,
2022-10-20 15:00:00,78.86377964286294,
2022-10-20 15:30:30,78.86377964286294,
2022-10-20 23:59:59,57.16718991191465,c
2022-10-21 00:00:00,75.78536593081935,
2022-10-21 10:00:00,-58.81079154463441,
2022-10-21 10:30:00,5.069620235602088,
2022-10-21 12:00:00,-59.91387931824829,
2022-10-21 13:30:00,-88.79373167692029,
2022-10-21 15:00:00,-162.0388885154971,
2022-10-21 15:30:30,-162.0388885154971,A
2022-10-21 23:59:59,-154.61402507213734,w
2022-10-24 00:00:00,-49.18283196415996,
2022-10-24 10:00:00,-56.263352662361285,
2022-10-24 10:30:00,-14.574118347676631,
2022-10-24 12:00:00,-7.036280404098761,
2022-10-24 13:30:00,20.942464811868376,
2022-10-24 15:00:00,32.57920255726822,
2022-10-24 15:30:30,32.57920255726822,
2022-10-24 23:59:59,0.0,a
2022-10-25 00:00:00,-27.93694515471725,
2022-10-25 10:00:00,-140.48959275627294,
2022-10-25 10:30:00,-92.6677171645133,
2022-10-25 12:00:00,-136.01443530820416,
2022-10-25 13:30:00,-135.6889679501901,
2022-10-25 15:00:00,-125.69652666140246,
2022-10-25 15:30:30,-125.69652666140246,
2022-10-25 23:59:59,-144.0075672926696,c
2022-10-26 00:00:00,-249.5597188854199,
2022-10-26 10:00:00,-205.46792491578708,
2022-10-26 10:30:00,-255.31281594133543,
2022-10-26 12:00:00,-353.0942795577557,
2022-10-26 13:30:00,-288.2298066355024,
2022-10-26 15:00:00,-279.5967316899487,
2022-10-26 15:30:30,-279.5967316899487,
2022-10-26 23:59:59,-254.28110142229343,c
2022-10-27 00:00:00,-260.54454994378466,
2022-10-27 10:00:00,-213.683084702192,
2022-10-27 10:30:00,-255.87261546458012,
2022-10-27 12:00:00,-222.59651704765565,
2022-10-27 13:30:00,-231.5104713361534,
2022-10-27 15:00:00,-177.13227172473398,
2022-10-27 15:30:30,-177.13227172473398,
2022-10-27 23:59:59,-179.42181850341058,c
2022-10-28 00:00:00,-150.24069275440252,
2022-10-28 10:00:00,-84.28573980632518,
2022-10-28 10:30:00,-70.46095912643796,
2022-10-28 12:00:00,-73.6870526376697,
2022-10-28 13:30:00,-107.32418174259146,
2022-10-28 15:00:00,-110.33164257965382,
2022-10-28 15:30:30,-110.33164257965382,
2022-10-28 23:59:59,-124.03076815697295,w
2022-10-31 00:00:00,-52.74782955903447,
2022-10-31 10:00:00,-120.03862068227045,
2022-10-31 10:30:00,-115.81163377501343,
2022-10-31 12:00:00,-54.436163245708485,
2022-10-31 13:30:00,10.620516583811877,
2022-10-31 15:00:00,19.14761214322698,
2022-10-31 15:30:30,19.14761214322698,
2022-10-31 23:59:59,-0.1205010177427539,e
2022-11-01 00:00:00,-187.98327993469866,
2022-11-01 10:00:00,-155.1077829522601,
2022-11-01 10:30:00,-131.10634392830616,
2022-11-01 12:00:00,-125.62010986758469,
2022-11-01 13:30:00,-86.1171460455962,
2022-11-01 15:00:00,-71.97826392520346,
2022-11-01 15:30:30,-71.97826392520346,
2022-11-01 23:59:59,-46.08924996653877,c
2022-11-02 00:00:00,30.035561361163673,
2022-11-02 10:00:00,-0.3538662288992782,
2022-11-02 10:30:00,13.17314108971459,
2022-11-02 12:00:00,52.319905930243294,
2022-11-02 13:30:00,54.31062598485096,
2022-11-02 15:00:00,63.642914961578754,
2022-11-02 15:30:30,63.642914961578754,
2022-11-02 23:59:59,244.966695111033,c
2022-11-03 00:00:00,323.9732671099064,
2022-11-03 10:00:00,384.4178267003481,
2022-11-03 10:30:00,308.10983164945355,
2022-11-03 12:00:00,342.0541347263734,
2022-11-03 13:30:00,365.5521141546251,
2022-11-03 15:00:00,330.4988693435007,
2022-11-03 15:30:30,330.4988693435007,
2022-11-03 23:59:59,351.20198143317157,c
2022-11-04 00:00:00,108.16425843275192,
2022-11-04 10:00:00,70.65580249678624,
2022-11-04 10:30:00,45.002639212169925,
2022-11-04 12:00:00,74.13299516450752,
2022-11-04 13:30:00,57.9426627536086,
2022-11-04 15:00:00,-37.46181816693388,
2022-11-04 15:30:30,-37.46181816693388,
2022-11-04 23:59:59,-56.006047980930816,w
2022-11-07 00:00:00,-45.740836210015914,
2022-11-07 10:00:00,-84.75309832497442,
2022-11-07 10:30:00,-19.34661463475277,
2022-11-07 12:00:00,-88.01540837003904,
2022-11-07 13:30:00,-64.94340767226095,
2022-11-07 15:00:00,-71.3999417998557,
2022-11-07 15:30:30,-71.3999417998557,
2022-11-07 23:59:59,-70.87928794340041,c
2022-11-08 00:00:00,112.98196476396879,
2022-11-08 10:00:00,150.96785209866903,
2022-11-08 10:30:00,-13.917600642930665,
2022-11-08 12:00:00,-13.158785764680943,
2022-11-08 13:30:00,34.38932767337974,
2022-11-08 15:00:00,34.62368879779751,
2022-11-08 15:30:30,34.62368879779751,
2022-11-08 23:59:59,6.283606990615226,c
2022-11-09 00:00:00,28.688077741940106,
2022-11-09 10:00:00,1.9622994726669276,
2022-11-09 10:30:00,-47.74779582123847,
2022-11-09 12:00:00,-19.69612062638953,
2022-11-09 13:30:00,33.73876500577899,
2022-11-09 15:00:00,74.07316676284609,
2022-11-09 15:30:30,74.07316676284609,
2022-11-09 23:59:59,101.41710648184835,c
2022-11-10 00:00:00,-208.21614170541397,
2022-11-10 10:00:00,-428.0057249855172,
2022-11-10 10:30:00,-511.4354643507968,
2022-11-10 12:00:00,-528.1109760532026,
2022-11-10 13:30:00,-601.4136320231264,
2022-11-10 15:00:00,-603.3573942926205,
2022-11-10 15:30:30,-603.3573942926205,
2022-11-10 23:59:59,-595.1055657554425,c
2022-11-11 00:00:00,-597.5385429847129,
2022-11-11 10:00:00,-576.8408599363938,
2022-11-11 10:30:00,-591.57553961758,
2022-11-11 12:00:00,-542.6577564578147,
2022-11-11 13:30:00,-600.2295460396508,
2022-11-11 15:00:00,-645.4239783877201,
2022-11-11 15:30:30,-645.4239783877201,u
2022-11-11 23:59:59,-648.8461297641561,w
2022-11-14 00:00:00,-527.5774632253915,
2022-11-14 10:00:00,-568.2154086088958,
2022-11-14 10:30:00,-541.8306481813943,
2022-11-14 12:00:00,-491.071021148995,
2022-11-14 13:30:00,-543.2403705537054,
2022-11-14 15:00:00,-574.450223554808,
2022-11-14 15:30:30,-574.450223554808,
2022-11-14 23:59:59,-528.5342695031832,c
