date,AS_MSCI_EM_HK_AD_2022_Q4,meta
2022-09-29 00:00:00,448.9729787753281,
2022-09-29 01:00:00,448.9729787753281,
2022-09-29 02:30:00,360.1170026828786,
2022-09-29 03:00:00,362.4353803833774,
2022-09-29 18:30:00,362.4353803833774,
2022-09-29 20:00:00,362.4353803833774,
2022-09-29 23:00:00,425.29540840232403,
2022-09-29 23:59:59,445.1637834413891,c
2022-09-30 00:00:00,434.79060187132063,
2022-09-30 01:00:00,434.79060187132063,
2022-09-30 02:30:00,391.87084813402,
2022-09-30 03:00:00,389.89642433804283,
2022-09-30 18:30:00,389.89642433804283,
2022-09-30 20:00:00,389.89642433804283,
2022-09-30 23:00:00,389.89642433804283,
2022-09-30 23:59:59,493.2413972682739,w
2022-10-03 00:00:00,611.9486408262455,
2022-10-03 01:00:00,611.9486408262455,
2022-10-03 02:30:00,606.074444743907,
2022-10-03 03:00:00,642.5694623031627,
2022-10-03 18:30:00,642.5694623031627,
2022-10-03 20:00:00,642.5694623031627,
2022-10-03 23:00:00,642.5694623031627,
2022-10-03 23:59:59,644.196937860851,c
2022-10-04 00:00:00,644.196937860851,
2022-10-04 01:00:00,644.196937860851,
2022-10-04 02:30:00,644.196937860851,
2022-10-04 03:00:00,644.196937860851,
2022-10-04 18:30:00,644.196937860851,
2022-10-04 20:00:00,644.196937860851,
2022-10-04 23:00:00,638.5867598937889,
2022-10-04 23:59:59,638.5867598937889,c
2022-10-05 00:00:00,675.2567603648804,
2022-10-05 01:00:00,675.2567603648804,
2022-10-05 02:30:00,634.9081816479779,
2022-10-05 03:00:00,658.0882103058193,
2022-10-05 18:30:00,658.0882103058193,
2022-10-05 20:00:00,658.0882103058193,
2022-10-05 23:00:00,669.90103608236,
2022-10-05 23:59:59,706.1234633989061,c
2022-10-06 00:00:00,703.5487364872824,
2022-10-06 01:00:00,703.5487364872824,
2022-10-06 02:30:00,732.3810386721443,
2022-10-06 03:00:00,740.3797140826896,
2022-10-06 18:30:00,740.3797140826896,
2022-10-06 20:00:00,740.3797140826896,
2022-10-06 23:00:00,849.6901588081887,
2022-10-06 23:59:59,826.0455390115076,c
2022-10-07 00:00:00,813.1596593053291,
2022-10-07 01:00:00,813.1596593053291,
2022-10-07 02:30:00,799.6209372812182,
2022-10-07 03:00:00,795.60583098712,
2022-10-07 18:30:00,795.60583098712,
2022-10-07 20:00:00,795.60583098712,
2022-10-07 23:00:00,795.60583098712,
2022-10-07 23:59:59,780.4188425653892,w
2022-10-10 00:00:00,330.24629651127407,
2022-10-10 01:00:00,330.24629651127407,
2022-10-10 02:30:00,241.58930650156844,
2022-10-10 03:00:00,231.04993892999482,
2022-10-10 18:30:00,231.04993892999482,
2022-10-10 20:00:00,231.04993892999482,
2022-10-10 23:00:00,141.72962372354323,
2022-10-10 23:59:59,221.85473060823415,c
2022-10-11 00:00:00,186.6653796385308,
2022-10-11 01:00:00,186.6653796385308,
2022-10-11 02:30:00,86.3062572675617,
2022-10-11 03:00:00,67.37296777687197,
