date,ICLN_2022_Q3,meta
2022-06-03 00:00:00,352.17113593324075,
2022-06-03 10:00:00,244.27577557500297,
2022-06-03 10:30:00,295.8512934002604,
2022-06-03 12:00:00,294.19324566950127,
2022-06-03 13:30:00,268.1825015536757,
2022-06-03 15:00:00,286.0469410491736,
2022-06-03 15:30:30,286.0469410491736,
2022-06-03 23:59:59,294.06556813803434,w
2022-06-06 00:00:00,173.3506151884975,
2022-06-06 10:00:00,220.61486870053488,
2022-06-06 10:30:00,169.40803459072117,
2022-06-06 12:00:00,168.34413842172467,
2022-06-06 13:30:00,221.01621967593758,
2022-06-06 15:00:00,186.27773297312933,
2022-06-06 15:30:30,186.27773297312933,
2022-06-06 23:59:59,208.32688216302836,c
2022-06-07 00:00:00,237.20520555633732,
2022-06-07 10:00:00,236.54721143054007,
2022-06-07 10:30:00,232.87046136842378,
2022-06-07 12:00:00,248.76760028163017,
2022-06-07 13:30:00,242.42490093888853,
2022-06-07 15:00:00,235.58751231467602,
2022-06-07 15:30:30,235.58751231467602,u
2022-06-07 23:59:59,195.1677374503687,c
2022-06-08 00:00:00,177.23577303578497,
2022-06-08 10:00:00,182.7716200845881,
2022-06-08 10:30:00,182.92734283424875,
2022-06-08 12:00:00,228.97872369676168,
2022-06-08 13:30:00,253.536823279249,
2022-06-08 15:00:00,253.69253324481406,
2022-06-08 15:30:30,253.69253324481406,
2022-06-08 23:59:59,252.49841471158993,c
2022-06-09 00:00:00,274.67311023358786,
2022-06-09 10:00:00,273.15727871417084,
2022-06-09 10:30:00,241.9482187411311,
2022-06-09 12:00:00,276.583210608356,
2022-06-09 13:30:00,281.35564644502415,
2022-06-09 15:00:00,291.8318840391578,
2022-06-09 15:30:30,291.8318840391578,
2022-06-09 23:59:59,328.46197660627524,c
2022-06-10 00:00:00,373.15247470218253,
2022-06-10 10:00:00,314.0054438496047,
2022-06-10 10:30:00,345.718505556939,
2022-06-10 12:00:00,343.953561466967,
2022-06-10 13:30:00,339.9874012287502,
2022-06-10 15:00:00,319.1330679017134,
2022-06-10 15:30:30,319.1330679017134,
2022-06-10 23:59:59,317.98634259101084,w
2022-06-13 00:00:00,412.12537668735774,
2022-06-13 10:00:00,450.9705976026328,
2022-06-13 10:30:00,498.4136398063704,
2022-06-13 12:00:00,485.64655055011224,
2022-06-13 13:30:00,472.9167354196934,
2022-06-13 15:00:00,490.10567586257457,
2022-06-13 15:30:30,490.10567586257457,
2022-06-13 23:59:59,502.71464837856695,c
2022-06-14 00:00:00,486.2580976696677,
2022-06-14 10:00:00,473.7281501031964,
2022-06-14 10:30:00,522.3590157256865,
2022-06-14 12:00:00,508.306525456577,
2022-06-14 13:30:00,530.129049358965,
2022-06-14 15:00:00,557.6804088243987,
2022-06-14 15:30:30,557.6804088243987,
2022-06-14 23:59:59,536.5078247249728,c
2022-06-15 00:00:00,533.6265364315958,
2022-06-15 10:00:00,507.7715945853063,
2022-06-15 10:30:00,519.4934640441729,
2022-06-15 12:00:00,510.5058873802594,
2022-06-15 13:30:00,511.4686101819351,
2022-06-15 15:00:00,487.15161328685406,
2022-06-15 15:30:30,487.15161328685406,
2022-06-15 23:59:59,464.6244147733738,c
2022-06-16 00:00:00,515.149307797358,
2022-06-16 10:00:00,534.5911633892981,
2022-06-16 10:30:00,534.0048777032418,
2022-06-16 12:00:00,557.8752043898882,
2022-06-16 13:30:00,575.1245253101921,
2022-06-16 15:00:00,594.1099163946773,
2022-06-16 15:30:30,594.1099163946773,
2022-06-16 23:59:59,580.3518257557885,c
2022-06-17 00:00:00,556.7895892413843,
2022-06-17 10:00:00,463.90998577026653,
2022-06-17 10:30:00,487.6634744170959,
2022-06-17 12:00:00,433.7280725532722,
2022-06-17 13:30:00,405.9477601606385,
2022-06-17 15:00:00,377.81764905550676,
2022-06-17 15:30:30,377.81764905550676,s
2022-06-17 23:59:59,380.73176561346725,w
2022-06-20 00:00:00,380.20035639956336,
2022-06-20 10:00:00,379.7893627652004,
2022-06-20 10:30:00,375.61500805714354,
2022-06-20 12:00:00,387.26582385773565,
2022-06-20 13:30:00,385.37468863033337,
2022-06-20 15:00:00,386.08827098138374,
2022-06-20 15:30:30,386.08827098138374,
2022-06-20 23:59:59,381.3364985337662,c
2022-06-21 00:00:00,352.88495503809395,
2022-06-21 10:00:00,299.28918783846075,
2022-06-21 10:30:00,315.307663140406,
2022-06-21 12:00:00,325.93823056236954,
2022-06-21 13:30:00,282.3683325020188,
2022-06-21 15:00:00,299.2092047898325,
2022-06-21 15:30:30,299.2092047898325,
2022-06-21 23:59:59,305.35771730261047,c
2022-06-22 00:00:00,370.6957012314101,
2022-06-22 10:00:00,288.48643107035184,
2022-06-22 10:30:00,274.7825075922974,
2022-06-22 12:00:00,318.86044597710384,
2022-06-22 13:30:00,303.3442127344615,
2022-06-22 15:00:00,297.5732398898534,
2022-06-22 15:30:30,297.5732398898534,
2022-06-22 23:59:59,307.08918929505614,c
2022-06-23 00:00:00,303.08444432867213,
2022-06-23 10:00:00,281.09005850791607,
2022-06-23 10:30:00,274.7650971948432,
2022-06-23 12:00:00,233.2811595362649,
2022-06-23 13:30:00,238.4601721680716,
2022-06-23 15:00:00,194.8438113785195,
2022-06-23 15:30:30,194.8438113785195,
2022-06-23 23:59:59,181.1961255017186,c
2022-06-24 00:00:00,172.25292528725254,
2022-06-24 10:00:00,234.01212137154812,
2022-06-24 10:30:00,254.42670994687967,
2022-06-24 12:00:00,298.54715526216523,
2022-06-24 13:30:00,289.62630025868816,
2022-06-24 15:00:00,267.60202556637,
2022-06-24 15:30:30,267.60202556637,
2022-06-24 23:59:59,264.3545848393843,w
2022-06-27 00:00:00,259.5026411675059,
2022-06-27 10:00:00,199.6078884657245,
2022-06-27 10:30:00,199.03472687513226,
2022-06-27 12:00:00,141.18262860350933,
2022-06-27 13:30:00,127.85755738328521,
2022-06-27 15:00:00,133.712568820941,
2022-06-27 15:30:30,133.712568820941,
2022-06-27 23:59:59,132.73568568073074,c
2022-06-28 00:00:00,139.1629724691188,
2022-06-28 10:00:00,161.3549160558091,
2022-06-28 10:30:00,157.1972915812239,
2022-06-28 12:00:00,216.9673996024692,
2022-06-28 13:30:00,245.3888558185248,
2022-06-28 15:00:00,255.75749205766715,
2022-06-28 15:30:30,255.75749205766715,
2022-06-28 23:59:59,256.5919226387473,c
2022-06-29 00:00:00,315.0057495980234,
2022-06-29 10:00:00,376.92854896101346,
2022-06-29 10:30:00,366.88139277456355,
2022-06-29 12:00:00,379.87647999384524,
2022-06-29 13:30:00,358.51852426874973,
2022-06-29 15:00:00,359.8173022752594,
2022-06-29 15:30:30,359.8173022752594,
2022-06-29 23:59:59,340.6343077710392,c
2022-06-30 00:00:00,330.47829431891444,
2022-06-30 10:00:00,290.3276732303634,
2022-06-30 10:30:00,282.15670860606815,
2022-06-30 12:00:00,196.63502028765595,
2022-06-30 13:30:00,181.5655854171266,
2022-06-30 15:00:00,192.35625029135542,
2022-06-30 15:30:30,192.35625029135542,
2022-06-30 23:59:59,179.33685549164966,c
2022-07-01 00:00:00,180.76485858145406,
2022-07-01 10:00:00,114.48365231165212,
2022-07-01 10:30:00,109.76204432534428,
2022-07-01 12:00:00,138.27428579033062,
2022-07-01 13:30:00,123.54655922724419,
2022-07-01 15:00:00,116.17753999955016,
2022-07-01 15:30:30,116.17753999955016,
2022-07-01 23:59:59,96.95890952776017,w
2022-07-04 00:00:00,96.98580259518053,
2022-07-04 10:00:00,105.52767650137321,
2022-07-04 10:30:00,104.63095766618744,
2022-07-04 12:00:00,107.43220429483199,
2022-07-04 13:30:00,106.40695098078481,
2022-07-04 15:00:00,108.82267502713353,
2022-07-04 15:30:30,108.82267502713353,
2022-07-04 23:59:59,106.57135557013657,c
2022-07-05 00:00:00,125.41368933425974,
2022-07-05 10:00:00,258.6849955218174,
2022-07-05 10:30:00,286.8492438021441,
2022-07-05 12:00:00,308.9503726231536,
2022-07-05 13:30:00,293.64562045091975,
2022-07-05 15:00:00,240.74460062056914,
2022-07-05 15:30:30,240.74460062056914,
2022-07-05 23:59:59,220.6979029465142,c
2022-07-06 00:00:00,223.35868228771915,
2022-07-06 10:00:00,156.244234110354,
2022-07-06 10:30:00,199.76725008887365,
2022-07-06 12:00:00,252.73627651332026,
2022-07-06 13:30:00,220.96296101567134,
2022-07-06 15:00:00,213.17284781753142,
2022-07-06 15:30:30,213.17284781753142,
2022-07-06 23:59:59,230.7553154350179,c
2022-07-07 00:00:00,213.49940334842654,
2022-07-07 10:00:00,55.35488913524773,
2022-07-07 10:30:00,50.50572246229831,
2022-07-07 12:00:00,72.18856800905542,
2022-07-07 13:30:00,64.67687111506666,
2022-07-07 15:00:00,77.57362211399959,
2022-07-07 15:30:30,77.57362211399959,
