date,AS_MSCI_DM_SC_2022_Q2,meta
2022-06-13 23:59:59,-189.25262306170282,c
2022-06-14 00:00:00,-151.96515505635898,
2022-06-14 01:00:00,-156.58674858171833,
2022-06-14 02:30:00,-143.50780650723107,
2022-06-14 03:00:00,-142.32544292676937,
2022-06-14 18:30:00,-145.94137957592318,
2022-06-14 20:00:00,-146.325074197179,
2022-06-14 23:00:00,-157.76146359220593,
2022-06-14 23:59:59,-154.68472822581668,c
2022-06-15 00:00:00,-174.43671286148754,
2022-06-15 01:00:00,-180.65380261913094,
2022-06-15 02:30:00,-185.38200176206556,
2022-06-15 03:00:00,-188.05373367596928,
2022-06-15 18:30:00,-189.16365292996602,
2022-06-15 20:00:00,-188.3343292347745,
2022-06-15 23:00:00,-130.1785315528174,
2022-06-15 23:59:59,-119.91006659857533,c
2022-06-16 00:00:00,-122.31914317778399,
2022-06-16 01:00:00,-118.91577821283522,
2022-06-16 02:30:00,-123.07540903161532,
2022-06-16 03:00:00,-125.25842137668928,
2022-06-16 18:30:00,-125.88969528054633,
2022-06-16 20:00:00,-126.57027730746654,
2022-06-16 23:00:00,-125.36791998031401,
2022-06-16 23:59:59,-130.08611868987987,c
2022-06-17 00:00:00,-117.48598926928389,
2022-06-17 01:00:00,-115.25505346283774,
2022-06-17 02:30:00,-108.62881146882353,
2022-06-17 03:00:00,-110.32310834870304,
2022-06-17 18:30:00,-110.32310834870304,
2022-06-17 20:00:00,-110.32310834870304,
2022-06-17 23:00:00,-110.32310834870304,
2022-06-17 23:59:59,-114.22230134158542,w
2022-06-20 00:00:00,-180.59730720615767,
2022-06-20 01:00:00,-186.25187486971595,
2022-06-20 02:30:00,-192.65596682931607,
2022-06-20 03:00:00,-194.1759193204125,
2022-06-20 18:30:00,-195.7213326946304,
2022-06-20 20:00:00,-195.8503472666888,
2022-06-20 23:00:00,-214.13720299518627,
2022-06-20 23:59:59,-239.13497397660444,c
2022-06-21 00:00:00,-243.74452207725062,
2022-06-21 01:00:00,-262.67050108005697,
2022-06-21 02:30:00,-255.55467458984094,
2022-06-21 03:00:00,-255.3355398359745,
2022-06-21 18:30:00,-257.9810112284606,
2022-06-21 20:00:00,-258.0055602225932,
2022-06-21 23:00:00,-299.13006805067835,
2022-06-21 23:59:59,-304.00643382145245,c
2022-06-22 00:00:00,-309.4842610946994,
2022-06-22 01:00:00,-314.10325788727414,
2022-06-22 02:30:00,-315.4537466813965,
2022-06-22 03:00:00,-315.73680895262146,
2022-06-22 18:30:00,-315.43212673708945,
2022-06-22 20:00:00,-315.6179353776047,
2022-06-22 23:00:00,-375.643493892866,
2022-06-22 23:59:59,-380.3526875099376,c
2022-06-23 00:00:00,-388.56596875901596,
2022-06-23 01:00:00,-394.3547617508393,
2022-06-23 02:30:00,-395.9853676642301,
2022-06-23 03:00:00,-394.0759193824026,
2022-06-23 18:30:00,-394.0759193824026,
2022-06-23 20:00:00,-394.0759193824026,
2022-06-23 23:00:00,-364.09440013828726,
2022-06-23 23:59:59,-368.3285462576123,c
2022-06-24 00:00:00,-358.08736715084297,
2022-06-24 01:00:00,-364.8914871577124,
2022-06-24 02:30:00,-364.14523350816876,
2022-06-24 03:00:00,-364.67668924606664,
2022-06-24 18:30:00,-364.67668924606664,
2022-06-24 20:00:00,-364.67668924606664,
2022-06-24 23:00:00,-364.67668924606664,
2022-06-24 23:59:59,-361.7871567498562,w
2022-06-27 00:00:00,-344.94193290565045,
2022-06-27 01:00:00,-347.67023112889,
2022-06-27 02:30:00,-350.5254461965744,
2022-06-27 03:00:00,-349.08506848455545,
2022-06-27 18:30:00,-345.7807628741368,
2022-06-27 20:00:00,-345.6129491159079,
2022-06-27 23:00:00,-356.89426796434327,
2022-06-27 23:59:59,-369.7309628058415,c
2022-06-28 00:00:00,-372.7665864968785,
2022-06-28 01:00:00,-369.4659524825372,
2022-06-28 02:30:00,-367.57258031747574,
2022-06-28 03:00:00,-369.0652597360456,
2022-06-28 18:30:00,-369.0652597360456,
2022-06-28 20:00:00,-369.0652597360456,
2022-06-28 23:00:00,-369.0652597360456,
2022-06-28 23:59:59,-360.3405687149632,c
