date,EU_ICLN_2022_Q3,meta
2022-06-10 00:00:00,-379.54406386021446,
2022-06-10 03:30:00,-368.7484960406508,
2022-06-10 04:00:00,-369.66556190067047,
2022-06-10 06:00:00,-353.2094707490794,
2022-06-10 08:00:00,-325.5356358755572,
2022-06-10 10:30:00,-343.5580930826178,
2022-06-10 11:00:00,-330.68485438394805,
2022-06-10 23:59:59,-308.45513685501646,w
2022-06-13 00:00:00,-322.95418663312137,
2022-06-13 03:30:00,-324.8535622988826,
2022-06-13 04:00:00,-323.3444407913038,
2022-06-13 06:00:00,-323.9129679418022,
2022-06-13 08:00:00,-319.86661162395035,
2022-06-13 10:30:00,-319.86661162395035,
2022-06-13 11:00:00,-319.86661162395035,
2022-06-13 23:59:59,-322.9041409765324,c
2022-06-14 00:00:00,-327.0321207096549,
2022-06-14 03:30:00,-319.8906077428038,
2022-06-14 04:00:00,-350.10860795013264,
2022-06-14 06:00:00,-379.8725091755373,
2022-06-14 08:00:00,-394.76509562787976,
2022-06-14 10:30:00,-425.98320323534585,
2022-06-14 11:00:00,-415.9418531720718,
2022-06-14 23:59:59,-399.20710131624435,c
2022-06-15 00:00:00,-407.87676578781554,
2022-06-15 03:30:00,-373.2940574200509,
2022-06-15 04:00:00,-371.52238308398046,
2022-06-15 06:00:00,-423.60091763884236,
2022-06-15 08:00:00,-410.8505483550906,
2022-06-15 10:30:00,-414.66579014552315,
2022-06-15 11:00:00,-436.87622375196315,
2022-06-15 23:59:59,-423.23532437139033,c
2022-06-16 00:00:00,-394.3078944936757,
2022-06-16 03:30:00,-367.67946218450277,
2022-06-16 04:00:00,-347.1767806467283,
2022-06-16 06:00:00,-343.1958231497649,
2022-06-16 08:00:00,-406.1241110646995,
2022-06-16 10:30:00,-356.7835769863515,
2022-06-16 11:00:00,-351.84806691190136,
2022-06-16 23:59:59,-357.8957893322647,c
2022-06-17 00:00:00,-371.49474153751714,
2022-06-17 03:30:00,-367.83025884811286,
2022-06-17 04:00:00,-333.8980231864581,
2022-06-17 06:00:00,-342.44180862498786,
2022-06-17 08:00:00,-353.4316031377725,
2022-06-17 10:30:00,-361.04883816269694,
2022-06-17 11:00:00,-346.0185127264655,
2022-06-17 23:59:59,-352.6050600256825,w
2022-06-20 00:00:00,-326.07074138529833,
2022-06-20 03:30:00,-270.8500072403408,
2022-06-20 04:00:00,-252.33317223751965,
