date,JETS_2023_Q1,meta
2023-02-03 00:00:00,457.3040176509078,
2023-02-03 10:00:00,508.2715291018792,
2023-02-03 10:30:00,531.0440485294837,
2023-02-03 12:00:00,436.1977571545824,
2023-02-03 13:30:00,413.358673661344,
2023-02-03 15:00:00,413.66841611673,
2023-02-03 15:30:30,413.66841611673,
2023-02-03 23:59:59,402.41029205783457,w
2023-02-06 00:00:00,372.0556644817534,
2023-02-06 10:00:00,387.50820708742367,
2023-02-06 10:30:00,376.7611979384958,
2023-02-06 12:00:00,387.78445627263727,
2023-02-06 13:30:00,368.3080708584307,
2023-02-06 15:00:00,346.2031479071966,
2023-02-06 15:30:30,346.2031479071966,
2023-02-06 23:59:59,368.96925404039166,c
2023-02-07 00:00:00,403.4047295698979,
2023-02-07 10:00:00,340.018874357256,
2023-02-07 10:30:00,323.9712942815265,
2023-02-07 12:00:00,352.8323548977246,
2023-02-07 13:30:00,362.2929954267263,
2023-02-07 15:00:00,369.6544296980758,
2023-02-07 15:30:30,369.6544296980758,
2023-02-07 23:59:59,391.4495989188033,c
2023-02-08 00:00:00,360.12546518725617,
2023-02-08 10:00:00,336.48394311701827,
2023-02-08 10:30:00,300.65162648814066,
2023-02-08 12:00:00,343.5924110177716,
2023-02-08 13:30:00,349.1300964777374,
2023-02-08 15:00:00,330.1037636444173,
2023-02-08 15:30:30,330.1037636444173,
2023-02-08 23:59:59,323.47751687006826,c
2023-02-09 00:00:00,435.12068069100565,
2023-02-09 10:00:00,490.66937281661603,
2023-02-09 10:30:00,476.21373848040776,
2023-02-09 12:00:00,420.8840048383338,
2023-02-09 13:30:00,427.53486957368773,
2023-02-09 15:00:00,434.94693665318914,
2023-02-09 15:30:30,434.94693665318914,
2023-02-09 23:59:59,415.0926704324497,c
2023-02-10 00:00:00,369.44847292817053,
2023-02-10 10:00:00,345.9890600075721,
2023-02-10 10:30:00,335.06972845510154,
2023-02-10 12:00:00,337.33426428019175,
2023-02-10 13:30:00,351.39805499299655,
2023-02-10 15:00:00,345.3527208481396,
2023-02-10 15:30:30,345.3527208481396,
2023-02-10 23:59:59,329.83402242709144,w
2023-02-13 00:00:00,344.621494969208,
2023-02-13 10:00:00,379.61500598794964,
2023-02-13 10:30:00,389.41511554695444,
2023-02-13 12:00:00,374.93558133465694,
2023-02-13 13:30:00,407.5484885103838,
2023-02-13 15:00:00,414.25763327278355,
2023-02-13 15:30:30,414.25763327278355,
2023-02-13 23:59:59,399.04216090584123,c
2023-02-14 00:00:00,395.8778964766234,
2023-02-14 10:00:00,384.97246405001033,
2023-02-14 10:30:00,380.7295825346214,
2023-02-14 12:00:00,375.4324333562572,
2023-02-14 13:30:00,357.6755374915572,
2023-02-14 15:00:00,361.4380254501382,
2023-02-14 15:30:30,361.4380254501382,
2023-02-14 23:59:59,355.4901961028736,c
2023-02-15 00:00:00,300.96179555818844,
2023-02-15 10:00:00,299.5852801201229,
2023-02-15 10:30:00,305.0495102719981,
2023-02-15 12:00:00,331.0097301124342,
2023-02-15 13:30:00,319.7825191043871,
2023-02-15 15:00:00,332.53568498415893,
2023-02-15 15:30:30,332.53568498415893,
2023-02-15 23:59:59,363.7778623963377,c
2023-02-16 00:00:00,363.4616229449539,
2023-02-16 10:00:00,298.47914740868396,
2023-02-16 10:30:00,301.2544783680048,
2023-02-16 12:00:00,315.0709800603215,
2023-02-16 13:30:00,320.00218587020436,
2023-02-16 15:00:00,325.1999209661524,
2023-02-16 15:30:30,325.1999209661524,
2023-02-16 23:59:59,313.4197331383691,c
2023-02-17 00:00:00,294.03333258901125,
2023-02-17 10:00:00,215.54240685573404,
2023-02-17 10:30:00,218.6489662129734,
2023-02-17 12:00:00,199.91600516249923,
2023-02-17 13:30:00,207.04981817095836,
2023-02-17 15:00:00,183.7844297747065,
2023-02-17 15:30:30,183.7844297747065,
2023-02-17 23:59:59,185.55340123791416,w
2023-02-20 00:00:00,185.55340123791416,
2023-02-20 10:00:00,185.55340123791416,
2023-02-20 10:30:00,185.55340123791416,
2023-02-20 12:00:00,185.55340123791416,
2023-02-20 13:30:00,185.55340123791416,
2023-02-20 15:00:00,185.55340123791416,
2023-02-20 15:30:30,185.55340123791416,
2023-02-20 23:59:59,185.55340123791416,c
2023-02-21 00:00:00,174.3911122565728,
2023-02-21 10:00:00,126.15800602410195,
2023-02-21 10:30:00,99.27149385172083,
2023-02-21 12:00:00,87.54606663756385,
2023-02-21 13:30:00,73.69097810310359,
2023-02-21 15:00:00,92.38401927213226,
2023-02-21 15:30:30,92.38401927213226,
2023-02-21 23:59:59,109.25419324608197,c
2023-02-22 00:00:00,114.83098852535568,
2023-02-22 10:00:00,133.84186687129727,
2023-02-22 10:30:00,89.58591780153779,
2023-02-22 12:00:00,83.4156359242345,
2023-02-22 13:30:00,61.65675566078721,
2023-02-22 15:00:00,43.83943200645717,
2023-02-22 15:30:30,43.83943200645717,s
2023-02-22 23:59:59,71.13685951102457,c
2023-02-23 00:00:00,80.12196674018105,
2023-02-23 10:00:00,22.245452656442467,
2023-02-23 10:30:00,34.11649630491206,
2023-02-23 12:00:00,25.935122623328652,
