date,SOXX_2022_Q4,meta
2022-11-18 00:00:00,42.83718632981885,
2022-11-18 10:00:00,42.475906339880396,
2022-11-18 10:30:00,53.95625460697596,
2022-11-18 12:00:00,45.23048860609401,
2022-11-18 13:30:00,46.194588536920094,
2022-11-18 15:00:00,48.96535378474417,
2022-11-18 15:30:30,48.96535378474417,
2022-11-18 23:59:59,49.33747602027523,w
2022-11-21 00:00:00,39.163472999790514,
2022-11-21 10:00:00,47.99713448128065,
2022-11-21 10:30:00,40.96603446903123,
2022-11-21 12:00:00,50.69038267231522,
2022-11-21 13:30:00,27.858757656156286,
2022-11-21 15:00:00,24.53926965626124,
2022-11-21 15:30:30,24.53926965626124,
2022-11-21 23:59:59,28.93708451864751,c
2022-11-22 00:00:00,18.80169240532848,
2022-11-22 10:00:00,29.551025344897255,
2022-11-22 10:30:00,37.11889979427386,
2022-11-22 12:00:00,31.21638200707895,
2022-11-22 13:30:00,18.333698287364314,
2022-11-22 15:00:00,11.096576071103186,
2022-11-22 15:30:30,11.096576071103186,
2022-11-22 23:59:59,13.045685987198965,c
2022-11-23 00:00:00,21.331804065623942,
2022-11-23 10:00:00,9.23516993929104,
2022-11-23 10:30:00,14.196307972740897,
2022-11-23 12:00:00,7.749591861289218,
2022-11-23 13:30:00,8.861973379514325,
2022-11-23 15:00:00,12.776252704532453,
2022-11-23 15:30:30,12.776252704532453,
2022-11-23 23:59:59,16.915741830100274,c
2022-11-24 00:00:00,16.915741830100274,
2022-11-24 10:00:00,16.915741830100274,
2022-11-24 10:30:00,16.915741830100274,
2022-11-24 12:00:00,16.915741830100274,
2022-11-24 13:30:00,16.915741830100274,
2022-11-24 15:00:00,16.915741830100274,
2022-11-24 15:30:30,16.915741830100274,
2022-11-24 23:59:59,16.915741830100274,c
2022-11-25 00:00:00,13.838213344085602,
2022-11-25 10:00:00,18.847528349942365,
2022-11-25 10:30:00,18.897348362888806,
2022-11-25 12:00:00,20.4997385788285,
2022-11-25 13:30:00,20.4997385788285,
2022-11-25 15:00:00,20.4997385788285,
2022-11-25 15:30:30,20.4997385788285,
2022-11-25 23:59:59,25.586367007721663,w
2022-11-28 00:00:00,19.66403061386751,
2022-11-28 10:00:00,16.113045520900357,
2022-11-28 10:30:00,1.4599009962983587,
2022-11-28 12:00:00,-0.49499157957302486,
2022-11-28 13:30:00,0.3618733348246792,
2022-11-28 15:00:00,-3.4746315575143853,
2022-11-28 15:30:30,-3.4746315575143853,
2022-11-28 23:59:59,-2.9434776393899256,c
2022-11-29 00:00:00,-6.69715377348308,
2022-11-29 10:00:00,0.7122683270050629,
2022-11-29 10:30:00,5.144055345256447,
2022-11-29 12:00:00,1.0877572832331452,
2022-11-29 13:30:00,-6.2163378985598,
2022-11-29 15:00:00,-1.0672151289126077,
2022-11-29 15:30:30,-1.0672151289126077,
2022-11-29 23:59:59,-5.045591448875371,c
2022-11-30 00:00:00,-13.140689078990022,
2022-11-30 10:00:00,-13.647901117356355,
2022-11-30 10:30:00,-1.182785688078127,
2022-11-30 12:00:00,0.7430077814719311,
2022-11-30 13:30:00,-9.388414404943717,
2022-11-30 15:00:00,-4.416923336771447,
2022-11-30 15:30:30,-4.416923336771447,s
2022-11-30 23:59:59,10.886833770487499,c
2022-12-01 00:00:00,17.71570250543772,
2022-12-01 10:00:00,25.080540500027837,
2022-12-01 10:30:00,3.084426596942535,
2022-12-01 12:00:00,8.600782330577715,
2022-12-01 13:30:00,-8.293695395845361,
2022-12-01 15:00:00,-1.2524946768681957,
2022-12-01 15:30:30,-1.2524946768681957,
2022-12-01 23:59:59,12.726520958154879,c
2022-12-02 00:00:00,-20.590900933942862,
2022-12-02 10:00:00,-24.978357877072767,
2022-12-02 10:30:00,-15.009177752281914,
2022-12-02 12:00:00,-12.55796276428822,
2022-12-02 13:30:00,-11.57928374590233,
2022-12-02 15:00:00,-6.061360095615555,
2022-12-02 15:30:30,-6.061360095615555,
2022-12-02 23:59:59,0.0,a
2022-12-05 00:00:00,-6.262236092014177,
2022-12-05 10:00:00,16.614970899408547,
2022-12-05 10:30:00,-3.391721281966909,
2022-12-05 12:00:00,-6.568095804016707,
2022-12-05 13:30:00,-17.133055478436177,
2022-12-05 15:00:00,-26.799837599202363,
2022-12-05 15:30:30,-26.799837599202363,
2022-12-05 23:59:59,-31.669777988451983,c
2022-12-06 00:00:00,-37.27102344353341,
2022-12-06 10:00:00,-61.13219100017483,
2022-12-06 10:30:00,-60.39377929693501,
2022-12-06 12:00:00,-67.74910822297562,
2022-12-06 13:30:00,-67.3281689945988,
2022-12-06 15:00:00,-73.39739347365384,
2022-12-06 15:30:30,-73.39739347365384,
2022-12-06 23:59:59,-66.76766236578055,c
2022-12-07 00:00:00,-84.850730337166,
2022-12-07 10:00:00,-99.42835365375714,
2022-12-07 10:30:00,-105.08253769532178,
2022-12-07 12:00:00,-102.8217464295908,
2022-12-07 13:30:00,-99.77628561424063,
2022-12-07 15:00:00,-103.73675010477069,
2022-12-07 15:30:30,-103.73675010477069,
2022-12-07 23:59:59,-100.04227966779598,c
2022-12-08 00:00:00,-76.43722189677783,
2022-12-08 10:00:00,-73.0140182538504,
2022-12-08 10:30:00,-66.49354710199759,
2022-12-08 12:00:00,-55.603420953112845,
2022-12-08 13:30:00,-65.99543194302174,
2022-12-08 15:00:00,-60.54115528915037,
2022-12-08 15:30:30,-60.54115528915037,
2022-12-08 23:59:59,-53.4027308829107,c
2022-12-09 00:00:00,-52.125789536899504,
2022-12-09 10:00:00,-52.0430302977656,
2022-12-09 10:30:00,-46.955299374096455,
2022-12-09 12:00:00,-52.51911359482631,
2022-12-09 13:30:00,-62.23174920947548,
2022-12-09 15:00:00,-60.021470364239065,
2022-12-09 15:30:30,-60.021470364239065,
2022-12-09 23:59:59,-49.338036197698386,w
2022-12-12 00:00:00,-51.94557495541585,
2022-12-12 10:00:00,-45.5000311902279,
2022-12-12 10:30:00,-56.86865165200618,
2022-12-12 12:00:00,-42.48914394464356,
2022-12-12 13:30:00,-59.77770490166921,
2022-12-12 15:00:00,-54.19250362851801,
2022-12-12 15:30:30,-54.19250362851801,
2022-12-12 23:59:59,-60.7384718542711,c
2022-12-13 00:00:00,-39.2862076577573,
2022-12-13 10:00:00,-37.61176757720449,
2022-12-13 10:30:00,-44.10573204883639,
2022-12-13 12:00:00,-55.43388743874925,
2022-12-13 13:30:00,-45.78026014293857,
2022-12-13 15:00:00,-44.32673929198404,
2022-12-13 15:30:30,-44.32673929198404,
2022-12-13 23:59:59,-45.508605374150136,c
2022-12-14 00:00:00,-45.45852100131697,
2022-12-14 10:00:00,-43.658182369846145,
2022-12-14 10:30:00,-46.53833078864932,
2022-12-14 12:00:00,-43.45269709395444,
2022-12-14 13:30:00,-45.67599234180892,
2022-12-14 15:00:00,-52.452407214906884,
2022-12-14 15:30:30,-52.452407214906884,
2022-12-14 23:59:59,-45.77909710015166,c
2022-12-15 00:00:00,-63.90880532979253,
2022-12-15 10:00:00,-50.554363288291256,
2022-12-15 10:30:00,-38.06267843115978,
2022-12-15 12:00:00,-42.827797923984065,
2022-12-15 13:30:00,-34.229368564225126,
2022-12-15 15:00:00,-45.61578207485127,
2022-12-15 15:30:30,-45.61578207485127,
2022-12-15 23:59:59,-40.88208389616369,c
2022-12-16 00:00:00,-19.65556309200099,
2022-12-16 10:00:00,-44.4330874514913,
2022-12-16 10:30:00,-56.74818975888695,
2022-12-16 12:00:00,-60.83210659998633,
2022-12-16 13:30:00,-53.202872865361655,
2022-12-16 15:00:00,-54.331251761954945,
2022-12-16 15:30:30,-54.331251761954945,
2022-12-16 23:59:59,-59.71763028952495,e
2022-12-19 00:00:00,-61.42270082086196,
2022-12-19 10:00:00,-84.28379539092663,
2022-12-19 10:30:00,-85.46389838831925,
2022-12-19 12:00:00,-85.6908956609904,
2022-12-19 13:30:00,-69.67164579152575,
2022-12-19 15:00:00,-61.95767215942823,
2022-12-19 15:30:30,-61.95767215942823,
2022-12-19 23:59:59,-65.0048669752216,c
2022-12-20 00:00:00,-71.19581362643532,
2022-12-20 10:00:00,-58.51320753296261,
2022-12-20 10:30:00,-68.29085936662551,
2022-12-20 12:00:00,-72.93703600887335,
2022-12-20 13:30:00,-76.32054493437312,
2022-12-20 15:00:00,-66.13869201008748,
2022-12-20 15:30:30,-66.13869201008748,
2022-12-20 23:59:59,-60.901464149902154,c
2022-12-21 00:00:00,-84.89784682731283,
2022-12-21 10:00:00,-63.79537821073433,
2022-12-21 10:30:00,-64.6194679375522,
2022-12-21 12:00:00,-68.43225499077766,
2022-12-21 13:30:00,-76.19560955721221,
2022-12-21 15:00:00,-73.96269892003477,
2022-12-21 15:30:30,-73.96269892003477,
2022-12-21 23:59:59,-81.49414966853811,c
2022-12-22 00:00:00,-68.08832738799254,
2022-12-22 10:00:00,-87.67912158944966,
2022-12-22 10:30:00,-87.84680608029373,
2022-12-22 12:00:00,-77.61070823385677,
2022-12-22 13:30:00,-73.53412716543522,
2022-12-22 15:00:00,-70.53059428153409,
2022-12-22 15:30:30,-70.53059428153409,
