date,SPHQ_2021_Q2,meta
2021-05-21 00:00:00,249.72633931022597,
2021-05-21 10:00:00,237.9991529308782,
2021-05-21 10:30:00,225.24936116091055,
2021-05-21 12:00:00,237.23021093493173,
2021-05-21 13:30:00,239.26383845743442,
2021-05-21 15:00:00,244.7884973018875,
2021-05-21 15:30:30,244.7884973018875,
2021-05-21 23:59:59,242.93821344576662,w
2021-05-24 00:00:00,239.70385753476268,
2021-05-24 10:00:00,235.224030584665,
2021-05-24 10:30:00,220.0577159819498,
2021-05-24 12:00:00,223.73449124201665,
2021-05-24 13:30:00,221.47117140821445,
2021-05-24 15:00:00,221.57933314475912,
2021-05-24 15:30:30,221.57933314475912,
2021-05-24 23:59:59,222.7351132229427,c
2021-05-25 00:00:00,219.77304299789688,
2021-05-25 10:00:00,243.6363105400444,
2021-05-25 10:30:00,245.369733069956,
2021-05-25 12:00:00,236.89607615291436,
2021-05-25 13:30:00,236.8436321017291,
2021-05-25 15:00:00,234.933370528358,
2021-05-25 15:30:30,234.933370528358,
2021-05-25 23:59:59,232.83926424448055,c
2021-05-26 00:00:00,233.5781988376629,
2021-05-26 10:00:00,241.70130423872234,
2021-05-26 10:30:00,239.0950635710273,
2021-05-26 12:00:00,246.54174646913515,
2021-05-26 13:30:00,251.02247220470053,
2021-05-26 15:00:00,249.30372955906472,
2021-05-26 15:30:30,249.30372955906472,
2021-05-26 23:59:59,250.79235059767785,c
2021-05-27 00:00:00,262.1810763592586,
2021-05-27 10:00:00,272.2819561475755,
2021-05-27 10:30:00,258.1660529422638,
2021-05-27 12:00:00,255.6902908497255,
2021-05-27 13:30:00,252.51008954021535,
2021-05-27 15:00:00,262.2818878493046,
2021-05-27 15:30:30,262.2818878493046,m
2021-05-27 23:59:59,256.10240171815906,c
2021-05-28 00:00:00,261.750337452794,
2021-05-28 10:00:00,238.3603672776448,
2021-05-28 10:30:00,230.11688245724923,
2021-05-28 12:00:00,242.69374403586028,
2021-05-28 13:30:00,255.6832608997443,
2021-05-28 15:00:00,246.6184536472848,
2021-05-28 15:30:30,246.6184536472848,
2021-05-28 23:59:59,252.1103818810467,w
2021-05-31 00:00:00,252.1103818810467,
2021-05-31 10:00:00,252.1103818810467,
2021-05-31 10:30:00,252.1103818810467,
2021-05-31 12:00:00,252.1103818810467,
2021-05-31 13:30:00,252.1103818810467,
2021-05-31 15:00:00,252.1103818810467,
2021-05-31 15:30:30,252.1103818810467,s
2021-05-31 23:59:59,252.1103818810467,c
2021-06-01 00:00:00,273.47953009582096,
2021-06-01 10:00:00,268.0850887979132,
2021-06-01 10:30:00,277.2430655324976,
2021-06-01 12:00:00,276.95548469439893,
2021-06-01 13:30:00,265.0210439266854,
2021-06-01 15:00:00,259.82174730667214,
2021-06-01 15:30:30,259.82174730667214,
2021-06-01 23:59:59,268.9145278720128,c
2021-06-02 00:00:00,267.5441541837792,
2021-06-02 10:00:00,247.43408784781872,
2021-06-02 10:30:00,247.21536377155968,
2021-06-02 12:00:00,251.17403945811384,
2021-06-02 13:30:00,252.02544647950833,
2021-06-02 15:00:00,258.80845342144767,
2021-06-02 15:30:30,258.80845342144767,
2021-06-02 23:59:59,249.91884587415313,c
2021-06-03 00:00:00,243.95256902450666,
2021-06-03 10:00:00,225.74519821133964,
2021-06-03 10:30:00,224.08366381377704,
2021-06-03 12:00:00,233.31076516346047,
2021-06-03 13:30:00,224.18155343497972,
2021-06-03 15:00:00,216.97999692571346,
2021-06-03 15:30:30,216.97999692571346,
2021-06-03 23:59:59,218.03989738268513,c
2021-06-04 00:00:00,220.01912224489092,
2021-06-04 10:00:00,187.11336652587846,
2021-06-04 10:30:00,171.92621709638377,
2021-06-04 12:00:00,156.265921403268,
2021-06-04 13:30:00,168.99259031677383,
2021-06-04 15:00:00,170.4685324292593,
2021-06-04 15:30:30,170.4685324292593,
2021-06-04 23:59:59,177.19703691115728,w
2021-06-07 00:00:00,170.78625632360576,
2021-06-07 10:00:00,168.72186477944427,
2021-06-07 10:30:00,167.30450368535338,
2021-06-07 12:00:00,157.31799649879326,
2021-06-07 13:30:00,156.8808218021216,
2021-06-07 15:00:00,79.56617953413549,
2021-06-07 15:30:30,79.56617953413549,
2021-06-07 23:59:59,84.25692051782629,c
2021-06-08 00:00:00,73.56318335592842,
2021-06-08 10:00:00,72.36542018305498,
2021-06-08 10:30:00,95.02875407736174,
2021-06-08 12:00:00,105.28918517444784,
2021-06-08 13:30:00,90.31893557952846,
2021-06-08 15:00:00,88.54986011292188,
2021-06-08 15:30:30,88.54986011292188,
2021-06-08 23:59:59,81.99020848076019,c
2021-06-09 00:00:00,73.29033353048617,
2021-06-09 10:00:00,39.86419611219726,
2021-06-09 10:30:00,46.960657688783144,
2021-06-09 12:00:00,39.494789846909256,
2021-06-09 13:30:00,28.440189397795237,
2021-06-09 15:00:00,33.49789333647793,
2021-06-09 15:30:30,33.49789333647793,
2021-06-09 23:59:59,28.54273724365744,c
2021-06-10 00:00:00,41.24800440935498,
2021-06-10 10:00:00,-4.475495171833032,
2021-06-10 10:30:00,-8.627500668207134,
2021-06-10 12:00:00,-24.451752914149495,
2021-06-10 13:30:00,-23.26366881863575,
2021-06-10 15:00:00,-32.843454414226485,
2021-06-10 15:30:30,-32.843454414226485,
2021-06-10 23:59:59,-34.79436461965332,c
2021-06-11 00:00:00,-20.988348754354575,
2021-06-11 10:00:00,-11.023382956530199,
2021-06-11 10:30:00,-11.822026438257026,
2021-06-11 12:00:00,-5.553310399995908,
2021-06-11 13:30:00,-0.02258921682951609,
2021-06-11 15:00:00,0.5895692370151266,
2021-06-11 15:30:30,0.5895692370151266,
2021-06-11 23:59:59,0.0,a
2021-06-14 00:00:00,-3.9949315616200494,
2021-06-14 10:00:00,-9.484444840387994,
2021-06-14 10:30:00,-5.871620566019942,
2021-06-14 12:00:00,-31.511878462207292,
2021-06-14 13:30:00,-45.58000002224973,
2021-06-14 15:00:00,-43.79386572843965,
2021-06-14 15:30:30,-43.79386572843965,
2021-06-14 23:59:59,-57.86429629516884,c
2021-06-15 00:00:00,-54.88468896133072,
2021-06-15 10:00:00,-67.68168039649912,
2021-06-15 10:30:00,-63.323145774496915,
2021-06-15 12:00:00,-75.42375896470652,
2021-06-15 13:30:00,-60.02824249339522,
2021-06-15 15:00:00,-44.15946506820813,
2021-06-15 15:30:30,-44.15946506820813,
2021-06-15 23:59:59,-43.870984101881476,c
2021-06-16 00:00:00,-38.05112656040801,
2021-06-16 10:00:00,-61.00456979171311,
2021-06-16 10:30:00,-53.84082806821917,
2021-06-16 12:00:00,-34.355471909872776,
2021-06-16 13:30:00,-51.90914452999361,
2021-06-16 15:00:00,-38.0431930282446,
2021-06-16 15:30:30,-38.0431930282446,
2021-06-16 23:59:59,-38.357617257897985,c
2021-06-17 00:00:00,-45.80301943011853,
2021-06-17 10:00:00,-70.01641396518136,
2021-06-17 10:30:00,-88.18893667330053,
2021-06-17 12:00:00,-110.70605246930906,
2021-06-17 13:30:00,-90.77535390556083,
2021-06-17 15:00:00,-100.7918552404005,
2021-06-17 15:30:30,-100.7918552404005,
2021-06-17 23:59:59,-97.05251482590502,c
2021-06-18 00:00:00,-113.12452997536114,
2021-06-18 10:00:00,-115.57788218728612,
2021-06-18 10:30:00,-116.50983362060093,
2021-06-18 12:00:00,-89.66319824520593,
2021-06-18 13:30:00,-95.10095675539871,
2021-06-18 15:00:00,-104.23876443301026,
2021-06-18 15:30:30,-104.23876443301026,
2021-06-18 23:59:59,-117.17204772368295,e
2021-06-21 00:00:00,-96.55378571162366,
2021-06-21 10:00:00,-73.6680035919471,
2021-06-21 10:30:00,-66.97706200683811,
2021-06-21 12:00:00,-72.80164037850126,
2021-06-21 13:30:00,-62.826035579226385,
2021-06-21 15:00:00,-59.23748478481747,
