date,FT_FAM_2022_Q4,meta
2022-11-18 00:00:00,-283.6547124940341,
2022-11-18 10:00:00,-270.4107569053396,
2022-11-18 10:30:00,-265.6220219901364,
2022-11-18 12:00:00,-272.89949034000176,
2022-11-18 13:30:00,-283.71452587532576,
2022-11-18 15:00:00,-301.2336106138934,
2022-11-18 15:30:30,-301.2336106138934,
2022-11-18 23:59:59,-291.4590082328342,w
2022-11-21 00:00:00,-273.59657064782834,
2022-11-21 10:00:00,-247.53759027057487,
2022-11-21 10:30:00,-245.0294534968971,
2022-11-21 12:00:00,-242.68276781237904,
2022-11-21 13:30:00,-281.0173001844204,
2022-11-21 15:00:00,-275.3296310778761,
2022-11-21 15:30:30,-275.3296310778761,
2022-11-21 23:59:59,-289.2813041486063,c
2022-11-22 00:00:00,-314.1277470215222,
2022-11-22 10:00:00,-296.07379081442446,
2022-11-22 10:30:00,-304.7806060764456,
2022-11-22 12:00:00,-318.8577495488837,
2022-11-22 13:30:00,-335.030011225353,
2022-11-22 15:00:00,-319.36854076261466,
2022-11-22 15:30:30,-319.36854076261466,
2022-11-22 23:59:59,-327.11252860906257,c
2022-11-23 00:00:00,-314.61359604066047,
2022-11-23 10:00:00,-300.4687513286228,
2022-11-23 10:30:00,-299.61919941595374,
2022-11-23 12:00:00,-304.03652657041727,
2022-11-23 13:30:00,-279.2870291564909,
2022-11-23 15:00:00,-298.7139319509803,
2022-11-23 15:30:30,-298.7139319509803,
2022-11-23 23:59:59,-274.0668108848175,c
2022-11-24 00:00:00,-274.0424215112035,
2022-11-24 10:00:00,-274.0353931377606,
2022-11-24 10:30:00,-274.0375288427125,
2022-11-24 12:00:00,-274.0608272000263,
2022-11-24 13:30:00,-274.0657059888938,
2022-11-24 15:00:00,-274.0713979092386,
2022-11-24 15:30:30,-274.0713979092386,
2022-11-24 23:59:59,-274.0651849265765,c
2022-11-25 00:00:00,-293.74751098719224,
2022-11-25 10:00:00,-281.5849562206978,
2022-11-25 10:30:00,-272.38292284628966,
2022-11-25 12:00:00,-306.5124834668787,
2022-11-25 13:30:00,-278.06895903177724,
2022-11-25 15:00:00,-278.0679051103362,
2022-11-25 15:30:30,-278.0679051103362,
2022-11-25 23:59:59,-278.0568443156197,w
2022-11-28 00:00:00,-233.07402930485094,
2022-11-28 10:00:00,-241.29487544071557,
2022-11-28 10:30:00,-265.9451511641123,
2022-11-28 12:00:00,-304.58187256054316,
2022-11-28 13:30:00,-296.5118872005245,
2022-11-28 15:00:00,-304.2477957236795,
2022-11-28 15:30:30,-304.2477957236795,
2022-11-28 23:59:59,-298.9702450650847,c
2022-11-29 00:00:00,-300.3230327894646,
2022-11-29 10:00:00,-318.0791676200633,
2022-11-29 10:30:00,-333.59487686698185,
2022-11-29 12:00:00,-318.7386845078489,
2022-11-29 13:30:00,-323.2660607597538,
2022-11-29 15:00:00,-329.0723745979474,
2022-11-29 15:30:30,-329.0723745979474,
2022-11-29 23:59:59,-320.0919277974829,c
2022-11-30 00:00:00,-347.271858413232,
2022-11-30 10:00:00,-343.08500945362107,
2022-11-30 10:30:00,-330.44656120112336,
2022-11-30 12:00:00,-317.82644166804334,
2022-11-30 13:30:00,-295.2475747952202,
2022-11-30 15:00:00,-303.474843974036,
2022-11-30 15:30:30,-303.474843974036,s
2022-11-30 23:59:59,-285.7942182790602,c
2022-12-01 00:00:00,-300.3838320699242,
2022-12-01 10:00:00,-251.85052354084362,
