date,QCLN_2021_Q1,meta
2021-02-19 00:00:00,699.2842936844258,
2021-02-19 10:00:00,658.8047482571142,
2021-02-19 10:30:00,658.4994241451845,
2021-02-19 12:00:00,599.5888451657693,
2021-02-19 13:30:00,587.0535718792153,
2021-02-19 15:00:00,576.9311722297912,
2021-02-19 15:30:30,576.9311722297912,
2021-02-19 23:59:59,545.0180491502801,w
2021-02-22 00:00:00,555.4326045961138,
2021-02-22 10:00:00,445.81953490469414,
2021-02-22 10:30:00,351.1123800597668,
2021-02-22 12:00:00,351.22392674079765,
2021-02-22 13:30:00,294.2767722736046,
2021-02-22 15:00:00,306.3007980182788,
2021-02-22 15:30:30,306.3007980182788,
2021-02-22 23:59:59,252.93835624134704,c
2021-02-23 00:00:00,-6.086892245651143,
2021-02-23 10:00:00,4.279996952141801,
2021-02-23 10:30:00,70.64157864625213,
2021-02-23 12:00:00,122.85725613713976,
2021-02-23 13:30:00,103.09094726460967,
2021-02-23 15:00:00,150.02578176346697,
2021-02-23 15:30:30,150.02578176346697,
2021-02-23 23:59:59,289.84232523610285,c
2021-02-24 00:00:00,343.24568488042905,
2021-02-24 10:00:00,206.28258750911755,
2021-02-24 10:30:00,240.13429514416066,
2021-02-24 12:00:00,313.76332496812756,
2021-02-24 13:30:00,301.14801795095764,
2021-02-24 15:00:00,244.73225372094407,
2021-02-24 15:30:30,244.73225372094407,
2021-02-24 23:59:59,279.6871819421174,c
2021-02-25 00:00:00,243.42415326969126,
2021-02-25 10:00:00,152.32055739093994,
2021-02-25 10:30:00,154.55490100838574,
2021-02-25 12:00:00,82.77044287746344,
2021-02-25 13:30:00,79.91571180136089,
2021-02-25 15:00:00,85.32104662352685,
2021-02-25 15:30:30,85.32104662352685,
2021-02-25 23:59:59,35.40694900110452,c
2021-02-26 00:00:00,38.72584770444473,
2021-02-26 10:00:00,-29.355497193687597,
2021-02-26 10:30:00,-100.04314913655799,
2021-02-26 12:00:00,56.954430619063714,
2021-02-26 13:30:00,-19.43563171610981,
2021-02-26 15:00:00,-48.21825080678195,
2021-02-26 15:30:30,-48.21825080678195,s
2021-02-26 23:59:59,-40.218425487325476,w
2021-03-01 00:00:00,145.31024200389402,
2021-03-01 10:00:00,106.93059405809231,
2021-03-01 10:30:00,130.4033214696194,
2021-03-01 12:00:00,150.4713354356884,
2021-03-01 13:30:00,142.14529577848953,
2021-03-01 15:00:00,136.46640768439056,
2021-03-01 15:30:30,136.46640768439056,
2021-03-01 23:59:59,146.39247440517306,c
2021-03-02 00:00:00,2.051540765560503,
2021-03-02 10:00:00,-14.24352316671343,
2021-03-02 10:30:00,-36.5604904545844,
2021-03-02 12:00:00,-94.6044410666102,
2021-03-02 13:30:00,-113.14000921190473,
2021-03-02 15:00:00,-162.59249064945743,
2021-03-02 15:30:30,-162.59249064945743,
2021-03-02 23:59:59,-185.64277331369203,c
2021-03-03 00:00:00,-131.2746832632738,
2021-03-03 10:00:00,-172.675235770914,
2021-03-03 10:30:00,-222.13552068346462,
2021-03-03 12:00:00,-226.02762695294132,
2021-03-03 13:30:00,-258.3067878531381,
2021-03-03 15:00:00,-305.16169554661906,
2021-03-03 15:30:30,-305.16169554661906,
2021-03-03 23:59:59,-297.56292304402814,c
2021-03-04 00:00:00,-347.8510305688651,
2021-03-04 10:00:00,-444.2794182803773,
2021-03-04 10:30:00,-421.16015817181506,
2021-03-04 12:00:00,-351.011810476808,
2021-03-04 13:30:00,-406.28907126333,
2021-03-04 15:00:00,-375.5502415471103,
2021-03-04 15:30:30,-375.5502415471103,
2021-03-04 23:59:59,-380.1870538391545,c
2021-03-05 00:00:00,-376.7055331512872,
2021-03-05 10:00:00,-530.8097816903646,
2021-03-05 10:30:00,-677.1266361780133,
2021-03-05 12:00:00,-675.1363338618938,
2021-03-05 13:30:00,-550.4098704203077,
2021-03-05 15:00:00,-528.5501621700012,
2021-03-05 15:30:30,-528.5501621700012,
2021-03-05 23:59:59,-524.6040109083299,w
2021-03-08 00:00:00,-531.5696236700935,
2021-03-08 10:00:00,-503.239827967732,
2021-03-08 10:30:00,-487.44975852822563,
2021-03-08 12:00:00,-541.4585685886291,
2021-03-08 13:30:00,-547.2984848781273,
2021-03-08 15:00:00,-605.0064223117251,
2021-03-08 15:30:30,-605.0064223117251,
2021-03-08 23:59:59,-636.1467195051735,c
2021-03-09 00:00:00,-486.5453304953653,
2021-03-09 10:00:00,-385.5890009777461,
2021-03-09 10:30:00,-289.93298186712855,
2021-03-09 12:00:00,-303.16034068517774,
2021-03-09 13:30:00,-282.5542838554543,
2021-03-09 15:00:00,-298.0925551816208,
2021-03-09 15:30:30,-298.0925551816208,
2021-03-09 23:59:59,-274.01716108736696,c
2021-03-10 00:00:00,-155.84154433416688,
2021-03-10 10:00:00,-154.28892091771968,
2021-03-10 10:30:00,-315.0448222301957,
2021-03-10 12:00:00,-292.7251362399793,
2021-03-10 13:30:00,-316.65103973862824,
2021-03-10 15:00:00,-313.5093347146003,
2021-03-10 15:30:30,-313.5093347146003,
2021-03-10 23:59:59,-294.0691137847093,c
2021-03-11 00:00:00,-153.83192855140828,
2021-03-11 10:00:00,-115.19219101866406,
2021-03-11 10:30:00,-138.85059732737454,
2021-03-11 12:00:00,-72.0890542483512,
2021-03-11 13:30:00,-46.033786965106174,
2021-03-11 15:00:00,-9.419999525558978,
2021-03-11 15:30:30,-9.419999525558978,
2021-03-11 23:59:59,27.709419452935208,c
2021-03-12 00:00:00,-138.35285209232666,
2021-03-12 10:00:00,5.21467086252278,
2021-03-12 10:30:00,-62.168955584590094,
2021-03-12 12:00:00,-19.741648018355363,
2021-03-12 13:30:00,-9.512868356539457,
2021-03-12 15:00:00,-10.533139057456765,
2021-03-12 15:30:30,-10.533139057456765,
2021-03-12 23:59:59,0.0,a
2021-03-15 00:00:00,79.29778769313066,
2021-03-15 10:00:00,188.79244669253035,
2021-03-15 10:30:00,111.3918306526482,
2021-03-15 12:00:00,196.63024387413384,
2021-03-15 13:30:00,166.29497831618937,
