date,EU_JETS_2022_Q2,meta
2022-05-06 00:00:00,269.55695205031316,
2022-05-06 03:30:00,258.9047423359507,
2022-05-06 04:00:00,195.51660254500302,
2022-05-06 06:00:00,184.29711399514463,
2022-05-06 08:00:00,192.21074807590367,
2022-05-06 10:30:00,148.01200419840688,
2022-05-06 11:00:00,159.8893553705716,
2022-05-06 23:59:59,154.42802511409946,w
2022-05-09 00:00:00,258.18003904426314,
2022-05-09 03:30:00,162.9868950636269,
2022-05-09 04:00:00,149.26166076633262,
2022-05-09 06:00:00,203.67452686798015,
2022-05-09 08:00:00,239.01566112469345,
2022-05-09 10:30:00,245.52648928153394,
2022-05-09 11:00:00,259.066448963762,
2022-05-09 23:59:59,228.26966714613036,c
2022-05-10 00:00:00,218.22547478922343,
2022-05-10 03:30:00,235.4684726557275,
2022-05-10 04:00:00,226.77836368013232,
2022-05-10 06:00:00,185.66910300387917,
2022-05-10 08:00:00,255.19140346264612,
2022-05-10 10:30:00,234.11521436789326,
2022-05-10 11:00:00,233.5784220438677,
2022-05-10 23:59:59,245.38557169461455,c
2022-05-11 00:00:00,270.5048894505335,
2022-05-11 03:30:00,233.2812145818266,
2022-05-11 04:00:00,229.38120820071026,
2022-05-11 06:00:00,213.03014417914846,
2022-05-11 08:00:00,215.23084250089823,
2022-05-11 10:30:00,179.59357537190817,
2022-05-11 11:00:00,195.32572045292545,
2022-05-11 23:59:59,184.84429270085366,c
2022-05-12 00:00:00,205.76689135396236,
2022-05-12 03:30:00,215.42656845990905,
2022-05-12 04:00:00,201.7338458746881,
2022-05-12 06:00:00,199.03489365818405,
2022-05-12 08:00:00,223.47778787494826,
2022-05-12 10:30:00,179.62202032847654,
2022-05-12 11:00:00,158.24649950752791,
2022-05-12 23:59:59,141.0285975205934,c
2022-05-13 00:00:00,122.44862422926326,
2022-05-13 03:30:00,122.93954146192482,
2022-05-13 04:00:00,92.59841467004208,
2022-05-13 06:00:00,101.88860885263966,
2022-05-13 08:00:00,94.54153273268457,
2022-05-13 10:30:00,84.24877109467889,
2022-05-13 11:00:00,96.83476805751752,
2022-05-13 23:59:59,90.28947808087605,w
2022-05-16 00:00:00,85.51571402008813,
2022-05-16 03:30:00,59.588033106841976,
2022-05-16 04:00:00,50.63458936145116,
2022-05-16 06:00:00,58.4012240320867,
2022-05-16 08:00:00,103.79690954423359,
2022-05-16 10:30:00,103.1195548896867,
2022-05-16 11:00:00,102.84567159656126,
2022-05-16 23:59:59,115.13946678671255,c
2022-05-17 00:00:00,101.3942217503668,
