date,CAD_CDZ_2022_Q1,meta
2022-01-03 00:00:00,-241.6158733934658,
2022-01-03 10:00:00,-241.6158733934658,
2022-01-03 10:30:00,-241.6158733934658,
2022-01-03 12:00:00,-241.6158733934658,
2022-01-03 13:30:00,-241.6158733934658,
2022-01-03 15:00:00,-241.6158733934658,
2022-01-03 15:30:30,-241.6158733934658,
2022-01-03 23:59:59,-241.6158733934658,c
2022-01-04 00:00:00,-241.6158733934658,
2022-01-04 10:00:00,-201.07949833888597,
2022-01-04 10:30:00,-175.0757938557565,
2022-01-04 12:00:00,-187.54127421352314,
2022-01-04 13:30:00,-193.73875866306025,
2022-01-04 15:00:00,-174.76320723275808,
2022-01-04 15:30:30,-174.76320723275808,
2022-01-04 23:59:59,-165.80459613236007,c
2022-01-05 00:00:00,-177.19078721750157,
2022-01-05 10:00:00,-177.40724424434234,
2022-01-05 10:30:00,-159.31298949451616,
2022-01-05 12:00:00,-138.84788580550867,
2022-01-05 13:30:00,-129.34953154274604,
2022-01-05 15:00:00,-113.32485658004975,
2022-01-05 15:30:30,-113.32485658004975,
2022-01-05 23:59:59,-92.99239462699575,c
2022-01-06 00:00:00,-95.36291322486773,
2022-01-06 10:00:00,-116.5632302062229,
2022-01-06 10:30:00,-122.8508249124136,
2022-01-06 12:00:00,-125.14226249144349,
2022-01-06 13:30:00,-87.98616070323442,
2022-01-06 15:00:00,-69.64319416657327,
2022-01-06 15:30:30,-69.64319416657327,
2022-01-06 23:59:59,-64.9624929370359,c
2022-01-07 00:00:00,-27.888339741475647,
2022-01-07 10:00:00,-7.418675638394461,
2022-01-07 10:30:00,-11.290591172301902,
2022-01-07 12:00:00,-23.866474145704842,
2022-01-07 13:30:00,-27.004906347236783,
2022-01-07 15:00:00,9.643690474367986,
2022-01-07 15:30:30,9.643690474367986,
2022-01-07 23:59:59,9.133455181123963,w
2022-01-10 00:00:00,-13.410244461884304,
2022-01-10 10:00:00,11.253173832282073,
2022-01-10 10:30:00,33.7654071556442,
2022-01-10 12:00:00,10.329543053468797,
2022-01-10 13:30:00,17.349061937534316,
2022-01-10 15:00:00,32.05543005110985,
2022-01-10 15:30:30,32.05543005110985,
2022-01-10 23:59:59,29.177839876025246,c
2022-01-11 00:00:00,34.459044654485524,
2022-01-11 10:00:00,51.422134344716596,
2022-01-11 10:30:00,59.77470812668048,
2022-01-11 12:00:00,26.936545067393354,
2022-01-11 13:30:00,36.60376783315928,
2022-01-11 15:00:00,46.29493706480912,
2022-01-11 15:30:30,46.29493706480912,
2022-01-11 23:59:59,42.85862231464671,c
2022-01-12 00:00:00,35.296637900732094,
2022-01-12 10:00:00,31.241128573713922,
2022-01-12 10:30:00,35.1490397189491,
2022-01-12 12:00:00,48.722448490132365,
2022-01-12 13:30:00,57.51769052505824,
2022-01-12 15:00:00,40.760076609565886,
2022-01-12 15:30:30,40.760076609565886,
2022-01-12 23:59:59,61.668211138777224,c
2022-01-13 00:00:00,52.332237752846595,
2022-01-13 10:00:00,64.14365839729203,
2022-01-13 10:30:00,79.75064819905788,
2022-01-13 12:00:00,101.74006251584456,
2022-01-13 13:30:00,84.50255528854404,
2022-01-13 15:00:00,68.01216036543406,
2022-01-13 15:30:30,68.01216036543406,
2022-01-13 23:59:59,41.8900077826022,c
2022-01-14 00:00:00,64.3880936630469,
2022-01-14 10:00:00,59.09789926538997,
2022-01-14 10:30:00,69.8340548307915,
2022-01-14 12:00:00,99.47553215143694,
2022-01-14 13:30:00,97.45850357789686,
2022-01-14 15:00:00,90.11550866502694,
