date,FPX_2021_Q3,meta
2021-08-31 00:00:00,-490.8225000744517,
2021-08-31 10:00:00,-455.5205835928567,
2021-08-31 10:30:00,-457.6925546565126,
2021-08-31 12:00:00,-436.6353008910838,
2021-08-31 13:30:00,-436.9565251969676,
2021-08-31 15:00:00,-436.6911227013065,
2021-08-31 15:30:30,-436.6911227013065,m
2021-08-31 23:59:59,-424.199848974818,c
2021-09-01 00:00:00,-436.0251862125446,
2021-09-01 10:00:00,-435.22201993250974,
2021-09-01 10:30:00,-444.93478430969634,
2021-09-01 12:00:00,-449.70354807047664,
2021-09-01 13:30:00,-447.624709722365,
2021-09-01 15:00:00,-440.6338839495658,
2021-09-01 15:30:30,-440.6338839495658,
2021-09-01 23:59:59,-436.57176204763715,c
2021-09-02 00:00:00,-402.6418287571383,
2021-09-02 10:00:00,-394.31439356345464,
2021-09-02 10:30:00,-385.8424262987333,
2021-09-02 12:00:00,-386.1151162885286,
2021-09-02 13:30:00,-381.31125678411104,
2021-09-02 15:00:00,-367.6834725208884,
2021-09-02 15:30:30,-367.6834725208884,
2021-09-02 23:59:59,-361.908057693768,c
2021-09-03 00:00:00,-358.2071290519234,
2021-09-03 10:00:00,-322.07767392627187,
2021-09-03 10:30:00,-316.8860837939268,
2021-09-03 12:00:00,-293.0671174303598,
2021-09-03 13:30:00,-278.6963721544297,
2021-09-03 15:00:00,-272.8573289634786,
2021-09-03 15:30:30,-272.8573289634786,
2021-09-03 23:59:59,-268.58960488295736,w
2021-09-06 00:00:00,-268.58960488295736,
2021-09-06 10:00:00,-268.58960488295736,
2021-09-06 10:30:00,-268.58960488295736,
2021-09-06 12:00:00,-268.58960488295736,
2021-09-06 13:30:00,-268.58960488295736,
2021-09-06 15:00:00,-268.58960488295736,
2021-09-06 15:30:30,-268.58960488295736,
2021-09-06 23:59:59,-268.58960488295736,c
2021-09-07 00:00:00,-258.8730960746579,
2021-09-07 10:00:00,-250.4063851557498,
2021-09-07 10:30:00,-257.9497423755565,
2021-09-07 12:00:00,-246.54375118464358,
2021-09-07 13:30:00,-240.72232051053325,
2021-09-07 15:00:00,-238.95812775199983,
2021-09-07 15:30:30,-238.95812775199983,
2021-09-07 23:59:59,-242.87570690948337,c
2021-09-08 00:00:00,-210.77179401429888,
2021-09-08 10:00:00,-201.65128154116377,
2021-09-08 10:30:00,-185.39026627788914,
2021-09-08 12:00:00,-177.1210780778133,
2021-09-08 13:30:00,-163.0495601890058,
2021-09-08 15:00:00,-156.28565136424405,
2021-09-08 15:30:30,-156.28565136424405,
2021-09-08 23:59:59,-163.42180215759663,c
2021-09-09 00:00:00,-172.42142716979447,
2021-09-09 10:00:00,-155.98773614642224,
2021-09-09 10:30:00,-164.0731394479324,
2021-09-09 12:00:00,-125.08607989900602,
2021-09-09 13:30:00,-133.50480495930353,
2021-09-09 15:00:00,-121.87728915452188,
2021-09-09 15:30:30,-121.87728915452188,
2021-09-09 23:59:59,-122.1642838760077,c
2021-09-10 00:00:00,-94.07376548817943,
2021-09-10 10:00:00,-85.64619659511833,
2021-09-10 10:30:00,-90.192663963016,
