date,AS_URA_2022_Q3,meta
2022-07-07 00:00:00,45.08583157196608,
2022-07-07 01:00:00,70.07485076216881,
2022-07-07 02:30:00,76.52804626931493,
2022-07-07 03:00:00,76.53623092740327,
2022-07-07 18:30:00,76.53623092740327,
2022-07-07 20:00:00,76.53623092740327,
2022-07-07 23:00:00,-99.87796817994604,
2022-07-07 23:59:59,-143.89028866641092,c
2022-07-08 00:00:00,-127.48828265120073,
2022-07-08 01:00:00,-153.83358952391882,
2022-07-08 02:30:00,-135.8492563426371,
2022-07-08 03:00:00,-138.9119307736014,
2022-07-08 18:30:00,-138.9119307736014,
2022-07-08 20:00:00,-138.9119307736014,
2022-07-08 23:00:00,-138.9119307736014,
2022-07-08 23:59:59,-120.15240757626043,w
2022-07-11 00:00:00,-143.37370906639217,
2022-07-11 01:00:00,-157.30453988361023,
2022-07-11 02:30:00,-167.74001632246336,
2022-07-11 03:00:00,-164.6666773198067,
2022-07-11 18:30:00,-164.6666773198067,
2022-07-11 20:00:00,-164.6666773198067,
2022-07-11 23:00:00,-203.2951419675842,
2022-07-11 23:59:59,-174.77994834272886,c
2022-07-12 00:00:00,-128.7581245756096,
2022-07-12 01:00:00,-157.92394046486152,
2022-07-12 02:30:00,-149.1729884649253,
2022-07-12 03:00:00,-146.79136566709258,
2022-07-12 18:30:00,-146.79136566709258,
2022-07-12 20:00:00,-146.79136566709258,
2022-07-12 23:00:00,-44.67330499362242,
2022-07-12 23:59:59,-74.56329102816153,c
2022-07-13 00:00:00,-100.96450307181885,
2022-07-13 01:00:00,-116.57485352986123,
2022-07-13 02:30:00,-100.51811889961073,
2022-07-13 03:00:00,-100.52394011311844,
2022-07-13 18:30:00,-100.52394011311844,
2022-07-13 20:00:00,-100.52394011311844,
2022-07-13 23:00:00,-84.34375888958357,
2022-07-13 23:59:59,-99.32854649254114,c
2022-07-14 00:00:00,-88.50050201017166,
2022-07-14 01:00:00,-74.13943324364527,
2022-07-14 02:30:00,-72.36993090057467,
2022-07-14 03:00:00,-73.05061334419497,
2022-07-14 18:30:00,-73.05061334419497,
2022-07-14 20:00:00,-73.05061334419497,
2022-07-14 23:00:00,-73.39412905610743,
2022-07-14 23:59:59,-78.66867584632973,c
2022-07-15 00:00:00,-90.29533033376492,
2022-07-15 01:00:00,-103.27755929688647,
2022-07-15 02:30:00,-103.51901784198617,
2022-07-15 03:00:00,-103.51901770268933,
2022-07-15 18:30:00,-103.51901770268933,
2022-07-15 20:00:00,-103.51901770268933,
2022-07-15 23:00:00,-103.51901770268933,
2022-07-15 23:59:59,-91.43230172429276,w
2022-07-18 00:00:00,19.425782580222858,
2022-07-18 01:00:00,26.360564119874198,
2022-07-18 02:30:00,19.7900781962403,
2022-07-18 03:00:00,23.60208658549527,
2022-07-18 18:30:00,23.60208658549527,
2022-07-18 20:00:00,23.60208658549527,
2022-07-18 23:00:00,-35.179393212777086,
