date,MSCI_FACT_QUAL_2021_Q2,meta
2021-04-13 00:00:00,7.744258907235178,
2021-04-13 10:00:00,18.910046599288307,
2021-04-13 10:30:00,34.2472395437739,
2021-04-13 12:00:00,34.62559730738383,
2021-04-13 13:30:00,39.20225648676279,
2021-04-13 15:00:00,34.93229496830986,
2021-04-13 15:30:30,34.93229496830986,
2021-04-13 23:59:59,34.149612350622135,c
2021-04-14 00:00:00,41.5006047530897,
2021-04-14 10:00:00,43.15664731741441,
2021-04-14 10:30:00,35.039140250059404,
2021-04-14 12:00:00,39.44454591408305,
2021-04-14 13:30:00,36.41838891286977,
2021-04-14 15:00:00,27.09882246524859,
2021-04-14 15:30:30,27.09882246524859,
2021-04-14 23:59:59,27.673817692197304,c
2021-04-15 00:00:00,35.65514606796296,
2021-04-15 10:00:00,44.08206628844425,
2021-04-15 10:30:00,45.52178186812739,
2021-04-15 12:00:00,40.46075890294736,
2021-04-15 13:30:00,41.976517086037916,
2021-04-15 15:00:00,50.209787192267015,
2021-04-15 15:30:30,50.209787192267015,
2021-04-15 23:59:59,49.543118128110734,c
2021-04-16 00:00:00,31.41857423401956,
2021-04-16 10:00:00,12.30570284628294,
2021-04-16 10:30:00,14.189506588067957,
2021-04-16 12:00:00,15.6203522196339,
2021-04-16 13:30:00,13.75064893171816,
2021-04-16 15:00:00,16.188484812879267,
2021-04-16 15:30:30,16.188484812879267,
2021-04-16 23:59:59,18.10320193440367,w
2021-04-19 00:00:00,7.931268672361966,
2021-04-19 10:00:00,2.111073549173966,
2021-04-19 10:30:00,3.0428360029423516,
2021-04-19 12:00:00,4.138806323480878,
2021-04-19 13:30:00,8.524836045485358,
2021-04-19 15:00:00,12.098588918780365,
2021-04-19 15:30:30,12.098588918780365,
2021-04-19 23:59:59,8.88235941100055,c
2021-04-20 00:00:00,22.908763945021178,
2021-04-20 10:00:00,34.99911091908956,
2021-04-20 10:30:00,28.28851356126802,
2021-04-20 12:00:00,16.36011426226156,
2021-04-20 13:30:00,21.660407191468607,
2021-04-20 15:00:00,20.745460108788734,
2021-04-20 15:30:30,20.745460108788734,
2021-04-20 23:59:59,21.425001183139273,c
2021-04-21 00:00:00,18.28320182383129,
2021-04-21 10:00:00,33.54399225157022,
2021-04-21 10:30:00,32.241239940783714,
2021-04-21 12:00:00,29.690011432368806,
2021-04-21 13:30:00,22.943893067911176,
2021-04-21 15:00:00,30.113605194902732,
2021-04-21 15:30:30,30.113605194902732,
2021-04-21 23:59:59,30.66466979302311,c
2021-04-22 00:00:00,38.14737491796217,
2021-04-22 10:00:00,45.02099562743496,
2021-04-22 10:30:00,45.652162144467525,
2021-04-22 12:00:00,47.220800200737244,
2021-04-22 13:30:00,56.31919140071108,
2021-04-22 15:00:00,51.63303782228519,
2021-04-22 15:30:30,51.63303782228519,
2021-04-22 23:59:59,56.22871137088447,c
2021-04-23 00:00:00,79.05821184455544,
2021-04-23 10:00:00,81.04183497844099,
2021-04-23 10:30:00,77.53027857008163,
2021-04-23 12:00:00,80.35490327008318,
2021-04-23 13:30:00,83.34521655319861,
2021-04-23 15:00:00,80.85012291855134,
2021-04-23 15:30:30,80.85012291855134,
2021-04-23 23:59:59,85.98379809718415,w
2021-04-26 00:00:00,86.06489624470612,
2021-04-26 10:00:00,77.87403453870365,
2021-04-26 10:30:00,83.35809944213491,
2021-04-26 12:00:00,85.24580644560484,
2021-04-26 13:30:00,81.55356852027165,
2021-04-26 15:00:00,82.7360269659244,
2021-04-26 15:30:30,82.7360269659244,
2021-04-26 23:59:59,83.30520387983864,c
2021-04-27 00:00:00,87.80045628082081,
2021-04-27 10:00:00,88.65042787157108,
2021-04-27 10:30:00,83.22548385880691,
2021-04-27 12:00:00,87.75631807137444,
2021-04-27 13:30:00,93.18357622939817,
2021-04-27 15:00:00,94.31565083789803,
2021-04-27 15:30:30,94.31565083789803,
2021-04-27 23:59:59,92.31184694422325,c
2021-04-28 00:00:00,94.46164236341679,
2021-04-28 10:00:00,72.31431378639962,
2021-04-28 10:30:00,82.10092625945805,
2021-04-28 12:00:00,83.17812103946437,
2021-04-28 13:30:00,80.01990087955573,
2021-04-28 15:00:00,77.45081498253694,
2021-04-28 15:30:30,77.45081498253694,
2021-04-28 23:59:59,76.09322509319628,c
