date,QCLN_2021_Q2,meta
2021-06-03 10:30:00,-596.987378187805,
2021-06-03 12:00:00,-640.1455267172923,
2021-06-03 13:30:00,-585.6848205859355,
2021-06-03 15:00:00,-659.8757155654366,
2021-06-03 15:30:30,-659.8757155654366,
2021-06-03 23:59:59,-646.847872727539,c
2021-06-04 00:00:00,-611.8478177296056,
2021-06-04 10:00:00,-584.0860233157428,
2021-06-04 10:30:00,-527.5718489376586,
2021-06-04 12:00:00,-495.00290601135157,
2021-06-04 13:30:00,-547.1817166699557,
2021-06-04 15:00:00,-555.7343547334801,
2021-06-04 15:30:30,-555.7343547334801,
2021-06-04 23:59:59,-549.0737970887737,w
2021-06-07 00:00:00,-564.05957536591,
2021-06-07 10:00:00,-386.45060639354733,
2021-06-07 10:30:00,-340.88033566934564,
2021-06-07 12:00:00,-418.4888237451876,
2021-06-07 13:30:00,-449.3123960518019,
2021-06-07 15:00:00,-431.97691338851655,
2021-06-07 15:30:30,-431.97691338851655,
2021-06-07 23:59:59,-383.1146401885592,c
2021-06-08 00:00:00,-329.7930545316458,
2021-06-08 10:00:00,-289.87444458062623,
2021-06-08 10:30:00,-200.45869444375353,
2021-06-08 12:00:00,-224.62563253009625,
2021-06-08 13:30:00,-163.55957594885467,
2021-06-08 15:00:00,-180.28275063150363,
2021-06-08 15:30:30,-180.28275063150363,
2021-06-08 23:59:59,-224.20697364971966,c
2021-06-09 00:00:00,-182.0693775018276,
2021-06-09 10:00:00,-342.9314347886275,
2021-06-09 10:30:00,-323.6787384058123,
2021-06-09 12:00:00,-377.4386196097387,
2021-06-09 13:30:00,-336.9685276005928,
2021-06-09 15:00:00,-359.8995107193896,
2021-06-09 15:30:30,-359.8995107193896,
2021-06-09 23:59:59,-425.5240061635877,c
2021-06-10 00:00:00,-408.91661757666134,
2021-06-10 10:00:00,-405.4741489642647,
2021-06-10 10:30:00,-328.1665948487623,
2021-06-10 12:00:00,-370.6866402339481,
2021-06-10 13:30:00,-333.50065550474505,
2021-06-10 15:00:00,-365.40271290108444,
2021-06-10 15:30:30,-365.40271290108444,
2021-06-10 23:59:59,-387.9867268728592,c
2021-06-11 00:00:00,-348.68225634847295,
2021-06-11 10:00:00,-214.34024292564004,
2021-06-11 10:30:00,-154.7442377967268,
2021-06-11 12:00:00,-8.375064800254222,
2021-06-11 13:30:00,7.020221425771524,
2021-06-11 15:00:00,-0.4471833491734287,
2021-06-11 15:30:30,-0.4471833491734287,
2021-06-11 23:59:59,0.0,a
2021-06-14 00:00:00,56.27610087970152,
2021-06-14 10:00:00,39.36870091919354,
2021-06-14 10:30:00,120.15660206584789,
2021-06-14 12:00:00,218.25050110555867,
2021-06-14 13:30:00,181.67783248634942,
2021-06-14 15:00:00,149.5119872071682,
2021-06-14 15:30:30,149.5119872071682,
2021-06-14 23:59:59,135.43585043081293,c
2021-06-15 00:00:00,-23.735583352639424,
2021-06-15 10:00:00,-74.93655905635569,
2021-06-15 10:30:00,-191.44452260513845,
2021-06-15 12:00:00,-33.797024071024225,
2021-06-15 13:30:00,-77.7697485559072,
2021-06-15 15:00:00,-123.20582628639158,
2021-06-15 15:30:30,-123.20582628639158,
2021-06-15 23:59:59,-166.61614402450186,c
2021-06-16 00:00:00,-350.75083167266826,
2021-06-16 10:00:00,-207.12106374771565,
2021-06-16 10:30:00,-98.21824694773727,
2021-06-16 12:00:00,-162.98821005790296,
2021-06-16 13:30:00,-95.93672551009035,
2021-06-16 15:00:00,-83.06610808530831,
2021-06-16 15:30:30,-83.06610808530831,
2021-06-16 23:59:59,-42.106618387060735,c
2021-06-17 00:00:00,-20.568943882301937,
2021-06-17 10:00:00,267.266842878425,
2021-06-17 10:30:00,255.3121431405384,
2021-06-17 12:00:00,257.0235797091941,
2021-06-17 13:30:00,334.8379015596079,
2021-06-17 15:00:00,327.26053284601176,
2021-06-17 15:30:30,327.26053284601176,
2021-06-17 23:59:59,361.696932875941,c
2021-06-18 00:00:00,468.26041276793285,
2021-06-18 10:00:00,453.13689456809334,
2021-06-18 10:30:00,440.57674988425197,
2021-06-18 12:00:00,558.0327182134993,
2021-06-18 13:30:00,543.7470666048544,
2021-06-18 15:00:00,476.9036692954742,
2021-06-18 15:30:30,476.9036692954742,
2021-06-18 23:59:59,534.1737317816046,e
2021-06-21 00:00:00,464.985803577144,
2021-06-21 10:00:00,263.45593507553576,
2021-06-21 10:30:00,130.07177479987513,
2021-06-21 12:00:00,243.26264103478525,
2021-06-21 13:30:00,332.4124618306573,
2021-06-21 15:00:00,293.3879711441132,
2021-06-21 15:30:30,293.3879711441132,
2021-06-21 23:59:59,284.9825552392899,c
2021-06-22 00:00:00,141.34231195408665,
2021-06-22 10:00:00,-75.53030921545997,
2021-06-22 10:30:00,-106.61524009862433,
2021-06-22 12:00:00,-154.88874322658398,
2021-06-22 13:30:00,-219.7478793222956,
2021-06-22 15:00:00,-221.53564377357088,
2021-06-22 15:30:30,-221.53564377357088,
2021-06-22 23:59:59,-246.3909018415577,c
2021-06-23 00:00:00,28.80769867012441,
2021-06-23 10:00:00,-64.20233543276322,
2021-06-23 10:30:00,52.18306110017056,
2021-06-23 12:00:00,4.436072869586042,
2021-06-23 13:30:00,-60.00711254465591,
2021-06-23 15:00:00,-32.64457029392179,
2021-06-23 15:30:30,-32.64457029392179,
2021-06-23 23:59:59,-34.13101693864337,c
2021-06-24 00:00:00,12.11364734438257,
2021-06-24 10:00:00,-57.246062970028106,
2021-06-24 10:30:00,-221.6918572074012,
2021-06-24 12:00:00,-130.69635650351438,
2021-06-24 13:30:00,-116.52431412901524,
2021-06-24 15:00:00,-141.98950378639643,
2021-06-24 15:30:30,-141.98950378639643,
2021-06-24 23:59:59,-149.09633732016664,c
2021-06-25 00:00:00,-120.57930398057852,
2021-06-25 10:00:00,-154.22647608804868,
2021-06-25 10:30:00,-65.58735413645445,
2021-06-25 12:00:00,-13.272024589522061,
2021-06-25 13:30:00,-16.729958219542368,
2021-06-25 15:00:00,-7.083604631082835,
2021-06-25 15:30:30,-7.083604631082835,
2021-06-25 23:59:59,1.7336878482674365,w
2021-06-28 00:00:00,23.849961025356606,
2021-06-28 10:00:00,300.69555881570113,
2021-06-28 10:30:00,317.16541105937495,
2021-06-28 12:00:00,282.98929221135586,
2021-06-28 13:30:00,309.327845283678,
2021-06-28 15:00:00,407.4931607718963,
2021-06-28 15:30:30,407.4931607718963,
2021-06-28 23:59:59,401.5302688652778,c
2021-06-29 00:00:00,263.6735270552954,
2021-06-29 10:00:00,279.3734339202674,
2021-06-29 10:30:00,249.76485131044956,
2021-06-29 12:00:00,310.9754306944578,
2021-06-29 13:30:00,340.84354503362647,
2021-06-29 15:00:00,320.09748470424347,
2021-06-29 15:30:30,320.09748470424347,
2021-06-29 23:59:59,269.55454345689486,c
2021-06-30 00:00:00,133.0569749244478,
2021-06-30 10:00:00,170.66281496174224,
2021-06-30 10:30:00,252.29292582873813,
2021-06-30 12:00:00,275.3367307317153,
2021-06-30 13:30:00,300.3935399863444,
2021-06-30 15:00:00,335.34990745694813,
2021-06-30 15:30:30,335.34990745694813,
2021-06-30 23:59:59,310.95934465498203,c
2021-07-01 00:00:00,565.7313657547725,
2021-07-01 10:00:00,688.3854258537517,
2021-07-01 10:30:00,544.2531927219025,
2021-07-01 12:00:00,469.0409090152698,
2021-07-01 13:30:00,155.38541531961164,
2021-07-01 15:00:00,160.56034488078603,
2021-07-01 15:30:30,160.56034488078603,
2021-07-01 23:59:59,204.3260821075478,c
2021-07-02 00:00:00,205.75670525617988,
2021-07-02 10:00:00,-38.25431251112332,
2021-07-02 10:30:00,14.361628591007047,
2021-07-02 12:00:00,100.59400993688268,
2021-07-02 13:30:00,194.3470784064839,
2021-07-02 15:00:00,224.05790238836516,
2021-07-02 15:30:30,224.05790238836516,
2021-07-02 23:59:59,176.111524636367,w
