date,OMFL_2021_Z,meta
2021-11-19 00:00:00,-76.35539566280283,
2021-11-19 10:00:00,-54.61213912830067,
2021-11-19 10:30:00,-64.2574804335382,
2021-11-19 12:00:00,-75.34131441942418,
2021-11-19 13:30:00,-85.42412120396307,
2021-11-19 15:00:00,-75.6599810020586,
2021-11-19 15:30:30,-75.6599810020586,
2021-11-19 23:59:59,-78.34243795299267,w
2021-11-22 00:00:00,-96.48891946223821,
2021-11-22 10:00:00,-105.49077927050786,
2021-11-22 10:30:00,-111.08191470665597,
2021-11-22 12:00:00,-114.00841772227645,
2021-11-22 13:30:00,-140.7615553542094,
2021-11-22 15:00:00,-150.78455987005762,
2021-11-22 15:30:30,-150.78455987005762,u
2021-11-22 23:59:59,-145.78891176081,c
2021-11-23 00:00:00,-155.92978153636003,
2021-11-23 10:00:00,-166.1982582159365,
2021-11-23 10:30:00,-175.827627199251,
2021-11-23 12:00:00,-150.73823915642362,
2021-11-23 13:30:00,-154.55829733559565,
2021-11-23 15:00:00,-148.21462206458656,
2021-11-23 15:30:30,-148.21462206458656,
2021-11-23 23:59:59,-149.49441280880555,c
2021-11-24 00:00:00,-144.60119381881645,
2021-11-24 10:00:00,-154.4355634026515,
2021-11-24 10:30:00,-158.87179148846784,
2021-11-24 12:00:00,-148.11273576830655,
2021-11-24 13:30:00,-149.72506757554456,
2021-11-24 15:00:00,-146.57269812492513,
2021-11-24 15:30:30,-146.57269812492513,
2021-11-24 23:59:59,-136.19804019265325,c
2021-11-25 00:00:00,-136.19804019265325,
2021-11-25 10:00:00,-136.19804019265325,
2021-11-25 10:30:00,-136.19804019265325,
2021-11-25 12:00:00,-136.19804019265325,
2021-11-25 13:30:00,-136.19804019265325,
2021-11-25 15:00:00,-136.19804019265325,
2021-11-25 15:30:30,-136.19804019265325,
2021-11-25 23:59:59,-136.19804019265325,c
2021-11-26 00:00:00,-48.22991977395185,
2021-11-26 10:00:00,-10.92249473467632,
2021-11-26 10:30:00,-31.676659401070367,
2021-11-26 12:00:00,-39.65719209737847,
2021-11-26 13:30:00,-39.65719209737847,
2021-11-26 15:00:00,-39.65719209737847,
2021-11-26 15:30:30,-39.65719209737847,
2021-11-26 23:59:59,-81.36374828164875,w
2021-11-29 00:00:00,-100.88470487020547,
2021-11-29 10:00:00,-54.30601513900206,
2021-11-29 10:30:00,-27.206079417063336,
2021-11-29 12:00:00,-24.01942350550445,
2021-11-29 13:30:00,-44.12372161823703,
2021-11-29 15:00:00,-33.046773607609,
2021-11-29 15:30:30,-33.046773607609,
2021-11-29 23:59:59,-34.900755474259824,c
2021-11-30 00:00:00,-16.99321833134792,
2021-11-30 10:00:00,3.055950264898115,
2021-11-30 10:30:00,24.479949627049734,
2021-11-30 12:00:00,25.258341075254123,
2021-11-30 13:30:00,49.160342392295945,
2021-11-30 15:00:00,29.401094622570156,
2021-11-30 15:30:30,29.401094622570156,s
2021-11-30 23:59:59,17.778073798842115,c
2021-12-01 00:00:00,-14.251385738374324,
2021-12-01 10:00:00,-51.09153848718813,
2021-12-01 10:30:00,-48.2706686313598,
2021-12-01 12:00:00,12.549207071605508,
2021-12-01 13:30:00,16.930473608946272,
2021-12-01 15:00:00,35.96088073278872,
2021-12-01 15:30:30,35.96088073278872,
2021-12-01 23:59:59,48.84917404063714,c
2021-12-02 00:00:00,20.47079712913603,
2021-12-02 10:00:00,3.384443229602084,
2021-12-02 10:30:00,1.15115911630852,
2021-12-02 12:00:00,-24.111449684775664,
2021-12-02 13:30:00,-10.798994048873283,
2021-12-02 15:00:00,-35.337451894271055,
2021-12-02 15:30:30,-35.337451894271055,
2021-12-02 23:59:59,-34.14674603987953,c
2021-12-03 00:00:00,-41.49095892014299,
