date,MXN_FTSE_2021_Q1,meta
2021-01-08 00:00:00,-376.1720034640093,
2021-01-08 10:00:00,-372.1283790398202,
2021-01-08 10:30:00,-376.99257623755966,
2021-01-08 12:00:00,-371.876452848217,
2021-01-08 13:30:00,-333.9234117610149,
2021-01-08 15:00:00,-365.23132561744023,
2021-01-08 15:30:30,-365.23132561744023,
2021-01-08 23:59:59,-383.17388869550996,w
2021-01-11 00:00:00,-416.89560527820595,
2021-01-11 10:00:00,-383.8776840909786,
2021-01-11 10:30:00,-409.8067194434934,
2021-01-11 12:00:00,-403.53050636266835,
2021-01-11 13:30:00,-418.6732373842433,
2021-01-11 15:00:00,-424.4685154950894,
2021-01-11 15:30:30,-424.4685154950894,
2021-01-11 23:59:59,-383.798196593124,c
2021-01-12 00:00:00,-395.5860019853908,
2021-01-12 10:00:00,-365.19156338278754,
2021-01-12 10:30:00,-395.4535495148648,
2021-01-12 12:00:00,-373.47556915748464,
2021-01-12 13:30:00,-344.07139836254373,
2021-01-12 15:00:00,-377.75334004300475,
2021-01-12 15:30:30,-377.75334004300475,
2021-01-12 23:59:59,-292.05244730777304,c
2021-01-13 00:00:00,-335.64799320529255,
2021-01-13 10:00:00,-311.38083791988083,
2021-01-13 10:30:00,-318.75696586042795,
2021-01-13 12:00:00,-330.64312297507513,
2021-01-13 13:30:00,-305.6688216094608,
2021-01-13 15:00:00,-269.4827653960647,
2021-01-13 15:30:30,-269.4827653960647,
2021-01-13 23:59:59,-276.5709289390952,c
2021-01-14 00:00:00,-301.4265056006834,
2021-01-14 10:00:00,-272.3806221335908,
2021-01-14 10:30:00,-310.6674215168914,
2021-01-14 12:00:00,-341.11192228658183,
2021-01-14 13:30:00,-330.47016620797694,
2021-01-14 15:00:00,-343.79373866770766,
2021-01-14 15:30:30,-343.79373866770766,
2021-01-14 23:59:59,-296.1959278749182,c
2021-01-15 00:00:00,-307.0553398095426,
2021-01-15 10:00:00,-283.46097376759826,
2021-01-15 10:30:00,-251.9129649365541,
2021-01-15 12:00:00,-294.9566036717988,
2021-01-15 13:30:00,-291.2419160958425,
2021-01-15 15:00:00,-285.40891117526826,
2021-01-15 15:30:30,-285.40891117526826,
2021-01-15 23:59:59,-294.1615483335927,w
2021-01-18 00:00:00,-269.5487879116654,
2021-01-18 10:00:00,-306.5677380222178,
2021-01-18 10:30:00,-320.70474549472783,
2021-01-18 12:00:00,-335.1283031459725,
2021-01-18 13:30:00,-330.08657081225465,
2021-01-18 15:00:00,-309.35962698230287,
2021-01-18 15:30:30,-309.35962698230287,
2021-01-18 23:59:59,-398.4038560734771,c
2021-01-19 00:00:00,-368.18366933632024,
2021-01-19 10:00:00,-265.5489661665779,
2021-01-19 10:30:00,-263.0031622854749,
2021-01-19 12:00:00,-271.36551377298474,
2021-01-19 13:30:00,-259.8060145812051,
2021-01-19 15:00:00,-246.75068369117162,
2021-01-19 15:30:30,-246.75068369117162,
2021-01-19 23:59:59,-284.12556837937336,c
2021-01-20 00:00:00,-332.29265712526103,
2021-01-20 10:00:00,-294.8957166771215,
2021-01-20 10:30:00,-303.7900642130471,
2021-01-20 12:00:00,-197.9333016212986,
2021-01-20 13:30:00,-192.52097163604594,
2021-01-20 15:00:00,-169.95341865989576,
2021-01-20 15:30:30,-169.95341865989576,
2021-01-20 23:59:59,-192.05678631642968,c
2021-01-21 00:00:00,-210.1455403259597,
2021-01-21 10:00:00,-200.35113597014788,
2021-01-21 10:30:00,-204.1621373254984,
2021-01-21 12:00:00,-147.08004366551904,
2021-01-21 13:30:00,-112.93922356480107,
2021-01-21 15:00:00,-120.71829581547718,
2021-01-21 15:30:30,-120.71829581547718,
2021-01-21 23:59:59,-140.9923397384091,c
2021-01-22 00:00:00,-144.7841647674586,
2021-01-22 10:00:00,-126.3862227956397,
2021-01-22 10:30:00,-128.25148179645475,
2021-01-22 12:00:00,-150.19171296900822,
2021-01-22 13:30:00,-140.93249598337843,
2021-01-22 15:00:00,-155.28339865986527,
2021-01-22 15:30:30,-155.28339865986527,
