date,AS_FTSE_EM_MIG_2023_Q1,meta
2023-01-06 00:00:00,879.8468544296684,
2023-01-06 01:00:00,879.8468544296684,
2023-01-06 02:30:00,879.8468544296684,
2023-01-06 03:00:00,879.8468544296684,
2023-01-06 18:30:00,879.8468544296684,
2023-01-06 20:00:00,879.8468544296684,
2023-01-06 23:00:00,879.8468544296684,
2023-01-06 23:59:59,921.00130571091,w
2023-01-09 00:00:00,917.031035704782,
2023-01-09 01:00:00,917.031035704782,
2023-01-09 02:30:00,917.031035704782,
2023-01-09 03:00:00,917.031035704782,
2023-01-09 18:30:00,917.031035704782,
2023-01-09 20:00:00,917.031035704782,
2023-01-09 23:00:00,957.7818972792575,
2023-01-09 23:59:59,1017.5466283791593,c
2023-01-10 00:00:00,1018.0992398999606,
2023-01-10 01:00:00,1018.0992398999606,
2023-01-10 02:30:00,1018.0992398999606,
2023-01-10 03:00:00,1018.0992398999606,
2023-01-10 18:30:00,1018.0992398999606,
2023-01-10 20:00:00,1018.0992398999606,
2023-01-10 23:00:00,973.8061957338832,
2023-01-10 23:59:59,934.8851932974103,c
2023-01-11 00:00:00,947.5007167825552,
2023-01-11 01:00:00,947.5007167825552,
2023-01-11 02:30:00,947.5007167825552,
2023-01-11 03:00:00,947.5007167825552,
2023-01-11 18:30:00,947.5007167825552,
2023-01-11 20:00:00,947.5007167825552,
2023-01-11 23:00:00,1110.5955754619208,
2023-01-11 23:59:59,1134.6462611493444,c
2023-01-12 00:00:00,1132.657238405447,
2023-01-12 01:00:00,1132.657238405447,
2023-01-12 02:30:00,1132.657238405447,
2023-01-12 03:00:00,1132.657238405447,
2023-01-12 18:30:00,1132.657238405447,
2023-01-12 20:00:00,1132.657238405447,
2023-01-12 23:00:00,1180.7875876401667,
2023-01-12 23:59:59,1155.0761191060174,c
2023-01-13 00:00:00,1148.6010650204444,
2023-01-13 01:00:00,1148.6010650204444,
2023-01-13 02:30:00,1148.6010650204444,
2023-01-13 03:00:00,1148.6010650204444,
2023-01-13 18:30:00,1148.6010650204444,
2023-01-13 20:00:00,1148.6010650204444,
2023-01-13 23:00:00,1148.6010650204444,
2023-01-13 23:59:59,1175.808768155528,w
2023-01-16 00:00:00,1027.35512145161,
2023-01-16 01:00:00,1027.35512145161,
2023-01-16 02:30:00,1027.35512145161,
2023-01-16 03:00:00,1027.35512145161,
2023-01-16 18:30:00,1027.35512145161,
2023-01-16 20:00:00,1027.35512145161,
2023-01-16 23:00:00,883.4193196161123,
2023-01-16 23:59:59,891.0868218570304,c
2023-01-17 00:00:00,922.9143034199387,
2023-01-17 01:00:00,922.9143034199387,
2023-01-17 02:30:00,922.9143034199387,
2023-01-17 03:00:00,922.9143034199387,
2023-01-17 18:30:00,922.9143034199387,
2023-01-17 20:00:00,922.9143034199387,
2023-01-17 23:00:00,922.9143034199387,
2023-01-17 23:59:59,989.0318939177432,c
2023-01-18 00:00:00,989.0318939177432,
2023-01-18 01:00:00,989.0318939177432,
2023-01-18 02:30:00,989.0318939177432,
2023-01-18 03:00:00,989.0318939177432,
2023-01-18 18:30:00,989.0318939177432,
2023-01-18 20:00:00,989.0318939177432,
2023-01-18 23:00:00,989.0318939177432,
2023-01-18 23:59:59,989.0318939177432,c
2023-01-19 00:00:00,989.0318939177432,
2023-01-19 01:00:00,989.0318939177432,
2023-01-19 02:30:00,989.0318939177432,
2023-01-19 03:00:00,989.0318939177432,
2023-01-19 18:30:00,989.0318939177432,
2023-01-19 20:00:00,989.0318939177432,
2023-01-19 23:00:00,989.0318939177432,
2023-01-19 23:59:59,989.0318939177432,c
2023-01-20 00:00:00,989.0318939177432,
2023-01-20 01:00:00,989.0318939177432,
2023-01-20 02:30:00,989.0318939177432,
2023-01-20 03:00:00,989.0318939177432,
2023-01-20 18:30:00,989.0318939177432,
2023-01-20 20:00:00,989.0318939177432,
2023-01-20 23:00:00,989.0318939177432,
2023-01-20 23:59:59,989.0318939177432,w
2023-01-23 00:00:00,989.0318939177432,
2023-01-23 01:00:00,989.0318939177432,
2023-01-23 02:30:00,989.0318939177432,
2023-01-23 03:00:00,989.0318939177432,
2023-01-23 18:30:00,989.0318939177432,
2023-01-23 20:00:00,989.0318939177432,
2023-01-23 23:00:00,989.0318939177432,
2023-01-23 23:59:59,989.0318939177432,c
2023-01-24 00:00:00,989.0318939177432,
2023-01-24 01:00:00,989.0318939177432,
2023-01-24 02:30:00,989.0318939177432,
2023-01-24 03:00:00,989.0318939177432,
2023-01-24 18:30:00,989.0318939177432,
2023-01-24 20:00:00,989.0318939177432,
2023-01-24 23:00:00,989.0318939177432,
2023-01-24 23:59:59,989.0318939177432,c
2023-01-25 00:00:00,989.0318939177432,
2023-01-25 01:00:00,989.0318939177432,
2023-01-25 02:30:00,989.0318939177432,
2023-01-25 03:00:00,989.0318939177432,
2023-01-25 18:30:00,989.0318939177432,
2023-01-25 20:00:00,989.0318939177432,
2023-01-25 23:00:00,989.0318939177432,
2023-01-25 23:59:59,989.0318939177432,c
2023-01-26 00:00:00,989.0318939177432,
2023-01-26 01:00:00,989.0318939177432,
2023-01-26 02:30:00,989.0318939177432,
2023-01-26 03:00:00,989.0318939177432,
2023-01-26 18:30:00,989.0318939177432,
2023-01-26 20:00:00,989.0318939177432,
2023-01-26 23:00:00,989.0318939177432,
2023-01-26 23:59:59,989.0318939177432,c
2023-01-27 00:00:00,989.0318939177432,
2023-01-27 01:00:00,989.0318939177432,
2023-01-27 02:30:00,989.0318939177432,
2023-01-27 03:00:00,989.0318939177432,
2023-01-27 18:30:00,989.0318939177432,
2023-01-27 20:00:00,989.0318939177432,
2023-01-27 23:00:00,989.0318939177432,
2023-01-27 23:59:59,989.0318939177432,w
2023-01-30 00:00:00,961.9710401977336,
2023-01-30 01:00:00,961.9710401977336,
2023-01-30 02:30:00,961.9710401977336,
2023-01-30 03:00:00,961.9710401977336,
2023-01-30 18:30:00,961.9710401977336,
2023-01-30 20:00:00,961.9710401977336,
2023-01-30 23:00:00,672.7609728929747,
