date,FVD_2021_Mar,meta
2021-03-08 00:00:00,177.73807333201478,
2021-03-08 10:00:00,176.07333185546793,
2021-03-08 10:30:00,180.0487747160455,
2021-03-08 12:00:00,180.79986063403635,
2021-03-08 13:30:00,157.10385105285275,
2021-03-08 15:00:00,144.56971791338128,
2021-03-08 15:30:30,144.56971791338128,
2021-03-08 23:59:59,113.69460161112875,c
2021-03-09 00:00:00,140.97684832053721,
2021-03-09 10:00:00,127.26367135206647,
2021-03-09 10:30:00,144.77476184393993,
2021-03-09 12:00:00,155.9489616006913,
2021-03-09 13:30:00,154.90604738534353,
2021-03-09 15:00:00,158.48271192711923,
2021-03-09 15:30:30,158.48271192711923,
2021-03-09 23:59:59,148.32039122525828,c
2021-03-10 00:00:00,157.21362546307387,
2021-03-10 10:00:00,146.74927511146666,
2021-03-10 10:30:00,131.09437950617485,
2021-03-10 12:00:00,129.64486185343537,
2021-03-10 13:30:00,132.46474266251982,
2021-03-10 15:00:00,128.3414194579168,
2021-03-10 15:30:30,128.3414194579168,
2021-03-10 23:59:59,129.76391042034936,c
2021-03-11 00:00:00,152.85750231212546,
2021-03-11 10:00:00,135.86331540341303,
2021-03-11 10:30:00,156.29201045133482,
2021-03-11 12:00:00,152.1597023568096,
2021-03-11 13:30:00,166.46051664365768,
2021-03-11 15:00:00,174.62695809412537,
2021-03-11 15:30:30,174.62695809412537,
2021-03-11 23:59:59,165.22457732894338,c
2021-03-12 00:00:00,145.33265630549454,
2021-03-12 10:00:00,154.9614909827884,
2021-03-12 10:30:00,145.433448926217,
2021-03-12 12:00:00,123.68863946617364,
2021-03-12 13:30:00,124.63757989545343,
2021-03-12 15:00:00,115.7293616629031,
2021-03-12 15:30:30,115.7293616629031,
2021-03-12 23:59:59,124.69959408173202,w
2021-03-15 00:00:00,0.5398840114631867,
2021-03-15 10:00:00,-25.472223520255625,
2021-03-15 10:30:00,-18.748862094941387,
2021-03-15 12:00:00,-33.942478201109566,
2021-03-15 13:30:00,-26.851803285141273,
2021-03-15 15:00:00,-25.06973611780711,
2021-03-15 15:30:30,-25.06973611780711,
2021-03-15 23:59:59,-18.317161242150405,c
2021-03-16 00:00:00,1.7822371336204696,
2021-03-16 10:00:00,-16.745112738119587,
2021-03-16 10:30:00,-13.080349746394518,
2021-03-16 12:00:00,-19.52516452674024,
2021-03-16 13:30:00,-21.842448855596672,
2021-03-16 15:00:00,-10.899472103824223,
2021-03-16 15:30:30,-10.899472103824223,
2021-03-16 23:59:59,-20.01604539559878,c
2021-03-17 00:00:00,-13.059346411853198,
2021-03-17 10:00:00,-21.691948032347227,
2021-03-17 10:30:00,-10.249770291988966,
2021-03-17 12:00:00,-6.078966828654188,
2021-03-17 13:30:00,4.228794298141565,
2021-03-17 15:00:00,12.57418491943531,
2021-03-17 15:30:30,12.57418491943531,
2021-03-17 23:59:59,26.249455793070638,c
2021-03-18 00:00:00,14.481254615981584,
2021-03-18 10:00:00,1.8471387252740215,
2021-03-18 10:30:00,8.494580805369992,
2021-03-18 12:00:00,11.092674317665114,
2021-03-18 13:30:00,-23.52394596864508,
2021-03-18 15:00:00,-31.160387895067174,
2021-03-18 15:30:30,-31.160387895067174,
2021-03-18 23:59:59,-47.8962644778602,c
2021-03-19 00:00:00,-62.77238139920479,
2021-03-19 10:00:00,-56.68512638792794,
2021-03-19 10:30:00,-71.9068912993568,
2021-03-19 12:00:00,-78.16670728874016,
2021-03-19 13:30:00,-85.57448581237696,
2021-03-19 15:00:00,-99.15064025887352,
2021-03-19 15:30:30,-99.15064025887352,q
2021-03-19 23:59:59,-107.1583259323748,w
2021-03-22 00:00:00,-116.10897673030269,
2021-03-22 10:00:00,-107.1872365498715,
2021-03-22 10:30:00,-72.91552518038282,
2021-03-22 12:00:00,-43.29616431119223,
2021-03-22 13:30:00,-16.449510129152827,
2021-03-22 15:00:00,11.658089899398647,
2021-03-22 15:30:30,11.658089899398647,s
2021-03-22 23:59:59,0.0,a
2021-03-23 00:00:00,-7.186294145581883,
2021-03-23 10:00:00,-28.1417585123138,
2021-03-23 10:30:00,-44.92714684164969,
2021-03-23 12:00:00,-57.568073373497896,
2021-03-23 13:30:00,-41.0428846097866,
2021-03-23 15:00:00,-42.63439106533747,
2021-03-23 15:30:30,-42.63439106533747,
2021-03-23 23:59:59,-61.06675739929409,c
2021-03-24 00:00:00,-61.39017204491341,
2021-03-24 10:00:00,-67.6234905865723,
2021-03-24 10:30:00,-95.5476591072146,
2021-03-24 12:00:00,-102.11616385552719,
2021-03-24 13:30:00,-122.31153019576578,
2021-03-24 15:00:00,-137.29508826805318,
2021-03-24 15:30:30,-137.29508826805318,
2021-03-24 23:59:59,-122.78889596856698,e
2021-03-25 00:00:00,-124.61959600504719,
2021-03-25 10:00:00,-106.15890353880451,
2021-03-25 10:30:00,-111.38001644334099,
2021-03-25 12:00:00,-127.50352535594794,
2021-03-25 13:30:00,-123.72257787757832,
2021-03-25 15:00:00,-120.55415694270977,
2021-03-25 15:30:30,-120.55415694270977,
2021-03-25 23:59:59,-115.14472398534315,c
2021-03-26 00:00:00,-100.82755312352799,
2021-03-26 10:00:00,-95.37039594377012,
2021-03-26 10:30:00,-77.81789797472294,
2021-03-26 12:00:00,-60.778583826541364,
2021-03-26 13:30:00,-42.18470354110923,
2021-03-26 15:00:00,-36.08494935927263,
2021-03-26 15:30:30,-36.08494935927263,
2021-03-26 23:59:59,-23.59959760008769,w
2021-03-29 00:00:00,-20.45219178272157,
2021-03-29 10:00:00,-48.394177225164526,
2021-03-29 10:30:00,-64.3930643718885,
2021-03-29 12:00:00,-44.60063059062304,
2021-03-29 13:30:00,-54.09079522885372,
2021-03-29 15:00:00,-49.24192925289583,
2021-03-29 15:30:30,-49.24192925289583,
2021-03-29 23:59:59,-51.83114723258598,c
2021-03-30 00:00:00,-42.48430122420575,
2021-03-30 10:00:00,-53.219336675809245,
2021-03-30 10:30:00,-47.508409250305135,
2021-03-30 12:00:00,-33.25099978266678,
2021-03-30 13:30:00,-25.861289559371016,
2021-03-30 15:00:00,-43.39282465209385,
2021-03-30 15:30:30,-43.39282465209385,
2021-03-30 23:59:59,-43.92532768922365,c
2021-03-31 00:00:00,-38.40499545425962,
2021-03-31 10:00:00,-41.29562195723372,
2021-03-31 10:30:00,-40.089012208773056,
