date,FVD_2021_May,meta
2021-05-10 00:00:00,-9.143448049493998,
2021-05-10 10:00:00,-20.845066810737563,
2021-05-10 10:30:00,-17.28924930669966,
2021-05-10 12:00:00,-17.003712503418953,
2021-05-10 13:30:00,11.535100464993846,
2021-05-10 15:00:00,22.773239271476008,
2021-05-10 15:30:30,22.773239271476008,
2021-05-10 23:59:59,31.754993230369884,c
2021-05-11 00:00:00,43.4552849131217,
2021-05-11 10:00:00,0.8884783015869004,
2021-05-11 10:30:00,20.09666453494475,
2021-05-11 12:00:00,13.978333491992409,
2021-05-11 13:30:00,7.200786390223797,
2021-05-11 15:00:00,14.471868870705613,
2021-05-11 15:30:30,14.471868870705613,
2021-05-11 23:59:59,9.818556916531222,c
2021-05-12 00:00:00,-31.945292898951138,
2021-05-12 10:00:00,-26.257709504364726,
2021-05-12 10:30:00,-13.081629856405769,
2021-05-12 12:00:00,-13.673462364320997,
2021-05-12 13:30:00,-9.900437039637566,
2021-05-12 15:00:00,-9.730572044838269,
2021-05-12 15:30:30,-9.730572044838269,
2021-05-12 23:59:59,2.742343343911287,c
2021-05-13 00:00:00,20.486458075730013,
2021-05-13 10:00:00,-23.634766492551677,
2021-05-13 10:30:00,-21.98932592168903,
2021-05-13 12:00:00,8.605095332534177,
2021-05-13 13:30:00,-9.084133600139623,
2021-05-13 15:00:00,-19.414167279934347,
2021-05-13 15:30:30,-19.414167279934347,u
2021-05-13 23:59:59,-30.645181531616302,c
2021-05-14 00:00:00,-40.636115293239484,
2021-05-14 10:00:00,-39.29419813743456,
2021-05-14 10:30:00,-26.147595254930522,
2021-05-14 12:00:00,-14.420907792997511,
2021-05-14 13:30:00,-18.724782557030963,
2021-05-14 15:00:00,-28.382792227195893,
2021-05-14 15:30:30,-28.382792227195893,
2021-05-14 23:59:59,-31.994923503039217,w
2021-05-17 00:00:00,-5.83206201287372,
2021-05-17 10:00:00,-21.135228346275426,
2021-05-17 10:30:00,-32.12141569592353,
2021-05-17 12:00:00,-56.2987602926151,
2021-05-17 13:30:00,-49.77354925069585,
2021-05-17 15:00:00,-44.574377962962814,
2021-05-17 15:30:30,-44.574377962962814,
2021-05-17 23:59:59,-53.220376531800255,c
2021-05-18 00:00:00,-50.87385754437031,
2021-05-18 10:00:00,-64.8576868547695,
2021-05-18 10:30:00,-40.39041696228044,
2021-05-18 12:00:00,-39.07782471761564,
2021-05-18 13:30:00,-37.88073166146063,
2021-05-18 15:00:00,-28.394537677822598,
2021-05-18 15:30:30,-28.394537677822598,
2021-05-18 23:59:59,-20.24497631609431,c
2021-05-19 00:00:00,-15.236572318687251,
2021-05-19 10:00:00,9.388430884398268,
2021-05-19 10:30:00,1.3285320020867388,
2021-05-19 12:00:00,-7.245935104399678,
2021-05-19 13:30:00,-6.467261372514557,
2021-05-19 15:00:00,1.0114382948939138,
2021-05-19 15:30:30,1.0114382948939138,
2021-05-19 23:59:59,-14.809544674428821,c
2021-05-20 00:00:00,-22.927875879236396,
2021-05-20 10:00:00,1.9503235753097172,
2021-05-20 10:30:00,-2.2106473321806703,
2021-05-20 12:00:00,-0.38672812971567794,
2021-05-20 13:30:00,1.128668848882576,
2021-05-20 15:00:00,-13.050170772515813,
2021-05-20 15:30:30,-13.050170772515813,
2021-05-20 23:59:59,-9.956055636012621,c
2021-05-21 00:00:00,12.532853437071125,
2021-05-21 10:00:00,-17.5544925093714,
2021-05-21 10:30:00,-5.48734828778192,
2021-05-21 12:00:00,-13.608530234680543,
2021-05-21 13:30:00,-18.49410085886592,
2021-05-21 15:00:00,-25.822765942659586,
2021-05-21 15:30:30,-25.822765942659586,
2021-05-21 23:59:59,-25.503034891088646,w
2021-05-24 00:00:00,-60.281173857102075,
2021-05-24 10:00:00,-16.68042033704748,
2021-05-24 10:30:00,-0.8243018802504167,
2021-05-24 12:00:00,3.8442976461329863,
2021-05-24 13:30:00,7.78820540102565,
2021-05-24 15:00:00,6.682366093100761,
2021-05-24 15:30:30,6.682366093100761,s
2021-05-24 23:59:59,0.0,a
2021-05-25 00:00:00,12.87538402379434,
2021-05-25 10:00:00,11.014972879860636,
2021-05-25 10:30:00,12.318566831867074,
2021-05-25 12:00:00,18.558540844235154,
2021-05-25 13:30:00,35.02386821576508,
2021-05-25 15:00:00,55.366602644532286,
2021-05-25 15:30:30,55.366602644532286,
2021-05-25 23:59:59,52.87164495896141,c
2021-05-26 00:00:00,24.73532867685008,
2021-05-26 10:00:00,53.89593439895222,
2021-05-26 10:30:00,39.72876566452252,
2021-05-26 12:00:00,26.47060479443154,
2021-05-26 13:30:00,25.617886655783106,
2021-05-26 15:00:00,32.22329460879414,
2021-05-26 15:30:30,32.22329460879414,
2021-05-26 23:59:59,41.61576859285038,e
2021-05-27 00:00:00,8.65005457713265,
2021-05-27 10:00:00,15.234070014301373,
2021-05-27 10:30:00,21.962736205729016,
2021-05-27 12:00:00,23.61672210689627,
2021-05-27 13:30:00,28.058220930637155,
2021-05-27 15:00:00,20.622712260705228,
2021-05-27 15:30:30,20.622712260705228,m
2021-05-27 23:59:59,17.081688833159852,c
2021-05-28 00:00:00,25.602719487790267,
2021-05-28 10:00:00,39.28747496061368,
2021-05-28 10:30:00,36.52146447769914,
2021-05-28 12:00:00,23.923597649731715,
2021-05-28 13:30:00,15.780502381142192,
2021-05-28 15:00:00,21.351661070815666,
2021-05-28 15:30:30,21.351661070815666,
2021-05-28 23:59:59,19.738149405710693,w
2021-05-31 00:00:00,19.738149405710693,
2021-05-31 10:00:00,19.738149405710693,
2021-05-31 10:30:00,19.738149405710693,
2021-05-31 12:00:00,19.738149405710693,
2021-05-31 13:30:00,19.738149405710693,
2021-05-31 15:00:00,19.738149405710693,
2021-05-31 15:30:30,19.738149405710693,
2021-05-31 23:59:59,19.738149405710693,c
2021-06-01 00:00:00,7.766316097183477,
2021-06-01 10:00:00,-18.979770957144936,
2021-06-01 10:30:00,-9.162723308240388,
2021-06-01 12:00:00,-14.392490280869794,
2021-06-01 13:30:00,-1.9696402819476049,
2021-06-01 15:00:00,0.4900506243805367,
2021-06-01 15:30:30,0.4900506243805367,
2021-06-01 23:59:59,-6.172279613155318,c
2021-06-02 00:00:00,-6.172555503645725,
2021-06-02 10:00:00,2.66295204549089,
2021-06-02 10:30:00,-3.8737955768292096,
2021-06-02 12:00:00,15.142252556825781,
2021-06-02 13:30:00,14.73144823308975,
2021-06-02 15:00:00,-5.284188577282897,
2021-06-02 15:30:30,-5.284188577282897,
2021-06-02 23:59:59,1.95431679425036,c
2021-06-03 00:00:00,-5.200303219636915,
2021-06-03 10:00:00,-13.533833469993226,
2021-06-03 10:30:00,7.467177519044107,
2021-06-03 12:00:00,4.512498753781401,
2021-06-03 13:30:00,1.5029082332558303,
2021-06-03 15:00:00,22.086398416841554,
2021-06-03 15:30:30,22.086398416841554,
2021-06-03 23:59:59,20.245609937161056,c
2021-06-04 00:00:00,17.7706961955195,
2021-06-04 10:00:00,31.705848078254846,
2021-06-04 10:30:00,30.630842883591697,
2021-06-04 12:00:00,41.029955292348355,
2021-06-04 13:30:00,32.28726685589779,
2021-06-04 15:00:00,30.65185290646309,
2021-06-04 15:30:30,30.65185290646309,
2021-06-04 23:59:59,20.439287624571506,w
2021-06-07 00:00:00,4.952054421798692,
2021-06-07 10:00:00,23.10494999146419,
2021-06-07 10:30:00,30.416637061604344,
2021-06-07 12:00:00,17.233008130243306,
2021-06-07 13:30:00,9.231680825115134,
2021-06-07 15:00:00,19.6745898578655,
2021-06-07 15:30:30,19.6745898578655,
2021-06-07 23:59:59,26.35355836929922,c
2021-06-08 00:00:00,32.99810547863978,
2021-06-08 10:00:00,54.41618770681172,
2021-06-08 10:30:00,40.82168969424434,
2021-06-08 12:00:00,21.67286422037634,
2021-06-08 13:30:00,16.13766350590585,
2021-06-08 15:00:00,23.43996220228936,
2021-06-08 15:30:30,23.43996220228936,
2021-06-08 23:59:59,21.522438402069866,c
2021-06-09 00:00:00,37.81165455346404,
2021-06-09 10:00:00,60.03277022643798,
2021-06-09 10:30:00,43.60015299136274,
2021-06-09 12:00:00,25.555138024067567,
2021-06-09 13:30:00,31.07470924794859,
2021-06-09 15:00:00,31.320140249439547,
2021-06-09 15:30:30,31.320140249439547,
2021-06-09 23:59:59,32.18931514007711,c
