date,BRL_FTSE_2021_Q4,meta
2021-10-08 00:00:00,539.1486112054802,
2021-10-08 10:00:00,536.1307132110712,
2021-10-08 10:30:00,531.5413452152832,
2021-10-08 12:00:00,512.6225936219764,
2021-10-08 13:30:00,514.5786427027426,
2021-10-08 15:00:00,505.0679289333459,
2021-10-08 15:30:30,505.0679289333459,
2021-10-08 23:59:59,450.20066394086257,w
2021-10-11 00:00:00,488.7584062811086,
2021-10-11 10:00:00,474.8906920238526,
2021-10-11 10:30:00,474.6723619955967,
2021-10-11 12:00:00,512.3381630578122,
2021-10-11 13:30:00,503.5627554358605,
2021-10-11 15:00:00,523.4772428627127,
2021-10-11 15:30:30,523.4772428627127,
2021-10-11 23:59:59,507.134812608979,c
2021-10-12 00:00:00,507.134812608979,
2021-10-12 10:00:00,507.134812608979,
2021-10-12 10:30:00,507.134812608979,
2021-10-12 12:00:00,507.134812608979,
2021-10-12 13:30:00,507.134812608979,
2021-10-12 15:00:00,507.134812608979,
2021-10-12 15:30:30,507.134812608979,
2021-10-12 23:59:59,507.134812608979,c
2021-10-13 00:00:00,475.4489288896382,
2021-10-13 10:00:00,464.20047690527804,
2021-10-13 10:30:00,456.76835317424616,
2021-10-13 12:00:00,414.58866907658853,
2021-10-13 13:30:00,389.1425386280114,
2021-10-13 15:00:00,401.9531282684436,
2021-10-13 15:30:30,401.9531282684436,
2021-10-13 23:59:59,390.97333271581624,c
2021-10-14 00:00:00,412.184579283389,
2021-10-14 10:00:00,420.03995534014507,
2021-10-14 10:30:00,416.9991411931012,
2021-10-14 12:00:00,421.2954032022683,
2021-10-14 13:30:00,395.62545235219363,
2021-10-14 15:00:00,377.4280939007301,
2021-10-14 15:30:30,377.4280939007301,
2021-10-14 23:59:59,413.39910392843626,c
2021-10-15 00:00:00,422.7464100388959,
2021-10-15 10:00:00,449.227958047564,
2021-10-15 10:30:00,435.8187318438015,
2021-10-15 12:00:00,480.4416922698481,
2021-10-15 13:30:00,507.35850086219557,
2021-10-15 15:00:00,500.67206251861603,
2021-10-15 15:30:30,500.67206251861603,
2021-10-15 23:59:59,530.1978016706614,w
2021-10-18 00:00:00,503.4652987091006,
2021-10-18 10:00:00,457.2547878123662,
2021-10-18 10:30:00,460.27965185882135,
2021-10-18 12:00:00,463.74594548211303,
2021-10-18 13:30:00,469.13588188091967,
2021-10-18 15:00:00,474.11783375333766,
2021-10-18 15:30:30,474.11783375333766,
2021-10-18 23:59:59,466.7972105700858,c
2021-10-19 00:00:00,459.65812497421143,
2021-10-19 10:00:00,454.66650804313645,
2021-10-19 10:30:00,439.679598007265,
2021-10-19 12:00:00,427.2738767592216,
2021-10-19 13:30:00,410.2567376813188,
2021-10-19 15:00:00,380.3746149245728,
2021-10-19 15:30:30,380.3746149245728,
2021-10-19 23:59:59,369.8758196751294,c
2021-10-20 00:00:00,371.95162054187836,
2021-10-20 10:00:00,314.86664890824454,
2021-10-20 10:30:00,343.772111190681,
2021-10-20 12:00:00,323.7353931873647,
2021-10-20 13:30:00,322.4486246892118,
2021-10-20 15:00:00,319.74502951390673,
2021-10-20 15:30:30,319.74502951390673,
2021-10-20 23:59:59,300.91595369460606,c
2021-10-21 00:00:00,255.79012616705427,
2021-10-21 10:00:00,254.29317142517425,
2021-10-21 10:30:00,228.22942614023532,
2021-10-21 12:00:00,184.79492644246852,
2021-10-21 13:30:00,149.4099188286043,
2021-10-21 15:00:00,149.91772339806926,
2021-10-21 15:30:30,149.91772339806926,
2021-10-21 23:59:59,213.5334531395224,c
2021-10-22 00:00:00,217.47390424013633,
2021-10-22 10:00:00,146.24603182781743,
2021-10-22 10:30:00,149.1141333705657,
2021-10-22 12:00:00,60.43434859667968,
2021-10-22 13:30:00,148.71845387820417,
2021-10-22 15:00:00,214.08593896920888,
2021-10-22 15:30:30,214.08593896920888,
2021-10-22 23:59:59,192.08963213305537,w
2021-10-25 00:00:00,213.87558106439155,
2021-10-25 10:00:00,220.78632078575333,
2021-10-25 10:30:00,269.2597739654782,
2021-10-25 12:00:00,278.91043331555306,
2021-10-25 13:30:00,356.79103788450334,
2021-10-25 15:00:00,345.6200151065457,
2021-10-25 15:30:30,345.6200151065457,
2021-10-25 23:59:59,344.0439906007457,c
2021-10-26 00:00:00,311.23105171310476,
2021-10-26 10:00:00,257.3485333717447,
2021-10-26 10:30:00,273.5592932018051,
2021-10-26 12:00:00,246.30927767140315,
2021-10-26 13:30:00,245.5876424994924,
2021-10-26 15:00:00,285.21987515576143,
2021-10-26 15:30:30,285.21987515576143,
2021-10-26 23:59:59,286.45154307563985,c
2021-10-27 00:00:00,269.71847677958954,
2021-10-27 10:00:00,246.7604415765602,
2021-10-27 10:30:00,230.04216643043378,
2021-10-27 12:00:00,225.90413736772916,
2021-10-27 13:30:00,242.25292980227619,
2021-10-27 15:00:00,244.6966985820129,
2021-10-27 15:30:30,244.6966985820129,
2021-10-27 23:59:59,235.02270925734888,c
2021-10-28 00:00:00,210.06623095928603,
2021-10-28 10:00:00,196.97516441423272,
2021-10-28 10:30:00,170.28382299611667,
2021-10-28 12:00:00,179.5092062728636,
2021-10-28 13:30:00,169.23035112968023,
2021-10-28 15:00:00,158.62652644397713,
2021-10-28 15:30:30,158.62652644397713,
2021-10-28 23:59:59,155.80262784941988,c
2021-10-29 00:00:00,155.80262784941988,
2021-10-29 10:00:00,155.80262784941988,
2021-10-29 10:30:00,155.80262784941988,
2021-10-29 12:00:00,155.80262784941988,
2021-10-29 13:30:00,155.80262784941988,
2021-10-29 15:00:00,155.80262784941988,
2021-10-29 15:30:30,155.80262784941988,
2021-10-29 23:59:59,155.80262784941988,w
2021-11-01 00:00:00,137.29380539764747,
2021-11-01 10:00:00,87.33210586788528,
2021-11-01 10:30:00,112.86332605908297,
2021-11-01 12:00:00,70.93452066461828,
2021-11-01 13:30:00,128.5942979644899,
2021-11-01 15:00:00,120.75989083641048,
2021-11-01 15:30:30,120.75989083641048,
2021-11-01 23:59:59,119.6082482054369,c
2021-11-02 00:00:00,119.6082482054369,
2021-11-02 10:00:00,119.6082482054369,
2021-11-02 10:30:00,119.6082482054369,
2021-11-02 12:00:00,119.6082482054369,
2021-11-02 13:30:00,119.6082482054369,
2021-11-02 15:00:00,119.6082482054369,
2021-11-02 15:30:30,119.6082482054369,
2021-11-02 23:59:59,119.6082482054369,c
2021-11-03 00:00:00,103.94790653091582,
2021-11-03 10:00:00,69.9137696867042,
