date,CRSP_MICRO_HEDGED_2022_Q3,meta
2022-07-22 00:00:00,-525.9848997071394,
2022-07-22 10:00:00,-433.9859905746198,
2022-07-22 10:30:00,-408.3172476597492,
2022-07-22 12:00:00,-348.2107892500262,
2022-07-22 13:30:00,-279.8194723788847,
2022-07-22 15:00:00,-271.7890097916743,
2022-07-22 15:30:30,-271.7890097916743,
2022-07-22 23:59:59,-280.28317293757027,w
2022-07-25 00:00:00,-279.86471831955714,
2022-07-25 10:00:00,-242.44564052271016,
2022-07-25 10:30:00,-236.13540697265216,
2022-07-25 12:00:00,-289.5642482788053,
2022-07-25 13:30:00,-273.3899542848703,
2022-07-25 15:00:00,-217.41848491748442,
2022-07-25 15:30:30,-217.41848491748442,
2022-07-25 23:59:59,-265.93212926237356,c
2022-07-26 00:00:00,-220.72871886012945,
2022-07-26 10:00:00,-169.1583720011613,
2022-07-26 10:30:00,-138.4597270611639,
2022-07-26 12:00:00,-160.70128580136316,
2022-07-26 13:30:00,-247.26988185002483,
2022-07-26 15:00:00,-210.415504645297,
2022-07-26 15:30:30,-210.415504645297,
2022-07-26 23:59:59,-180.44824217189853,c
2022-07-27 00:00:00,-263.72180815519187,
2022-07-27 10:00:00,-219.23640362733295,
2022-07-27 10:30:00,-203.03864555627752,
2022-07-27 12:00:00,-250.9076063673574,
2022-07-27 13:30:00,-247.21767410099164,
2022-07-27 15:00:00,-367.8472176353971,
2022-07-27 15:30:30,-367.8472176353971,
2022-07-27 23:59:59,-389.2159009982779,c
2022-07-28 00:00:00,-361.87281256495316,
2022-07-28 10:00:00,-207.51882096838835,
2022-07-28 10:30:00,-164.55113765877468,
2022-07-28 12:00:00,-306.10944449604176,
2022-07-28 13:30:00,-290.8870556899574,
2022-07-28 15:00:00,-342.6322188487884,
2022-07-28 15:30:30,-342.6322188487884,
2022-07-28 23:59:59,-322.8009798826015,c
2022-07-29 00:00:00,-245.59839485952762,
2022-07-29 10:00:00,-139.6036519727786,
2022-07-29 10:30:00,-161.5189805679347,
2022-07-29 12:00:00,-128.36808224881952,
2022-07-29 13:30:00,-108.64712937091099,
2022-07-29 15:00:00,-135.14947289570136,
2022-07-29 15:30:30,-135.14947289570136,
2022-07-29 23:59:59,-129.1332928341808,w
2022-08-01 00:00:00,-48.42125225997552,
2022-08-01 10:00:00,-138.86626996718314,
2022-08-01 10:30:00,-140.78707731497434,
2022-08-01 12:00:00,-233.00719972437946,
2022-08-01 13:30:00,-187.13170750637164,
2022-08-01 15:00:00,-165.83982330339677,
2022-08-01 15:30:30,-165.83982330339677,
2022-08-01 23:59:59,-141.46181708921995,c
2022-08-02 00:00:00,-95.05163500821982,
2022-08-02 10:00:00,-156.98049209551937,
2022-08-02 10:30:00,-181.2646610759757,
2022-08-02 12:00:00,-232.0495503475413,
2022-08-02 13:30:00,-161.98699273223247,
2022-08-02 15:00:00,-149.41480014952685,
2022-08-02 15:30:30,-149.41480014952685,
2022-08-02 23:59:59,-147.77523807083708,c
2022-08-03 00:00:00,-248.4614087397904,
2022-08-03 10:00:00,-398.60821966050753,
2022-08-03 10:30:00,-413.63643194619635,
2022-08-03 12:00:00,-421.01219608121846,
2022-08-03 13:30:00,-412.5606485120579,
2022-08-03 15:00:00,-394.20079114462897,
2022-08-03 15:30:30,-394.20079114462897,
2022-08-03 23:59:59,-392.1928438476116,c
2022-08-04 00:00:00,-474.2776961837035,
2022-08-04 10:00:00,-471.6445151576054,
2022-08-04 10:30:00,-475.6919040518178,
2022-08-04 12:00:00,-510.4402696727475,
2022-08-04 13:30:00,-615.7550592333337,
2022-08-04 15:00:00,-643.6680625080471,
2022-08-04 15:30:30,-643.6680625080471,
2022-08-04 23:59:59,-649.9128167953622,c
2022-08-05 00:00:00,-479.716869432923,
2022-08-05 10:00:00,-596.7004864592518,
2022-08-05 10:30:00,-647.961514996764,
2022-08-05 12:00:00,-668.3996105317747,
2022-08-05 13:30:00,-733.9139228930062,
2022-08-05 15:00:00,-697.3345375001145,
2022-08-05 15:30:30,-697.3345375001145,
