date,MSCI_FACT_QUAL_HEDGED_2022_Q2,meta
2022-05-12 15:30:30,-68.62259467841582,
2022-05-12 23:59:59,-57.96058648933578,c
2022-05-13 00:00:00,-56.01275549141491,
2022-05-13 10:00:00,-57.886852909814905,
2022-05-13 10:30:00,-53.22949244437169,
2022-05-13 12:00:00,-40.07606363168266,
2022-05-13 13:30:00,-29.197762181588146,
2022-05-13 15:00:00,-30.192910766030806,
2022-05-13 15:30:30,-30.192910766030806,
2022-05-13 23:59:59,-36.03329754119014,w
2022-05-16 00:00:00,-31.66046536097717,
2022-05-16 10:00:00,-14.101331629944667,
2022-05-16 10:30:00,-19.157486003287914,
2022-05-16 12:00:00,-21.899625287451016,
2022-05-16 13:30:00,-14.269696042880113,
2022-05-16 15:00:00,-4.013573906230093,
2022-05-16 15:30:30,-4.013573906230093,
2022-05-16 23:59:59,-8.659101459935343,c
2022-05-17 00:00:00,-15.756286331331793,
2022-05-17 10:00:00,9.578653883161792,
2022-05-17 10:30:00,12.515697256229409,
2022-05-17 12:00:00,20.631348196488446,
2022-05-17 13:30:00,7.661316065043849,
2022-05-17 15:00:00,8.868040070477193,
2022-05-17 15:30:30,8.868040070477193,
2022-05-17 23:59:59,13.370712376315836,c
2022-05-18 00:00:00,-4.166399596072935,
2022-05-18 10:00:00,-10.953737770205834,
2022-05-18 10:30:00,0.7555547526426807,
2022-05-18 12:00:00,-16.263955815832972,
2022-05-18 13:30:00,-24.912761614947,
2022-05-18 15:00:00,-16.615678606095855,
2022-05-18 15:30:30,-16.615678606095855,
2022-05-18 23:59:59,-15.758830100968893,c
2022-05-19 00:00:00,-18.575503762818485,
2022-05-19 10:00:00,-3.590984512020597,
2022-05-19 10:30:00,-2.8330168147557515,
2022-05-19 12:00:00,8.391798004353674,
2022-05-19 13:30:00,0.7873093450238287,
2022-05-19 15:00:00,-0.9318027581064712,
2022-05-19 15:30:30,-0.9318027581064712,
2022-05-19 23:59:59,0.0,a
2022-05-20 00:00:00,28.484314425309243,
2022-05-20 10:00:00,47.354916504317785,
2022-05-20 10:30:00,48.83728091650959,
2022-05-20 12:00:00,45.96223055598739,
2022-05-20 13:30:00,34.859148814431045,
2022-05-20 15:00:00,49.021731904118795,
2022-05-20 15:30:30,49.021731904118795,
2022-05-20 23:59:59,50.112672772689436,w
2022-05-23 00:00:00,23.976604223503465,
2022-05-23 10:00:00,60.206190689752546,
2022-05-23 10:30:00,62.5456475411466,
2022-05-23 12:00:00,52.963731183023086,
2022-05-23 13:30:00,42.606416244915785,
2022-05-23 15:00:00,47.362702651356386,
2022-05-23 15:30:30,47.362702651356386,
2022-05-23 23:59:59,46.09098692078377,c
2022-05-24 00:00:00,31.461425441510478,
2022-05-24 10:00:00,55.24028515383664,
2022-05-24 10:30:00,49.42912675968615,
2022-05-24 12:00:00,41.85623970429964,
2022-05-24 13:30:00,30.55738852671641,
2022-05-24 15:00:00,22.206573506974863,
2022-05-24 15:30:30,22.206573506974863,
2022-05-24 23:59:59,21.887879506769437,c
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
0,21.887879506769437,
2022-05-25 00:00:00,15.914044571161078,
2022-05-25 10:00:00,29.936023955398767,
2022-05-25 10:30:00,31.30112735170509,
2022-05-25 12:00:00,12.850590171623395,
2022-05-25 13:30:00,15.523479146930605,
2022-05-25 15:00:00,11.985003031538895,
2022-05-25 15:30:30,11.985003031538895,
2022-05-25 23:59:59,3.3291338897615077,c
2022-05-26 00:00:00,-13.37784783210681,
2022-05-26 10:00:00,11.090266130362629,
2022-05-26 10:30:00,6.759628425162603,
2022-05-26 12:00:00,-1.5544235081488011,
2022-05-26 13:30:00,-18.19059146911873,
2022-05-26 15:00:00,-19.940146188049084,
2022-05-26 15:30:30,-19.940146188049084,
2022-05-26 23:59:59,-20.54502317704228,c
2022-05-27 00:00:00,-18.874367389469512,
2022-05-27 10:00:00,-22.911791074807,
2022-05-27 10:30:00,-29.560653262049016,
2022-05-27 12:00:00,-43.318389083923236,
2022-05-27 13:30:00,-43.49111754050659,
2022-05-27 15:00:00,-40.77791178554817,
2022-05-27 15:30:30,-40.77791178554817,
2022-05-27 23:59:59,-47.68409161380784,w
2022-05-30 00:00:00,-47.68409161380784,
2022-05-30 10:00:00,-47.68409161380784,
2022-05-30 10:30:00,-47.68409161380784,
2022-05-30 12:00:00,-47.68409161380784,
2022-05-30 13:30:00,-47.68409161380784,
2022-05-30 15:00:00,-47.68409161380784,
2022-05-30 15:30:30,-47.68409161380784,
2022-05-30 23:59:59,-47.68409161380784,c
2022-05-31 00:00:00,-45.04838419643269,
2022-05-31 10:00:00,-52.50374094115209,
2022-05-31 10:30:00,-51.78885996181005,
2022-05-31 12:00:00,-45.272044828302356,
2022-05-31 13:30:00,-45.86375481928118,
2022-05-31 15:00:00,-43.487829811751695,
2022-05-31 15:30:30,-43.487829811751695,
2022-05-31 23:59:59,-81.16756233322431,e
2022-06-01 00:00:00,-177.0619680131623,
2022-06-01 10:00:00,-108.5723086336848,
2022-06-01 10:30:00,-113.47872974530148,
2022-06-01 12:00:00,-111.81159807545458,
2022-06-01 13:30:00,-115.8755528793962,
2022-06-01 15:00:00,-130.5243428559714,
2022-06-01 15:30:30,-130.5243428559714,
2022-06-01 23:59:59,-125.73528082363711,c
2022-06-02 00:00:00,-126.62972613715112,
2022-06-02 10:00:00,-96.4201575197566,
2022-06-02 10:30:00,-86.58433203403001,
2022-06-02 12:00:00,-74.60720064471306,
2022-06-02 13:30:00,-75.2198857028637,
2022-06-02 15:00:00,-84.87578884198999,
2022-06-02 15:30:30,-84.87578884198999,
2022-06-02 23:59:59,-83.8659878313432,c
2022-06-03 00:00:00,-105.27926101413792,
2022-06-03 10:00:00,-99.38833263525754,
2022-06-03 10:30:00,-98.92185698439735,
2022-06-03 12:00:00,-88.14227593607052,
2022-06-03 13:30:00,-90.96521011316705,
2022-06-03 15:00:00,-88.66109454044195,
2022-06-03 15:30:30,-88.66109454044195,
2022-06-03 23:59:59,-90.9444503202337,w
2022-06-06 00:00:00,-104.47415658497593,
2022-06-06 10:00:00,-90.54283182580403,
2022-06-06 10:30:00,-86.71902794008545,
2022-06-06 12:00:00,-92.55325790177474,
2022-06-06 13:30:00,-83.63723199207618,
2022-06-06 15:00:00,-85.1431721914013,
2022-06-06 15:30:30,-85.1431721914013,
2022-06-06 23:59:59,-83.99502612889754,c
2022-06-07 00:00:00,-85.52313459161715,
2022-06-07 10:00:00,-89.87603053644733,
2022-06-07 10:30:00,-85.19780423096276,
2022-06-07 12:00:00,-85.80674089847159,
2022-06-07 13:30:00,-88.40846069699026,
2022-06-07 15:00:00,-94.64617677849793,
2022-06-07 15:30:30,-94.64617677849793,u
2022-06-07 23:59:59,-92.25437615727702,c
2022-06-08 00:00:00,-97.9936087002772,
2022-06-08 10:00:00,-92.34076975290918,
2022-06-08 10:30:00,-87.99202751028545,
2022-06-08 12:00:00,-94.77921354162802,
2022-06-08 13:30:00,-92.47592037122712,
2022-06-08 15:00:00,-88.77274115421986,
2022-06-08 15:30:30,-88.77274115421986,
2022-06-08 23:59:59,-90.13983068513929,c
2022-06-09 00:00:00,-94.75496519320217,
2022-06-09 10:00:00,-96.24462730590153,
2022-06-09 10:30:00,-93.46294783347847,
2022-06-09 12:00:00,-91.19781642748055,
2022-06-09 13:30:00,-88.00967274184924,
2022-06-09 15:00:00,-83.73380452887301,
2022-06-09 15:30:30,-83.73380452887301,
2022-06-09 23:59:59,-77.68025671021428,c
2022-06-10 00:00:00,-72.61520926835732,
2022-06-10 10:00:00,-63.63971816042678,
2022-06-10 10:30:00,-64.78181854984246,
2022-06-10 12:00:00,-69.7598173931417,
2022-06-10 13:30:00,-70.26269779806034,
2022-06-10 15:00:00,-67.39371944286839,
2022-06-10 15:30:30,-67.39371944286839,
2022-06-10 23:59:59,-73.28842239205784,w
2022-06-13 00:00:00,-73.49860233191347,
2022-06-13 10:00:00,-91.34513407113252,
2022-06-13 10:30:00,-81.70987530644092,
2022-06-13 12:00:00,-86.28136956767574,
2022-06-13 13:30:00,-91.01727154330743,
2022-06-13 15:00:00,-100.7720851255952,
2022-06-13 15:30:30,-100.7720851255952,
2022-06-13 23:59:59,-93.29114085188613,c
2022-06-14 00:00:00,-105.69033733591448,
2022-06-14 10:00:00,-123.33722871592894,
2022-06-14 10:30:00,-122.8868699107718,
2022-06-14 12:00:00,-112.83436908310995,
2022-06-14 13:30:00,-100.11647436106134,
2022-06-14 15:00:00,-93.50046256622505,
2022-06-14 15:30:30,-93.50046256622505,
2022-06-14 23:59:59,-96.14991825430516,c
2022-06-15 00:00:00,-99.48878471297684,
2022-06-15 10:00:00,-87.42847744928409,
2022-06-15 10:30:00,-92.12564789206061,
2022-06-15 12:00:00,-88.75284650717248,
2022-06-15 13:30:00,-87.14379734680017,
2022-06-15 15:00:00,-92.31226686852955,
2022-06-15 15:30:30,-92.31226686852955,
2022-06-15 23:59:59,-93.75374162027776,c
2022-06-16 00:00:00,-106.70693771109592,
2022-06-16 10:00:00,-98.13611072333526,
2022-06-16 10:30:00,-89.64561519124425,
2022-06-16 12:00:00,-92.35014649450432,
2022-06-16 13:30:00,-95.99930661468781,
2022-06-16 15:00:00,-93.27027327160252,
2022-06-16 15:30:30,-93.27027327160252,
2022-06-16 23:59:59,-87.78485125137209,c
2022-06-17 00:00:00,-89.36081100868941,
2022-06-17 10:00:00,-90.95868675869272,
2022-06-17 10:30:00,-84.79378120782573,
2022-06-17 12:00:00,-100.80517694918143,
2022-06-17 13:30:00,-109.79395106581526,
2022-06-17 15:00:00,-101.86502064472032,
2022-06-17 15:30:30,-101.86502064472032,q
2022-06-17 23:59:59,-99.48693766993841,w
2022-06-20 00:00:00,-99.48693766993841,
2022-06-20 10:00:00,-99.48693766993841,
2022-06-20 10:30:00,-99.48693766993841,
2022-06-20 12:00:00,-99.48693766993841,
2022-06-20 13:30:00,-99.48693766993841,
2022-06-20 15:00:00,-99.48693766993841,
2022-06-20 15:30:30,-99.48693766993841,
2022-06-20 23:59:59,-99.48693766993841,c
2022-06-21 00:00:00,-86.75392255422275,
2022-06-21 10:00:00,-97.20045010029821,
2022-06-21 10:30:00,-103.85882344137815,
2022-06-21 12:00:00,-109.89305902172981,
2022-06-21 13:30:00,-111.67026347215923,
2022-06-21 15:00:00,-111.11982527580187,
2022-06-21 15:30:30,-111.11982527580187,
2022-06-21 23:59:59,-110.82626084439067,c
