date,AS_ASX_2023_Q1,meta
2023-01-27 00:00:00,256.94170555063386,
2023-01-27 01:00:00,256.94170555063386,
2023-01-27 02:30:00,256.94170555063386,
2023-01-27 03:00:00,256.94170555063386,
2023-01-27 18:30:00,256.94170555063386,
2023-01-27 20:00:00,256.94170555063386,
2023-01-27 23:00:00,256.94170555063386,
2023-01-27 23:59:59,257.38209033773126,w
2023-01-30 00:00:00,202.53838152455288,
2023-01-30 01:00:00,202.53838152455288,
2023-01-30 02:30:00,202.53838152455288,
2023-01-30 03:00:00,202.53838152455288,
2023-01-30 18:30:00,192.73734268474405,
2023-01-30 20:00:00,197.77255552196542,
2023-01-30 23:00:00,236.0001468860431,
2023-01-30 23:59:59,218.57519492579414,c
2023-01-31 00:00:00,193.4649966394601,
2023-01-31 01:00:00,193.4649966394601,
2023-01-31 02:30:00,193.4649966394601,
2023-01-31 03:00:00,193.4649966394601,
2023-01-31 18:30:00,183.10091443942085,
2023-01-31 20:00:00,154.75262569160785,
2023-01-31 23:00:00,138.81311156545152,
2023-01-31 23:59:59,153.08146661455422,c
2023-02-01 00:00:00,143.06693770603246,
2023-02-01 01:00:00,143.06693770603246,
2023-02-01 02:30:00,143.06693770603246,
2023-02-01 03:00:00,143.06693770603246,
2023-02-01 18:30:00,155.69546797011137,
2023-02-01 20:00:00,146.18643853331767,
2023-02-01 23:00:00,166.83724281658104,
2023-02-01 23:59:59,169.10573286143116,c
2023-02-02 00:00:00,176.38371563803614,
2023-02-02 01:00:00,176.38371563803614,
2023-02-02 02:30:00,176.38371563803614,
2023-02-02 03:00:00,176.38371563803614,
2023-02-02 18:30:00,142.86044561736824,
2023-02-02 20:00:00,78.35741878975674,
2023-02-02 23:00:00,96.12987491226485,
2023-02-02 23:59:59,93.69427886342376,c
2023-02-03 00:00:00,91.12126765621932,
2023-02-03 01:00:00,91.12126765621932,
2023-02-03 02:30:00,91.12126765621932,
2023-02-03 03:00:00,91.12126765621932,
2023-02-03 18:30:00,91.12126765621932,
2023-02-03 20:00:00,91.12126765621932,
2023-02-03 23:00:00,91.12126765621932,
2023-02-03 23:59:59,91.77346729215733,w
2023-02-06 00:00:00,103.81968686127956,
2023-02-06 01:00:00,103.81968686127956,
2023-02-06 02:30:00,103.81968686127956,
2023-02-06 03:00:00,103.81968686127956,
2023-02-06 18:30:00,120.59118571333883,
2023-02-06 20:00:00,137.55473146903856,
2023-02-06 23:00:00,157.2213927698443,
2023-02-06 23:59:59,142.93402997658066,c
2023-02-07 00:00:00,135.1489462393167,
