date,GDX_GDXJ_US_2020_Q4,meta
2020-11-20 00:00:00,-360.87182442975245,
2020-11-20 10:00:00,-345.4828689334231,
2020-11-20 10:30:00,-362.8084768003805,
2020-11-20 12:00:00,-291.2428298619766,
2020-11-20 13:30:00,-278.72673557675034,
2020-11-20 15:00:00,-270.5105790615594,
2020-11-20 15:30:30,-270.5105790615594,
2020-11-20 23:59:59,-285.266102229612,w
2020-11-23 00:00:00,-219.75195760888482,
2020-11-23 10:00:00,-74.46562162515966,
2020-11-23 10:30:00,-110.51221065997606,
2020-11-23 12:00:00,-120.35494822341252,
2020-11-23 13:30:00,-127.70295693714615,
2020-11-23 15:00:00,-77.21888658587704,
2020-11-23 15:30:30,-77.21888658587704,
2020-11-23 23:59:59,-92.90313444896265,c
2020-11-24 00:00:00,75.20177170726447,
2020-11-24 10:00:00,-15.592896593222576,
2020-11-24 10:30:00,13.396468448621363,
2020-11-24 12:00:00,68.74662083272824,
2020-11-24 13:30:00,2.9117904716422345,
2020-11-24 15:00:00,11.840694251440254,
2020-11-24 15:30:30,11.840694251440254,
2020-11-24 23:59:59,17.56783142919403,c
2020-11-25 00:00:00,-19.692605691697736,
2020-11-25 10:00:00,-44.709314584966705,
2020-11-25 10:30:00,-60.028461115523896,
2020-11-25 12:00:00,22.438252950430524,
2020-11-25 13:30:00,21.223519494828906,
2020-11-25 15:00:00,-13.928720862091723,
2020-11-25 15:30:30,-13.928720862091723,
2020-11-25 23:59:59,-54.38576254654072,c
2020-11-26 00:00:00,-54.38576254654072,
2020-11-26 10:00:00,-54.38576254654072,
2020-11-26 10:30:00,-54.38576254654072,
2020-11-26 12:00:00,-54.38576254654072,
2020-11-26 13:30:00,-54.38576254654072,
2020-11-26 15:00:00,-54.38576254654072,
2020-11-26 15:30:30,-54.38576254654072,
2020-11-26 23:59:59,-54.38576254654072,c
2020-11-27 00:00:00,19.565843613370816,
2020-11-27 10:00:00,23.63054911578729,
2020-11-27 10:30:00,-12.354041714959294,
2020-11-27 12:00:00,-13.373274624671012,
2020-11-27 13:30:00,-13.373274624671012,
2020-11-27 15:00:00,-13.373274624671012,
2020-11-27 15:30:30,-13.373274624671012,
2020-11-27 23:59:59,-4.929357325167075,w
2020-11-30 00:00:00,16.211470351420303,
2020-11-30 10:00:00,-14.166233421976813,
2020-11-30 10:30:00,77.5667362480026,
2020-11-30 12:00:00,2.289479463591306,
2020-11-30 13:30:00,9.609801953342412,
2020-11-30 15:00:00,-7.655514123412104,
2020-11-30 15:30:30,-7.655514123412104,s
2020-11-30 23:59:59,4.5465729198945155,c
2020-12-01 00:00:00,-108.20455243373408,
2020-12-01 10:00:00,-157.22048915050118,
2020-12-01 10:30:00,-100.28284525850495,
2020-12-01 12:00:00,-116.5231208447426,
2020-12-01 13:30:00,-132.63988860017844,
2020-12-01 15:00:00,-185.66669902102103,
2020-12-01 15:30:30,-185.66669902102103,
2020-12-01 23:59:59,-187.25382002594006,c
2020-12-02 00:00:00,-172.7384283870806,
2020-12-02 10:00:00,-66.01212930351858,
2020-12-02 10:30:00,-32.477297731652925,
2020-12-02 12:00:00,-38.73815852852522,
2020-12-02 13:30:00,-59.49377819901429,
2020-12-02 15:00:00,-82.61581918657248,
2020-12-02 15:30:30,-82.61581918657248,
2020-12-02 23:59:59,-68.66156296833742,c
2020-12-03 00:00:00,-95.30188064889944,
2020-12-03 10:00:00,16.455623485146134,
2020-12-03 10:30:00,11.835410051641702,
2020-12-03 12:00:00,9.50219013681999,
2020-12-03 13:30:00,-13.796217681579947,
2020-12-03 15:00:00,-42.89535662672279,
2020-12-03 15:30:30,-42.89535662672279,
2020-12-03 23:59:59,-48.06387066201887,c
2020-12-04 00:00:00,-64.12349782639694,
2020-12-04 10:00:00,-60.894670476237025,
2020-12-04 10:30:00,19.581769573946985,
2020-12-04 12:00:00,6.743148766061495,
2020-12-04 13:30:00,3.6996549561145002,
2020-12-04 15:00:00,-3.145243796120212,
2020-12-04 15:30:30,-3.145243796120212,
2020-12-04 23:59:59,23.642829381472893,w
2020-12-07 00:00:00,8.022892196547218,
2020-12-07 10:00:00,-222.79613596338731,
2020-12-07 10:30:00,-233.14712470642007,
2020-12-07 12:00:00,-325.0778291182073,
2020-12-07 13:30:00,-380.5956289253472,
2020-12-07 15:00:00,-361.20511147862317,
2020-12-07 15:30:30,-361.20511147862317,
2020-12-07 23:59:59,-345.1701789127201,c
2020-12-08 00:00:00,-341.19624954128267,
2020-12-08 10:00:00,-242.44626528490835,
2020-12-08 10:30:00,-246.2974469571186,
2020-12-08 12:00:00,-216.15038181737282,
2020-12-08 13:30:00,-192.22379421725964,
2020-12-08 15:00:00,-201.49485562021118,
2020-12-08 15:30:30,-201.49485562021118,
2020-12-08 23:59:59,-200.0286823892443,c
2020-12-09 00:00:00,-149.949704255896,
2020-12-09 10:00:00,-63.77810576832644,
2020-12-09 10:30:00,-99.7350894336505,
2020-12-09 12:00:00,-175.58849801369297,
2020-12-09 13:30:00,-111.08005919204561,
2020-12-09 15:00:00,-61.52036732103079,
2020-12-09 15:30:30,-61.52036732103079,
2020-12-09 23:59:59,-83.16331187496053,c
2020-12-10 00:00:00,-143.41729125923393,
2020-12-10 10:00:00,-169.04229624629215,
2020-12-10 10:30:00,-145.55837152944878,
2020-12-10 12:00:00,-60.37162545713136,
2020-12-10 13:30:00,-56.82781934230525,
2020-12-10 15:00:00,-79.6398489133885,
2020-12-10 15:30:30,-79.6398489133885,
2020-12-10 23:59:59,-90.80151953221048,c
2020-12-11 00:00:00,-120.90093548491222,
2020-12-11 10:00:00,-39.67950128912389,
2020-12-11 10:30:00,-67.4302052170442,
2020-12-11 12:00:00,11.843514271149616,
2020-12-11 13:30:00,30.492452766502538,
2020-12-11 15:00:00,33.882536115940184,
2020-12-11 15:30:30,33.882536115940184,
2020-12-11 23:59:59,0.0,a
2020-12-14 00:00:00,85.80313098910938,
2020-12-14 10:00:00,254.17793078670184,
2020-12-14 10:30:00,288.9074996028867,
2020-12-14 12:00:00,286.6374912236088,
2020-12-14 13:30:00,309.3126724141853,
2020-12-14 15:00:00,305.54951474439304,
2020-12-14 15:30:30,305.54951474439304,
2020-12-14 23:59:59,285.0672362949326,c
2020-12-15 00:00:00,153.45149685422803,
2020-12-15 10:00:00,113.61615091556268,
2020-12-15 10:30:00,111.41031225264805,
2020-12-15 12:00:00,152.4261916987134,
2020-12-15 13:30:00,203.59326480790332,
2020-12-15 15:00:00,168.4845517462354,
2020-12-15 15:30:30,168.4845517462354,
2020-12-15 23:59:59,187.31923152751824,c
2020-12-16 00:00:00,157.65062779580103,
2020-12-16 10:00:00,330.8386473965761,
2020-12-16 10:30:00,338.98129492085945,
2020-12-16 12:00:00,292.9353484932735,
2020-12-16 13:30:00,263.019943361875,
2020-12-16 15:00:00,188.10227801443943,
2020-12-16 15:30:30,188.10227801443943,
2020-12-16 23:59:59,149.8929044540455,c
2020-12-17 00:00:00,19.335768652374554,
2020-12-17 10:00:00,-14.064662305039292,
2020-12-17 10:30:00,44.93684906112367,
2020-12-17 12:00:00,119.30518792912972,
2020-12-17 13:30:00,139.23089821012354,
2020-12-17 15:00:00,135.16954085771795,
2020-12-17 15:30:30,135.16954085771795,
2020-12-17 23:59:59,71.93952609929147,c
2020-12-18 00:00:00,33.06553079030709,
2020-12-18 10:00:00,37.3368889814933,
2020-12-18 10:30:00,26.78185674329643,
2020-12-18 12:00:00,-11.056107652533683,
2020-12-18 13:30:00,39.954949095706525,
2020-12-18 15:00:00,103.45249385558736,
2020-12-18 15:30:30,103.45249385558736,
2020-12-18 23:59:59,-105.48488644850659,e
2020-12-21 00:00:00,-7.880492144584423,
2020-12-21 10:00:00,31.584708261432752,
2020-12-21 10:30:00,-28.620288108700606,
2020-12-21 12:00:00,-22.15120594398013,
2020-12-21 13:30:00,14.401523239900143,
2020-12-21 15:00:00,55.648898320434455,
2020-12-21 15:30:30,55.648898320434455,
2020-12-21 23:59:59,62.34682692727938,c
2020-12-22 00:00:00,41.65206703009699,
2020-12-22 10:00:00,228.83687653038714,
2020-12-22 10:30:00,202.62683850686062,
2020-12-22 12:00:00,239.0676926360129,
2020-12-22 13:30:00,248.655308279142,
2020-12-22 15:00:00,247.3006812035951,
2020-12-22 15:30:30,247.3006812035951,
2020-12-22 23:59:59,209.55898977659717,c
2020-12-23 00:00:00,176.56947889352614,
2020-12-23 10:00:00,93.15210615996148,
2020-12-23 10:30:00,103.129360961967,
2020-12-23 12:00:00,140.29801897259995,
2020-12-23 13:30:00,110.22884793818957,
2020-12-23 15:00:00,88.67522534638556,
2020-12-23 15:30:30,88.67522534638556,
2020-12-23 23:59:59,93.73520105522493,c
2020-12-24 00:00:00,102.18851921039868,
2020-12-24 10:00:00,66.31946295734178,
2020-12-24 10:30:00,110.6741394444989,
2020-12-24 12:00:00,80.90739271800567,
2020-12-24 13:30:00,80.90739271800567,
2020-12-24 15:00:00,80.90739271800567,
2020-12-24 15:30:30,80.90739271800567,
2020-12-24 23:59:59,105.85949591113558,c
2020-12-25 00:00:00,105.85949591113558,
2020-12-25 10:00:00,105.85949591113558,
2020-12-25 10:30:00,105.85949591113558,
2020-12-25 12:00:00,105.85949591113558,
2020-12-25 13:30:00,105.85949591113558,
2020-12-25 15:00:00,105.85949591113558,
2020-12-25 15:30:30,105.85949591113558,
2020-12-25 23:59:59,105.85949591113558,w
2020-12-28 00:00:00,61.71442656837189,
2020-12-28 10:00:00,103.79296513481995,
2020-12-28 10:30:00,82.8555428052141,
2020-12-28 12:00:00,154.39114635016995,
2020-12-28 13:30:00,170.0929587305459,
2020-12-28 15:00:00,177.11480590893325,
2020-12-28 15:30:30,177.11480590893325,
2020-12-28 23:59:59,187.15770901572932,c
2020-12-29 00:00:00,163.48052407509113,
2020-12-29 10:00:00,141.60033496488677,
2020-12-29 10:30:00,140.92004341128086,
2020-12-29 12:00:00,99.66312180479645,
2020-12-29 13:30:00,143.37056487809878,
2020-12-29 15:00:00,130.77916079379065,
2020-12-29 15:30:30,130.77916079379065,
2020-12-29 23:59:59,140.50173814529353,c
2020-12-30 00:00:00,143.78636126640413,
2020-12-30 10:00:00,120.27314751821586,
2020-12-30 10:30:00,142.61299532666771,
2020-12-30 12:00:00,155.5419904255682,
2020-12-30 13:30:00,180.2261544344683,
2020-12-30 15:00:00,202.51279515869237,
2020-12-30 15:30:30,202.51279515869237,
2020-12-30 23:59:59,169.12595555684447,c
2020-12-31 00:00:00,200.6999428702493,
2020-12-31 10:00:00,294.37334345491035,
2020-12-31 10:30:00,272.0449918142999,
2020-12-31 12:00:00,333.7916181617061,
2020-12-31 13:30:00,336.94596611974066,
2020-12-31 15:00:00,360.4326577926968,
2020-12-31 15:30:30,360.4326577926968,
2020-12-31 23:59:59,378.08307300432534,c
2021-01-01 00:00:00,378.08307300432534,
2021-01-01 10:00:00,378.08307300432534,
2021-01-01 10:30:00,378.08307300432534,
2021-01-01 12:00:00,378.08307300432534,
2021-01-01 13:30:00,378.08307300432534,
2021-01-01 15:00:00,378.08307300432534,
2021-01-01 15:30:30,378.08307300432534,
2021-01-01 23:59:59,378.08307300432534,w
2021-01-04 00:00:00,209.27718723519774,
2021-01-04 10:00:00,222.85897735141634,
2021-01-04 10:30:00,148.06921338138136,
2021-01-04 12:00:00,105.5427935515736,
2021-01-04 13:30:00,85.28208884293917,
2021-01-04 15:00:00,96.1236063661654,
2021-01-04 15:30:30,96.1236063661654,
2021-01-04 23:59:59,105.54712779283545,c
2021-01-05 00:00:00,53.521789917711885,
2021-01-05 10:00:00,101.97071718492452,
2021-01-05 10:30:00,118.5173642268328,
2021-01-05 12:00:00,136.0313495940827,
2021-01-05 13:30:00,124.63462637631983,
2021-01-05 15:00:00,164.06833378585725,
2021-01-05 15:30:30,164.06833378585725,
2021-01-05 23:59:59,141.46013160367283,c
2021-01-06 00:00:00,170.5297728942437,
2021-01-06 10:00:00,108.36154321086178,
2021-01-06 10:30:00,109.50135611797214,
2021-01-06 12:00:00,71.19766445918867,
2021-01-06 13:30:00,58.68569259395963,
2021-01-06 15:00:00,65.35977965050233,
2021-01-06 15:30:30,65.35977965050233,
2021-01-06 23:59:59,38.89105794132183,c
2021-01-07 00:00:00,59.43092301510296,
2021-01-07 10:00:00,162.6644794068452,
2021-01-07 10:30:00,172.65494742324972,
2021-01-07 12:00:00,194.3536648328436,
2021-01-07 13:30:00,134.3365574896502,
2021-01-07 15:00:00,193.46505829241505,
2021-01-07 15:30:30,193.46505829241505,
2021-01-07 23:59:59,172.8424703259293,c
2021-01-08 00:00:00,220.56498438575863,
2021-01-08 10:00:00,318.6042697105995,
2021-01-08 10:30:00,268.86989318480755,
2021-01-08 12:00:00,314.016556753078,
2021-01-08 13:30:00,405.2498966419553,
2021-01-08 15:00:00,386.5155981864091,
2021-01-08 15:30:30,386.5155981864091,
2021-01-08 23:59:59,383.7759811825017,w
