date,MTECH_2021_Q3,meta
2021-08-20 00:00:00,-94.31588754170434,
2021-08-20 10:00:00,-131.5506045837128,
2021-08-20 10:30:00,-150.54478802057065,
2021-08-20 12:00:00,-156.80312958172044,
2021-08-20 13:30:00,-160.7699633358784,
2021-08-20 15:00:00,-165.3875595082468,
2021-08-20 15:30:30,-165.3875595082468,
2021-08-20 23:59:59,-160.68808800855004,w
2021-08-23 00:00:00,-157.03105441789012,
2021-08-23 10:00:00,-151.06598536820138,
2021-08-23 10:30:00,-159.0066551510031,
2021-08-23 12:00:00,-159.7074323221491,
2021-08-23 13:30:00,-150.91349145367076,
2021-08-23 15:00:00,-155.44468536696604,
2021-08-23 15:30:30,-155.44468536696604,
2021-08-23 23:59:59,-153.29124266761391,c
2021-08-24 00:00:00,-137.7598636078519,
2021-08-24 10:00:00,-127.63335928595552,
2021-08-24 10:30:00,-139.93459596479443,
2021-08-24 12:00:00,-145.2348306269123,
2021-08-24 13:30:00,-143.24286509335252,
2021-08-24 15:00:00,-145.29739731078735,
2021-08-24 15:30:30,-145.29739731078735,
2021-08-24 23:59:59,-145.48522484603018,c
2021-08-25 00:00:00,-150.27453660388255,
2021-08-25 10:00:00,-141.15524102704785,
2021-08-25 10:30:00,-122.13552263933934,
2021-08-25 12:00:00,-130.11098165409066,
2021-08-25 13:30:00,-149.0809345441785,
2021-08-25 15:00:00,-148.15809982988503,
2021-08-25 15:30:30,-148.15809982988503,
2021-08-25 23:59:59,-153.86661830885942,c
2021-08-26 00:00:00,-160.32078292601818,
2021-08-26 10:00:00,-145.02704567947376,
2021-08-26 10:30:00,-143.04319529592794,
2021-08-26 12:00:00,-130.01049248514573,
2021-08-26 13:30:00,-140.39248729556903,
2021-08-26 15:00:00,-141.26564616684482,
2021-08-26 15:30:30,-141.26564616684482,
2021-08-26 23:59:59,-129.9435136098291,c
2021-08-27 00:00:00,-114.67364766223955,
2021-08-27 10:00:00,-101.15535389398838,
2021-08-27 10:30:00,-110.34998034243563,
2021-08-27 12:00:00,-107.52537826656499,
2021-08-27 13:30:00,-120.48474958099177,
2021-08-27 15:00:00,-120.63681999290748,
2021-08-27 15:30:30,-120.63681999290748,
2021-08-27 23:59:59,-124.79822616411548,w
2021-08-30 00:00:00,-130.4016015211987,
2021-08-30 10:00:00,-139.07060318008098,
2021-08-30 10:30:00,-147.4998862008183,
2021-08-30 12:00:00,-143.4478231511307,
2021-08-30 13:30:00,-147.54089709531672,
2021-08-30 15:00:00,-147.4585394708788,
2021-08-30 15:30:30,-147.4585394708788,
2021-08-30 23:59:59,-151.67496613891717,c
2021-08-31 00:00:00,-143.4611516221048,
2021-08-31 10:00:00,-116.22945556586365,
2021-08-31 10:30:00,-117.40921334275981,
2021-08-31 12:00:00,-119.57793702950994,
2021-08-31 13:30:00,-112.01690094568858,
2021-08-31 15:00:00,-115.50506197474078,
2021-08-31 15:30:30,-115.50506197474078,m
2021-08-31 23:59:59,-110.23873449510756,c
2021-09-01 00:00:00,-117.60834169594773,
2021-09-01 10:00:00,-124.58786205806973,
2021-09-01 10:30:00,-125.81816536506312,
2021-09-01 12:00:00,-118.53961508356633,
2021-09-01 13:30:00,-119.73358735361307,
2021-09-01 15:00:00,-120.05604158409642,
2021-09-01 15:30:30,-120.05604158409642,
2021-09-01 23:59:59,-112.25299864135923,c
2021-09-02 00:00:00,-118.25147879185306,
2021-09-02 10:00:00,-108.13265274744435,
2021-09-02 10:30:00,-96.86506141910058,
2021-09-02 12:00:00,-80.99604914010206,
2021-09-02 13:30:00,-78.91588572620549,
2021-09-02 15:00:00,-83.65914705911746,
2021-09-02 15:30:30,-83.65914705911746,
2021-09-02 23:59:59,-86.91020828720775,c
2021-09-03 00:00:00,-75.66037705900908,
2021-09-03 10:00:00,-73.92679707655452,
2021-09-03 10:30:00,-76.46615214840949,
2021-09-03 12:00:00,-75.74343092195386,
2021-09-03 13:30:00,-82.48852898436962,
2021-09-03 15:00:00,-78.694911214272,
2021-09-03 15:30:30,-78.694911214272,
2021-09-03 23:59:59,-64.65440378208723,w
2021-09-06 00:00:00,-64.65440378208723,
2021-09-06 10:00:00,-64.65440378208723,
2021-09-06 10:30:00,-64.65440378208723,
2021-09-06 12:00:00,-64.65440378208723,
2021-09-06 13:30:00,-64.65440378208723,
2021-09-06 15:00:00,-64.65440378208723,
2021-09-06 15:30:30,-64.65440378208723,
2021-09-06 23:59:59,-64.65440378208723,c
2021-09-07 00:00:00,-61.126964532972124,
2021-09-07 10:00:00,-67.43323027213228,
2021-09-07 10:30:00,-51.85700165040316,
2021-09-07 12:00:00,-56.49481258826745,
2021-09-07 13:30:00,-54.77941119752677,
2021-09-07 15:00:00,-42.393612561109876,
2021-09-07 15:30:30,-42.393612561109876,
2021-09-07 23:59:59,-37.55122779711792,c
2021-09-08 00:00:00,-41.751325448080934,
2021-09-08 10:00:00,-63.865620014802516,
2021-09-08 10:30:00,-61.73922951712029,
2021-09-08 12:00:00,-77.8946541878795,
2021-09-08 13:30:00,-82.52855951248193,
2021-09-08 15:00:00,-68.18180830710844,
2021-09-08 15:30:30,-68.18180830710844,
2021-09-08 23:59:59,-74.58194772503475,c
2021-09-09 00:00:00,-94.22456472468139,
2021-09-09 10:00:00,-85.087798616486,
2021-09-09 10:30:00,-81.88452189152895,
2021-09-09 12:00:00,-73.15734354211645,
2021-09-09 13:30:00,-57.63966170812046,
2021-09-09 15:00:00,-51.62817210252615,
2021-09-09 15:30:30,-51.62817210252615,s
2021-09-09 23:59:59,-43.98967726057117,c
2021-09-10 00:00:00,-58.75081770013094,
2021-09-10 10:00:00,-35.72726300388149,
2021-09-10 10:30:00,-39.53769837279242,
2021-09-10 12:00:00,-2.801980374872983,
2021-09-10 13:30:00,-14.605312323606086,
2021-09-10 15:00:00,-8.447369090812572,
2021-09-10 15:30:30,-8.447369090812572,
2021-09-10 23:59:59,0.0,a
2021-09-13 00:00:00,-33.02182870250135,
2021-09-13 10:00:00,-18.85378705329731,
2021-09-13 10:30:00,3.611865052821031,
2021-09-13 12:00:00,24.036048981438398,
2021-09-13 13:30:00,33.98194705059177,
2021-09-13 15:00:00,37.215304993153495,
2021-09-13 15:30:30,37.215304993153495,
2021-09-13 23:59:59,17.28989025466717,c
2021-09-14 00:00:00,16.620934559271063,
2021-09-14 10:00:00,50.26211621150378,
2021-09-14 10:30:00,46.58773428863469,
2021-09-14 12:00:00,41.903814440878705,
2021-09-14 13:30:00,46.76946429233158,
2021-09-14 15:00:00,42.91213164344754,
2021-09-14 15:30:30,42.91213164344754,
2021-09-14 23:59:59,53.8184801692405,c
2021-09-15 00:00:00,35.43568676292716,
2021-09-15 10:00:00,33.31879733322421,
2021-09-15 10:30:00,60.39876114584422,
2021-09-15 12:00:00,53.75471928009438,
2021-09-15 13:30:00,26.362061919991902,
2021-09-15 15:00:00,30.656460158927075,
2021-09-15 15:30:30,30.656460158927075,
2021-09-15 23:59:59,28.949760605103165,c
2021-09-16 00:00:00,29.883479050121878,
2021-09-16 10:00:00,71.59569290932359,
2021-09-16 10:30:00,92.70112259725101,
2021-09-16 12:00:00,100.45293772438208,
2021-09-16 13:30:00,99.45505231125117,
2021-09-16 15:00:00,97.02340861955099,
2021-09-16 15:30:30,97.02340861955099,
2021-09-16 23:59:59,95.37398752002719,c
2021-09-17 00:00:00,110.41052248986443,
2021-09-17 10:00:00,138.06133822617448,
2021-09-17 10:30:00,139.98000000959792,
2021-09-17 12:00:00,130.2107747806549,
2021-09-17 13:30:00,164.49597100103801,
2021-09-17 15:00:00,180.00853822234194,
2021-09-17 15:30:30,180.00853822234194,
2021-09-17 23:59:59,161.77401915809332,e
2021-09-20 00:00:00,167.77173737332305,
2021-09-20 10:00:00,158.53529709560917,
2021-09-20 10:30:00,172.71931439539094,
2021-09-20 12:00:00,178.48101112392624,
2021-09-20 13:30:00,171.77842272195585,
2021-09-20 15:00:00,163.66774834417083,
2021-09-20 15:30:30,163.66774834417083,
2021-09-20 23:59:59,131.3265587141259,c
2021-09-21 00:00:00,108.57770315905555,
2021-09-21 10:00:00,101.01559768982997,
2021-09-21 10:30:00,109.54820793099634,
2021-09-21 12:00:00,101.89528896693037,
2021-09-21 13:30:00,108.92713717400875,
2021-09-21 15:00:00,107.1686672595124,
2021-09-21 15:30:30,107.1686672595124,
2021-09-21 23:59:59,114.73464887693444,c
2021-09-22 00:00:00,105.23390442954087,
2021-09-22 10:00:00,119.39225695467303,
2021-09-22 10:30:00,118.94938097729846,
2021-09-22 12:00:00,105.91528754219053,
2021-09-22 13:30:00,104.52852597504443,
2021-09-22 15:00:00,109.23388467230734,
2021-09-22 15:30:30,109.23388467230734,
2021-09-22 23:59:59,106.67777068579835,c
2021-09-23 00:00:00,98.39183441049636,
2021-09-23 10:00:00,77.51731398568245,
2021-09-23 10:30:00,69.50393952444028,
2021-09-23 12:00:00,79.42794292100689,
2021-09-23 13:30:00,82.15131750346973,
2021-09-23 15:00:00,77.9207340761127,
2021-09-23 15:30:30,77.9207340761127,
2021-09-23 23:59:59,92.06962984778602,c
2021-09-24 00:00:00,93.18465065576629,
2021-09-24 10:00:00,78.70846914403546,
2021-09-24 10:30:00,85.44322551611776,
2021-09-24 12:00:00,87.66846372906093,
2021-09-24 13:30:00,85.0002190902951,
2021-09-24 15:00:00,75.83683746862198,
2021-09-24 15:30:30,75.83683746862198,
2021-09-24 23:59:59,75.47705518204748,w
2021-09-27 00:00:00,84.87298844195675,
2021-09-27 10:00:00,82.1299072546617,
2021-09-27 10:30:00,70.0522804522825,
2021-09-27 12:00:00,81.05725242319022,
2021-09-27 13:30:00,59.70326984507756,
2021-09-27 15:00:00,60.19587614917464,
2021-09-27 15:30:30,60.19587614917464,
2021-09-27 23:59:59,61.29898592556083,c
2021-09-28 00:00:00,73.5573236009318,
2021-09-28 10:00:00,43.15347897114543,
2021-09-28 10:30:00,58.61571059906828,
2021-09-28 12:00:00,68.75269710109706,
2021-09-28 13:30:00,77.76354431558775,
2021-09-28 15:00:00,71.97509330869161,
2021-09-28 15:30:30,71.97509330869161,
2021-09-28 23:59:59,81.94725647143378,c
2021-09-29 00:00:00,69.23323628880871,
2021-09-29 10:00:00,58.91083040358899,
2021-09-29 10:30:00,52.65018479293258,
2021-09-29 12:00:00,46.2749486479338,
2021-09-29 13:30:00,44.014282340137015,
2021-09-29 15:00:00,37.3012599370154,
2021-09-29 15:30:30,37.3012599370154,
2021-09-29 23:59:59,49.65443576927555,c
2021-09-30 00:00:00,44.905473315878226,
2021-09-30 10:00:00,44.28270524615118,
2021-09-30 10:30:00,50.07451864936911,
2021-09-30 12:00:00,89.50503192964197,
2021-09-30 13:30:00,103.53104568049139,
2021-09-30 15:00:00,101.00248507362767,
2021-09-30 15:30:30,101.00248507362767,
2021-09-30 23:59:59,113.55206118566548,c
2021-10-01 00:00:00,102.14889062939346,
2021-10-01 10:00:00,97.47816006651146,
2021-10-01 10:30:00,109.9353262999125,
2021-10-01 12:00:00,86.13204485061306,
2021-10-01 13:30:00,80.52675012797636,
2021-10-01 15:00:00,63.55558624410196,
2021-10-01 15:30:30,63.55558624410196,
2021-10-01 23:59:59,69.79640292158274,w
