date,IBB_2022_Q4,meta
2022-11-18 00:00:00,-159.88222889366762,
2022-11-18 10:00:00,-182.20401937253746,
2022-11-18 10:30:00,-170.6828209852199,
2022-11-18 12:00:00,-153.7986477903312,
2022-11-18 13:30:00,-173.65046898858714,
2022-11-18 15:00:00,-172.40078348458132,
2022-11-18 15:30:30,-172.40078348458132,
2022-11-18 23:59:59,-162.35323065375997,w
2022-11-21 00:00:00,-73.0262235424409,
2022-11-21 10:00:00,-113.94610106603295,
2022-11-21 10:30:00,-122.14432807624553,
2022-11-21 12:00:00,-139.47970264100013,
2022-11-21 13:30:00,-136.3145651068612,
2022-11-21 15:00:00,-136.7893553360159,
2022-11-21 15:30:30,-136.7893553360159,
2022-11-21 23:59:59,-132.32195873112596,c
2022-11-22 00:00:00,-102.86166973885133,
2022-11-22 10:00:00,-114.77881686877026,
2022-11-22 10:30:00,-112.67728427893121,
2022-11-22 12:00:00,-117.83142817393855,
2022-11-22 13:30:00,-130.64390098428748,
2022-11-22 15:00:00,-119.60156270686002,
2022-11-22 15:30:30,-119.60156270686002,
2022-11-22 23:59:59,-94.7983166372344,c
2022-11-23 00:00:00,-92.99509940657867,
2022-11-23 10:00:00,-103.10439159632097,
2022-11-23 10:30:00,-76.89525264522149,
2022-11-23 12:00:00,-68.41152664456604,
2022-11-23 13:30:00,-86.81361735692349,
2022-11-23 15:00:00,-90.46688748471115,
2022-11-23 15:30:30,-90.46688748471115,
2022-11-23 23:59:59,-89.20870445073456,c
2022-11-24 00:00:00,-89.20870445073456,
2022-11-24 10:00:00,-89.20870445073456,
2022-11-24 10:30:00,-89.20870445073456,
2022-11-24 12:00:00,-89.20870445073456,
2022-11-24 13:30:00,-89.20870445073456,
2022-11-24 15:00:00,-89.20870445073456,
2022-11-24 15:30:30,-89.20870445073456,
2022-11-24 23:59:59,-89.20870445073456,c
2022-11-25 00:00:00,-86.91148261463036,
2022-11-25 10:00:00,-81.27771780248167,
2022-11-25 10:30:00,-57.021715807970395,
2022-11-25 12:00:00,-56.948233910525005,
2022-11-25 13:30:00,-56.948233910525005,
2022-11-25 15:00:00,-56.948233910525005,
2022-11-25 15:30:30,-56.948233910525005,
2022-11-25 23:59:59,-58.758171860569064,w
2022-11-28 00:00:00,-120.75809339183434,
2022-11-28 10:00:00,-141.4773111361401,
2022-11-28 10:30:00,-145.07362951267328,
2022-11-28 12:00:00,-119.94812131194999,
2022-11-28 13:30:00,-130.537522421193,
2022-11-28 15:00:00,-123.39941163190474,
2022-11-28 15:30:30,-123.39941163190474,
2022-11-28 23:59:59,-137.51010727429662,c
2022-11-29 00:00:00,-74.95705488306999,
2022-11-29 10:00:00,-51.05503994204082,
2022-11-29 10:30:00,-30.13651916704248,
2022-11-29 12:00:00,-54.1135074701067,
2022-11-29 13:30:00,-75.0233972601659,
2022-11-29 15:00:00,-70.07992171641467,
2022-11-29 15:30:30,-70.07992171641467,
2022-11-29 23:59:59,-64.73736735934199,c
2022-11-30 00:00:00,-71.7154899991092,
2022-11-30 10:00:00,-70.5082210072087,
2022-11-30 10:30:00,-97.26554382450877,
2022-11-30 12:00:00,-124.8541319943431,
2022-11-30 13:30:00,-127.47572515707361,
2022-11-30 15:00:00,-111.91476924923313,
2022-11-30 15:30:30,-111.91476924923313,s
2022-11-30 23:59:59,-74.33512153320294,c
2022-12-01 00:00:00,-68.10914965571874,
2022-12-01 10:00:00,-55.45267924317682,
2022-12-01 10:30:00,-55.094721448318296,
2022-12-01 12:00:00,-29.5785879276757,
2022-12-01 13:30:00,-39.82399516912733,
2022-12-01 15:00:00,-37.30374614917014,
2022-12-01 15:30:30,-37.30374614917014,
2022-12-01 23:59:59,-46.14736148830002,c
2022-12-02 00:00:00,-49.581126235817464,
2022-12-02 10:00:00,-20.885183069764935,
2022-12-02 10:30:00,-25.105247436880063,
2022-12-02 12:00:00,3.0108172013315198,
2022-12-02 13:30:00,3.3438241843289234,
2022-12-02 15:00:00,9.182991356253297,
2022-12-02 15:30:30,9.182991356253297,
2022-12-02 23:59:59,0.0,a
2022-12-05 00:00:00,-12.349185530091518,
2022-12-05 10:00:00,-9.158615391151443,
2022-12-05 10:30:00,14.213829245178204,
2022-12-05 12:00:00,-17.211584188414236,
2022-12-05 13:30:00,-17.360038090974513,
2022-12-05 15:00:00,-30.3468569324732,
2022-12-05 15:30:30,-30.3468569324732,
2022-12-05 23:59:59,-38.51334868704362,c
2022-12-06 00:00:00,-85.12902696392189,
2022-12-06 10:00:00,-77.26397730536337,
2022-12-06 10:30:00,-106.70466190409888,
2022-12-06 12:00:00,-130.7448547429169,
2022-12-06 13:30:00,-135.2508017412879,
2022-12-06 15:00:00,291.2888982505126,
2022-12-06 15:30:30,291.2888982505126,
2022-12-06 23:59:59,253.0176165226651,c
2022-12-07 00:00:00,221.18353525903717,
2022-12-07 10:00:00,165.8280615641038,
2022-12-07 10:30:00,134.7551422512413,
2022-12-07 12:00:00,149.81800396348694,
2022-12-07 13:30:00,129.01580229424417,
2022-12-07 15:00:00,111.63484286786615,
2022-12-07 15:30:30,111.63484286786615,
2022-12-07 23:59:59,111.43277850612913,c
2022-12-08 00:00:00,38.378753461162205,
2022-12-08 10:00:00,49.150367806811346,
2022-12-08 10:30:00,61.921148860987614,
2022-12-08 12:00:00,74.7605834505639,
2022-12-08 13:30:00,71.90916048601684,
2022-12-08 15:00:00,46.12990226573697,
