date,QQQJ_2021_Q4,meta
2021-11-05 00:00:00,179.38395715254865,
2021-11-05 10:00:00,181.53530184130227,
2021-11-05 10:30:00,182.00213727580376,
2021-11-05 12:00:00,207.4387733417882,
2021-11-05 13:30:00,204.39094927639326,
2021-11-05 15:00:00,210.82017911877347,
2021-11-05 15:30:30,210.82017911877347,
2021-11-05 23:59:59,233.23269341871992,w
2021-11-08 00:00:00,282.1807528534812,
2021-11-08 10:00:00,326.4906263465057,
2021-11-08 10:30:00,300.4381149804208,
2021-11-08 12:00:00,293.3859161536898,
2021-11-08 13:30:00,286.3928590986807,
2021-11-08 15:00:00,280.3891898752722,
2021-11-08 15:30:30,280.3891898752722,
2021-11-08 23:59:59,294.2784225252926,c
2021-11-09 00:00:00,273.0315841343272,
2021-11-09 10:00:00,255.10559987640295,
2021-11-09 10:30:00,283.6775975112614,
2021-11-09 12:00:00,285.7573009541227,
2021-11-09 13:30:00,290.9846235170112,
2021-11-09 15:00:00,319.93638861790646,
2021-11-09 15:30:30,319.93638861790646,
2021-11-09 23:59:59,327.91829255754783,c
2021-11-10 00:00:00,196.40726271320432,
2021-11-10 10:00:00,160.52476975876425,
2021-11-10 10:30:00,154.72825258308035,
2021-11-10 12:00:00,115.3364972249185,
2021-11-10 13:30:00,83.3885111048503,
2021-11-10 15:00:00,66.02803519466738,
2021-11-10 15:30:30,66.02803519466738,
2021-11-10 23:59:59,73.63840313654487,c
2021-11-11 00:00:00,302.98540081570195,
2021-11-11 10:00:00,256.6923293558061,
2021-11-11 10:30:00,247.42812803491438,
2021-11-11 12:00:00,261.1554937652975,
2021-11-11 13:30:00,263.92411134814597,
2021-11-11 15:00:00,301.3099444240372,
2021-11-11 15:30:30,301.3099444240372,
2021-11-11 23:59:59,293.6740779800807,c
2021-11-12 00:00:00,286.11115660672954,
2021-11-12 10:00:00,234.99097858861046,
2021-11-12 10:30:00,222.09746530727102,
2021-11-12 12:00:00,190.39672339895696,
2021-11-12 13:30:00,178.2325148999098,
2021-11-12 15:00:00,177.51247242853083,
2021-11-12 15:30:30,177.51247242853083,
2021-11-12 23:59:59,187.5508472399706,w
2021-11-15 00:00:00,229.1228802395185,
2021-11-15 10:00:00,167.75555316936288,
2021-11-15 10:30:00,164.19491101137123,
2021-11-15 12:00:00,149.66305139771566,
2021-11-15 13:30:00,162.6553613618653,
2021-11-15 15:00:00,174.0748125649036,
2021-11-15 15:30:30,174.0748125649036,
2021-11-15 23:59:59,150.76417495850728,c
2021-11-16 00:00:00,150.9403544201332,
2021-11-16 10:00:00,121.40768840869032,
2021-11-16 10:30:00,113.88507710013323,
2021-11-16 12:00:00,168.0159855885081,
2021-11-16 13:30:00,184.36920006030823,
2021-11-16 15:00:00,191.55646035493078,
2021-11-16 15:30:30,191.55646035493078,
2021-11-16 23:59:59,184.09433687556725,c
2021-11-17 00:00:00,238.95470239487054,
2021-11-17 10:00:00,291.61966051145987,
2021-11-17 10:30:00,278.56966840663836,
2021-11-17 12:00:00,282.59966003508225,
2021-11-17 13:30:00,284.67961039655233,
2021-11-17 15:00:00,283.3192166994786,
2021-11-17 15:30:30,283.3192166994786,
2021-11-17 23:59:59,281.22658974548335,c
2021-11-18 00:00:00,245.52278092922188,
2021-11-18 10:00:00,229.02203149297338,
2021-11-18 10:30:00,207.4870543545096,
2021-11-18 12:00:00,250.093440560408,
2021-11-18 13:30:00,241.95763259522369,
2021-11-18 15:00:00,244.31960772829143,
2021-11-18 15:30:30,244.31960772829143,
2021-11-18 23:59:59,231.5857086951255,c
2021-11-19 00:00:00,214.45448379231084,
2021-11-19 10:00:00,139.77567857142185,
2021-11-19 10:30:00,136.3605642030309,
2021-11-19 12:00:00,164.93494371620454,
2021-11-19 13:30:00,162.05554150374223,
2021-11-19 15:00:00,161.7959288402858,
2021-11-19 15:30:30,161.7959288402858,
2021-11-19 23:59:59,179.62455897465588,w
2021-11-22 00:00:00,171.63845555185958,
2021-11-22 10:00:00,173.84058945804327,
2021-11-22 10:30:00,161.5052628034116,
2021-11-22 12:00:00,78.74821602380803,
2021-11-22 13:30:00,133.3842712390699,
2021-11-22 15:00:00,133.92411990772916,
2021-11-22 15:30:30,133.92411990772916,u
2021-11-22 23:59:59,129.09737594055173,c
2021-11-23 00:00:00,101.10245524137099,
2021-11-23 10:00:00,206.26058137234918,
2021-11-23 10:30:00,149.79682338806742,
2021-11-23 12:00:00,124.07219884916412,
2021-11-23 13:30:00,122.08586278026542,
2021-11-23 15:00:00,129.40596947755398,
2021-11-23 15:30:30,129.40596947755398,
2021-11-23 23:59:59,128.96329653154748,c
2021-11-24 00:00:00,122.60981665193276,
2021-11-24 10:00:00,146.8348139886914,
2021-11-24 10:30:00,153.5585922049163,
2021-11-24 12:00:00,155.10862710772108,
2021-11-24 13:30:00,133.28793663393185,
2021-11-24 15:00:00,138.6503916463439,
2021-11-24 15:30:30,138.6503916463439,
2021-11-24 23:59:59,157.8571513341442,c
2021-11-25 00:00:00,157.8571513341442,
2021-11-25 10:00:00,157.8571513341442,
2021-11-25 10:30:00,157.8571513341442,
2021-11-25 12:00:00,157.8571513341442,
2021-11-25 13:30:00,157.8571513341442,
2021-11-25 15:00:00,157.8571513341442,
2021-11-25 15:30:30,157.8571513341442,
2021-11-25 23:59:59,157.8571513341442,c
2021-11-26 00:00:00,75.90072388505314,
2021-11-26 10:00:00,79.08132386432658,
2021-11-26 10:30:00,75.57222342733508,
2021-11-26 12:00:00,96.95192231153305,
2021-11-26 13:30:00,96.95192231153305,
2021-11-26 15:00:00,96.95192231153305,
2021-11-26 15:30:30,96.95192231153305,
2021-11-26 23:59:59,132.34232035900254,w
2021-11-29 00:00:00,182.66209455316016,
2021-11-29 10:00:00,132.55052630949422,
2021-11-29 10:30:00,127.27508282741519,
2021-11-29 12:00:00,124.14779328975874,
2021-11-29 13:30:00,127.76348216211795,
2021-11-29 15:00:00,118.24947828286736,
2021-11-29 15:30:30,118.24947828286736,
2021-11-29 23:59:59,97.51852588869406,c
2021-11-30 00:00:00,78.66024588447885,
