date,NUFAM_2021_Q3,meta
2021-08-16 00:00:00,-10.26110964182508,
2021-08-16 10:00:00,-23.3773520903218,
2021-08-16 10:30:00,-15.773926946842897,
2021-08-16 12:00:00,-18.97454144836032,
2021-08-16 13:30:00,-20.78647794058559,
2021-08-16 15:00:00,-21.302614671368815,
2021-08-16 15:30:30,-21.302614671368815,
2021-08-16 23:59:59,-22.302754981014083,c
2021-08-17 00:00:00,-28.016864065366,
2021-08-17 10:00:00,-42.1639856014779,
2021-08-17 10:30:00,-39.690854642837536,
2021-08-17 12:00:00,-51.39644774308881,
2021-08-17 13:30:00,-48.02347465506902,
2021-08-17 15:00:00,-49.32473356903132,
2021-08-17 15:30:30,-49.32473356903132,
2021-08-17 23:59:59,-51.74975677891324,c
2021-08-18 00:00:00,-43.808507655047535,
2021-08-18 10:00:00,-40.972637405472554,
2021-08-18 10:30:00,-35.32659786787563,
2021-08-18 12:00:00,-44.45129016992748,
2021-08-18 13:30:00,-39.94234842269107,
2021-08-18 15:00:00,-38.065883719240425,
2021-08-18 15:30:30,-38.065883719240425,
2021-08-18 23:59:59,-39.57550496806708,c
2021-08-19 00:00:00,-44.18310036707983,
2021-08-19 10:00:00,-41.61678749810293,
2021-08-19 10:30:00,-40.205207986178706,
2021-08-19 12:00:00,-43.94463108541869,
2021-08-19 13:30:00,-45.29334419652229,
2021-08-19 15:00:00,-42.66450599452563,
2021-08-19 15:30:30,-42.66450599452563,
2021-08-19 23:59:59,-44.09893767680773,c
2021-08-20 00:00:00,-31.963616689773183,
2021-08-20 10:00:00,-37.266411301916484,
2021-08-20 10:30:00,-38.70493722395979,
2021-08-20 12:00:00,-43.92965567192172,
2021-08-20 13:30:00,-37.32798268661328,
2021-08-20 15:00:00,-41.43945885294766,
2021-08-20 15:30:30,-41.43945885294766,
2021-08-20 23:59:59,-38.743488817241435,w
2021-08-23 00:00:00,-38.172680595676844,
2021-08-23 10:00:00,-41.62381964071541,
2021-08-23 10:30:00,-31.671632669164453,
2021-08-23 12:00:00,-33.87107369447871,
2021-08-23 13:30:00,-31.385730202896923,
2021-08-23 15:00:00,-25.923479013001838,
2021-08-23 15:30:30,-25.923479013001838,
2021-08-23 23:59:59,-22.232376044249484,c
2021-08-24 00:00:00,-16.86251889478281,
2021-08-24 10:00:00,-15.62907909019293,
2021-08-24 10:30:00,-16.94587626148511,
2021-08-24 12:00:00,-11.242611738180122,
2021-08-24 13:30:00,-10.32162926809943,
2021-08-24 15:00:00,-10.190148860689378,
2021-08-24 15:30:30,-10.190148860689378,
2021-08-24 23:59:59,-12.072105474680264,c
2021-08-25 00:00:00,-4.522666141809408,
2021-08-25 10:00:00,2.626969407120754,
