date,AS_FTSE_AS_DM_AW_STAYS_2021_Q4,meta
2021-11-03 20:00:00,-29.986190190365875,
2021-11-03 23:00:00,-22.692733426442082,
2021-11-03 23:59:59,-32.60465977299974,c
2021-11-04 00:00:00,-24.79141415048244,
2021-11-04 01:00:00,-27.592237629714475,
2021-11-04 02:30:00,-35.16103060252743,
2021-11-04 03:00:00,-34.595973650959365,
2021-11-04 18:30:00,-34.595973650959365,
2021-11-04 20:00:00,-22.662738119527503,
2021-11-04 23:00:00,-43.32447823832315,
2021-11-04 23:59:59,-43.71406274135751,c
2021-11-05 00:00:00,-43.584568630650416,
2021-11-05 01:00:00,-41.14045879146872,
2021-11-05 02:30:00,-29.711917049588926,
2021-11-05 03:00:00,-29.469077527132498,
2021-11-05 18:30:00,-29.469077527132498,
2021-11-05 20:00:00,-29.469077527132498,
2021-11-05 23:00:00,-29.469077527132498,
2021-11-05 23:59:59,-27.413862181933332,w
2021-11-08 00:00:00,-17.929548792535073,
2021-11-08 01:00:00,-9.608189886387791,
2021-11-08 02:30:00,-10.492159356105205,
2021-11-08 03:00:00,-9.525482942543555,
2021-11-08 18:30:00,-12.348200929198725,
2021-11-08 20:00:00,-14.461019911618301,
2021-11-08 23:00:00,-1.29465312192508,
2021-11-08 23:59:59,-5.448976068466081,c
2021-11-09 00:00:00,-15.985840582678719,
2021-11-09 01:00:00,-12.115438902291935,
2021-11-09 02:30:00,-9.831302730946717,
2021-11-09 03:00:00,-9.56124888572328,
2021-11-09 18:30:00,-20.41138392614559,
2021-11-09 20:00:00,-17.109557709635354,
2021-11-09 23:00:00,-28.795429562418484,
2021-11-09 23:59:59,-24.958423776336673,c
2021-11-10 00:00:00,-24.95803059492315,
2021-11-10 01:00:00,-25.45975278600418,
2021-11-10 02:30:00,-25.787542615017777,
2021-11-10 03:00:00,-24.930889634084984,
2021-11-10 18:30:00,-42.49157925758708,
2021-11-10 20:00:00,-41.502111917723454,
2021-11-10 23:00:00,-52.30483246416546,
2021-11-10 23:59:59,-48.8593864516277,c
2021-11-11 00:00:00,-49.77658281648281,
2021-11-11 01:00:00,-53.61193857423102,
2021-11-11 02:30:00,-53.18592446619634,
2021-11-11 03:00:00,-51.586680420342574,
2021-11-11 18:30:00,-49.284019078824585,
2021-11-11 20:00:00,-42.284009929258886,
2021-11-11 23:00:00,-30.154409419827218,
2021-11-11 23:59:59,-32.71402266870779,c
2021-11-12 00:00:00,-36.601177309686804,
2021-11-12 01:00:00,-40.564224725556265,
2021-11-12 02:30:00,-41.54297928712383,
2021-11-12 03:00:00,-43.18230796785976,
2021-11-12 18:30:00,-43.18230796785976,
2021-11-12 20:00:00,-43.18230796785976,
2021-11-12 23:00:00,-43.18230796785976,
2021-11-12 23:59:59,-46.15910961357922,w
2021-11-15 00:00:00,-26.679301298964468,
2021-11-15 01:00:00,-22.74307272713631,
2021-11-15 02:30:00,-23.668994576233423,
2021-11-15 03:00:00,-23.412096312086916,
2021-11-15 18:30:00,-30.367771826994463,
2021-11-15 20:00:00,-33.83875173324908,
2021-11-15 23:00:00,-26.05800031252312,
2021-11-15 23:59:59,-31.75601224525591,c
2021-11-16 00:00:00,-35.13094363698408,
2021-11-16 01:00:00,-33.6275833223754,
2021-11-16 02:30:00,-32.76469045194771,
2021-11-16 03:00:00,-32.040481276271215,
2021-11-16 18:30:00,-34.232660464617176,
2021-11-16 20:00:00,-27.786479889987838,
2021-11-16 23:00:00,-27.742892012611044,
2021-11-16 23:59:59,-35.19160574301228,c
2021-11-17 00:00:00,-29.54432755595942,
2021-11-17 01:00:00,-30.64719053367184,
2021-11-17 02:30:00,-29.42732033102579,
2021-11-17 03:00:00,-29.927060606093107,
2021-11-17 18:30:00,-38.071605763277205,
2021-11-17 20:00:00,-24.241682163872113,
2021-11-17 23:00:00,-16.499780003784664,
2021-11-17 23:59:59,-21.812044991751335,c
2021-11-18 00:00:00,-20.960824027382394,
2021-11-18 01:00:00,-27.17205961529391,
2021-11-18 02:30:00,-26.491915760111176,
2021-11-18 03:00:00,-25.851151201474217,
2021-11-18 18:30:00,-29.295985557455275,
2021-11-18 20:00:00,-16.368989390366117,
2021-11-18 23:00:00,-4.113989191243348,
2021-11-18 23:59:59,2.810673032224045,c
2021-11-19 00:00:00,0.688680960498445,
2021-11-19 01:00:00,-2.534871194003898,
2021-11-19 02:30:00,-0.995454804875024,
2021-11-19 03:00:00,-0.20847780313916076,
2021-11-19 18:30:00,-0.20847780313916076,
2021-11-19 20:00:00,-0.20847780313916076,
2021-11-19 23:00:00,-0.20847780313916076,
2021-11-19 23:59:59,0.0,a
2021-11-22 00:00:00,-9.795384760983886,
2021-11-22 01:00:00,-5.90743620759352,
2021-11-22 02:30:00,-7.838469207494121,
2021-11-22 03:00:00,-8.939404108031646,
2021-11-22 18:30:00,-19.458869553051358,
2021-11-22 20:00:00,-14.473528455934172,
2021-11-22 23:00:00,15.162032870322776,
2021-11-22 23:59:59,4.712297869980134,c
2021-11-23 00:00:00,10.69274506882499,
2021-11-23 01:00:00,12.130430440166606,
2021-11-23 02:30:00,9.866791683966241,
2021-11-23 03:00:00,9.10218659879851,
2021-11-23 18:30:00,2.403214377034743,
2021-11-23 20:00:00,-16.953302888300556,
2021-11-23 23:00:00,-7.2937617625496,
2021-11-23 23:59:59,-9.708149952273871,c
2021-11-24 00:00:00,-21.96418221901243,
2021-11-24 01:00:00,-23.794407736935085,
2021-11-24 02:30:00,-25.756041699469634,
2021-11-24 03:00:00,-25.999784947429198,
2021-11-24 18:30:00,-32.80783803342158,
2021-11-24 20:00:00,-29.385424005579672,
2021-11-24 23:00:00,-18.159431434509592,
2021-11-24 23:59:59,-13.633765999423751,c
2021-11-25 00:00:00,-14.160513305804812,
2021-11-25 01:00:00,-13.411450797773966,
2021-11-25 02:30:00,-13.749178339934417,
2021-11-25 03:00:00,-14.132877456266797,
2021-11-25 18:30:00,-20.624458362267085,
2021-11-25 20:00:00,-33.54993931816132,
2021-11-25 23:00:00,-40.56188033127634,
2021-11-25 23:59:59,-43.732069066541754,c
2021-11-26 00:00:00,-37.33183583881697,
2021-11-26 01:00:00,-36.097091803862064,
2021-11-26 02:30:00,-37.623667438505514,
2021-11-26 03:00:00,-37.93966823574385,
2021-11-26 18:30:00,-37.93966823574385,
2021-11-26 20:00:00,-37.93966823574385,
2021-11-26 23:00:00,-37.93966823574385,
2021-11-26 23:59:59,-31.11869044279966,w
2021-11-29 00:00:00,-42.31536517621392,
2021-11-29 01:00:00,-42.136889810671576,
2021-11-29 02:30:00,-41.97744946120841,
2021-11-29 03:00:00,-43.61399686286346,
2021-11-29 18:30:00,-35.22523006256792,
2021-11-29 20:00:00,-31.010171430758923,
2021-11-29 23:00:00,-43.99973842009224,
2021-11-29 23:59:59,-44.28157717767726,c
2021-11-30 00:00:00,-44.440104097998855,
2021-11-30 01:00:00,-35.29797718294823,
2021-11-30 02:30:00,-27.97541804102977,
2021-11-30 03:00:00,-26.80700184949145,
2021-11-30 18:30:00,-21.973765954512544,
2021-11-30 20:00:00,-38.30850141831033,
2021-11-30 23:00:00,-38.95555547102729,
2021-11-30 23:59:59,-27.62309225516684,c
2021-12-01 00:00:00,-34.171531089207534,
2021-12-01 01:00:00,-38.76616620278676,
2021-12-01 02:30:00,-36.64087243084607,
2021-12-01 03:00:00,-37.183242562820475,
2021-12-01 18:30:00,-34.951833410540694,
2021-12-01 20:00:00,-34.66301252354235,
2021-12-01 23:00:00,-39.413430392466275,
2021-12-01 23:59:59,-52.67092082229185,c
2021-12-02 00:00:00,-44.120812737165764,
2021-12-02 01:00:00,-52.62776643885777,
2021-12-02 02:30:00,-48.6198560131616,
2021-12-02 03:00:00,-48.41259727491103,
2021-12-02 18:30:00,-51.93205045243967,
2021-12-02 20:00:00,-40.60348533999788,
2021-12-02 23:00:00,-29.769903157504814,
2021-12-02 23:59:59,-26.160370813298535,c
2021-12-03 00:00:00,-20.49472356561415,
2021-12-03 01:00:00,-12.631889612869657,
2021-12-03 02:30:00,-12.99632120186564,
2021-12-03 03:00:00,-12.19778584859229,
2021-12-03 18:30:00,-12.19778584859229,
2021-12-03 20:00:00,-12.19778584859229,
2021-12-03 23:00:00,-12.19778584859229,
2021-12-03 23:59:59,-11.333579191706917,w
2021-12-06 00:00:00,-31.54761646978836,
2021-12-06 01:00:00,-29.956468681866326,
2021-12-06 02:30:00,-31.762582289673375,
2021-12-06 03:00:00,-32.92971370816799,
2021-12-06 18:30:00,-27.269514626842927,
2021-12-06 20:00:00,-37.9282010165006,
2021-12-06 23:00:00,-23.281005109942136,
2021-12-06 23:59:59,-14.3156007135672,c
2021-12-07 00:00:00,-15.660278887161894,
2021-12-07 01:00:00,-10.767966576819312,
2021-12-07 02:30:00,-12.176925972822303,
2021-12-07 03:00:00,-13.07505404544846,
2021-12-07 18:30:00,-13.464107760239855,
2021-12-07 20:00:00,-17.892237392307898,
2021-12-07 23:00:00,-28.119230047389472,
2021-12-07 23:59:59,-32.80584928158423,c
2021-12-08 00:00:00,-35.01418547963075,
2021-12-08 01:00:00,-28.341694217985,
2021-12-08 02:30:00,-28.564559125886582,
2021-12-08 03:00:00,-29.009521757963647,
2021-12-08 18:30:00,-31.50747466383128,
2021-12-08 20:00:00,-22.58763631283874,
2021-12-08 23:00:00,-22.475709367124004,
2021-12-08 23:59:59,-32.630395470997286,c
2021-12-09 00:00:00,-37.06665761421394,
2021-12-09 01:00:00,-38.51172709762341,
2021-12-09 02:30:00,-36.46020466540666,
2021-12-09 03:00:00,-36.8897074617418,
2021-12-09 18:30:00,-44.4847881146442,
2021-12-09 20:00:00,-39.89705448307613,
2021-12-09 23:00:00,-39.89567339655427,
2021-12-09 23:59:59,-26.841436820722947,c
2021-12-10 00:00:00,-36.51915724911846,
2021-12-10 01:00:00,-15.326978281362656,
2021-12-10 02:30:00,-15.552088189859084,
2021-12-10 03:00:00,-16.132752351165507,
2021-12-10 18:30:00,-16.132752351165507,
2021-12-10 20:00:00,-16.132752351165507,
2021-12-10 23:00:00,-16.132752351165507,
2021-12-10 23:59:59,-16.27107101177588,w
2021-12-13 00:00:00,-12.284776381614655,
2021-12-13 01:00:00,-17.926556860999895,
2021-12-13 02:30:00,-21.263398210598076,
2021-12-13 03:00:00,-27.300523076656887,
2021-12-13 18:30:00,-43.6545399882058,
2021-12-13 20:00:00,-70.66022612600128,
2021-12-13 23:00:00,-61.46109001008972,
2021-12-13 23:59:59,-61.057884944623005,c
2021-12-14 00:00:00,-71.6286795350846,
2021-12-14 01:00:00,-73.40809997539756,
2021-12-14 02:30:00,-72.23195263816035,
2021-12-14 03:00:00,-73.47588056836007,
2021-12-14 18:30:00,-70.95304453100083,
2021-12-14 20:00:00,-100.40383018792703,
2021-12-14 23:00:00,-101.29814533107661,
2021-12-14 23:59:59,-97.68823595484045,c
2021-12-15 00:00:00,-101.93590184302732,
2021-12-15 01:00:00,-91.94167313071871,
2021-12-15 02:30:00,-90.22305380084573,
2021-12-15 03:00:00,-90.43551179921835,
2021-12-15 18:30:00,-94.77044934748602,
2021-12-15 20:00:00,-104.08508961157582,
2021-12-15 23:00:00,-98.97955589154023,
2021-12-15 23:59:59,-108.14624650945362,c
2021-12-16 00:00:00,-90.06747374163969,
2021-12-16 01:00:00,-88.42567998530647,
2021-12-16 02:30:00,-87.50700510239474,
2021-12-16 03:00:00,-86.73293830833133,
2021-12-16 18:30:00,-79.86455129061558,
2021-12-16 20:00:00,-71.60316722976212,
2021-12-16 23:00:00,-47.68835383489244,
2021-12-16 23:59:59,-68.69662825409135,c
2021-12-17 00:00:00,-66.2793002634406,
2021-12-17 01:00:00,-75.8437089989367,
2021-12-17 02:30:00,-75.71123219128273,
2021-12-17 03:00:00,-76.43031745155585,
2021-12-17 18:30:00,-76.43031745155585,
2021-12-17 20:00:00,-76.43031745155585,
2021-12-17 23:00:00,-76.43031745155585,
2021-12-17 23:59:59,-74.80923963709347,e
2021-12-20 00:00:00,-133.41008044128134,
2021-12-20 01:00:00,-129.63404955049174,
2021-12-20 02:30:00,-131.37455914377387,
2021-12-20 03:00:00,-131.16305795314688,
2021-12-20 18:30:00,-128.4183888811039,
2021-12-20 20:00:00,-105.1544116858934,
2021-12-20 23:00:00,-119.62009200543008,
2021-12-20 23:59:59,-123.75572419304363,c
2021-12-21 00:00:00,-109.48492021092915,
2021-12-21 01:00:00,-105.33814745322013,
2021-12-21 02:30:00,-104.47930461344612,
2021-12-21 03:00:00,-103.42524227094532,
2021-12-21 18:30:00,-105.0087409995672,
2021-12-21 20:00:00,-94.29597291825209,
2021-12-21 23:00:00,-135.71496221573034,
2021-12-21 23:59:59,-133.01396240315384,c
2021-12-22 00:00:00,-143.3236145827508,
2021-12-22 01:00:00,-145.74951216342612,
2021-12-22 02:30:00,-146.16698459098168,
2021-12-22 03:00:00,-145.73578461507907,
2021-12-22 18:30:00,-142.0612124678039,
2021-12-22 20:00:00,-151.8950664419624,
2021-12-22 23:00:00,-152.87653438367317,
2021-12-22 23:59:59,-151.15968307584703,c
2021-12-23 00:00:00,-144.5217553437783,
2021-12-23 01:00:00,-147.9294212221552,
2021-12-23 02:30:00,-147.99581845101505,
2021-12-23 03:00:00,-147.81135288534375,
2021-12-23 18:30:00,-155.28801208638106,
2021-12-23 20:00:00,-148.24224292558142,
2021-12-23 23:00:00,-143.68001435539864,
2021-12-23 23:59:59,-143.80905246930007,c
2021-12-24 00:00:00,-139.30305477806803,
2021-12-24 01:00:00,-136.65594935658441,
2021-12-24 02:30:00,-136.65594935658441,
2021-12-24 03:00:00,-136.65594935658441,
2021-12-24 18:30:00,-136.65594935658441,
2021-12-24 20:00:00,-136.65594935658441,
2021-12-24 23:00:00,-136.65594935658441,
2021-12-24 23:59:59,-135.81030480105932,w
2021-12-27 00:00:00,-137.01754646387107,
2021-12-27 01:00:00,-139.24147939751504,
2021-12-27 02:30:00,-140.12657388324172,
2021-12-27 03:00:00,-139.99827646037562,
2021-12-27 18:30:00,-139.99827646037562,
2021-12-27 20:00:00,-152.92837779774294,
2021-12-27 23:00:00,-153.66467073060448,
2021-12-27 23:59:59,-150.53495808542647,c
2021-12-28 00:00:00,-154.8236663529832,
2021-12-28 01:00:00,-157.70707836522666,
2021-12-28 02:30:00,-158.05769842494317,
2021-12-28 03:00:00,-157.90929951518396,
2021-12-28 18:30:00,-158.62705669307059,
2021-12-28 20:00:00,-159.36685750545718,
2021-12-28 23:00:00,-136.2009750087881,
2021-12-28 23:59:59,-137.67668932375764,c
2021-12-29 00:00:00,-137.20823757734018,
2021-12-29 01:00:00,-137.12258835270103,
2021-12-29 02:30:00,-138.7716271095381,
2021-12-29 03:00:00,-138.67693378536,
2021-12-29 18:30:00,-142.59206006321648,
2021-12-29 20:00:00,-145.96255817493022,
2021-12-29 23:00:00,-139.2484526230474,
2021-12-29 23:59:59,-136.44459886483037,c
2021-12-30 00:00:00,-134.31088263983875,
2021-12-30 01:00:00,-138.51152216942717,
2021-12-30 02:30:00,-136.5372100625426,
2021-12-30 03:00:00,-136.37607176696415,
2021-12-30 18:30:00,-135.25969660419406,
2021-12-30 20:00:00,-141.44604365514382,
2021-12-30 23:00:00,-151.93464991171228,
2021-12-30 23:59:59,-152.35921651748765,c
2021-12-31 00:00:00,-153.78501187392015,
2021-12-31 01:00:00,-153.78501187392015,
2021-12-31 02:30:00,-153.78501187392015,
2021-12-31 03:00:00,-153.78501187392015,
2021-12-31 18:30:00,-153.78501187392015,
2021-12-31 20:00:00,-153.78501187392015,
2021-12-31 23:00:00,-153.78501187392015,
2021-12-31 23:59:59,-154.36905628981881,w
2022-01-03 00:00:00,-155.921672060442,
2022-01-03 01:00:00,-155.44771833793112,
2022-01-03 02:30:00,-156.41659583830227,
2022-01-03 03:00:00,-155.8696599909112,
2022-01-03 18:30:00,-143.5619816966797,
2022-01-03 20:00:00,-172.3064101377642,
2022-01-03 23:00:00,-175.35311148120556,
2022-01-03 23:59:59,-174.96597353028108,c
2022-01-04 00:00:00,-164.67212047630164,
2022-01-04 01:00:00,-157.35681208847438,
2022-01-04 02:30:00,-157.24626598148893,
2022-01-04 03:00:00,-156.52652658052546,
2022-01-04 18:30:00,-175.90835307091498,
2022-01-04 20:00:00,-181.20810796812788,
2022-01-04 23:00:00,-194.1571954194242,
2022-01-04 23:59:59,-198.7062635383408,c
2022-01-05 00:00:00,-210.08429430685328,
2022-01-05 01:00:00,-207.18037013002697,
2022-01-05 02:30:00,-206.5193776983278,
2022-01-05 03:00:00,-206.47144783260364,
2022-01-05 18:30:00,-207.4067346590105,
2022-01-05 20:00:00,-222.23121944496756,
2022-01-05 23:00:00,-227.12842561187807,
2022-01-05 23:59:59,-230.83080171793875,c
2022-01-06 00:00:00,-248.28439612608707,
2022-01-06 01:00:00,-246.20183365935395,
2022-01-06 02:30:00,-247.58536051041835,
2022-01-06 03:00:00,-247.35192395012803,
2022-01-06 18:30:00,-260.3895035254028,
2022-01-06 20:00:00,-264.5878314650375,
2022-01-06 23:00:00,-273.47495195148247,
2022-01-06 23:59:59,-269.6353596566768,c
2022-01-07 00:00:00,-266.01753588149575,
2022-01-07 01:00:00,-259.1134423111053,
2022-01-07 02:30:00,-259.6473378382682,
2022-01-07 03:00:00,-259.3420743291957,
2022-01-07 18:30:00,-259.3420743291957,
2022-01-07 20:00:00,-259.3420743291957,
2022-01-07 23:00:00,-259.3420743291957,
2022-01-07 23:59:59,-259.51752228360704,w
