date,AS_FTSE_AS_DM_AW_STAYS_2021_Q4,meta
2021-10-08 00:00:00,124.38726081130876,
2021-10-08 01:00:00,127.44457781793103,
2021-10-08 02:30:00,132.70241191206992,
2021-10-08 03:00:00,133.02686467692558,
2021-10-08 18:30:00,133.02686467692558,
2021-10-08 20:00:00,133.02686467692558,
2021-10-08 23:00:00,133.02686467692558,
2021-10-08 23:59:59,132.15925019200546,w
2021-10-11 00:00:00,108.34445223886563,
2021-10-11 01:00:00,107.77178909813834,
2021-10-11 02:30:00,111.29731576153476,
2021-10-11 03:00:00,111.55341957606943,
2021-10-11 18:30:00,111.55341957606943,
2021-10-11 20:00:00,101.53280982039534,
2021-10-11 23:00:00,95.68331871861194,
2021-10-11 23:59:59,83.4077064729414,c
2021-10-12 00:00:00,77.87942202076381,
2021-10-12 01:00:00,87.21746084696697,
2021-10-12 02:30:00,83.13588052254029,
2021-10-12 03:00:00,83.4677667373157,
2021-10-12 18:30:00,83.4677667373157,
2021-10-12 20:00:00,79.12047920194082,
2021-10-12 23:00:00,77.37812273806814,
2021-10-12 23:59:59,75.67401050066813,c
2021-10-13 00:00:00,80.75525721539832,
2021-10-13 01:00:00,82.98593209472774,
2021-10-13 02:30:00,82.79264230091856,
2021-10-13 03:00:00,82.78751211172097,
2021-10-13 18:30:00,82.78751211172097,
2021-10-13 20:00:00,73.72408303938322,
2021-10-13 23:00:00,78.35132004080141,
2021-10-13 23:59:59,78.22556582585266,c
2021-10-14 00:00:00,77.12109414030756,
2021-10-14 01:00:00,80.81914290912319,
2021-10-14 02:30:00,81.44659443161568,
2021-10-14 03:00:00,81.37610525398632,
2021-10-14 18:30:00,81.37610525398632,
2021-10-14 20:00:00,67.66349773082383,
2021-10-14 23:00:00,76.90965225515829,
2021-10-14 23:59:59,85.09896056748723,c
2021-10-15 00:00:00,84.59522822321374,
2021-10-15 01:00:00,91.30774929360707,
2021-10-15 02:30:00,87.24295988601078,
2021-10-15 03:00:00,87.57127899033354,
2021-10-15 18:30:00,87.57127899033354,
2021-10-15 20:00:00,87.57127899033354,
2021-10-15 23:00:00,87.57127899033354,
2021-10-15 23:59:59,85.81786825859315,w
2021-10-18 00:00:00,72.48381732607398,
2021-10-18 01:00:00,75.10031744976901,
2021-10-18 02:30:00,77.48287595605386,
2021-10-18 03:00:00,77.54289076348799,
2021-10-18 18:30:00,77.54289076348799,
2021-10-18 20:00:00,85.22081115917588,
2021-10-18 23:00:00,92.20403883751915,
2021-10-18 23:59:59,87.49392634020226,c
2021-10-19 00:00:00,84.96201103188766,
2021-10-19 01:00:00,83.42581269392825,
2021-10-19 02:30:00,81.5178437705476,
2021-10-19 03:00:00,81.32717623708815,
2021-10-19 18:30:00,81.32717623708815,
2021-10-19 20:00:00,60.56873177839195,
2021-10-19 23:00:00,68.00340339001811,
2021-10-19 23:59:59,63.697320425594214,c
2021-10-20 00:00:00,70.88482190738809,
2021-10-20 01:00:00,69.11346881278833,
2021-10-20 02:30:00,69.64730667828557,
2021-10-20 03:00:00,68.78746025582625,
2021-10-20 18:30:00,68.78746025582625,
2021-10-20 20:00:00,49.76960503435228,
2021-10-20 23:00:00,73.55803059001441,
2021-10-20 23:59:59,62.25516052851863,c
2021-10-21 00:00:00,50.70783373380428,
2021-10-21 01:00:00,41.1094307319204,
2021-10-21 02:30:00,42.64134715802142,
2021-10-21 03:00:00,43.07690997253685,
2021-10-21 18:30:00,43.07690997253685,
2021-10-21 20:00:00,54.553607475922874,
2021-10-21 23:00:00,42.109195382825476,
2021-10-21 23:59:59,43.696691054085804,c
2021-10-22 00:00:00,52.085702169481024,
2021-10-22 01:00:00,49.69186387746649,
2021-10-22 02:30:00,49.634184195986876,
2021-10-22 03:00:00,49.44483480571948,
2021-10-22 18:30:00,49.44483480571948,
2021-10-22 20:00:00,49.44483480571948,
2021-10-22 23:00:00,49.44483480571948,
2021-10-22 23:59:59,48.27735838094401,w
2021-10-25 00:00:00,63.02477981808015,
2021-10-25 01:00:00,70.7276000994692,
2021-10-25 02:30:00,76.11970189320208,
2021-10-25 03:00:00,76.21530490161972,
2021-10-25 18:30:00,76.21530490161972,
2021-10-25 20:00:00,48.12375714434661,
2021-10-25 23:00:00,53.555177926689694,
2021-10-25 23:59:59,48.907436169882615,c
2021-10-26 00:00:00,58.406446475553494,
2021-10-26 01:00:00,68.168817303707,
2021-10-26 02:30:00,65.92892768069846,
2021-10-26 03:00:00,67.06077063830396,
2021-10-26 18:30:00,67.06077063830396,
2021-10-26 20:00:00,55.60982274497175,
2021-10-26 23:00:00,41.14708310875096,
2021-10-26 23:59:59,32.99467861993577,c
2021-10-27 00:00:00,31.909145462014763,
2021-10-27 01:00:00,27.404276572692922,
2021-10-27 02:30:00,23.04231026272835,
2021-10-27 03:00:00,23.864132620016704,
2021-10-27 18:30:00,23.864132620016704,
2021-10-27 20:00:00,24.141065415137774,
2021-10-27 23:00:00,13.505019813335664,
2021-10-27 23:59:59,15.925329884554813,c
2021-10-28 00:00:00,17.857264156154585,
2021-10-28 01:00:00,12.465752710332993,
2021-10-28 02:30:00,9.77170815445264,
2021-10-28 03:00:00,9.458139030795778,
2021-10-28 18:30:00,9.458139030795778,
2021-10-28 20:00:00,-5.007680294723528,
2021-10-28 23:00:00,-15.995556107450334,
2021-10-28 23:59:59,-10.843566086749021,c
2021-10-29 00:00:00,-5.506499220128106,
2021-10-29 01:00:00,-15.507134548706432,
2021-10-29 02:30:00,-8.833419519793289,
2021-10-29 03:00:00,-8.823079640994472,
2021-10-29 18:30:00,-8.823079640994472,
2021-10-29 20:00:00,-8.823079640994472,
2021-10-29 23:00:00,-8.823079640994472,
2021-10-29 23:59:59,-8.665605574624436,w
2021-11-01 00:00:00,-15.8732775618721,
2021-11-01 01:00:00,-20.165889853484757,
2021-11-01 02:30:00,-17.046765437243614,
2021-11-01 03:00:00,-17.639468321254064,
2021-11-01 18:30:00,-17.639468321254064,
2021-11-01 20:00:00,-21.162001709558275,
2021-11-01 23:00:00,-22.855661144813233,
2021-11-01 23:59:59,-27.618223623911447,c
2021-11-02 00:00:00,-19.07599164593708,
2021-11-02 01:00:00,-27.05108433675428,
2021-11-02 02:30:00,-20.04013221356969,
2021-11-02 03:00:00,-19.20351711591246,
2021-11-02 18:30:00,-19.20351711591246,
2021-11-02 20:00:00,-21.781018638347255,
2021-11-02 23:00:00,-27.798536564803214,
2021-11-02 23:59:59,-22.21425373390067,c
2021-11-03 00:00:00,-21.089010778085935,
2021-11-03 01:00:00,-20.52187903641348,
2021-11-03 02:30:00,-22.33802878661548,
2021-11-03 03:00:00,-22.390720356862865,
2021-11-03 18:30:00,-22.390720356862865,
