date,SKYY_2021_Q3,meta
2021-08-20 00:00:00,-778.8876680951397,
2021-08-20 10:00:00,-751.2938501303219,
2021-08-20 10:30:00,-748.5244619764339,
2021-08-20 12:00:00,-758.2074356850152,
2021-08-20 13:30:00,-781.397259463712,
2021-08-20 15:00:00,-780.5916131350114,
2021-08-20 15:30:30,-780.5916131350114,
2021-08-20 23:59:59,-752.4806136855908,w
2021-08-23 00:00:00,-718.4936825039366,
2021-08-23 10:00:00,-747.9943059333754,
2021-08-23 10:30:00,-725.6370100399542,
2021-08-23 12:00:00,-716.929739821141,
2021-08-23 13:30:00,-709.8945916631708,
2021-08-23 15:00:00,-691.7527233074869,
2021-08-23 15:30:30,-691.7527233074869,
2021-08-23 23:59:59,-698.1997790468798,c
2021-08-24 00:00:00,-652.3740966243965,
2021-08-24 10:00:00,-645.7654828425527,
2021-08-24 10:30:00,-670.8346691346626,
2021-08-24 12:00:00,-658.820602746289,
2021-08-24 13:30:00,-652.2443186210867,
2021-08-24 15:00:00,-654.2361200134239,
2021-08-24 15:30:30,-654.2361200134239,
2021-08-24 23:59:59,-628.8906147746128,c
2021-08-25 00:00:00,-634.4933464390482,
2021-08-25 10:00:00,-691.5033616356391,
2021-08-25 10:30:00,-681.6660701109495,
2021-08-25 12:00:00,-641.3650946924045,
2021-08-25 13:30:00,-668.1032418595343,
2021-08-25 15:00:00,-639.4016852239539,
2021-08-25 15:30:30,-639.4016852239539,
2021-08-25 23:59:59,-625.1177398620256,c
2021-08-26 00:00:00,-600.4653620974168,
2021-08-26 10:00:00,-524.7216510839551,
2021-08-26 10:30:00,-534.840281389874,
2021-08-26 12:00:00,-533.3609321981428,
2021-08-26 13:30:00,-538.030659258382,
2021-08-26 15:00:00,-536.6534992188592,
2021-08-26 15:30:30,-536.6534992188592,
2021-08-26 23:59:59,-547.5770547219843,c
2021-08-27 00:00:00,-573.6334653192168,
2021-08-27 10:00:00,-590.542151492327,
2021-08-27 10:30:00,-554.7263359324852,
2021-08-27 12:00:00,-531.2036270326446,
2021-08-27 13:30:00,-518.6101976997593,
2021-08-27 15:00:00,-527.5579048254731,
2021-08-27 15:30:30,-527.5579048254731,
2021-08-27 23:59:59,-515.6979871561964,w
2021-08-30 00:00:00,-487.9552762344915,
2021-08-30 10:00:00,-520.6481993786938,
2021-08-30 10:30:00,-472.6065492781704,
2021-08-30 12:00:00,-423.0094176089501,
2021-08-30 13:30:00,-411.000338852092,
2021-08-30 15:00:00,-390.93889469823444,
2021-08-30 15:30:30,-390.93889469823444,
2021-08-30 23:59:59,-395.9137042556831,c
2021-08-31 00:00:00,-241.3732205114013,
2021-08-31 10:00:00,-213.6584819712939,
2021-08-31 10:30:00,-217.25360655635086,
2021-08-31 12:00:00,-216.97795775578038,
2021-08-31 13:30:00,-230.57518288273286,
2021-08-31 15:00:00,-206.33260964029637,
2021-08-31 15:30:30,-206.33260964029637,s
2021-08-31 23:59:59,-222.48293264231484,c
2021-09-01 00:00:00,-208.42623658906746,
2021-09-01 10:00:00,-201.1414215045288,
2021-09-01 10:30:00,-179.11830714954567,
2021-09-01 12:00:00,-152.51367748974417,
2021-09-01 13:30:00,-114.90701968889562,
2021-09-01 15:00:00,-127.7650818461982,
2021-09-01 15:30:30,-127.7650818461982,
2021-09-01 23:59:59,-123.40429354983507,c
2021-09-02 00:00:00,-112.35662973031549,
2021-09-02 10:00:00,-75.79089765334265,
2021-09-02 10:30:00,-65.70430172461056,
2021-09-02 12:00:00,-75.11545949772426,
2021-09-02 13:30:00,-106.89403030750373,
2021-09-02 15:00:00,-115.33865319830488,
2021-09-02 15:30:30,-115.33865319830488,
2021-09-02 23:59:59,-130.71114243054672,c
2021-09-03 00:00:00,-129.67250908485062,
2021-09-03 10:00:00,-74.38314343381762,
2021-09-03 10:30:00,-36.77879793710781,
2021-09-03 12:00:00,-29.14217861610223,
2021-09-03 13:30:00,-10.035228146916097,
2021-09-03 15:00:00,23.497943483786912,
2021-09-03 15:30:30,23.497943483786912,
2021-09-03 23:59:59,63.54611369570193,w
2021-09-06 00:00:00,63.54611369570193,
2021-09-06 10:00:00,63.54611369570193,
2021-09-06 10:30:00,63.54611369570193,
2021-09-06 12:00:00,63.54611369570193,
2021-09-06 13:30:00,63.54611369570193,
2021-09-06 15:00:00,63.54611369570193,
2021-09-06 15:30:30,63.54611369570193,
2021-09-06 23:59:59,63.54611369570193,c
2021-09-07 00:00:00,55.100486184520605,
2021-09-07 10:00:00,79.00922879604741,
2021-09-07 10:30:00,71.63408334050246,
2021-09-07 12:00:00,42.90561687692798,
2021-09-07 13:30:00,42.21296963055329,
2021-09-07 15:00:00,25.579229035679646,
2021-09-07 15:30:30,25.579229035679646,
2021-09-07 23:59:59,3.037647476145821,c
2021-09-08 00:00:00,17.873915079663448,
2021-09-08 10:00:00,-49.18925434518428,
2021-09-08 10:30:00,-95.0101262590465,
2021-09-08 12:00:00,-89.56144649154362,
2021-09-08 13:30:00,-38.65191321868474,
2021-09-08 15:00:00,-53.67995750350656,
2021-09-08 15:30:30,-53.67995750350656,
2021-09-08 23:59:59,-26.294501409774284,c
2021-09-09 00:00:00,-70.58742247821738,
2021-09-09 10:00:00,9.879712176888006,
2021-09-09 10:30:00,-7.621772333161971,
2021-09-09 12:00:00,-9.943254150249686,
2021-09-09 13:30:00,-21.771432467683326,
2021-09-09 15:00:00,-14.087327029731114,
2021-09-09 15:30:30,-14.087327029731114,
2021-09-09 23:59:59,-17.9519830984475,c
2021-09-10 00:00:00,25.568922996650826,
2021-09-10 10:00:00,75.63276968014111,
2021-09-10 10:30:00,35.317760790514285,
2021-09-10 12:00:00,60.878131876795806,
2021-09-10 13:30:00,47.38347525802692,
2021-09-10 15:00:00,-0.509451412925273,
2021-09-10 15:30:30,-0.509451412925273,
2021-09-10 23:59:59,0.0,a
2021-09-13 00:00:00,71.13039242665604,
2021-09-13 10:00:00,202.07982034972315,
2021-09-13 10:30:00,197.45831033538343,
2021-09-13 12:00:00,269.3821911073501,
2021-09-13 13:30:00,204.74915397735276,
2021-09-13 15:00:00,241.94129232217983,
2021-09-13 15:30:30,241.94129232217983,
2021-09-13 23:59:59,203.85283197623107,c
2021-09-14 00:00:00,225.46373861932193,
2021-09-14 10:00:00,214.13533803237647,
2021-09-14 10:30:00,220.9373052633614,
2021-09-14 12:00:00,206.67862710974487,
2021-09-14 13:30:00,222.64921634105303,
2021-09-14 15:00:00,229.42077843097331,
2021-09-14 15:30:30,229.42077843097331,
2021-09-14 23:59:59,235.44916199013005,c
2021-09-15 00:00:00,254.71465520213178,
