date,FTSE_US_2021_Q4,meta
2021-10-08 00:00:00,309.80796599446273,
2021-10-08 10:00:00,289.5496645845494,
2021-10-08 10:30:00,289.1996244429956,
2021-10-08 12:00:00,262.2434982716662,
2021-10-08 13:30:00,273.4268457371347,
2021-10-08 15:00:00,281.40787595480094,
2021-10-08 15:30:30,281.40787595480094,
2021-10-08 23:59:59,258.68321223454564,w
2021-10-11 00:00:00,228.55387085240136,
2021-10-11 10:00:00,176.26323469100703,
2021-10-11 10:30:00,165.70554341265677,
2021-10-11 12:00:00,167.40451764974773,
2021-10-11 13:30:00,167.55866971436535,
2021-10-11 15:00:00,161.52727071851984,
2021-10-11 15:30:30,161.52727071851984,
2021-10-11 23:59:59,127.33487970590625,c
2021-10-12 00:00:00,122.0908898821566,
2021-10-12 10:00:00,131.93657469331015,
2021-10-12 10:30:00,158.52210457812532,
2021-10-12 12:00:00,159.70580834778855,
2021-10-12 13:30:00,158.47037886077499,
2021-10-12 15:00:00,181.35585700961155,
2021-10-12 15:30:30,181.35585700961155,
2021-10-12 23:59:59,156.76813521628492,c
2021-10-13 00:00:00,183.69753375450568,
2021-10-13 10:00:00,228.6527612683692,
2021-10-13 10:30:00,232.24742218167228,
2021-10-13 12:00:00,213.32696279157028,
2021-10-13 13:30:00,210.75050847897535,
2021-10-13 15:00:00,230.47299761889917,
2021-10-13 15:30:30,230.47299761889917,
2021-10-13 23:59:59,229.19838979738984,c
2021-10-14 00:00:00,241.6061438829928,
2021-10-14 10:00:00,240.4820151927329,
2021-10-14 10:30:00,217.51907075435872,
2021-10-14 12:00:00,217.45552412270501,
2021-10-14 13:30:00,211.9972428090283,
2021-10-14 15:00:00,203.25659189967348,
2021-10-14 15:30:30,203.25659189967348,
2021-10-14 23:59:59,196.24951878953152,c
2021-10-15 00:00:00,191.31363508888478,
2021-10-15 10:00:00,155.64119513094852,
2021-10-15 10:30:00,153.76795854471698,
2021-10-15 12:00:00,158.92898723739472,
2021-10-15 13:30:00,148.9752907726296,
2021-10-15 15:00:00,136.44648636640636,
2021-10-15 15:30:30,136.44648636640636,
2021-10-15 23:59:59,125.89572677931096,w
2021-10-18 00:00:00,149.26212844968074,
2021-10-18 10:00:00,144.96758827872145,
2021-10-18 10:30:00,137.1514053623946,
2021-10-18 12:00:00,115.97826861837564,
2021-10-18 13:30:00,111.44874706462963,
2021-10-18 15:00:00,97.18666714260041,
2021-10-18 15:30:30,97.18666714260041,
2021-10-18 23:59:59,97.38905189130071,c
2021-10-19 00:00:00,75.25548562707252,
2021-10-19 10:00:00,100.25978505920773,
