date,PBW_2021_Q2,meta
2021-06-01 00:00:00,42.836777223200166,
2021-06-01 10:00:00,-37.195834708466826,
2021-06-01 10:30:00,-69.02605296572153,
2021-06-01 12:00:00,-42.92720399480984,
2021-06-01 13:30:00,-35.31697265010835,
2021-06-01 15:00:00,-47.795618048224014,
2021-06-01 15:30:30,-47.795618048224014,
2021-06-01 23:59:59,-36.88813295871874,c
2021-06-02 00:00:00,-27.818285909665942,
2021-06-02 10:00:00,-41.03925212156544,
2021-06-02 10:30:00,-88.51712831758344,
2021-06-02 12:00:00,-25.14669063959466,
2021-06-02 13:30:00,17.14310106777092,
2021-06-02 15:00:00,43.18830254133133,
2021-06-02 15:30:30,43.18830254133133,
2021-06-02 23:59:59,48.63600143083263,c
2021-06-03 00:00:00,70.77971146016333,
2021-06-03 10:00:00,12.898033603707844,
2021-06-03 10:30:00,44.27541553374592,
2021-06-03 12:00:00,36.11662211002571,
2021-06-03 13:30:00,76.30035219937076,
2021-06-03 15:00:00,57.41436063004752,
2021-06-03 15:30:30,57.41436063004752,
2021-06-03 23:59:59,82.42055165925223,c
2021-06-04 00:00:00,94.524855973103,
2021-06-04 10:00:00,145.46947063592773,
2021-06-04 10:30:00,149.0509265353183,
2021-06-04 12:00:00,203.40019495598773,
2021-06-04 13:30:00,234.94619826970677,
2021-06-04 15:00:00,231.8189357554209,
2021-06-04 15:30:30,231.8189357554209,
2021-06-04 23:59:59,200.81036798301443,w
2021-06-07 00:00:00,237.35862334969931,
2021-06-07 10:00:00,153.09818775011567,
2021-06-07 10:30:00,168.42233941570458,
2021-06-07 12:00:00,226.3270493519771,
2021-06-07 13:30:00,211.1922702906944,
2021-06-07 15:00:00,251.65630676641769,
2021-06-07 15:30:30,251.65630676641769,
2021-06-07 23:59:59,234.82626802440592,c
2021-06-08 00:00:00,255.55286475192378,
2021-06-08 10:00:00,217.2040595928994,
2021-06-08 10:30:00,244.74451290951743,
2021-06-08 12:00:00,238.359277441217,
2021-06-08 13:30:00,290.5269828565822,
2021-06-08 15:00:00,289.6279001002128,
2021-06-08 15:30:30,289.6279001002128,
2021-06-08 23:59:59,279.54128847156613,c
2021-06-09 00:00:00,308.5610747442968,
2021-06-09 10:00:00,271.28940341492165,
2021-06-09 10:30:00,203.93397882152522,
2021-06-09 12:00:00,151.71931060146628,
2021-06-09 13:30:00,144.43509359477085,
2021-06-09 15:00:00,157.00788452110106,
2021-06-09 15:30:30,157.00788452110106,
2021-06-09 23:59:59,147.3341860402782,c
2021-06-10 00:00:00,128.35738893478847,
2021-06-10 10:00:00,162.0239347817204,
2021-06-10 10:30:00,160.19647141158745,
2021-06-10 12:00:00,122.86087678725468,
2021-06-10 13:30:00,140.35996023799026,
2021-06-10 15:00:00,143.39883650747947,
2021-06-10 15:30:30,143.39883650747947,
2021-06-10 23:59:59,159.98643028324918,c
2021-06-11 00:00:00,154.8471980485616,
2021-06-11 10:00:00,117.88298866875695,
2021-06-11 10:30:00,94.20600676536216,
2021-06-11 12:00:00,63.44763045485991,
2021-06-11 13:30:00,65.5379859653433,
2021-06-11 15:00:00,72.21910804300325,
2021-06-11 15:30:30,72.21910804300325,
2021-06-11 23:59:59,86.15592777550523,w
2021-06-14 00:00:00,30.847624881485963,
2021-06-14 10:00:00,17.49293357822514,
2021-06-14 10:30:00,17.972933503325542,
2021-06-14 12:00:00,-33.397959781829506,
2021-06-14 13:30:00,-24.538384123974833,
2021-06-14 15:00:00,-15.67908819802166,
2021-06-14 15:30:30,-15.67908819802166,
2021-06-14 23:59:59,40.87570098420995,c
2021-06-15 00:00:00,19.78497745247636,
2021-06-15 10:00:00,-15.334134186917382,
2021-06-15 10:30:00,-74.52341855452539,
2021-06-15 12:00:00,-102.2222685026866,
2021-06-15 13:30:00,-95.8544018299408,
2021-06-15 15:00:00,-105.29515116876058,
2021-06-15 15:30:30,-105.29515116876058,
2021-06-15 23:59:59,-92.66077876436708,c
2021-06-16 00:00:00,-69.42331908986769,
2021-06-16 10:00:00,-56.61534905713094,
2021-06-16 10:30:00,-74.33714086275846,
2021-06-16 12:00:00,-71.75312519176458,
2021-06-16 13:30:00,-86.65049245241516,
2021-06-16 15:00:00,-97.54370432421346,
2021-06-16 15:30:30,-97.54370432421346,
2021-06-16 23:59:59,-35.484745548915456,c
2021-06-17 00:00:00,-32.22065590583669,
2021-06-17 10:00:00,-53.34523213927302,
2021-06-17 10:30:00,-59.784056652133344,
2021-06-17 12:00:00,-9.824306208553068,
2021-06-17 13:30:00,-24.011622243942572,
2021-06-17 15:00:00,-7.271553365166284,
2021-06-17 15:30:30,-7.271553365166284,
2021-06-17 23:59:59,22.841551429860353,c
2021-06-18 00:00:00,65.85819167561934,
2021-06-18 10:00:00,20.375056585569247,
2021-06-18 10:30:00,-18.236277071916735,
2021-06-18 12:00:00,-31.96750182824225,
2021-06-18 13:30:00,-4.812982715379796,
2021-06-18 15:00:00,8.49415925902656,
2021-06-18 15:30:30,8.49415925902656,q
2021-06-18 23:59:59,16.17166023468331,w
2021-06-21 00:00:00,-36.486343252095814,
2021-06-21 10:00:00,-21.205070772374498,
2021-06-21 10:30:00,-63.229075764104195,
